rank,packet_file,delta_leak_basis,rank_H_basis,rank_N_basis,row_rank_N,n_hits,n_neutral,n_leaking,neutral_fraction,resid_min,resid_p10,resid_median,resid_p90,resid_max
20,basis_0000_913251dbab23.npz,0,11,11,11,151757,39409,112348,0.25968489097702246,0.0,0.0,2.327978633801841,3.392712323666872,7.635095878672708
20,basis_0001_1cdbff107a5d.npz,0,11,11,11,151757,39409,112348,0.25968489097702246,0.0,0.0,2.31466774211382,3.379624958749937,7.787346834812931
20,basis_0002_17d5728dc1bf.npz,0,11,11,11,151757,39409,112348,0.25968489097702246,0.0,0.0,2.318445147737836,3.3822185821079254,7.922752111315508
20,basis_0003_c2f0dd69c862.npz,0,11,11,11,151773,39409,112364,0.25965751484124316,0.0,0.0,2.313755027124826,3.378447632701371,7.998624783251226
20,basis_0004_43bdd4beae1a.npz,0,11,11,11,151773,39409,112364,0.25965751484124316,0.0,0.0,2.314701329690447,3.3803395856083234,7.17213914644656
20,basis_0005_f02999ba2306.npz,0,11,11,11,151757,39409,112348,0.25968489097702246,0.0,0.0,2.319388078245332,3.3907294115359594,7.408542589202245
20,basis_0006_f66f55a3b7bf.npz,0,11,11,11,151789,39409,112380,0.2596301444768725,0.0,0.0,2.319344394401495,3.3899195394952835,7.293956733089069
20,basis_0007_44f8d99ea748.npz,0,11,11,11,151757,39409,112348,0.25968489097702246,0.0,0.0,2.3177381030266617,3.389294119449907,8.590743621587562
20,basis_0008_96f1bfc47df6.npz,0,11,11,11,151773,39409,112364,0.25965751484124316,0.0,0.0,2.3204188321646124,3.3863488125713106,8.12220310470924
20,basis_0009_70dfa6c743d4.npz,0,11,11,11,151757,39409,112348,0.25968489097702246,0.0,0.0,2.3202050814926327,3.3846748328803407,7.523723111016115
20,basis_0010_07e3179992e8.npz,0,11,11,11,151757,39409,112348,0.25968489097702246,0.0,0.0,2.3282516378793106,3.3897531526816946,7.879179651513481
20,basis_0011_18faefaee917.npz,0,11,11,11,151757,39409,112348,0.25968489097702246,0.0,0.0,2.320560969574323,3.3873002616718186,7.745887484675913
20,basis_0012_04a20431b748.npz,0,11,11,11,151773,39409,112364,0.25965751484124316,0.0,0.0,2.3128511547133157,3.382238308877364,7.665551018575838
20,basis_0013_5d1187595def.npz,0,11,11,11,151757,39409,112348,0.25968489097702246,0.0,0.0,2.316654412085175,3.377548403203586,8.050243252703648
20,basis_0014_09655094774b.npz,0,11,11,11,151773,39409,112364,0.25965751484124316,0.0,0.0,2.3159822625490287,3.3841110990579257,7.567849469521999
20,basis_0015_a239e74389a5.npz,0,11,11,11,151757,39409,112348,0.25968489097702246,0.0,0.0,2.311709047010273,3.3791614989827585,7.924943212891685
20,basis_0016_b44da0126c1d.npz,0,11,11,11,151773,39409,112364,0.25965751484124316,0.0,0.0,2.3166499690137727,3.3859523414789003,7.58492435728351
20,basis_0017_70688f91f16f.npz,0,11,11,11,151789,39409,112380,0.2596301444768725,0.0,0.0,2.318463137407736,3.3840469387817915,8.17923183884811
20,basis_0018_5a95eda2b954.npz,0,11,11,11,151773,39409,112364,0.25965751484124316,0.0,0.0,2.3174275121302848,3.3783969989438334,7.2118795828984945
20,basis_0019_2743055ef9f9.npz,0,11,11,11,151757,39409,112348,0.25968489097702246,0.0,0.0,2.3141736756366917,3.375363029479595,7.761707587409672
20,basis_0020_2902578f844b.npz,0,11,11,11,151757,39409,112348,0.25968489097702246,0.0,0.0,2.3178659133999404,3.3801199366697214,7.227410238491636
20,basis_0021_948d97c98f89.npz,0,11,11,11,151757,39409,112348,0.25968489097702246,0.0,0.0,2.3204447668159243,3.389020228521488,8.039373169750995
