schema,orbit_id,rep_config_id,orbit_size,stabilizer_order,stabilizer_type,is_abelian,element_orders,generator_action_ids
CXXC,319,1103,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,320,1104,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,321,1105,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,322,1106,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,323,1107,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,324,1108,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,325,1109,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,326,1110,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,327,1111,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,328,1112,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,329,1113,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,330,1114,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,331,1115,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,332,1116,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,333,1117,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,334,1118,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,335,1119,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,336,1120,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,337,1121,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,338,1122,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,339,1123,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,340,1124,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,341,1125,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,342,1126,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,343,1127,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,344,1128,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,345,1129,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,346,1130,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,347,1131,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,348,1132,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,349,1133,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,350,2187,54,4,Z2xZ2,True,"{""1"": 1, ""2"": 3}","[1, 36]"
CXXC,351,2188,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,352,2190,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,353,2191,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,354,2196,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,355,2197,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,356,2198,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,357,2199,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,358,2200,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,359,2201,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,360,2214,54,4,Z2xZ2,True,"{""1"": 1, ""2"": 3}","[1, 36]"
CXXC,361,2215,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,362,2217,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,363,2218,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,364,2223,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,365,2224,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,366,2225,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,367,2226,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,368,2227,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,369,2228,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,370,2241,54,4,Z2xZ2,True,"{""1"": 1, ""2"": 3}","[1, 36]"
CXXC,371,2242,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,372,2244,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,373,2245,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,374,2250,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,375,2251,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,376,2252,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,377,2253,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,378,2254,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,379,2255,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,380,2268,54,4,Z2xZ2,True,"{""1"": 1, ""2"": 3}","[1, 36]"
CXXC,381,2269,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,382,2271,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,383,2272,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,384,2277,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,385,2278,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,386,2279,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,387,2280,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,388,2281,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,389,2282,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,390,2295,54,4,Z2xZ2,True,"{""1"": 1, ""2"": 3}","[1, 36]"
CXXC,391,2296,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,392,2298,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,393,2299,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,394,2304,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,395,2305,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,396,2306,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,397,2307,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,398,2308,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,399,2309,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,400,2322,54,4,Z2xZ2,True,"{""1"": 1, ""2"": 3}","[1, 36]"
CXXC,401,2323,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,402,2325,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,403,2326,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,404,2331,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,405,2332,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,406,2333,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,407,2334,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,408,2335,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,409,2336,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,410,2349,54,4,Z2xZ2,True,"{""1"": 1, ""2"": 3}","[1, 36]"
CXXC,411,2350,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,412,2352,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,413,2353,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,414,2358,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,415,2359,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,416,2360,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,417,2361,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,418,2362,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,419,2363,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,420,2376,54,4,Z2xZ2,True,"{""1"": 1, ""2"": 3}","[1, 36]"
CXXC,421,2377,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,422,2379,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,423,2380,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,424,2385,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,425,2386,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,426,2387,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,427,2388,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,428,2389,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,429,2390,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,430,2403,54,4,Z2xZ2,True,"{""1"": 1, ""2"": 3}","[1, 36]"
CXXC,431,2404,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,432,2406,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,433,2407,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,434,2412,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,435,2413,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,436,2414,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,437,2415,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,438,2416,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,439,2417,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,440,2430,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,441,2431,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,442,2433,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,443,2434,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,444,2436,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,445,2437,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,446,2439,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,447,2440,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,448,2441,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,449,2442,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,450,2443,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,451,2444,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,452,2445,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,453,2446,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,454,2447,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,455,2457,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,456,2458,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,457,2460,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,458,2461,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,459,2463,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,460,2464,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,461,2466,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,462,2467,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,463,2468,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,464,2469,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,465,2470,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,466,2471,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,467,2472,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,468,2473,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,469,2474,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,470,2484,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,471,2485,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,472,2487,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,473,2488,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,474,2490,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,475,2491,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,476,2493,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,477,2494,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,478,2495,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,479,2496,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,480,2497,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,481,2498,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,482,2499,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,483,2500,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,484,2501,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,485,2511,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,486,2512,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,487,2514,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,488,2515,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,489,2517,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,490,2518,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,491,2520,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,492,2521,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,493,2522,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,494,2523,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,495,2524,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,496,2525,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,497,2526,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,498,2527,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,499,2528,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,500,2538,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,501,2539,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,502,2541,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,503,2542,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,504,2544,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,505,2545,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,506,2547,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,507,2548,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,508,2549,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,509,2550,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,510,2551,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,511,2552,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,512,2553,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,513,2554,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,514,2555,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,515,2565,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,516,2566,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,517,2568,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,518,2569,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,519,2571,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,520,2572,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,521,2574,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,522,2575,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,523,2576,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,524,2577,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,525,2578,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,526,2579,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,527,2580,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,528,2581,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,529,2582,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,530,2592,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,531,2593,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,532,2595,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,533,2596,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,534,2598,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,535,2599,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,536,2601,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,537,2602,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,538,2603,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,539,2604,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,540,2605,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,541,2606,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,542,2607,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,543,2608,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,544,2609,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,545,2619,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,546,2620,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,547,2622,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,548,2623,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,549,2625,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,550,2626,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,551,2628,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,552,2629,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,553,2630,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,554,2631,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,555,2632,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,556,2633,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,557,2634,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,558,2635,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,559,2636,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,560,2646,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,561,2647,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,562,2649,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,563,2650,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,564,2652,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[1]
CXXC,565,2653,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,566,2655,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,567,2656,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,568,2657,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,569,2658,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,570,2659,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,571,2660,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,572,2661,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,573,2662,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,574,2663,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,575,2916,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,576,2917,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,577,2918,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,578,2919,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,579,2920,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,580,2921,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,581,2925,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,582,2926,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,583,2927,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,584,2928,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,585,2929,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,586,2930,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,587,2934,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,588,2935,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,589,2936,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,590,2937,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,591,2938,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,592,2939,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,593,2943,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,594,2944,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,595,2945,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,596,2946,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,597,2947,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,598,2948,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,599,2952,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,600,2953,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,601,2954,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,602,2955,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,603,2956,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,604,2957,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,605,2961,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,606,2962,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,607,2963,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,608,2964,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,609,2965,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,610,2966,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,611,2970,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,612,2971,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,613,2972,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,614,2973,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,615,2974,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,616,2975,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,617,2979,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,618,2980,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,619,2981,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,620,2982,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,621,2983,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,622,2984,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,623,2988,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,624,2989,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,625,2990,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,626,2991,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,627,2992,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,628,2993,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,629,2997,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,630,2998,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,631,2999,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,632,3000,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,633,3001,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,634,3002,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,635,3006,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,636,3007,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,637,3008,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,638,3009,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,639,3010,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,640,3011,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,641,3015,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,642,3016,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,643,3017,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,644,3018,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,645,3019,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,646,3020,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,647,3024,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,648,3025,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,649,3026,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,650,3027,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,651,3028,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,652,3029,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,653,3033,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,654,3034,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,655,3035,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,656,3036,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,657,3037,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,658,3038,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,659,3042,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,660,3043,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,661,3044,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,662,3045,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,663,3046,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,664,3047,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,665,3051,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,666,3052,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,667,3053,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,668,3054,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,669,3055,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,670,3056,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,671,3060,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,672,3061,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,673,3062,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,674,3063,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,675,3064,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,676,3065,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,677,3069,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,678,3070,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,679,3071,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,680,3072,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,681,3073,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,682,3074,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,683,3078,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,684,3079,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,685,3080,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,686,3081,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,687,3082,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,688,3083,216,1,Trivial,True,"{""1"": 1}",[]
CXXC,689,3087,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,690,3088,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,691,3089,108,2,Z2,True,"{""1"": 1, ""2"": 1}",[36]
CXXC,692,3090,216,1,Trivial,True,"{""1"": 1}",[]
