schema,orbit_id,rep_config_id,rep_readable,orbit_size,stabilizer_size,stabilizer_action_ids
CX,0,0,"CX[C[0,0],X[0,0|0,0]]",27,8,"[0, 1, 6, 7, 36, 37, 42, 43]"
CX,1,1,"CX[C[0,0],X[0,0|0,1]]",54,4,"[0, 6, 36, 42]"
CX,2,3,"CX[C[0,0],X[0,0|1,0]]",54,4,"[0, 1, 36, 37]"
CX,3,4,"CX[C[0,0],X[0,0|1,1]]",108,2,"[0, 36]"
CX,4,27,"CX[C[0,0],X[1,0|0,0]]",54,4,"[0, 1, 6, 7]"
CX,5,28,"CX[C[0,0],X[1,0|0,1]]",108,2,"[0, 6]"
CX,6,30,"CX[C[0,0],X[1,0|1,0]]",108,2,"[0, 1]"
CX,7,31,"CX[C[0,0],X[1,0|1,1]]",216,1,[0]
