family,sample_id,sigma_rank,eta_rank,delta_rank,nuisance_rank,augmented_rank,quotient_gain,meets_nuisance_cap_7,meets_r22_target,full_quotient_target_holds,provenance
ternary_sample,1932,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1933,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1934,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1935,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1936,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1937,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1938,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1939,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1940,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1941,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1942,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1943,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1944,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1945,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1946,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1947,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1948,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1949,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1950,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1951,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1952,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1953,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1954,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1955,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1956,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1957,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1958,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1959,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1960,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1961,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1962,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1963,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1964,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1965,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1966,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1967,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1968,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1969,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1970,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1971,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1972,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1973,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1974,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1975,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1976,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1977,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1978,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1979,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1980,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1981,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1982,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1983,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1984,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1985,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1986,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1987,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1988,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1989,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1990,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1991,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1992,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1993,8,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1994,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1995,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1996,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1997,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1998,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,1999,9,14,15,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2000,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2001,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2002,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2003,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2004,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2005,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2006,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2007,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2008,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2009,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2010,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2011,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2012,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2013,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2014,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2015,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2016,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2017,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2018,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2019,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2020,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2021,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2022,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2023,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2024,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2025,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2026,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2027,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2028,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2029,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2030,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2031,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2032,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2033,9,14,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2034,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2035,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2036,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2037,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2038,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2039,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2040,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2041,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2042,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2043,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2044,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2045,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2046,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2047,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2048,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2049,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2050,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2051,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2052,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2053,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2054,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2055,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2056,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2057,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2058,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2059,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2060,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2061,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2062,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2063,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2064,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2065,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2066,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2067,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2068,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2069,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2070,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2071,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2072,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2073,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2074,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2075,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2076,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2077,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2078,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2079,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2080,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2081,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2082,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2083,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2084,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2085,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2086,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2087,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2088,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2089,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2090,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2091,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2092,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2093,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2094,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2095,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2096,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2097,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2098,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2099,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2100,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2101,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2102,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2103,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2104,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2105,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2106,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2107,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2108,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2109,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2110,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2111,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2112,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2113,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2114,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2115,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2116,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2117,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2118,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2119,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2120,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2121,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2122,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2123,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2124,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2125,9,14,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2126,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2127,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2128,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2129,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2130,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2131,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2132,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2133,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2134,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2135,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2136,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2137,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2138,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2139,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2140,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2141,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2142,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2143,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2144,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2145,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2146,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2147,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2148,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2149,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2150,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2151,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2152,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2153,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2154,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2155,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2156,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2157,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2158,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2159,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2160,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2161,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2162,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2163,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2164,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2165,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2166,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2167,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2168,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2169,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2170,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2171,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2172,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2173,9,14,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2174,9,14,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2175,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2176,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2177,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2178,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2179,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2180,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2181,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2182,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2183,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2184,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2185,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2186,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2187,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2188,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2189,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2190,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2191,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2192,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2193,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2194,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2195,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2196,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2197,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2198,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2199,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2200,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2201,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2202,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2203,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2204,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2205,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2206,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2207,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2208,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2209,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2210,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2211,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2212,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2213,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2214,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2215,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2216,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2217,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2218,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2219,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2220,9,13,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2221,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2222,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2223,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2224,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2225,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2226,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2227,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2228,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2229,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2230,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2231,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2232,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2233,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2234,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2235,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2236,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2237,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2238,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2239,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2240,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2241,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2242,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2243,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2244,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2245,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2246,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2247,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2248,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2249,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2250,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2251,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2252,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2253,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2254,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2255,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2256,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2257,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2258,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2259,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2260,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2261,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2262,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2263,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2264,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2265,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2266,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2267,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2268,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2269,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2270,9,14,15,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2271,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2272,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2273,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2274,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2275,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2276,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2277,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2278,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2279,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2280,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2281,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2282,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2283,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2284,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2285,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2286,9,16,16,16,16,0,False,False,False,EXACT_DERIVED
ternary_sample,2287,9,15,16,16,16,0,False,False,False,EXACT_DERIVED
