config_id,family,r_total,r1,r2,n_aa,n_bb,n_qq,parameter_count,jacobian_row_count,jacobian_rank,local_fiber_dimension,full_column_rank,bilinear_constraint_upper_bound,aab_constraint_upper_bound,abb_constraint_upper_bound,aabb_constraint_upper_bound,constraint_upper_bound_total,raw_upper_deficit,image_codimension_in_rows,status,search_status,jacobian_method,rank_tolerance,provenance
R20_r19_r211_aa0_bb0_qq11,AA_QQ_only,20,9,11,0,0,11,540,18954,518,22,False,729,0,0,18225,18954,-18414,18436,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa0_bb11_qq0,AA_BB_only,20,9,11,0,11,0,540,4374,506,34,False,729,0,3645,0,4374,-3834,3868,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa1_bb0_qq10,AA_QQ_only,20,9,11,1,0,10,540,22599,518,22,False,729,3645,0,18225,22599,-22059,22081,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa1_bb10_qq0,AA_BB_only,20,9,11,1,10,0,540,8019,517,23,False,729,3645,3645,0,8019,-7479,7502,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa2_bb0_qq9,AA_QQ_only,20,9,11,2,0,9,540,22599,517,23,False,729,3645,0,18225,22599,-22059,22082,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa2_bb9_qq0,AA_BB_only,20,9,11,2,9,0,540,8019,511,29,False,729,3645,3645,0,8019,-7479,7508,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa3_bb0_qq8,AA_QQ_only,20,9,11,3,0,8,540,22599,517,23,False,729,3645,0,18225,22599,-22059,22082,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa3_bb8_qq0,AA_BB_only,20,9,11,3,8,0,540,8019,514,26,False,729,3645,3645,0,8019,-7479,7505,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa4_bb0_qq7,AA_QQ_only,20,9,11,4,0,7,540,22599,519,21,False,729,3645,0,18225,22599,-22059,22080,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa4_bb7_qq0,AA_BB_only,20,9,11,4,7,0,540,8019,507,33,False,729,3645,3645,0,8019,-7479,7512,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa5_bb0_qq6,AA_QQ_only,20,9,11,5,0,6,540,22599,518,22,False,729,3645,0,18225,22599,-22059,22081,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa5_bb6_qq0,AA_BB_only,20,9,11,5,6,0,540,8019,513,27,False,729,3645,3645,0,8019,-7479,7506,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa6_bb0_qq5,AA_QQ_only,20,9,11,6,0,5,540,22599,518,22,False,729,3645,0,18225,22599,-22059,22081,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa6_bb5_qq0,AA_BB_only,20,9,11,6,5,0,540,8019,513,27,False,729,3645,3645,0,8019,-7479,7506,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa7_bb0_qq4,AA_QQ_only,20,9,11,7,0,4,540,22599,517,23,False,729,3645,0,18225,22599,-22059,22082,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa7_bb4_qq0,AA_BB_only,20,9,11,7,4,0,540,8019,507,33,False,729,3645,3645,0,8019,-7479,7512,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa8_bb0_qq3,AA_QQ_only,20,9,11,8,0,3,540,22599,517,23,False,729,3645,0,18225,22599,-22059,22082,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa8_bb3_qq0,AA_BB_only,20,9,11,8,3,0,540,8019,511,29,False,729,3645,3645,0,8019,-7479,7508,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa9_bb0_qq2,AA_QQ_only,20,9,11,9,0,2,540,22599,517,23,False,729,3645,0,18225,22599,-22059,22082,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa9_bb2_qq0,AA_BB_only,20,9,11,9,2,0,540,8019,514,26,False,729,3645,3645,0,8019,-7479,7505,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa10_bb0_qq1,AA_QQ_only,20,9,11,10,0,1,540,22599,511,29,False,729,3645,0,18225,22599,-22059,22088,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa10_bb1_qq0,AA_BB_only,20,9,11,10,1,0,540,8019,511,29,False,729,3645,3645,0,8019,-7479,7508,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r19_r211_aa11_bb0_qq0,AA_BB_only,20,9,11,11,0,0,540,4374,514,26,False,729,3645,0,0,4374,-3834,3860,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa0_bb0_qq10,AA_QQ_only,20,10,10,0,0,10,560,18954,537,23,False,729,0,0,18225,18954,-18394,18417,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa0_bb10_qq0,AA_BB_only,20,10,10,0,10,0,550,4374,523,27,False,729,0,3645,0,4374,-3824,3851,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa1_bb0_qq9,AA_QQ_only,20,10,10,1,0,9,559,22599,540,19,False,729,3645,0,18225,22599,-22040,22059,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa1_bb9_qq0,AA_BB_only,20,10,10,1,9,0,550,8019,520,30,False,729,3645,3645,0,8019,-7469,7499,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa2_bb0_qq8,AA_QQ_only,20,10,10,2,0,8,558,22599,537,21,False,729,3645,0,18225,22599,-22041,22062,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa2_bb8_qq0,AA_BB_only,20,10,10,2,8,0,550,8019,519,31,False,729,3645,3645,0,8019,-7469,7500,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa3_bb0_qq7,AA_QQ_only,20,10,10,3,0,7,557,22599,535,22,False,729,3645,0,18225,22599,-22042,22064,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa3_bb7_qq0,AA_BB_only,20,10,10,3,7,0,550,8019,520,30,False,729,3645,3645,0,8019,-7469,7499,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa4_bb0_qq6,AA_QQ_only,20,10,10,4,0,6,556,22599,535,21,False,729,3645,0,18225,22599,-22043,22064,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa4_bb6_qq0,AA_BB_only,20,10,10,4,6,0,550,8019,518,32,False,729,3645,3645,0,8019,-7469,7501,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa5_bb0_qq5,AA_QQ_only,20,10,10,5,0,5,555,22599,533,22,False,729,3645,0,18225,22599,-22044,22066,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa5_bb5_qq0,AA_BB_only,20,10,10,5,5,0,550,8019,523,27,False,729,3645,3645,0,8019,-7469,7496,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa6_bb0_qq4,AA_QQ_only,20,10,10,6,0,4,554,22599,535,19,False,729,3645,0,18225,22599,-22045,22064,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa6_bb4_qq0,AA_BB_only,20,10,10,6,4,0,550,8019,521,29,False,729,3645,3645,0,8019,-7469,7498,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa7_bb0_qq3,AA_QQ_only,20,10,10,7,0,3,553,22599,531,22,False,729,3645,0,18225,22599,-22046,22068,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa7_bb3_qq0,AA_BB_only,20,10,10,7,3,0,550,8019,521,29,False,729,3645,3645,0,8019,-7469,7498,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa8_bb0_qq2,AA_QQ_only,20,10,10,8,0,2,552,22599,530,22,False,729,3645,0,18225,22599,-22047,22069,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa8_bb2_qq0,AA_BB_only,20,10,10,8,2,0,550,8019,523,27,False,729,3645,3645,0,8019,-7469,7496,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa9_bb0_qq1,AA_QQ_only,20,10,10,9,0,1,551,22599,527,24,False,729,3645,0,18225,22599,-22048,22072,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa9_bb1_qq0,AA_BB_only,20,10,10,9,1,0,550,8019,523,27,False,729,3645,3645,0,8019,-7469,7496,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r110_r210_aa10_bb0_qq0,AA_BB_only,20,10,10,10,0,0,550,4374,522,28,False,729,3645,0,0,4374,-3824,3852,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa0_bb0_qq9,AA_QQ_only,20,11,9,0,0,9,576,18954,558,18,False,729,0,0,18225,18954,-18378,18396,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa0_bb9_qq0,AA_BB_only,20,11,9,0,9,0,558,4374,529,29,False,729,0,3645,0,4374,-3816,3845,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa1_bb0_qq8,AA_QQ_only,20,11,9,1,0,8,574,22599,555,19,False,729,3645,0,18225,22599,-22025,22044,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa1_bb8_qq0,AA_BB_only,20,11,9,1,8,0,558,8019,528,30,False,729,3645,3645,0,8019,-7461,7491,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa2_bb0_qq7,AA_QQ_only,20,11,9,2,0,7,572,22599,551,21,False,729,3645,0,18225,22599,-22027,22048,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa2_bb7_qq0,AA_BB_only,20,11,9,2,7,0,558,8019,529,29,False,729,3645,3645,0,8019,-7461,7490,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa3_bb0_qq6,AA_QQ_only,20,11,9,3,0,6,570,22599,551,19,False,729,3645,0,18225,22599,-22029,22048,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa3_bb6_qq0,AA_BB_only,20,11,9,3,6,0,558,8019,534,24,False,729,3645,3645,0,8019,-7461,7485,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa4_bb0_qq5,AA_QQ_only,20,11,9,4,0,5,568,22599,547,21,False,729,3645,0,18225,22599,-22031,22052,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa4_bb5_qq0,AA_BB_only,20,11,9,4,5,0,558,8019,533,25,False,729,3645,3645,0,8019,-7461,7486,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa5_bb0_qq4,AA_QQ_only,20,11,9,5,0,4,566,22599,546,20,False,729,3645,0,18225,22599,-22033,22053,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa5_bb4_qq0,AA_BB_only,20,11,9,5,4,0,558,8019,527,31,False,729,3645,3645,0,8019,-7461,7492,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa6_bb0_qq3,AA_QQ_only,20,11,9,6,0,3,564,22599,543,21,False,729,3645,0,18225,22599,-22035,22056,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa6_bb3_qq0,AA_BB_only,20,11,9,6,3,0,558,8019,529,29,False,729,3645,3645,0,8019,-7461,7490,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa7_bb0_qq2,AA_QQ_only,20,11,9,7,0,2,562,22599,539,23,False,729,3645,0,18225,22599,-22037,22060,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa7_bb2_qq0,AA_BB_only,20,11,9,7,2,0,558,8019,532,26,False,729,3645,3645,0,8019,-7461,7487,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa8_bb0_qq1,AA_QQ_only,20,11,9,8,0,1,560,22599,534,26,False,729,3645,0,18225,22599,-22039,22065,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa8_bb1_qq0,AA_BB_only,20,11,9,8,1,0,558,8019,530,28,False,729,3645,3645,0,8019,-7461,7489,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r111_r29_aa9_bb0_qq0,AA_BB_only,20,11,9,9,0,0,558,4374,529,29,False,729,3645,0,0,4374,-3816,3845,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa0_bb0_qq8,AA_QQ_only,20,12,8,0,0,8,588,18954,568,20,False,729,0,0,18225,18954,-18366,18386,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa0_bb8_qq0,AA_BB_only,20,12,8,0,8,0,564,4374,535,29,False,729,0,3645,0,4374,-3810,3839,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa1_bb0_qq7,AA_QQ_only,20,12,8,1,0,7,585,22599,565,20,False,729,3645,0,18225,22599,-22014,22034,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa1_bb7_qq0,AA_BB_only,20,12,8,1,7,0,564,8019,532,32,False,729,3645,3645,0,8019,-7455,7487,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa2_bb0_qq6,AA_QQ_only,20,12,8,2,0,6,582,22599,561,21,False,729,3645,0,18225,22599,-22017,22038,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa2_bb6_qq0,AA_BB_only,20,12,8,2,6,0,564,8019,534,30,False,729,3645,3645,0,8019,-7455,7485,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa3_bb0_qq5,AA_QQ_only,20,12,8,3,0,5,579,22599,559,20,False,729,3645,0,18225,22599,-22020,22040,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa3_bb5_qq0,AA_BB_only,20,12,8,3,5,0,564,8019,533,31,False,729,3645,3645,0,8019,-7455,7486,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa4_bb0_qq4,AA_QQ_only,20,12,8,4,0,4,576,22599,556,20,False,729,3645,0,18225,22599,-22023,22043,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa4_bb4_qq0,AA_BB_only,20,12,8,4,4,0,564,8019,533,31,False,729,3645,3645,0,8019,-7455,7486,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa5_bb0_qq3,AA_QQ_only,20,12,8,5,0,3,573,22599,555,18,False,729,3645,0,18225,22599,-22026,22044,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa5_bb3_qq0,AA_BB_only,20,12,8,5,3,0,564,8019,538,26,False,729,3645,3645,0,8019,-7455,7481,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa6_bb0_qq2,AA_QQ_only,20,12,8,6,0,2,570,22599,549,21,False,729,3645,0,18225,22599,-22029,22050,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa6_bb2_qq0,AA_BB_only,20,12,8,6,2,0,564,8019,536,28,False,729,3645,3645,0,8019,-7455,7483,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa7_bb0_qq1,AA_QQ_only,20,12,8,7,0,1,567,22599,542,25,False,729,3645,0,18225,22599,-22032,22057,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa7_bb1_qq0,AA_BB_only,20,12,8,7,1,0,564,8019,534,30,False,729,3645,3645,0,8019,-7455,7485,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r112_r28_aa8_bb0_qq0,AA_BB_only,20,12,8,8,0,0,564,4374,536,28,False,729,3645,0,0,4374,-3810,3838,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r113_r27_aa0_bb0_qq7,AA_QQ_only,20,13,7,0,0,7,596,18954,577,19,False,729,0,0,18225,18954,-18358,18377,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r113_r27_aa0_bb7_qq0,AA_BB_only,20,13,7,0,7,0,568,4374,534,34,False,729,0,3645,0,4374,-3806,3840,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r113_r27_aa1_bb0_qq6,AA_QQ_only,20,13,7,1,0,6,592,22599,575,17,False,729,3645,0,18225,22599,-22007,22024,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r113_r27_aa1_bb6_qq0,AA_BB_only,20,13,7,1,6,0,568,8019,535,33,False,729,3645,3645,0,8019,-7451,7484,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r113_r27_aa2_bb0_qq5,AA_QQ_only,20,13,7,2,0,5,588,22599,569,19,False,729,3645,0,18225,22599,-22011,22030,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r113_r27_aa2_bb5_qq0,AA_BB_only,20,13,7,2,5,0,568,8019,535,33,False,729,3645,3645,0,8019,-7451,7484,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r113_r27_aa3_bb0_qq4,AA_QQ_only,20,13,7,3,0,4,584,22599,564,20,False,729,3645,0,18225,22599,-22015,22035,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r113_r27_aa3_bb4_qq0,AA_BB_only,20,13,7,3,4,0,568,8019,541,27,False,729,3645,3645,0,8019,-7451,7478,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r113_r27_aa4_bb0_qq3,AA_QQ_only,20,13,7,4,0,3,580,22599,557,23,False,729,3645,0,18225,22599,-22019,22042,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r113_r27_aa4_bb3_qq0,AA_BB_only,20,13,7,4,3,0,568,8019,542,26,False,729,3645,3645,0,8019,-7451,7477,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r113_r27_aa5_bb0_qq2,AA_QQ_only,20,13,7,5,0,2,576,22599,552,24,False,729,3645,0,18225,22599,-22023,22047,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r113_r27_aa5_bb2_qq0,AA_BB_only,20,13,7,5,2,0,568,8019,536,32,False,729,3645,3645,0,8019,-7451,7483,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r113_r27_aa6_bb0_qq1,AA_QQ_only,20,13,7,6,0,1,572,22599,548,24,False,729,3645,0,18225,22599,-22027,22051,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r113_r27_aa6_bb1_qq0,AA_BB_only,20,13,7,6,1,0,568,8019,538,30,False,729,3645,3645,0,8019,-7451,7481,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r113_r27_aa7_bb0_qq0,AA_BB_only,20,13,7,7,0,0,568,4374,535,33,False,729,3645,0,0,4374,-3806,3839,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r114_r26_aa0_bb0_qq6,AA_QQ_only,20,14,6,0,0,6,600,18954,582,18,False,729,0,0,18225,18954,-18354,18372,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r114_r26_aa0_bb6_qq0,AA_BB_only,20,14,6,0,6,0,570,4374,540,30,False,729,0,3645,0,4374,-3804,3834,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r114_r26_aa1_bb0_qq5,AA_QQ_only,20,14,6,1,0,5,595,22599,574,21,False,729,3645,0,18225,22599,-22004,22025,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r114_r26_aa1_bb5_qq0,AA_BB_only,20,14,6,1,5,0,570,8019,540,30,False,729,3645,3645,0,8019,-7449,7479,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r114_r26_aa2_bb0_qq4,AA_QQ_only,20,14,6,2,0,4,590,22599,569,21,False,729,3645,0,18225,22599,-22009,22030,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r114_r26_aa2_bb4_qq0,AA_BB_only,20,14,6,2,4,0,570,8019,540,30,False,729,3645,3645,0,8019,-7449,7479,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r114_r26_aa3_bb0_qq3,AA_QQ_only,20,14,6,3,0,3,585,22599,563,22,False,729,3645,0,18225,22599,-22014,22036,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r114_r26_aa3_bb3_qq0,AA_BB_only,20,14,6,3,3,0,570,8019,538,32,False,729,3645,3645,0,8019,-7449,7481,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r114_r26_aa4_bb0_qq2,AA_QQ_only,20,14,6,4,0,2,580,22599,559,21,False,729,3645,0,18225,22599,-22019,22040,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r114_r26_aa4_bb2_qq0,AA_BB_only,20,14,6,4,2,0,570,8019,543,27,False,729,3645,3645,0,8019,-7449,7476,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r114_r26_aa5_bb0_qq1,AA_QQ_only,20,14,6,5,0,1,575,22599,551,24,False,729,3645,0,18225,22599,-22024,22048,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r114_r26_aa5_bb1_qq0,AA_BB_only,20,14,6,5,1,0,570,8019,538,32,False,729,3645,3645,0,8019,-7449,7481,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r114_r26_aa6_bb0_qq0,AA_BB_only,20,14,6,6,0,0,570,4374,537,33,False,729,3645,0,0,4374,-3804,3837,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r115_r25_aa0_bb0_qq5,AA_QQ_only,20,15,5,0,0,5,600,18954,582,18,False,729,0,0,18225,18954,-18354,18372,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r115_r25_aa0_bb5_qq0,AA_BB_only,20,15,5,0,5,0,570,4374,543,27,False,729,0,3645,0,4374,-3804,3831,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r115_r25_aa1_bb0_qq4,AA_QQ_only,20,15,5,1,0,4,594,22599,571,23,False,729,3645,0,18225,22599,-22005,22028,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r115_r25_aa1_bb4_qq0,AA_BB_only,20,15,5,1,4,0,570,8019,534,36,False,729,3645,3645,0,8019,-7449,7485,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r115_r25_aa2_bb0_qq3,AA_QQ_only,20,15,5,2,0,3,588,22599,567,21,False,729,3645,0,18225,22599,-22011,22032,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r115_r25_aa2_bb3_qq0,AA_BB_only,20,15,5,2,3,0,570,8019,541,29,False,729,3645,3645,0,8019,-7449,7478,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r115_r25_aa3_bb0_qq2,AA_QQ_only,20,15,5,3,0,2,582,22599,560,22,False,729,3645,0,18225,22599,-22017,22039,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r115_r25_aa3_bb2_qq0,AA_BB_only,20,15,5,3,2,0,570,8019,535,35,False,729,3645,3645,0,8019,-7449,7484,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r115_r25_aa4_bb0_qq1,AA_QQ_only,20,15,5,4,0,1,576,22599,554,22,False,729,3645,0,18225,22599,-22023,22045,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
R20_r115_r25_aa4_bb1_qq0,AA_BB_only,20,15,5,4,1,0,570,8019,537,33,False,729,3645,3645,0,8019,-7449,7482,positive_local_fiber,not_run_dimension_count_only,analytic,1e-06,MEASURED_FROM_CODE
