family,config_id,seed,expected_nonzero_sectors,bilinear_coeff_norm,aab_coeff_norm,abb_coeff_norm,aabb_coeff_norm,second_layer_bilinear_norm,second_layer_non_bilinear_norm,unexpected_sector_max_abs,coefficient_reconstruction_residual,layer1_bilinear_distance_to_target,provenance,note
AA_only,R22_r120_r22_aa2_bb0_qq0,730731,bilinear + A^2B,115.043758813732,463.647715543417,0.000000000000,0.000000000000,0.000000000000,463.647715543417,0.000000000000,1.375042478483e-13,114.863786891115,EXACT_DERIVED,Coefficient tensors reproduce the direct circuit evaluation on a random probe exactly up to floating-point error.
QQ_only,R22_r120_r22_aa0_bb0_qq2,730732,bilinear + A^2B^2,120.167035677964,0.000000000000,0.000000000000,7667.131437586283,0.000000000000,7667.131437586283,0.000000000000,1.071255111195e-12,120.123960590211,EXACT_DERIVED,Coefficient tensors reproduce the direct circuit evaluation on a random probe exactly up to floating-point error.
