orbit_A,orbit_B,compatible,total_pairs,output_orbits,deterministic,stab_type_A,stab_type_B,stab_type_out,output_counts
126,370,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,380,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,390,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,394,False,0,[],False,Z2xZ2,Z2,[],{}
126,400,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,410,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,420,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,430,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,434,False,0,[],False,Z2xZ2,Z2,[],{}
126,440,False,0,[],False,Z2xZ2,Z2,[],{}
126,500,False,0,[],False,Z2xZ2,Z2,[],{}
126,560,False,0,[],False,Z2xZ2,Z2,[],{}
126,980,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,982,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,984,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,986,False,0,[],False,Z2xZ2,Z2,[],{}
126,995,False,0,[],False,Z2xZ2,Z2,[],{}
126,1010,False,0,[],False,Z2xZ2,Z2,[],{}
126,1025,False,0,[],False,Z2xZ2,Z2,[],{}
126,1031,False,0,[],False,Z2xZ2,Trivial,[],{}
126,1040,False,0,[],False,Z2xZ2,Z2,[],{}
126,1055,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,1057,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,1059,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,1100,False,0,[],False,Z2xZ2,Z2,[],{}
126,1130,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,1132,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,1134,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
126,1175,False,0,[],False,Z2xZ2,Z2,[],{}
127,0,False,0,[],False,Z2xZ2,(Z2)^3,[],{}
127,1,True,54,[127],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{127: 54}
127,2,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,4,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,5,True,54,[139],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{139: 54}
127,6,True,54,[133],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{133: 54}
127,10,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,20,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,30,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,34,False,0,[],False,Z2xZ2,Z2,[],{}
127,40,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,50,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,52,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,54,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,95,False,0,[],False,Z2xZ2,Z2,[],{}
127,125,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,126,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,127,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,131,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,132,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,133,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,137,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,138,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,139,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,143,False,0,[],False,Z2xZ2,Z2,[],{}
127,161,False,0,[],False,Z2xZ2,Z2,[],{}
127,179,False,0,[],False,Z2xZ2,Z2,[],{}
127,185,False,0,[],False,Z2xZ2,Z2,[],{}
127,191,False,0,[],False,Z2xZ2,Z2,[],{}
127,197,False,0,[],False,Z2xZ2,Z2,[],{}
127,215,False,0,[],False,Z2xZ2,Z2,[],{}
127,296,False,0,[],False,Z2xZ2,Trivial,[],{}
127,350,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,354,False,0,[],False,Z2xZ2,Z2,[],{}
127,360,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,370,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,380,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,390,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,394,False,0,[],False,Z2xZ2,Z2,[],{}
127,400,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,410,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,420,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,430,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,434,False,0,[],False,Z2xZ2,Z2,[],{}
127,440,False,0,[],False,Z2xZ2,Z2,[],{}
127,500,False,0,[],False,Z2xZ2,Z2,[],{}
127,560,False,0,[],False,Z2xZ2,Z2,[],{}
127,980,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,982,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,984,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,986,False,0,[],False,Z2xZ2,Z2,[],{}
127,995,False,0,[],False,Z2xZ2,Z2,[],{}
127,1010,False,0,[],False,Z2xZ2,Z2,[],{}
127,1025,False,0,[],False,Z2xZ2,Z2,[],{}
127,1031,False,0,[],False,Z2xZ2,Trivial,[],{}
127,1040,False,0,[],False,Z2xZ2,Z2,[],{}
127,1055,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,1057,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,1059,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,1100,False,0,[],False,Z2xZ2,Z2,[],{}
127,1130,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,1132,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,1134,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
127,1175,False,0,[],False,Z2xZ2,Z2,[],{}
131,0,False,0,[],False,Z2xZ2,(Z2)^3,[],{}
131,1,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,2,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,4,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,5,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,6,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,10,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,20,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,30,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,34,False,0,[],False,Z2xZ2,Z2,[],{}
131,40,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,50,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,52,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,54,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,95,False,0,[],False,Z2xZ2,Z2,[],{}
131,125,True,54,[125],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{125: 54}
131,126,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,127,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,131,True,54,[131],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{131: 54}
131,132,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,133,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,137,True,54,[137],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{137: 54}
131,138,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,139,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,143,True,108,[143],True,Z2xZ2,Z2,['Z2'],{143: 108}
131,161,True,108,[161],True,Z2xZ2,Z2,['Z2'],{161: 108}
131,179,True,108,[179],True,Z2xZ2,Z2,['Z2'],{179: 108}
131,185,True,108,[185],True,Z2xZ2,Z2,['Z2'],{185: 108}
131,191,True,108,[191],True,Z2xZ2,Z2,['Z2'],{191: 108}
131,197,True,108,[197],True,Z2xZ2,Z2,['Z2'],{197: 108}
131,215,True,108,[215],True,Z2xZ2,Z2,['Z2'],{215: 108}
131,296,True,216,[296],True,Z2xZ2,Trivial,['Trivial'],{296: 216}
131,350,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,354,False,0,[],False,Z2xZ2,Z2,[],{}
131,360,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,370,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,380,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,390,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,394,False,0,[],False,Z2xZ2,Z2,[],{}
131,400,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,410,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,420,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,430,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,434,False,0,[],False,Z2xZ2,Z2,[],{}
131,440,False,0,[],False,Z2xZ2,Z2,[],{}
131,500,False,0,[],False,Z2xZ2,Z2,[],{}
131,560,False,0,[],False,Z2xZ2,Z2,[],{}
131,980,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,982,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,984,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,986,False,0,[],False,Z2xZ2,Z2,[],{}
131,995,False,0,[],False,Z2xZ2,Z2,[],{}
131,1010,False,0,[],False,Z2xZ2,Z2,[],{}
131,1025,False,0,[],False,Z2xZ2,Z2,[],{}
131,1031,False,0,[],False,Z2xZ2,Trivial,[],{}
131,1040,False,0,[],False,Z2xZ2,Z2,[],{}
131,1055,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,1057,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,1059,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,1100,False,0,[],False,Z2xZ2,Z2,[],{}
131,1130,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,1132,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,1134,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
131,1175,False,0,[],False,Z2xZ2,Z2,[],{}
132,0,False,0,[],False,Z2xZ2,(Z2)^3,[],{}
132,1,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,2,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,4,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,5,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,6,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,10,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,20,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,30,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,34,False,0,[],False,Z2xZ2,Z2,[],{}
132,40,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,50,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,52,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,54,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,95,False,0,[],False,Z2xZ2,Z2,[],{}
132,125,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,126,True,54,[126],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{126: 54}
132,127,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,131,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,132,True,54,[132],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{132: 54}
132,133,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,137,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,138,True,54,[138],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{138: 54}
132,139,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,143,False,0,[],False,Z2xZ2,Z2,[],{}
132,161,False,0,[],False,Z2xZ2,Z2,[],{}
132,179,False,0,[],False,Z2xZ2,Z2,[],{}
132,185,False,0,[],False,Z2xZ2,Z2,[],{}
132,191,False,0,[],False,Z2xZ2,Z2,[],{}
132,197,False,0,[],False,Z2xZ2,Z2,[],{}
132,215,False,0,[],False,Z2xZ2,Z2,[],{}
132,296,False,0,[],False,Z2xZ2,Trivial,[],{}
132,350,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,354,False,0,[],False,Z2xZ2,Z2,[],{}
132,360,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,370,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,380,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,390,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,394,False,0,[],False,Z2xZ2,Z2,[],{}
132,400,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,410,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,420,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,430,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,434,False,0,[],False,Z2xZ2,Z2,[],{}
132,440,False,0,[],False,Z2xZ2,Z2,[],{}
132,500,False,0,[],False,Z2xZ2,Z2,[],{}
132,560,False,0,[],False,Z2xZ2,Z2,[],{}
132,980,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,982,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,984,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,986,False,0,[],False,Z2xZ2,Z2,[],{}
132,995,False,0,[],False,Z2xZ2,Z2,[],{}
132,1010,False,0,[],False,Z2xZ2,Z2,[],{}
132,1025,False,0,[],False,Z2xZ2,Z2,[],{}
132,1031,False,0,[],False,Z2xZ2,Trivial,[],{}
132,1040,False,0,[],False,Z2xZ2,Z2,[],{}
132,1055,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,1057,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,1059,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,1100,False,0,[],False,Z2xZ2,Z2,[],{}
132,1130,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,1132,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,1134,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
132,1175,False,0,[],False,Z2xZ2,Z2,[],{}
133,0,False,0,[],False,Z2xZ2,(Z2)^3,[],{}
133,1,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,2,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,4,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,5,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,6,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,10,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,20,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,30,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,34,False,0,[],False,Z2xZ2,Z2,[],{}
133,40,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,50,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,52,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,54,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,95,False,0,[],False,Z2xZ2,Z2,[],{}
133,125,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,126,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,127,True,54,[127],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{127: 54}
133,131,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,132,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,133,True,54,[133],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{133: 54}
133,137,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,138,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,139,True,54,[139],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{139: 54}
133,143,False,0,[],False,Z2xZ2,Z2,[],{}
133,161,False,0,[],False,Z2xZ2,Z2,[],{}
133,179,False,0,[],False,Z2xZ2,Z2,[],{}
133,185,False,0,[],False,Z2xZ2,Z2,[],{}
133,191,False,0,[],False,Z2xZ2,Z2,[],{}
133,197,False,0,[],False,Z2xZ2,Z2,[],{}
133,215,False,0,[],False,Z2xZ2,Z2,[],{}
133,296,False,0,[],False,Z2xZ2,Trivial,[],{}
133,350,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,354,False,0,[],False,Z2xZ2,Z2,[],{}
133,360,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,370,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,380,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,390,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,394,False,0,[],False,Z2xZ2,Z2,[],{}
133,400,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,410,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,420,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,430,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,434,False,0,[],False,Z2xZ2,Z2,[],{}
133,440,False,0,[],False,Z2xZ2,Z2,[],{}
133,500,False,0,[],False,Z2xZ2,Z2,[],{}
133,560,False,0,[],False,Z2xZ2,Z2,[],{}
133,980,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,982,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,984,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,986,False,0,[],False,Z2xZ2,Z2,[],{}
133,995,False,0,[],False,Z2xZ2,Z2,[],{}
133,1010,False,0,[],False,Z2xZ2,Z2,[],{}
133,1025,False,0,[],False,Z2xZ2,Z2,[],{}
133,1031,False,0,[],False,Z2xZ2,Trivial,[],{}
133,1040,False,0,[],False,Z2xZ2,Z2,[],{}
133,1055,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,1057,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,1059,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,1100,False,0,[],False,Z2xZ2,Z2,[],{}
133,1130,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,1132,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,1134,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
133,1175,False,0,[],False,Z2xZ2,Z2,[],{}
137,0,False,0,[],False,Z2xZ2,(Z2)^3,[],{}
137,1,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,2,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,4,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,5,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,6,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,10,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,20,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,30,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,34,False,0,[],False,Z2xZ2,Z2,[],{}
137,40,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,50,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,52,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,54,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,95,False,0,[],False,Z2xZ2,Z2,[],{}
137,125,True,54,[125],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{125: 54}
137,126,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,127,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,131,True,54,[137],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{137: 54}
137,132,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,133,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,137,True,54,[131],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{131: 54}
137,138,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,139,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,143,True,108,[143],True,Z2xZ2,Z2,['Z2'],{143: 108}
137,161,True,108,[161],True,Z2xZ2,Z2,['Z2'],{161: 108}
137,179,True,108,[179],True,Z2xZ2,Z2,['Z2'],{179: 108}
137,185,True,108,[191],True,Z2xZ2,Z2,['Z2'],{191: 108}
137,191,True,108,[185],True,Z2xZ2,Z2,['Z2'],{185: 108}
137,197,True,108,[197],True,Z2xZ2,Z2,['Z2'],{197: 108}
137,215,True,108,[215],True,Z2xZ2,Z2,['Z2'],{215: 108}
137,296,True,216,[296],True,Z2xZ2,Trivial,['Trivial'],{296: 216}
137,350,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,354,False,0,[],False,Z2xZ2,Z2,[],{}
137,360,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,370,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,380,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,390,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,394,False,0,[],False,Z2xZ2,Z2,[],{}
137,400,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,410,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,420,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,430,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,434,False,0,[],False,Z2xZ2,Z2,[],{}
137,440,False,0,[],False,Z2xZ2,Z2,[],{}
137,500,False,0,[],False,Z2xZ2,Z2,[],{}
137,560,False,0,[],False,Z2xZ2,Z2,[],{}
137,980,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,982,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,984,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,986,False,0,[],False,Z2xZ2,Z2,[],{}
137,995,False,0,[],False,Z2xZ2,Z2,[],{}
137,1010,False,0,[],False,Z2xZ2,Z2,[],{}
137,1025,False,0,[],False,Z2xZ2,Z2,[],{}
137,1031,False,0,[],False,Z2xZ2,Trivial,[],{}
137,1040,False,0,[],False,Z2xZ2,Z2,[],{}
137,1055,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,1057,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,1059,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,1100,False,0,[],False,Z2xZ2,Z2,[],{}
137,1130,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,1132,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,1134,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
137,1175,False,0,[],False,Z2xZ2,Z2,[],{}
138,0,False,0,[],False,Z2xZ2,(Z2)^3,[],{}
138,1,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,2,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,4,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,5,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,6,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,10,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,20,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,30,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,34,False,0,[],False,Z2xZ2,Z2,[],{}
138,40,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,50,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,52,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,54,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,95,False,0,[],False,Z2xZ2,Z2,[],{}
138,125,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,126,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,127,True,54,[126],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{126: 54}
138,131,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,132,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,133,True,54,[138],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{138: 54}
138,137,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,138,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,139,True,54,[132],True,Z2xZ2,Z2xZ2,['Z2xZ2'],{132: 54}
138,143,False,0,[],False,Z2xZ2,Z2,[],{}
138,161,False,0,[],False,Z2xZ2,Z2,[],{}
138,179,False,0,[],False,Z2xZ2,Z2,[],{}
138,185,False,0,[],False,Z2xZ2,Z2,[],{}
138,191,False,0,[],False,Z2xZ2,Z2,[],{}
138,197,False,0,[],False,Z2xZ2,Z2,[],{}
138,215,False,0,[],False,Z2xZ2,Z2,[],{}
138,296,False,0,[],False,Z2xZ2,Trivial,[],{}
138,350,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,354,False,0,[],False,Z2xZ2,Z2,[],{}
138,360,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,370,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,380,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,390,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,394,False,0,[],False,Z2xZ2,Z2,[],{}
138,400,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,410,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,420,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,430,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,434,False,0,[],False,Z2xZ2,Z2,[],{}
138,440,False,0,[],False,Z2xZ2,Z2,[],{}
138,500,False,0,[],False,Z2xZ2,Z2,[],{}
138,560,False,0,[],False,Z2xZ2,Z2,[],{}
138,980,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,982,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,984,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,986,False,0,[],False,Z2xZ2,Z2,[],{}
138,995,False,0,[],False,Z2xZ2,Z2,[],{}
138,1010,False,0,[],False,Z2xZ2,Z2,[],{}
138,1025,False,0,[],False,Z2xZ2,Z2,[],{}
138,1031,False,0,[],False,Z2xZ2,Trivial,[],{}
138,1040,False,0,[],False,Z2xZ2,Z2,[],{}
138,1055,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,1057,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,1059,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,1100,False,0,[],False,Z2xZ2,Z2,[],{}
138,1130,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,1132,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,1134,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
138,1175,False,0,[],False,Z2xZ2,Z2,[],{}
139,0,False,0,[],False,Z2xZ2,(Z2)^3,[],{}
139,1,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
139,2,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
139,4,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
139,5,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
139,6,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
139,10,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
139,20,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
139,30,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
139,34,False,0,[],False,Z2xZ2,Z2,[],{}
139,40,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
139,50,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
139,52,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
139,54,False,0,[],False,Z2xZ2,Z2xZ2,[],{}
