config_id,r_total,r1,r2,n_aa,n_bb,n_qq,parameter_count,parameter_count_simplified,parameter_formula_match,bilinear_constraint_upper_bound,aab_constraint_upper_bound,abb_constraint_upper_bound,aabb_constraint_upper_bound,constraint_upper_bound_total,raw_upper_deficit,qq_parameter_bonus,provenance
R1_r11_r20_aa0_bb0_qq0,1,1,0,0,0,0,27,27,True,729,0,0,0,729,-702,0,EXACT_DERIVED
R2_r11_r21_aa0_bb1_qq0,2,1,1,0,1,0,46,46,True,729,0,3645,0,4374,-4328,0,EXACT_DERIVED
R2_r11_r21_aa1_bb0_qq0,2,1,1,1,0,0,46,46,True,729,3645,0,0,4374,-4328,0,EXACT_DERIVED
R2_r11_r21_aa0_bb0_qq1,2,1,1,0,0,1,38,38,True,729,0,0,18225,18954,-18916,-8,EXACT_DERIVED
R2_r12_r20_aa0_bb0_qq0,2,2,0,0,0,0,54,54,True,729,0,0,0,729,-675,0,EXACT_DERIVED
R3_r11_r22_aa0_bb2_qq0,3,1,2,0,2,0,65,65,True,729,0,3645,0,4374,-4309,0,EXACT_DERIVED
R3_r11_r22_aa1_bb1_qq0,3,1,2,1,1,0,65,65,True,729,3645,3645,0,8019,-7954,0,EXACT_DERIVED
R3_r11_r22_aa2_bb0_qq0,3,1,2,2,0,0,65,65,True,729,3645,0,0,4374,-4309,0,EXACT_DERIVED
R3_r11_r22_aa0_bb1_qq1,3,1,2,0,1,1,57,57,True,729,0,3645,18225,22599,-22542,-8,EXACT_DERIVED
R3_r11_r22_aa1_bb0_qq1,3,1,2,1,0,1,57,57,True,729,3645,0,18225,22599,-22542,-8,EXACT_DERIVED
R3_r11_r22_aa0_bb0_qq2,3,1,2,0,0,2,49,49,True,729,0,0,18225,18954,-18905,-16,EXACT_DERIVED
R3_r12_r21_aa0_bb1_qq0,3,2,1,0,1,0,74,74,True,729,0,3645,0,4374,-4300,0,EXACT_DERIVED
R3_r12_r21_aa1_bb0_qq0,3,2,1,1,0,0,74,74,True,729,3645,0,0,4374,-4300,0,EXACT_DERIVED
R3_r12_r21_aa0_bb0_qq1,3,2,1,0,0,1,67,67,True,729,0,0,18225,18954,-18887,-7,EXACT_DERIVED
R3_r13_r20_aa0_bb0_qq0,3,3,0,0,0,0,81,81,True,729,0,0,0,729,-648,0,EXACT_DERIVED
R4_r11_r23_aa0_bb3_qq0,4,1,3,0,3,0,84,84,True,729,0,3645,0,4374,-4290,0,EXACT_DERIVED
R4_r11_r23_aa1_bb2_qq0,4,1,3,1,2,0,84,84,True,729,3645,3645,0,8019,-7935,0,EXACT_DERIVED
R4_r11_r23_aa2_bb1_qq0,4,1,3,2,1,0,84,84,True,729,3645,3645,0,8019,-7935,0,EXACT_DERIVED
R4_r11_r23_aa3_bb0_qq0,4,1,3,3,0,0,84,84,True,729,3645,0,0,4374,-4290,0,EXACT_DERIVED
R4_r11_r23_aa0_bb2_qq1,4,1,3,0,2,1,76,76,True,729,0,3645,18225,22599,-22523,-8,EXACT_DERIVED
R4_r11_r23_aa1_bb1_qq1,4,1,3,1,1,1,76,76,True,729,3645,3645,18225,26244,-26168,-8,EXACT_DERIVED
R4_r11_r23_aa2_bb0_qq1,4,1,3,2,0,1,76,76,True,729,3645,0,18225,22599,-22523,-8,EXACT_DERIVED
R4_r11_r23_aa0_bb1_qq2,4,1,3,0,1,2,68,68,True,729,0,3645,18225,22599,-22531,-16,EXACT_DERIVED
R4_r11_r23_aa1_bb0_qq2,4,1,3,1,0,2,68,68,True,729,3645,0,18225,22599,-22531,-16,EXACT_DERIVED
R4_r11_r23_aa0_bb0_qq3,4,1,3,0,0,3,60,60,True,729,0,0,18225,18954,-18894,-24,EXACT_DERIVED
R4_r12_r22_aa0_bb2_qq0,4,2,2,0,2,0,94,94,True,729,0,3645,0,4374,-4280,0,EXACT_DERIVED
R4_r12_r22_aa1_bb1_qq0,4,2,2,1,1,0,94,94,True,729,3645,3645,0,8019,-7925,0,EXACT_DERIVED
R4_r12_r22_aa2_bb0_qq0,4,2,2,2,0,0,94,94,True,729,3645,0,0,4374,-4280,0,EXACT_DERIVED
R4_r12_r22_aa0_bb1_qq1,4,2,2,0,1,1,87,87,True,729,0,3645,18225,22599,-22512,-7,EXACT_DERIVED
R4_r12_r22_aa1_bb0_qq1,4,2,2,1,0,1,87,87,True,729,3645,0,18225,22599,-22512,-7,EXACT_DERIVED
R4_r12_r22_aa0_bb0_qq2,4,2,2,0,0,2,80,80,True,729,0,0,18225,18954,-18874,-14,EXACT_DERIVED
R4_r13_r21_aa0_bb1_qq0,4,3,1,0,1,0,102,102,True,729,0,3645,0,4374,-4272,0,EXACT_DERIVED
R4_r13_r21_aa1_bb0_qq0,4,3,1,1,0,0,102,102,True,729,3645,0,0,4374,-4272,0,EXACT_DERIVED
R4_r13_r21_aa0_bb0_qq1,4,3,1,0,0,1,96,96,True,729,0,0,18225,18954,-18858,-6,EXACT_DERIVED
R4_r14_r20_aa0_bb0_qq0,4,4,0,0,0,0,108,108,True,729,0,0,0,729,-621,0,EXACT_DERIVED
R5_r11_r24_aa0_bb4_qq0,5,1,4,0,4,0,103,103,True,729,0,3645,0,4374,-4271,0,EXACT_DERIVED
R5_r11_r24_aa1_bb3_qq0,5,1,4,1,3,0,103,103,True,729,3645,3645,0,8019,-7916,0,EXACT_DERIVED
R5_r11_r24_aa2_bb2_qq0,5,1,4,2,2,0,103,103,True,729,3645,3645,0,8019,-7916,0,EXACT_DERIVED
R5_r11_r24_aa3_bb1_qq0,5,1,4,3,1,0,103,103,True,729,3645,3645,0,8019,-7916,0,EXACT_DERIVED
R5_r11_r24_aa4_bb0_qq0,5,1,4,4,0,0,103,103,True,729,3645,0,0,4374,-4271,0,EXACT_DERIVED
R5_r11_r24_aa0_bb3_qq1,5,1,4,0,3,1,95,95,True,729,0,3645,18225,22599,-22504,-8,EXACT_DERIVED
R5_r11_r24_aa1_bb2_qq1,5,1,4,1,2,1,95,95,True,729,3645,3645,18225,26244,-26149,-8,EXACT_DERIVED
R5_r11_r24_aa2_bb1_qq1,5,1,4,2,1,1,95,95,True,729,3645,3645,18225,26244,-26149,-8,EXACT_DERIVED
R5_r11_r24_aa3_bb0_qq1,5,1,4,3,0,1,95,95,True,729,3645,0,18225,22599,-22504,-8,EXACT_DERIVED
R5_r11_r24_aa0_bb2_qq2,5,1,4,0,2,2,87,87,True,729,0,3645,18225,22599,-22512,-16,EXACT_DERIVED
R5_r11_r24_aa1_bb1_qq2,5,1,4,1,1,2,87,87,True,729,3645,3645,18225,26244,-26157,-16,EXACT_DERIVED
R5_r11_r24_aa2_bb0_qq2,5,1,4,2,0,2,87,87,True,729,3645,0,18225,22599,-22512,-16,EXACT_DERIVED
R5_r11_r24_aa0_bb1_qq3,5,1,4,0,1,3,79,79,True,729,0,3645,18225,22599,-22520,-24,EXACT_DERIVED
R5_r11_r24_aa1_bb0_qq3,5,1,4,1,0,3,79,79,True,729,3645,0,18225,22599,-22520,-24,EXACT_DERIVED
R5_r11_r24_aa0_bb0_qq4,5,1,4,0,0,4,71,71,True,729,0,0,18225,18954,-18883,-32,EXACT_DERIVED
R5_r12_r23_aa0_bb3_qq0,5,2,3,0,3,0,114,114,True,729,0,3645,0,4374,-4260,0,EXACT_DERIVED
R5_r12_r23_aa1_bb2_qq0,5,2,3,1,2,0,114,114,True,729,3645,3645,0,8019,-7905,0,EXACT_DERIVED
R5_r12_r23_aa2_bb1_qq0,5,2,3,2,1,0,114,114,True,729,3645,3645,0,8019,-7905,0,EXACT_DERIVED
R5_r12_r23_aa3_bb0_qq0,5,2,3,3,0,0,114,114,True,729,3645,0,0,4374,-4260,0,EXACT_DERIVED
R5_r12_r23_aa0_bb2_qq1,5,2,3,0,2,1,107,107,True,729,0,3645,18225,22599,-22492,-7,EXACT_DERIVED
R5_r12_r23_aa1_bb1_qq1,5,2,3,1,1,1,107,107,True,729,3645,3645,18225,26244,-26137,-7,EXACT_DERIVED
R5_r12_r23_aa2_bb0_qq1,5,2,3,2,0,1,107,107,True,729,3645,0,18225,22599,-22492,-7,EXACT_DERIVED
R5_r12_r23_aa0_bb1_qq2,5,2,3,0,1,2,100,100,True,729,0,3645,18225,22599,-22499,-14,EXACT_DERIVED
R5_r12_r23_aa1_bb0_qq2,5,2,3,1,0,2,100,100,True,729,3645,0,18225,22599,-22499,-14,EXACT_DERIVED
R5_r12_r23_aa0_bb0_qq3,5,2,3,0,0,3,93,93,True,729,0,0,18225,18954,-18861,-21,EXACT_DERIVED
R5_r13_r22_aa0_bb2_qq0,5,3,2,0,2,0,123,123,True,729,0,3645,0,4374,-4251,0,EXACT_DERIVED
R5_r13_r22_aa1_bb1_qq0,5,3,2,1,1,0,123,123,True,729,3645,3645,0,8019,-7896,0,EXACT_DERIVED
R5_r13_r22_aa2_bb0_qq0,5,3,2,2,0,0,123,123,True,729,3645,0,0,4374,-4251,0,EXACT_DERIVED
R5_r13_r22_aa0_bb1_qq1,5,3,2,0,1,1,117,117,True,729,0,3645,18225,22599,-22482,-6,EXACT_DERIVED
R5_r13_r22_aa1_bb0_qq1,5,3,2,1,0,1,117,117,True,729,3645,0,18225,22599,-22482,-6,EXACT_DERIVED
R5_r13_r22_aa0_bb0_qq2,5,3,2,0,0,2,111,111,True,729,0,0,18225,18954,-18843,-12,EXACT_DERIVED
R5_r14_r21_aa0_bb1_qq0,5,4,1,0,1,0,130,130,True,729,0,3645,0,4374,-4244,0,EXACT_DERIVED
R5_r14_r21_aa1_bb0_qq0,5,4,1,1,0,0,130,130,True,729,3645,0,0,4374,-4244,0,EXACT_DERIVED
R5_r14_r21_aa0_bb0_qq1,5,4,1,0,0,1,125,125,True,729,0,0,18225,18954,-18829,-5,EXACT_DERIVED
R5_r15_r20_aa0_bb0_qq0,5,5,0,0,0,0,135,135,True,729,0,0,0,729,-594,0,EXACT_DERIVED
R6_r11_r25_aa0_bb5_qq0,6,1,5,0,5,0,122,122,True,729,0,3645,0,4374,-4252,0,EXACT_DERIVED
R6_r11_r25_aa1_bb4_qq0,6,1,5,1,4,0,122,122,True,729,3645,3645,0,8019,-7897,0,EXACT_DERIVED
R6_r11_r25_aa2_bb3_qq0,6,1,5,2,3,0,122,122,True,729,3645,3645,0,8019,-7897,0,EXACT_DERIVED
R6_r11_r25_aa3_bb2_qq0,6,1,5,3,2,0,122,122,True,729,3645,3645,0,8019,-7897,0,EXACT_DERIVED
R6_r11_r25_aa4_bb1_qq0,6,1,5,4,1,0,122,122,True,729,3645,3645,0,8019,-7897,0,EXACT_DERIVED
R6_r11_r25_aa5_bb0_qq0,6,1,5,5,0,0,122,122,True,729,3645,0,0,4374,-4252,0,EXACT_DERIVED
R6_r11_r25_aa0_bb4_qq1,6,1,5,0,4,1,114,114,True,729,0,3645,18225,22599,-22485,-8,EXACT_DERIVED
R6_r11_r25_aa1_bb3_qq1,6,1,5,1,3,1,114,114,True,729,3645,3645,18225,26244,-26130,-8,EXACT_DERIVED
R6_r11_r25_aa2_bb2_qq1,6,1,5,2,2,1,114,114,True,729,3645,3645,18225,26244,-26130,-8,EXACT_DERIVED
R6_r11_r25_aa3_bb1_qq1,6,1,5,3,1,1,114,114,True,729,3645,3645,18225,26244,-26130,-8,EXACT_DERIVED
R6_r11_r25_aa4_bb0_qq1,6,1,5,4,0,1,114,114,True,729,3645,0,18225,22599,-22485,-8,EXACT_DERIVED
R6_r11_r25_aa0_bb3_qq2,6,1,5,0,3,2,106,106,True,729,0,3645,18225,22599,-22493,-16,EXACT_DERIVED
R6_r11_r25_aa1_bb2_qq2,6,1,5,1,2,2,106,106,True,729,3645,3645,18225,26244,-26138,-16,EXACT_DERIVED
R6_r11_r25_aa2_bb1_qq2,6,1,5,2,1,2,106,106,True,729,3645,3645,18225,26244,-26138,-16,EXACT_DERIVED
R6_r11_r25_aa3_bb0_qq2,6,1,5,3,0,2,106,106,True,729,3645,0,18225,22599,-22493,-16,EXACT_DERIVED
R6_r11_r25_aa0_bb2_qq3,6,1,5,0,2,3,98,98,True,729,0,3645,18225,22599,-22501,-24,EXACT_DERIVED
R6_r11_r25_aa1_bb1_qq3,6,1,5,1,1,3,98,98,True,729,3645,3645,18225,26244,-26146,-24,EXACT_DERIVED
R6_r11_r25_aa2_bb0_qq3,6,1,5,2,0,3,98,98,True,729,3645,0,18225,22599,-22501,-24,EXACT_DERIVED
R6_r11_r25_aa0_bb1_qq4,6,1,5,0,1,4,90,90,True,729,0,3645,18225,22599,-22509,-32,EXACT_DERIVED
R6_r11_r25_aa1_bb0_qq4,6,1,5,1,0,4,90,90,True,729,3645,0,18225,22599,-22509,-32,EXACT_DERIVED
R6_r11_r25_aa0_bb0_qq5,6,1,5,0,0,5,82,82,True,729,0,0,18225,18954,-18872,-40,EXACT_DERIVED
R6_r12_r24_aa0_bb4_qq0,6,2,4,0,4,0,134,134,True,729,0,3645,0,4374,-4240,0,EXACT_DERIVED
R6_r12_r24_aa1_bb3_qq0,6,2,4,1,3,0,134,134,True,729,3645,3645,0,8019,-7885,0,EXACT_DERIVED
R6_r12_r24_aa2_bb2_qq0,6,2,4,2,2,0,134,134,True,729,3645,3645,0,8019,-7885,0,EXACT_DERIVED
R6_r12_r24_aa3_bb1_qq0,6,2,4,3,1,0,134,134,True,729,3645,3645,0,8019,-7885,0,EXACT_DERIVED
R6_r12_r24_aa4_bb0_qq0,6,2,4,4,0,0,134,134,True,729,3645,0,0,4374,-4240,0,EXACT_DERIVED
R6_r12_r24_aa0_bb3_qq1,6,2,4,0,3,1,127,127,True,729,0,3645,18225,22599,-22472,-7,EXACT_DERIVED
R6_r12_r24_aa1_bb2_qq1,6,2,4,1,2,1,127,127,True,729,3645,3645,18225,26244,-26117,-7,EXACT_DERIVED
R6_r12_r24_aa2_bb1_qq1,6,2,4,2,1,1,127,127,True,729,3645,3645,18225,26244,-26117,-7,EXACT_DERIVED
R6_r12_r24_aa3_bb0_qq1,6,2,4,3,0,1,127,127,True,729,3645,0,18225,22599,-22472,-7,EXACT_DERIVED
R6_r12_r24_aa0_bb2_qq2,6,2,4,0,2,2,120,120,True,729,0,3645,18225,22599,-22479,-14,EXACT_DERIVED
R6_r12_r24_aa1_bb1_qq2,6,2,4,1,1,2,120,120,True,729,3645,3645,18225,26244,-26124,-14,EXACT_DERIVED
R6_r12_r24_aa2_bb0_qq2,6,2,4,2,0,2,120,120,True,729,3645,0,18225,22599,-22479,-14,EXACT_DERIVED
R6_r12_r24_aa0_bb1_qq3,6,2,4,0,1,3,113,113,True,729,0,3645,18225,22599,-22486,-21,EXACT_DERIVED
R6_r12_r24_aa1_bb0_qq3,6,2,4,1,0,3,113,113,True,729,3645,0,18225,22599,-22486,-21,EXACT_DERIVED
R6_r12_r24_aa0_bb0_qq4,6,2,4,0,0,4,106,106,True,729,0,0,18225,18954,-18848,-28,EXACT_DERIVED
R6_r13_r23_aa0_bb3_qq0,6,3,3,0,3,0,144,144,True,729,0,3645,0,4374,-4230,0,EXACT_DERIVED
R6_r13_r23_aa1_bb2_qq0,6,3,3,1,2,0,144,144,True,729,3645,3645,0,8019,-7875,0,EXACT_DERIVED
R6_r13_r23_aa2_bb1_qq0,6,3,3,2,1,0,144,144,True,729,3645,3645,0,8019,-7875,0,EXACT_DERIVED
R6_r13_r23_aa3_bb0_qq0,6,3,3,3,0,0,144,144,True,729,3645,0,0,4374,-4230,0,EXACT_DERIVED
R6_r13_r23_aa0_bb2_qq1,6,3,3,0,2,1,138,138,True,729,0,3645,18225,22599,-22461,-6,EXACT_DERIVED
R6_r13_r23_aa1_bb1_qq1,6,3,3,1,1,1,138,138,True,729,3645,3645,18225,26244,-26106,-6,EXACT_DERIVED
R6_r13_r23_aa2_bb0_qq1,6,3,3,2,0,1,138,138,True,729,3645,0,18225,22599,-22461,-6,EXACT_DERIVED
R6_r13_r23_aa0_bb1_qq2,6,3,3,0,1,2,132,132,True,729,0,3645,18225,22599,-22467,-12,EXACT_DERIVED
R6_r13_r23_aa1_bb0_qq2,6,3,3,1,0,2,132,132,True,729,3645,0,18225,22599,-22467,-12,EXACT_DERIVED
R6_r13_r23_aa0_bb0_qq3,6,3,3,0,0,3,126,126,True,729,0,0,18225,18954,-18828,-18,EXACT_DERIVED
R6_r14_r22_aa0_bb2_qq0,6,4,2,0,2,0,152,152,True,729,0,3645,0,4374,-4222,0,EXACT_DERIVED
R6_r14_r22_aa1_bb1_qq0,6,4,2,1,1,0,152,152,True,729,3645,3645,0,8019,-7867,0,EXACT_DERIVED
R6_r14_r22_aa2_bb0_qq0,6,4,2,2,0,0,152,152,True,729,3645,0,0,4374,-4222,0,EXACT_DERIVED
R6_r14_r22_aa0_bb1_qq1,6,4,2,0,1,1,147,147,True,729,0,3645,18225,22599,-22452,-5,EXACT_DERIVED
R6_r14_r22_aa1_bb0_qq1,6,4,2,1,0,1,147,147,True,729,3645,0,18225,22599,-22452,-5,EXACT_DERIVED
R6_r14_r22_aa0_bb0_qq2,6,4,2,0,0,2,142,142,True,729,0,0,18225,18954,-18812,-10,EXACT_DERIVED
R6_r15_r21_aa0_bb1_qq0,6,5,1,0,1,0,158,158,True,729,0,3645,0,4374,-4216,0,EXACT_DERIVED
R6_r15_r21_aa1_bb0_qq0,6,5,1,1,0,0,158,158,True,729,3645,0,0,4374,-4216,0,EXACT_DERIVED
R6_r15_r21_aa0_bb0_qq1,6,5,1,0,0,1,154,154,True,729,0,0,18225,18954,-18800,-4,EXACT_DERIVED
R6_r16_r20_aa0_bb0_qq0,6,6,0,0,0,0,162,162,True,729,0,0,0,729,-567,0,EXACT_DERIVED
R7_r11_r26_aa0_bb6_qq0,7,1,6,0,6,0,141,141,True,729,0,3645,0,4374,-4233,0,EXACT_DERIVED
R7_r11_r26_aa1_bb5_qq0,7,1,6,1,5,0,141,141,True,729,3645,3645,0,8019,-7878,0,EXACT_DERIVED
R7_r11_r26_aa2_bb4_qq0,7,1,6,2,4,0,141,141,True,729,3645,3645,0,8019,-7878,0,EXACT_DERIVED
R7_r11_r26_aa3_bb3_qq0,7,1,6,3,3,0,141,141,True,729,3645,3645,0,8019,-7878,0,EXACT_DERIVED
R7_r11_r26_aa4_bb2_qq0,7,1,6,4,2,0,141,141,True,729,3645,3645,0,8019,-7878,0,EXACT_DERIVED
R7_r11_r26_aa5_bb1_qq0,7,1,6,5,1,0,141,141,True,729,3645,3645,0,8019,-7878,0,EXACT_DERIVED
R7_r11_r26_aa6_bb0_qq0,7,1,6,6,0,0,141,141,True,729,3645,0,0,4374,-4233,0,EXACT_DERIVED
R7_r11_r26_aa0_bb5_qq1,7,1,6,0,5,1,133,133,True,729,0,3645,18225,22599,-22466,-8,EXACT_DERIVED
R7_r11_r26_aa1_bb4_qq1,7,1,6,1,4,1,133,133,True,729,3645,3645,18225,26244,-26111,-8,EXACT_DERIVED
R7_r11_r26_aa2_bb3_qq1,7,1,6,2,3,1,133,133,True,729,3645,3645,18225,26244,-26111,-8,EXACT_DERIVED
R7_r11_r26_aa3_bb2_qq1,7,1,6,3,2,1,133,133,True,729,3645,3645,18225,26244,-26111,-8,EXACT_DERIVED
R7_r11_r26_aa4_bb1_qq1,7,1,6,4,1,1,133,133,True,729,3645,3645,18225,26244,-26111,-8,EXACT_DERIVED
R7_r11_r26_aa5_bb0_qq1,7,1,6,5,0,1,133,133,True,729,3645,0,18225,22599,-22466,-8,EXACT_DERIVED
R7_r11_r26_aa0_bb4_qq2,7,1,6,0,4,2,125,125,True,729,0,3645,18225,22599,-22474,-16,EXACT_DERIVED
R7_r11_r26_aa1_bb3_qq2,7,1,6,1,3,2,125,125,True,729,3645,3645,18225,26244,-26119,-16,EXACT_DERIVED
R7_r11_r26_aa2_bb2_qq2,7,1,6,2,2,2,125,125,True,729,3645,3645,18225,26244,-26119,-16,EXACT_DERIVED
R7_r11_r26_aa3_bb1_qq2,7,1,6,3,1,2,125,125,True,729,3645,3645,18225,26244,-26119,-16,EXACT_DERIVED
R7_r11_r26_aa4_bb0_qq2,7,1,6,4,0,2,125,125,True,729,3645,0,18225,22599,-22474,-16,EXACT_DERIVED
R7_r11_r26_aa0_bb3_qq3,7,1,6,0,3,3,117,117,True,729,0,3645,18225,22599,-22482,-24,EXACT_DERIVED
R7_r11_r26_aa1_bb2_qq3,7,1,6,1,2,3,117,117,True,729,3645,3645,18225,26244,-26127,-24,EXACT_DERIVED
R7_r11_r26_aa2_bb1_qq3,7,1,6,2,1,3,117,117,True,729,3645,3645,18225,26244,-26127,-24,EXACT_DERIVED
R7_r11_r26_aa3_bb0_qq3,7,1,6,3,0,3,117,117,True,729,3645,0,18225,22599,-22482,-24,EXACT_DERIVED
R7_r11_r26_aa0_bb2_qq4,7,1,6,0,2,4,109,109,True,729,0,3645,18225,22599,-22490,-32,EXACT_DERIVED
R7_r11_r26_aa1_bb1_qq4,7,1,6,1,1,4,109,109,True,729,3645,3645,18225,26244,-26135,-32,EXACT_DERIVED
R7_r11_r26_aa2_bb0_qq4,7,1,6,2,0,4,109,109,True,729,3645,0,18225,22599,-22490,-32,EXACT_DERIVED
R7_r11_r26_aa0_bb1_qq5,7,1,6,0,1,5,101,101,True,729,0,3645,18225,22599,-22498,-40,EXACT_DERIVED
R7_r11_r26_aa1_bb0_qq5,7,1,6,1,0,5,101,101,True,729,3645,0,18225,22599,-22498,-40,EXACT_DERIVED
R7_r11_r26_aa0_bb0_qq6,7,1,6,0,0,6,93,93,True,729,0,0,18225,18954,-18861,-48,EXACT_DERIVED
R7_r12_r25_aa0_bb5_qq0,7,2,5,0,5,0,154,154,True,729,0,3645,0,4374,-4220,0,EXACT_DERIVED
R7_r12_r25_aa1_bb4_qq0,7,2,5,1,4,0,154,154,True,729,3645,3645,0,8019,-7865,0,EXACT_DERIVED
R7_r12_r25_aa2_bb3_qq0,7,2,5,2,3,0,154,154,True,729,3645,3645,0,8019,-7865,0,EXACT_DERIVED
R7_r12_r25_aa3_bb2_qq0,7,2,5,3,2,0,154,154,True,729,3645,3645,0,8019,-7865,0,EXACT_DERIVED
R7_r12_r25_aa4_bb1_qq0,7,2,5,4,1,0,154,154,True,729,3645,3645,0,8019,-7865,0,EXACT_DERIVED
R7_r12_r25_aa5_bb0_qq0,7,2,5,5,0,0,154,154,True,729,3645,0,0,4374,-4220,0,EXACT_DERIVED
R7_r12_r25_aa0_bb4_qq1,7,2,5,0,4,1,147,147,True,729,0,3645,18225,22599,-22452,-7,EXACT_DERIVED
R7_r12_r25_aa1_bb3_qq1,7,2,5,1,3,1,147,147,True,729,3645,3645,18225,26244,-26097,-7,EXACT_DERIVED
R7_r12_r25_aa2_bb2_qq1,7,2,5,2,2,1,147,147,True,729,3645,3645,18225,26244,-26097,-7,EXACT_DERIVED
R7_r12_r25_aa3_bb1_qq1,7,2,5,3,1,1,147,147,True,729,3645,3645,18225,26244,-26097,-7,EXACT_DERIVED
R7_r12_r25_aa4_bb0_qq1,7,2,5,4,0,1,147,147,True,729,3645,0,18225,22599,-22452,-7,EXACT_DERIVED
R7_r12_r25_aa0_bb3_qq2,7,2,5,0,3,2,140,140,True,729,0,3645,18225,22599,-22459,-14,EXACT_DERIVED
R7_r12_r25_aa1_bb2_qq2,7,2,5,1,2,2,140,140,True,729,3645,3645,18225,26244,-26104,-14,EXACT_DERIVED
R7_r12_r25_aa2_bb1_qq2,7,2,5,2,1,2,140,140,True,729,3645,3645,18225,26244,-26104,-14,EXACT_DERIVED
R7_r12_r25_aa3_bb0_qq2,7,2,5,3,0,2,140,140,True,729,3645,0,18225,22599,-22459,-14,EXACT_DERIVED
R7_r12_r25_aa0_bb2_qq3,7,2,5,0,2,3,133,133,True,729,0,3645,18225,22599,-22466,-21,EXACT_DERIVED
R7_r12_r25_aa1_bb1_qq3,7,2,5,1,1,3,133,133,True,729,3645,3645,18225,26244,-26111,-21,EXACT_DERIVED
R7_r12_r25_aa2_bb0_qq3,7,2,5,2,0,3,133,133,True,729,3645,0,18225,22599,-22466,-21,EXACT_DERIVED
R7_r12_r25_aa0_bb1_qq4,7,2,5,0,1,4,126,126,True,729,0,3645,18225,22599,-22473,-28,EXACT_DERIVED
R7_r12_r25_aa1_bb0_qq4,7,2,5,1,0,4,126,126,True,729,3645,0,18225,22599,-22473,-28,EXACT_DERIVED
R7_r12_r25_aa0_bb0_qq5,7,2,5,0,0,5,119,119,True,729,0,0,18225,18954,-18835,-35,EXACT_DERIVED
R7_r13_r24_aa0_bb4_qq0,7,3,4,0,4,0,165,165,True,729,0,3645,0,4374,-4209,0,EXACT_DERIVED
R7_r13_r24_aa1_bb3_qq0,7,3,4,1,3,0,165,165,True,729,3645,3645,0,8019,-7854,0,EXACT_DERIVED
R7_r13_r24_aa2_bb2_qq0,7,3,4,2,2,0,165,165,True,729,3645,3645,0,8019,-7854,0,EXACT_DERIVED
R7_r13_r24_aa3_bb1_qq0,7,3,4,3,1,0,165,165,True,729,3645,3645,0,8019,-7854,0,EXACT_DERIVED
R7_r13_r24_aa4_bb0_qq0,7,3,4,4,0,0,165,165,True,729,3645,0,0,4374,-4209,0,EXACT_DERIVED
R7_r13_r24_aa0_bb3_qq1,7,3,4,0,3,1,159,159,True,729,0,3645,18225,22599,-22440,-6,EXACT_DERIVED
R7_r13_r24_aa1_bb2_qq1,7,3,4,1,2,1,159,159,True,729,3645,3645,18225,26244,-26085,-6,EXACT_DERIVED
R7_r13_r24_aa2_bb1_qq1,7,3,4,2,1,1,159,159,True,729,3645,3645,18225,26244,-26085,-6,EXACT_DERIVED
R7_r13_r24_aa3_bb0_qq1,7,3,4,3,0,1,159,159,True,729,3645,0,18225,22599,-22440,-6,EXACT_DERIVED
R7_r13_r24_aa0_bb2_qq2,7,3,4,0,2,2,153,153,True,729,0,3645,18225,22599,-22446,-12,EXACT_DERIVED
R7_r13_r24_aa1_bb1_qq2,7,3,4,1,1,2,153,153,True,729,3645,3645,18225,26244,-26091,-12,EXACT_DERIVED
R7_r13_r24_aa2_bb0_qq2,7,3,4,2,0,2,153,153,True,729,3645,0,18225,22599,-22446,-12,EXACT_DERIVED
R7_r13_r24_aa0_bb1_qq3,7,3,4,0,1,3,147,147,True,729,0,3645,18225,22599,-22452,-18,EXACT_DERIVED
R7_r13_r24_aa1_bb0_qq3,7,3,4,1,0,3,147,147,True,729,3645,0,18225,22599,-22452,-18,EXACT_DERIVED
R7_r13_r24_aa0_bb0_qq4,7,3,4,0,0,4,141,141,True,729,0,0,18225,18954,-18813,-24,EXACT_DERIVED
R7_r14_r23_aa0_bb3_qq0,7,4,3,0,3,0,174,174,True,729,0,3645,0,4374,-4200,0,EXACT_DERIVED
R7_r14_r23_aa1_bb2_qq0,7,4,3,1,2,0,174,174,True,729,3645,3645,0,8019,-7845,0,EXACT_DERIVED
R7_r14_r23_aa2_bb1_qq0,7,4,3,2,1,0,174,174,True,729,3645,3645,0,8019,-7845,0,EXACT_DERIVED
R7_r14_r23_aa3_bb0_qq0,7,4,3,3,0,0,174,174,True,729,3645,0,0,4374,-4200,0,EXACT_DERIVED
R7_r14_r23_aa0_bb2_qq1,7,4,3,0,2,1,169,169,True,729,0,3645,18225,22599,-22430,-5,EXACT_DERIVED
R7_r14_r23_aa1_bb1_qq1,7,4,3,1,1,1,169,169,True,729,3645,3645,18225,26244,-26075,-5,EXACT_DERIVED
R7_r14_r23_aa2_bb0_qq1,7,4,3,2,0,1,169,169,True,729,3645,0,18225,22599,-22430,-5,EXACT_DERIVED
R7_r14_r23_aa0_bb1_qq2,7,4,3,0,1,2,164,164,True,729,0,3645,18225,22599,-22435,-10,EXACT_DERIVED
R7_r14_r23_aa1_bb0_qq2,7,4,3,1,0,2,164,164,True,729,3645,0,18225,22599,-22435,-10,EXACT_DERIVED
