config_id,r_total,r1,r2,n_aa,n_bb,n_qq,parameter_count,parameter_count_simplified,parameter_formula_match,bilinear_constraint_upper_bound,aab_constraint_upper_bound,abb_constraint_upper_bound,aabb_constraint_upper_bound,constraint_upper_bound_total,raw_upper_deficit,qq_parameter_bonus,provenance
R16_r11_r215_aa5_bb9_qq1,16,1,15,5,9,1,304,304,True,729,3645,3645,18225,26244,-25940,-8,EXACT_DERIVED
R16_r11_r215_aa6_bb8_qq1,16,1,15,6,8,1,304,304,True,729,3645,3645,18225,26244,-25940,-8,EXACT_DERIVED
R16_r11_r215_aa7_bb7_qq1,16,1,15,7,7,1,304,304,True,729,3645,3645,18225,26244,-25940,-8,EXACT_DERIVED
R16_r11_r215_aa8_bb6_qq1,16,1,15,8,6,1,304,304,True,729,3645,3645,18225,26244,-25940,-8,EXACT_DERIVED
R16_r11_r215_aa9_bb5_qq1,16,1,15,9,5,1,304,304,True,729,3645,3645,18225,26244,-25940,-8,EXACT_DERIVED
R16_r11_r215_aa10_bb4_qq1,16,1,15,10,4,1,304,304,True,729,3645,3645,18225,26244,-25940,-8,EXACT_DERIVED
R16_r11_r215_aa11_bb3_qq1,16,1,15,11,3,1,304,304,True,729,3645,3645,18225,26244,-25940,-8,EXACT_DERIVED
R16_r11_r215_aa12_bb2_qq1,16,1,15,12,2,1,304,304,True,729,3645,3645,18225,26244,-25940,-8,EXACT_DERIVED
R16_r11_r215_aa13_bb1_qq1,16,1,15,13,1,1,304,304,True,729,3645,3645,18225,26244,-25940,-8,EXACT_DERIVED
R16_r11_r215_aa14_bb0_qq1,16,1,15,14,0,1,304,304,True,729,3645,0,18225,22599,-22295,-8,EXACT_DERIVED
R16_r11_r215_aa0_bb13_qq2,16,1,15,0,13,2,296,296,True,729,0,3645,18225,22599,-22303,-16,EXACT_DERIVED
R16_r11_r215_aa1_bb12_qq2,16,1,15,1,12,2,296,296,True,729,3645,3645,18225,26244,-25948,-16,EXACT_DERIVED
R16_r11_r215_aa2_bb11_qq2,16,1,15,2,11,2,296,296,True,729,3645,3645,18225,26244,-25948,-16,EXACT_DERIVED
R16_r11_r215_aa3_bb10_qq2,16,1,15,3,10,2,296,296,True,729,3645,3645,18225,26244,-25948,-16,EXACT_DERIVED
R16_r11_r215_aa4_bb9_qq2,16,1,15,4,9,2,296,296,True,729,3645,3645,18225,26244,-25948,-16,EXACT_DERIVED
R16_r11_r215_aa5_bb8_qq2,16,1,15,5,8,2,296,296,True,729,3645,3645,18225,26244,-25948,-16,EXACT_DERIVED
R16_r11_r215_aa6_bb7_qq2,16,1,15,6,7,2,296,296,True,729,3645,3645,18225,26244,-25948,-16,EXACT_DERIVED
R16_r11_r215_aa7_bb6_qq2,16,1,15,7,6,2,296,296,True,729,3645,3645,18225,26244,-25948,-16,EXACT_DERIVED
R16_r11_r215_aa8_bb5_qq2,16,1,15,8,5,2,296,296,True,729,3645,3645,18225,26244,-25948,-16,EXACT_DERIVED
R16_r11_r215_aa9_bb4_qq2,16,1,15,9,4,2,296,296,True,729,3645,3645,18225,26244,-25948,-16,EXACT_DERIVED
R16_r11_r215_aa10_bb3_qq2,16,1,15,10,3,2,296,296,True,729,3645,3645,18225,26244,-25948,-16,EXACT_DERIVED
R16_r11_r215_aa11_bb2_qq2,16,1,15,11,2,2,296,296,True,729,3645,3645,18225,26244,-25948,-16,EXACT_DERIVED
R16_r11_r215_aa12_bb1_qq2,16,1,15,12,1,2,296,296,True,729,3645,3645,18225,26244,-25948,-16,EXACT_DERIVED
R16_r11_r215_aa13_bb0_qq2,16,1,15,13,0,2,296,296,True,729,3645,0,18225,22599,-22303,-16,EXACT_DERIVED
R16_r11_r215_aa0_bb12_qq3,16,1,15,0,12,3,288,288,True,729,0,3645,18225,22599,-22311,-24,EXACT_DERIVED
R16_r11_r215_aa1_bb11_qq3,16,1,15,1,11,3,288,288,True,729,3645,3645,18225,26244,-25956,-24,EXACT_DERIVED
R16_r11_r215_aa2_bb10_qq3,16,1,15,2,10,3,288,288,True,729,3645,3645,18225,26244,-25956,-24,EXACT_DERIVED
R16_r11_r215_aa3_bb9_qq3,16,1,15,3,9,3,288,288,True,729,3645,3645,18225,26244,-25956,-24,EXACT_DERIVED
R16_r11_r215_aa4_bb8_qq3,16,1,15,4,8,3,288,288,True,729,3645,3645,18225,26244,-25956,-24,EXACT_DERIVED
R16_r11_r215_aa5_bb7_qq3,16,1,15,5,7,3,288,288,True,729,3645,3645,18225,26244,-25956,-24,EXACT_DERIVED
R16_r11_r215_aa6_bb6_qq3,16,1,15,6,6,3,288,288,True,729,3645,3645,18225,26244,-25956,-24,EXACT_DERIVED
R16_r11_r215_aa7_bb5_qq3,16,1,15,7,5,3,288,288,True,729,3645,3645,18225,26244,-25956,-24,EXACT_DERIVED
R16_r11_r215_aa8_bb4_qq3,16,1,15,8,4,3,288,288,True,729,3645,3645,18225,26244,-25956,-24,EXACT_DERIVED
R16_r11_r215_aa9_bb3_qq3,16,1,15,9,3,3,288,288,True,729,3645,3645,18225,26244,-25956,-24,EXACT_DERIVED
R16_r11_r215_aa10_bb2_qq3,16,1,15,10,2,3,288,288,True,729,3645,3645,18225,26244,-25956,-24,EXACT_DERIVED
R16_r11_r215_aa11_bb1_qq3,16,1,15,11,1,3,288,288,True,729,3645,3645,18225,26244,-25956,-24,EXACT_DERIVED
R16_r11_r215_aa12_bb0_qq3,16,1,15,12,0,3,288,288,True,729,3645,0,18225,22599,-22311,-24,EXACT_DERIVED
R16_r11_r215_aa0_bb11_qq4,16,1,15,0,11,4,280,280,True,729,0,3645,18225,22599,-22319,-32,EXACT_DERIVED
R16_r11_r215_aa1_bb10_qq4,16,1,15,1,10,4,280,280,True,729,3645,3645,18225,26244,-25964,-32,EXACT_DERIVED
R16_r11_r215_aa2_bb9_qq4,16,1,15,2,9,4,280,280,True,729,3645,3645,18225,26244,-25964,-32,EXACT_DERIVED
R16_r11_r215_aa3_bb8_qq4,16,1,15,3,8,4,280,280,True,729,3645,3645,18225,26244,-25964,-32,EXACT_DERIVED
R16_r11_r215_aa4_bb7_qq4,16,1,15,4,7,4,280,280,True,729,3645,3645,18225,26244,-25964,-32,EXACT_DERIVED
R16_r11_r215_aa5_bb6_qq4,16,1,15,5,6,4,280,280,True,729,3645,3645,18225,26244,-25964,-32,EXACT_DERIVED
R16_r11_r215_aa6_bb5_qq4,16,1,15,6,5,4,280,280,True,729,3645,3645,18225,26244,-25964,-32,EXACT_DERIVED
R16_r11_r215_aa7_bb4_qq4,16,1,15,7,4,4,280,280,True,729,3645,3645,18225,26244,-25964,-32,EXACT_DERIVED
R16_r11_r215_aa8_bb3_qq4,16,1,15,8,3,4,280,280,True,729,3645,3645,18225,26244,-25964,-32,EXACT_DERIVED
R16_r11_r215_aa9_bb2_qq4,16,1,15,9,2,4,280,280,True,729,3645,3645,18225,26244,-25964,-32,EXACT_DERIVED
R16_r11_r215_aa10_bb1_qq4,16,1,15,10,1,4,280,280,True,729,3645,3645,18225,26244,-25964,-32,EXACT_DERIVED
R16_r11_r215_aa11_bb0_qq4,16,1,15,11,0,4,280,280,True,729,3645,0,18225,22599,-22319,-32,EXACT_DERIVED
R16_r11_r215_aa0_bb10_qq5,16,1,15,0,10,5,272,272,True,729,0,3645,18225,22599,-22327,-40,EXACT_DERIVED
R16_r11_r215_aa1_bb9_qq5,16,1,15,1,9,5,272,272,True,729,3645,3645,18225,26244,-25972,-40,EXACT_DERIVED
R16_r11_r215_aa2_bb8_qq5,16,1,15,2,8,5,272,272,True,729,3645,3645,18225,26244,-25972,-40,EXACT_DERIVED
R16_r11_r215_aa3_bb7_qq5,16,1,15,3,7,5,272,272,True,729,3645,3645,18225,26244,-25972,-40,EXACT_DERIVED
R16_r11_r215_aa4_bb6_qq5,16,1,15,4,6,5,272,272,True,729,3645,3645,18225,26244,-25972,-40,EXACT_DERIVED
R16_r11_r215_aa5_bb5_qq5,16,1,15,5,5,5,272,272,True,729,3645,3645,18225,26244,-25972,-40,EXACT_DERIVED
R16_r11_r215_aa6_bb4_qq5,16,1,15,6,4,5,272,272,True,729,3645,3645,18225,26244,-25972,-40,EXACT_DERIVED
R16_r11_r215_aa7_bb3_qq5,16,1,15,7,3,5,272,272,True,729,3645,3645,18225,26244,-25972,-40,EXACT_DERIVED
R16_r11_r215_aa8_bb2_qq5,16,1,15,8,2,5,272,272,True,729,3645,3645,18225,26244,-25972,-40,EXACT_DERIVED
R16_r11_r215_aa9_bb1_qq5,16,1,15,9,1,5,272,272,True,729,3645,3645,18225,26244,-25972,-40,EXACT_DERIVED
R16_r11_r215_aa10_bb0_qq5,16,1,15,10,0,5,272,272,True,729,3645,0,18225,22599,-22327,-40,EXACT_DERIVED
R16_r11_r215_aa0_bb9_qq6,16,1,15,0,9,6,264,264,True,729,0,3645,18225,22599,-22335,-48,EXACT_DERIVED
R16_r11_r215_aa1_bb8_qq6,16,1,15,1,8,6,264,264,True,729,3645,3645,18225,26244,-25980,-48,EXACT_DERIVED
R16_r11_r215_aa2_bb7_qq6,16,1,15,2,7,6,264,264,True,729,3645,3645,18225,26244,-25980,-48,EXACT_DERIVED
R16_r11_r215_aa3_bb6_qq6,16,1,15,3,6,6,264,264,True,729,3645,3645,18225,26244,-25980,-48,EXACT_DERIVED
R16_r11_r215_aa4_bb5_qq6,16,1,15,4,5,6,264,264,True,729,3645,3645,18225,26244,-25980,-48,EXACT_DERIVED
R16_r11_r215_aa5_bb4_qq6,16,1,15,5,4,6,264,264,True,729,3645,3645,18225,26244,-25980,-48,EXACT_DERIVED
R16_r11_r215_aa6_bb3_qq6,16,1,15,6,3,6,264,264,True,729,3645,3645,18225,26244,-25980,-48,EXACT_DERIVED
R16_r11_r215_aa7_bb2_qq6,16,1,15,7,2,6,264,264,True,729,3645,3645,18225,26244,-25980,-48,EXACT_DERIVED
R16_r11_r215_aa8_bb1_qq6,16,1,15,8,1,6,264,264,True,729,3645,3645,18225,26244,-25980,-48,EXACT_DERIVED
R16_r11_r215_aa9_bb0_qq6,16,1,15,9,0,6,264,264,True,729,3645,0,18225,22599,-22335,-48,EXACT_DERIVED
R16_r11_r215_aa0_bb8_qq7,16,1,15,0,8,7,256,256,True,729,0,3645,18225,22599,-22343,-56,EXACT_DERIVED
R16_r11_r215_aa1_bb7_qq7,16,1,15,1,7,7,256,256,True,729,3645,3645,18225,26244,-25988,-56,EXACT_DERIVED
R16_r11_r215_aa2_bb6_qq7,16,1,15,2,6,7,256,256,True,729,3645,3645,18225,26244,-25988,-56,EXACT_DERIVED
R16_r11_r215_aa3_bb5_qq7,16,1,15,3,5,7,256,256,True,729,3645,3645,18225,26244,-25988,-56,EXACT_DERIVED
R16_r11_r215_aa4_bb4_qq7,16,1,15,4,4,7,256,256,True,729,3645,3645,18225,26244,-25988,-56,EXACT_DERIVED
R16_r11_r215_aa5_bb3_qq7,16,1,15,5,3,7,256,256,True,729,3645,3645,18225,26244,-25988,-56,EXACT_DERIVED
R16_r11_r215_aa6_bb2_qq7,16,1,15,6,2,7,256,256,True,729,3645,3645,18225,26244,-25988,-56,EXACT_DERIVED
R16_r11_r215_aa7_bb1_qq7,16,1,15,7,1,7,256,256,True,729,3645,3645,18225,26244,-25988,-56,EXACT_DERIVED
R16_r11_r215_aa8_bb0_qq7,16,1,15,8,0,7,256,256,True,729,3645,0,18225,22599,-22343,-56,EXACT_DERIVED
R16_r11_r215_aa0_bb7_qq8,16,1,15,0,7,8,248,248,True,729,0,3645,18225,22599,-22351,-64,EXACT_DERIVED
R16_r11_r215_aa1_bb6_qq8,16,1,15,1,6,8,248,248,True,729,3645,3645,18225,26244,-25996,-64,EXACT_DERIVED
R16_r11_r215_aa2_bb5_qq8,16,1,15,2,5,8,248,248,True,729,3645,3645,18225,26244,-25996,-64,EXACT_DERIVED
R16_r11_r215_aa3_bb4_qq8,16,1,15,3,4,8,248,248,True,729,3645,3645,18225,26244,-25996,-64,EXACT_DERIVED
R16_r11_r215_aa4_bb3_qq8,16,1,15,4,3,8,248,248,True,729,3645,3645,18225,26244,-25996,-64,EXACT_DERIVED
R16_r11_r215_aa5_bb2_qq8,16,1,15,5,2,8,248,248,True,729,3645,3645,18225,26244,-25996,-64,EXACT_DERIVED
R16_r11_r215_aa6_bb1_qq8,16,1,15,6,1,8,248,248,True,729,3645,3645,18225,26244,-25996,-64,EXACT_DERIVED
R16_r11_r215_aa7_bb0_qq8,16,1,15,7,0,8,248,248,True,729,3645,0,18225,22599,-22351,-64,EXACT_DERIVED
R16_r11_r215_aa0_bb6_qq9,16,1,15,0,6,9,240,240,True,729,0,3645,18225,22599,-22359,-72,EXACT_DERIVED
R16_r11_r215_aa1_bb5_qq9,16,1,15,1,5,9,240,240,True,729,3645,3645,18225,26244,-26004,-72,EXACT_DERIVED
R16_r11_r215_aa2_bb4_qq9,16,1,15,2,4,9,240,240,True,729,3645,3645,18225,26244,-26004,-72,EXACT_DERIVED
R16_r11_r215_aa3_bb3_qq9,16,1,15,3,3,9,240,240,True,729,3645,3645,18225,26244,-26004,-72,EXACT_DERIVED
R16_r11_r215_aa4_bb2_qq9,16,1,15,4,2,9,240,240,True,729,3645,3645,18225,26244,-26004,-72,EXACT_DERIVED
R16_r11_r215_aa5_bb1_qq9,16,1,15,5,1,9,240,240,True,729,3645,3645,18225,26244,-26004,-72,EXACT_DERIVED
R16_r11_r215_aa6_bb0_qq9,16,1,15,6,0,9,240,240,True,729,3645,0,18225,22599,-22359,-72,EXACT_DERIVED
R16_r11_r215_aa0_bb5_qq10,16,1,15,0,5,10,232,232,True,729,0,3645,18225,22599,-22367,-80,EXACT_DERIVED
R16_r11_r215_aa1_bb4_qq10,16,1,15,1,4,10,232,232,True,729,3645,3645,18225,26244,-26012,-80,EXACT_DERIVED
R16_r11_r215_aa2_bb3_qq10,16,1,15,2,3,10,232,232,True,729,3645,3645,18225,26244,-26012,-80,EXACT_DERIVED
R16_r11_r215_aa3_bb2_qq10,16,1,15,3,2,10,232,232,True,729,3645,3645,18225,26244,-26012,-80,EXACT_DERIVED
R16_r11_r215_aa4_bb1_qq10,16,1,15,4,1,10,232,232,True,729,3645,3645,18225,26244,-26012,-80,EXACT_DERIVED
R16_r11_r215_aa5_bb0_qq10,16,1,15,5,0,10,232,232,True,729,3645,0,18225,22599,-22367,-80,EXACT_DERIVED
R16_r11_r215_aa0_bb4_qq11,16,1,15,0,4,11,224,224,True,729,0,3645,18225,22599,-22375,-88,EXACT_DERIVED
R16_r11_r215_aa1_bb3_qq11,16,1,15,1,3,11,224,224,True,729,3645,3645,18225,26244,-26020,-88,EXACT_DERIVED
R16_r11_r215_aa2_bb2_qq11,16,1,15,2,2,11,224,224,True,729,3645,3645,18225,26244,-26020,-88,EXACT_DERIVED
R16_r11_r215_aa3_bb1_qq11,16,1,15,3,1,11,224,224,True,729,3645,3645,18225,26244,-26020,-88,EXACT_DERIVED
R16_r11_r215_aa4_bb0_qq11,16,1,15,4,0,11,224,224,True,729,3645,0,18225,22599,-22375,-88,EXACT_DERIVED
R16_r11_r215_aa0_bb3_qq12,16,1,15,0,3,12,216,216,True,729,0,3645,18225,22599,-22383,-96,EXACT_DERIVED
R16_r11_r215_aa1_bb2_qq12,16,1,15,1,2,12,216,216,True,729,3645,3645,18225,26244,-26028,-96,EXACT_DERIVED
R16_r11_r215_aa2_bb1_qq12,16,1,15,2,1,12,216,216,True,729,3645,3645,18225,26244,-26028,-96,EXACT_DERIVED
R16_r11_r215_aa3_bb0_qq12,16,1,15,3,0,12,216,216,True,729,3645,0,18225,22599,-22383,-96,EXACT_DERIVED
R16_r11_r215_aa0_bb2_qq13,16,1,15,0,2,13,208,208,True,729,0,3645,18225,22599,-22391,-104,EXACT_DERIVED
R16_r11_r215_aa1_bb1_qq13,16,1,15,1,1,13,208,208,True,729,3645,3645,18225,26244,-26036,-104,EXACT_DERIVED
R16_r11_r215_aa2_bb0_qq13,16,1,15,2,0,13,208,208,True,729,3645,0,18225,22599,-22391,-104,EXACT_DERIVED
R16_r11_r215_aa0_bb1_qq14,16,1,15,0,1,14,200,200,True,729,0,3645,18225,22599,-22399,-112,EXACT_DERIVED
R16_r11_r215_aa1_bb0_qq14,16,1,15,1,0,14,200,200,True,729,3645,0,18225,22599,-22399,-112,EXACT_DERIVED
R16_r11_r215_aa0_bb0_qq15,16,1,15,0,0,15,192,192,True,729,0,0,18225,18954,-18762,-120,EXACT_DERIVED
R16_r12_r214_aa0_bb14_qq0,16,2,14,0,14,0,334,334,True,729,0,3645,0,4374,-4040,0,EXACT_DERIVED
R16_r12_r214_aa1_bb13_qq0,16,2,14,1,13,0,334,334,True,729,3645,3645,0,8019,-7685,0,EXACT_DERIVED
R16_r12_r214_aa2_bb12_qq0,16,2,14,2,12,0,334,334,True,729,3645,3645,0,8019,-7685,0,EXACT_DERIVED
R16_r12_r214_aa3_bb11_qq0,16,2,14,3,11,0,334,334,True,729,3645,3645,0,8019,-7685,0,EXACT_DERIVED
R16_r12_r214_aa4_bb10_qq0,16,2,14,4,10,0,334,334,True,729,3645,3645,0,8019,-7685,0,EXACT_DERIVED
R16_r12_r214_aa5_bb9_qq0,16,2,14,5,9,0,334,334,True,729,3645,3645,0,8019,-7685,0,EXACT_DERIVED
R16_r12_r214_aa6_bb8_qq0,16,2,14,6,8,0,334,334,True,729,3645,3645,0,8019,-7685,0,EXACT_DERIVED
R16_r12_r214_aa7_bb7_qq0,16,2,14,7,7,0,334,334,True,729,3645,3645,0,8019,-7685,0,EXACT_DERIVED
R16_r12_r214_aa8_bb6_qq0,16,2,14,8,6,0,334,334,True,729,3645,3645,0,8019,-7685,0,EXACT_DERIVED
R16_r12_r214_aa9_bb5_qq0,16,2,14,9,5,0,334,334,True,729,3645,3645,0,8019,-7685,0,EXACT_DERIVED
R16_r12_r214_aa10_bb4_qq0,16,2,14,10,4,0,334,334,True,729,3645,3645,0,8019,-7685,0,EXACT_DERIVED
R16_r12_r214_aa11_bb3_qq0,16,2,14,11,3,0,334,334,True,729,3645,3645,0,8019,-7685,0,EXACT_DERIVED
R16_r12_r214_aa12_bb2_qq0,16,2,14,12,2,0,334,334,True,729,3645,3645,0,8019,-7685,0,EXACT_DERIVED
R16_r12_r214_aa13_bb1_qq0,16,2,14,13,1,0,334,334,True,729,3645,3645,0,8019,-7685,0,EXACT_DERIVED
R16_r12_r214_aa14_bb0_qq0,16,2,14,14,0,0,334,334,True,729,3645,0,0,4374,-4040,0,EXACT_DERIVED
R16_r12_r214_aa0_bb13_qq1,16,2,14,0,13,1,327,327,True,729,0,3645,18225,22599,-22272,-7,EXACT_DERIVED
R16_r12_r214_aa1_bb12_qq1,16,2,14,1,12,1,327,327,True,729,3645,3645,18225,26244,-25917,-7,EXACT_DERIVED
R16_r12_r214_aa2_bb11_qq1,16,2,14,2,11,1,327,327,True,729,3645,3645,18225,26244,-25917,-7,EXACT_DERIVED
R16_r12_r214_aa3_bb10_qq1,16,2,14,3,10,1,327,327,True,729,3645,3645,18225,26244,-25917,-7,EXACT_DERIVED
R16_r12_r214_aa4_bb9_qq1,16,2,14,4,9,1,327,327,True,729,3645,3645,18225,26244,-25917,-7,EXACT_DERIVED
R16_r12_r214_aa5_bb8_qq1,16,2,14,5,8,1,327,327,True,729,3645,3645,18225,26244,-25917,-7,EXACT_DERIVED
R16_r12_r214_aa6_bb7_qq1,16,2,14,6,7,1,327,327,True,729,3645,3645,18225,26244,-25917,-7,EXACT_DERIVED
R16_r12_r214_aa7_bb6_qq1,16,2,14,7,6,1,327,327,True,729,3645,3645,18225,26244,-25917,-7,EXACT_DERIVED
R16_r12_r214_aa8_bb5_qq1,16,2,14,8,5,1,327,327,True,729,3645,3645,18225,26244,-25917,-7,EXACT_DERIVED
R16_r12_r214_aa9_bb4_qq1,16,2,14,9,4,1,327,327,True,729,3645,3645,18225,26244,-25917,-7,EXACT_DERIVED
R16_r12_r214_aa10_bb3_qq1,16,2,14,10,3,1,327,327,True,729,3645,3645,18225,26244,-25917,-7,EXACT_DERIVED
R16_r12_r214_aa11_bb2_qq1,16,2,14,11,2,1,327,327,True,729,3645,3645,18225,26244,-25917,-7,EXACT_DERIVED
R16_r12_r214_aa12_bb1_qq1,16,2,14,12,1,1,327,327,True,729,3645,3645,18225,26244,-25917,-7,EXACT_DERIVED
R16_r12_r214_aa13_bb0_qq1,16,2,14,13,0,1,327,327,True,729,3645,0,18225,22599,-22272,-7,EXACT_DERIVED
R16_r12_r214_aa0_bb12_qq2,16,2,14,0,12,2,320,320,True,729,0,3645,18225,22599,-22279,-14,EXACT_DERIVED
R16_r12_r214_aa1_bb11_qq2,16,2,14,1,11,2,320,320,True,729,3645,3645,18225,26244,-25924,-14,EXACT_DERIVED
R16_r12_r214_aa2_bb10_qq2,16,2,14,2,10,2,320,320,True,729,3645,3645,18225,26244,-25924,-14,EXACT_DERIVED
R16_r12_r214_aa3_bb9_qq2,16,2,14,3,9,2,320,320,True,729,3645,3645,18225,26244,-25924,-14,EXACT_DERIVED
R16_r12_r214_aa4_bb8_qq2,16,2,14,4,8,2,320,320,True,729,3645,3645,18225,26244,-25924,-14,EXACT_DERIVED
R16_r12_r214_aa5_bb7_qq2,16,2,14,5,7,2,320,320,True,729,3645,3645,18225,26244,-25924,-14,EXACT_DERIVED
R16_r12_r214_aa6_bb6_qq2,16,2,14,6,6,2,320,320,True,729,3645,3645,18225,26244,-25924,-14,EXACT_DERIVED
R16_r12_r214_aa7_bb5_qq2,16,2,14,7,5,2,320,320,True,729,3645,3645,18225,26244,-25924,-14,EXACT_DERIVED
R16_r12_r214_aa8_bb4_qq2,16,2,14,8,4,2,320,320,True,729,3645,3645,18225,26244,-25924,-14,EXACT_DERIVED
R16_r12_r214_aa9_bb3_qq2,16,2,14,9,3,2,320,320,True,729,3645,3645,18225,26244,-25924,-14,EXACT_DERIVED
R16_r12_r214_aa10_bb2_qq2,16,2,14,10,2,2,320,320,True,729,3645,3645,18225,26244,-25924,-14,EXACT_DERIVED
R16_r12_r214_aa11_bb1_qq2,16,2,14,11,1,2,320,320,True,729,3645,3645,18225,26244,-25924,-14,EXACT_DERIVED
R16_r12_r214_aa12_bb0_qq2,16,2,14,12,0,2,320,320,True,729,3645,0,18225,22599,-22279,-14,EXACT_DERIVED
R16_r12_r214_aa0_bb11_qq3,16,2,14,0,11,3,313,313,True,729,0,3645,18225,22599,-22286,-21,EXACT_DERIVED
R16_r12_r214_aa1_bb10_qq3,16,2,14,1,10,3,313,313,True,729,3645,3645,18225,26244,-25931,-21,EXACT_DERIVED
R16_r12_r214_aa2_bb9_qq3,16,2,14,2,9,3,313,313,True,729,3645,3645,18225,26244,-25931,-21,EXACT_DERIVED
R16_r12_r214_aa3_bb8_qq3,16,2,14,3,8,3,313,313,True,729,3645,3645,18225,26244,-25931,-21,EXACT_DERIVED
R16_r12_r214_aa4_bb7_qq3,16,2,14,4,7,3,313,313,True,729,3645,3645,18225,26244,-25931,-21,EXACT_DERIVED
R16_r12_r214_aa5_bb6_qq3,16,2,14,5,6,3,313,313,True,729,3645,3645,18225,26244,-25931,-21,EXACT_DERIVED
R16_r12_r214_aa6_bb5_qq3,16,2,14,6,5,3,313,313,True,729,3645,3645,18225,26244,-25931,-21,EXACT_DERIVED
R16_r12_r214_aa7_bb4_qq3,16,2,14,7,4,3,313,313,True,729,3645,3645,18225,26244,-25931,-21,EXACT_DERIVED
R16_r12_r214_aa8_bb3_qq3,16,2,14,8,3,3,313,313,True,729,3645,3645,18225,26244,-25931,-21,EXACT_DERIVED
R16_r12_r214_aa9_bb2_qq3,16,2,14,9,2,3,313,313,True,729,3645,3645,18225,26244,-25931,-21,EXACT_DERIVED
R16_r12_r214_aa10_bb1_qq3,16,2,14,10,1,3,313,313,True,729,3645,3645,18225,26244,-25931,-21,EXACT_DERIVED
R16_r12_r214_aa11_bb0_qq3,16,2,14,11,0,3,313,313,True,729,3645,0,18225,22599,-22286,-21,EXACT_DERIVED
R16_r12_r214_aa0_bb10_qq4,16,2,14,0,10,4,306,306,True,729,0,3645,18225,22599,-22293,-28,EXACT_DERIVED
R16_r12_r214_aa1_bb9_qq4,16,2,14,1,9,4,306,306,True,729,3645,3645,18225,26244,-25938,-28,EXACT_DERIVED
R16_r12_r214_aa2_bb8_qq4,16,2,14,2,8,4,306,306,True,729,3645,3645,18225,26244,-25938,-28,EXACT_DERIVED
R16_r12_r214_aa3_bb7_qq4,16,2,14,3,7,4,306,306,True,729,3645,3645,18225,26244,-25938,-28,EXACT_DERIVED
R16_r12_r214_aa4_bb6_qq4,16,2,14,4,6,4,306,306,True,729,3645,3645,18225,26244,-25938,-28,EXACT_DERIVED
R16_r12_r214_aa5_bb5_qq4,16,2,14,5,5,4,306,306,True,729,3645,3645,18225,26244,-25938,-28,EXACT_DERIVED
R16_r12_r214_aa6_bb4_qq4,16,2,14,6,4,4,306,306,True,729,3645,3645,18225,26244,-25938,-28,EXACT_DERIVED
R16_r12_r214_aa7_bb3_qq4,16,2,14,7,3,4,306,306,True,729,3645,3645,18225,26244,-25938,-28,EXACT_DERIVED
R16_r12_r214_aa8_bb2_qq4,16,2,14,8,2,4,306,306,True,729,3645,3645,18225,26244,-25938,-28,EXACT_DERIVED
R16_r12_r214_aa9_bb1_qq4,16,2,14,9,1,4,306,306,True,729,3645,3645,18225,26244,-25938,-28,EXACT_DERIVED
R16_r12_r214_aa10_bb0_qq4,16,2,14,10,0,4,306,306,True,729,3645,0,18225,22599,-22293,-28,EXACT_DERIVED
R16_r12_r214_aa0_bb9_qq5,16,2,14,0,9,5,299,299,True,729,0,3645,18225,22599,-22300,-35,EXACT_DERIVED
R16_r12_r214_aa1_bb8_qq5,16,2,14,1,8,5,299,299,True,729,3645,3645,18225,26244,-25945,-35,EXACT_DERIVED
R16_r12_r214_aa2_bb7_qq5,16,2,14,2,7,5,299,299,True,729,3645,3645,18225,26244,-25945,-35,EXACT_DERIVED
R16_r12_r214_aa3_bb6_qq5,16,2,14,3,6,5,299,299,True,729,3645,3645,18225,26244,-25945,-35,EXACT_DERIVED
R16_r12_r214_aa4_bb5_qq5,16,2,14,4,5,5,299,299,True,729,3645,3645,18225,26244,-25945,-35,EXACT_DERIVED
R16_r12_r214_aa5_bb4_qq5,16,2,14,5,4,5,299,299,True,729,3645,3645,18225,26244,-25945,-35,EXACT_DERIVED
R16_r12_r214_aa6_bb3_qq5,16,2,14,6,3,5,299,299,True,729,3645,3645,18225,26244,-25945,-35,EXACT_DERIVED
R16_r12_r214_aa7_bb2_qq5,16,2,14,7,2,5,299,299,True,729,3645,3645,18225,26244,-25945,-35,EXACT_DERIVED
R16_r12_r214_aa8_bb1_qq5,16,2,14,8,1,5,299,299,True,729,3645,3645,18225,26244,-25945,-35,EXACT_DERIVED
R16_r12_r214_aa9_bb0_qq5,16,2,14,9,0,5,299,299,True,729,3645,0,18225,22599,-22300,-35,EXACT_DERIVED
R16_r12_r214_aa0_bb8_qq6,16,2,14,0,8,6,292,292,True,729,0,3645,18225,22599,-22307,-42,EXACT_DERIVED
R16_r12_r214_aa1_bb7_qq6,16,2,14,1,7,6,292,292,True,729,3645,3645,18225,26244,-25952,-42,EXACT_DERIVED
R16_r12_r214_aa2_bb6_qq6,16,2,14,2,6,6,292,292,True,729,3645,3645,18225,26244,-25952,-42,EXACT_DERIVED
R16_r12_r214_aa3_bb5_qq6,16,2,14,3,5,6,292,292,True,729,3645,3645,18225,26244,-25952,-42,EXACT_DERIVED
R16_r12_r214_aa4_bb4_qq6,16,2,14,4,4,6,292,292,True,729,3645,3645,18225,26244,-25952,-42,EXACT_DERIVED
R16_r12_r214_aa5_bb3_qq6,16,2,14,5,3,6,292,292,True,729,3645,3645,18225,26244,-25952,-42,EXACT_DERIVED
