algorithm_name,status,note,provenance
Smirnov_23x3x3_2013,not_available_in_repo_or_current_tool_set,"The repository contains only a not_mapped status note from Step 47 and no authoritative alpha,beta,gamma term list to profile directly.",EXACT_DERIVED
