case_id,status,initial_variable_count,reduced_variable_count,selected_equation_count,square_jacobian_condition_number,start_full_tensor_max_abs_residual,num_solutions_returned,endpoint_max_imag,endpoint_selected_residual_max_abs,endpoint_full_tensor_max_abs_residual,endpoint_to_start_chart_max_abs,julia_return_code,stdout_path,runtime_seconds,provenance
step83_t10_t11_t15_t17,no_solution_returned,93,92,92,5.3313656860410653e+01,1.0000000000000000e+00,0,0.0000000000000000e+00,,,,0,outputs\exports\step83_t10_t11_t15_t17_stdout.txt,3.6578835487365723e+01,MEASURED_FROM_CODE
step83_t10_t11_t15_t22,no_solution_returned,94,93,93,5.3313656860410660e+01,1.0000000000000000e+00,0,0.0000000000000000e+00,,,,0,outputs\exports\step83_t10_t11_t15_t22_stdout.txt,3.6517616271972656e+01,MEASURED_FROM_CODE
step83_t03_t11_t12_t15,no_solution_returned,93,93,93,5.7858845258488643e+01,1.0000000000000000e+00,0,0.0000000000000000e+00,,,,0,outputs\exports\step83_t03_t11_t12_t15_stdout.txt,3.6862782955169678e+01,MEASURED_FROM_CODE
step83_t06_t10_t12_t15,no_solution_returned,92,92,92,5.7955237071863841e+01,1.0000000000000000e+00,0,0.0000000000000000e+00,,,,0,outputs\exports\step83_t06_t10_t12_t15_stdout.txt,3.8181351423263550e+01,MEASURED_FROM_CODE
