search_family,removed_term,covered_output_columns,exact,provenance,field,rank_tested,restart
,,0,False,MEASURED_FROM_CODE,GF(3),22,322
,,0,False,MEASURED_FROM_CODE,GF(3),22,323
,,0,False,MEASURED_FROM_CODE,GF(3),22,324
,,0,False,MEASURED_FROM_CODE,GF(3),22,325
,,0,False,MEASURED_FROM_CODE,GF(3),22,326
,,0,False,MEASURED_FROM_CODE,GF(3),22,327
,,0,False,MEASURED_FROM_CODE,GF(3),22,328
,,0,False,MEASURED_FROM_CODE,GF(3),22,329
,,0,False,MEASURED_FROM_CODE,GF(3),22,330
,,0,False,MEASURED_FROM_CODE,GF(3),22,331
,,0,False,MEASURED_FROM_CODE,GF(3),22,332
,,0,False,MEASURED_FROM_CODE,GF(3),22,333
,,0,False,MEASURED_FROM_CODE,GF(3),22,334
,,0,False,MEASURED_FROM_CODE,GF(3),22,335
,,0,False,MEASURED_FROM_CODE,GF(3),22,336
,,0,False,MEASURED_FROM_CODE,GF(3),22,337
,,0,False,MEASURED_FROM_CODE,GF(3),22,338
,,0,False,MEASURED_FROM_CODE,GF(3),22,339
,,0,False,MEASURED_FROM_CODE,GF(3),22,340
,,0,False,MEASURED_FROM_CODE,GF(3),22,341
,,0,False,MEASURED_FROM_CODE,GF(3),22,342
,,0,False,MEASURED_FROM_CODE,GF(3),22,343
,,0,False,MEASURED_FROM_CODE,GF(3),22,344
,,0,False,MEASURED_FROM_CODE,GF(3),22,345
,,0,False,MEASURED_FROM_CODE,GF(3),22,346
,,0,False,MEASURED_FROM_CODE,GF(3),22,347
,,0,False,MEASURED_FROM_CODE,GF(3),22,348
,,0,False,MEASURED_FROM_CODE,GF(3),22,349
,,0,False,MEASURED_FROM_CODE,GF(3),22,350
,,0,False,MEASURED_FROM_CODE,GF(3),22,351
,,0,False,MEASURED_FROM_CODE,GF(3),22,352
,,0,False,MEASURED_FROM_CODE,GF(3),22,353
,,0,False,MEASURED_FROM_CODE,GF(3),22,354
,,0,False,MEASURED_FROM_CODE,GF(3),22,355
,,0,False,MEASURED_FROM_CODE,GF(3),22,356
,,0,False,MEASURED_FROM_CODE,GF(3),22,357
,,0,False,MEASURED_FROM_CODE,GF(3),22,358
,,0,False,MEASURED_FROM_CODE,GF(3),22,359
,,0,False,MEASURED_FROM_CODE,GF(3),22,360
,,0,False,MEASURED_FROM_CODE,GF(3),22,361
,,0,False,MEASURED_FROM_CODE,GF(3),22,362
,,0,False,MEASURED_FROM_CODE,GF(3),22,363
,,0,False,MEASURED_FROM_CODE,GF(3),22,364
,,0,False,MEASURED_FROM_CODE,GF(3),22,365
,,0,False,MEASURED_FROM_CODE,GF(3),22,366
,,0,False,MEASURED_FROM_CODE,GF(3),22,367
,,0,False,MEASURED_FROM_CODE,GF(3),22,368
,,0,False,MEASURED_FROM_CODE,GF(3),22,369
,,0,False,MEASURED_FROM_CODE,GF(3),22,370
,,0,False,MEASURED_FROM_CODE,GF(3),22,371
,,0,False,MEASURED_FROM_CODE,GF(3),22,372
,,0,False,MEASURED_FROM_CODE,GF(3),22,373
,,0,False,MEASURED_FROM_CODE,GF(3),22,374
,,0,False,MEASURED_FROM_CODE,GF(3),22,375
,,0,False,MEASURED_FROM_CODE,GF(3),22,376
,,0,False,MEASURED_FROM_CODE,GF(3),22,377
,,0,False,MEASURED_FROM_CODE,GF(3),22,378
,,0,False,MEASURED_FROM_CODE,GF(3),22,379
,,0,False,MEASURED_FROM_CODE,GF(3),22,380
,,0,False,MEASURED_FROM_CODE,GF(3),22,381
,,0,False,MEASURED_FROM_CODE,GF(3),22,382
,,0,False,MEASURED_FROM_CODE,GF(3),22,383
,,0,False,MEASURED_FROM_CODE,GF(3),22,384
,,0,False,MEASURED_FROM_CODE,GF(3),22,385
,,0,False,MEASURED_FROM_CODE,GF(3),22,386
,,0,False,MEASURED_FROM_CODE,GF(3),22,387
,,0,False,MEASURED_FROM_CODE,GF(3),22,388
,,0,False,MEASURED_FROM_CODE,GF(3),22,389
,,0,False,MEASURED_FROM_CODE,GF(3),22,390
,,0,False,MEASURED_FROM_CODE,GF(3),22,391
,,0,False,MEASURED_FROM_CODE,GF(3),22,392
,,0,False,MEASURED_FROM_CODE,GF(3),22,393
,,0,False,MEASURED_FROM_CODE,GF(3),22,394
,,0,False,MEASURED_FROM_CODE,GF(3),22,395
,,0,False,MEASURED_FROM_CODE,GF(3),22,396
,,0,False,MEASURED_FROM_CODE,GF(3),22,397
,,0,False,MEASURED_FROM_CODE,GF(3),22,398
,,0,False,MEASURED_FROM_CODE,GF(3),22,399
,,0,False,MEASURED_FROM_CODE,GF(3),22,400
,,0,False,MEASURED_FROM_CODE,GF(3),22,401
,,0,False,MEASURED_FROM_CODE,GF(3),22,402
,,0,False,MEASURED_FROM_CODE,GF(3),22,403
,,0,False,MEASURED_FROM_CODE,GF(3),22,404
,,0,False,MEASURED_FROM_CODE,GF(3),22,405
,,0,False,MEASURED_FROM_CODE,GF(3),22,406
,,0,False,MEASURED_FROM_CODE,GF(3),22,407
,,0,False,MEASURED_FROM_CODE,GF(3),22,408
,,0,False,MEASURED_FROM_CODE,GF(3),22,409
,,0,False,MEASURED_FROM_CODE,GF(3),22,410
,,0,False,MEASURED_FROM_CODE,GF(3),22,411
,,0,False,MEASURED_FROM_CODE,GF(3),22,412
,,0,False,MEASURED_FROM_CODE,GF(3),22,413
,,0,False,MEASURED_FROM_CODE,GF(3),22,414
,,0,False,MEASURED_FROM_CODE,GF(3),22,415
,,0,False,MEASURED_FROM_CODE,GF(3),22,416
,,0,False,MEASURED_FROM_CODE,GF(3),22,417
,,0,False,MEASURED_FROM_CODE,GF(3),22,418
,,0,False,MEASURED_FROM_CODE,GF(3),22,419
,,0,False,MEASURED_FROM_CODE,GF(3),22,420
,,0,False,MEASURED_FROM_CODE,GF(3),22,421
,,0,False,MEASURED_FROM_CODE,GF(3),22,422
,,0,False,MEASURED_FROM_CODE,GF(3),22,423
,,0,False,MEASURED_FROM_CODE,GF(3),22,424
,,0,False,MEASURED_FROM_CODE,GF(3),22,425
,,0,False,MEASURED_FROM_CODE,GF(3),22,426
,,0,False,MEASURED_FROM_CODE,GF(3),22,427
,,0,False,MEASURED_FROM_CODE,GF(3),22,428
,,0,False,MEASURED_FROM_CODE,GF(3),22,429
,,0,False,MEASURED_FROM_CODE,GF(3),22,430
,,0,False,MEASURED_FROM_CODE,GF(3),22,431
,,0,False,MEASURED_FROM_CODE,GF(3),22,432
,,0,False,MEASURED_FROM_CODE,GF(3),22,433
,,0,False,MEASURED_FROM_CODE,GF(3),22,434
,,0,False,MEASURED_FROM_CODE,GF(3),22,435
,,0,False,MEASURED_FROM_CODE,GF(3),22,436
,,0,False,MEASURED_FROM_CODE,GF(3),22,437
,,0,False,MEASURED_FROM_CODE,GF(3),22,438
,,0,False,MEASURED_FROM_CODE,GF(3),22,439
,,0,False,MEASURED_FROM_CODE,GF(3),22,440
,,0,False,MEASURED_FROM_CODE,GF(3),22,441
,,0,False,MEASURED_FROM_CODE,GF(3),22,442
,,0,False,MEASURED_FROM_CODE,GF(3),22,443
,,0,False,MEASURED_FROM_CODE,GF(3),22,444
,,0,False,MEASURED_FROM_CODE,GF(3),22,445
