R,partition_type,ordered_assignments,symmetry_assignment_orbits,within_fiber_pairs,spreading_deficit_to_27,zero_fibers,max_group_size,no_spreading_filter_pass,exact3_tiling_candidate,exact3_tiling_surviving_assignment_orbits,example_surviving_assignment,example_shape_witness,provenance
15,"(4,4,4,1,1,1,0,0,0)",1680,54,18,9,3,4,False,False,0,,,EXACT_DERIVED
15,"(4,4,4,2,1,0,0,0,0)",2520,73,19,8,4,4,False,False,0,,,EXACT_DERIVED
15,"(4,4,4,3,0,0,0,0,0)",504,17,21,6,5,4,False,False,0,,,EXACT_DERIVED
15,"(5,2,2,1,1,1,1,1,1)",252,10,12,15,0,5,False,False,0,,,EXACT_DERIVED
15,"(5,2,2,2,1,1,1,1,0)",2520,73,13,14,1,5,False,False,0,,,EXACT_DERIVED
15,"(5,2,2,2,2,1,1,0,0)",3780,114,14,13,2,5,False,False,0,,,EXACT_DERIVED
15,"(5,2,2,2,2,2,0,0,0)",504,17,15,12,3,5,False,False,0,,,EXACT_DERIVED
15,"(5,3,1,1,1,1,1,1,1)",72,3,13,14,0,5,False,False,0,,,EXACT_DERIVED
15,"(5,3,2,1,1,1,1,1,0)",3024,84,14,13,1,5,False,False,0,,,EXACT_DERIVED
15,"(5,3,2,2,1,1,1,0,0)",15120,426,15,12,2,5,False,False,0,,,EXACT_DERIVED
15,"(5,3,2,2,2,1,0,0,0)",10080,280,16,11,3,5,False,False,0,,,EXACT_DERIVED
15,"(5,3,3,1,1,1,1,0,0)",3780,114,16,11,2,5,False,False,0,,,EXACT_DERIVED
15,"(5,3,3,2,1,1,0,0,0)",15120,426,17,10,3,5,False,False,0,,,EXACT_DERIVED
15,"(5,3,3,2,2,0,0,0,0)",3780,114,18,9,4,5,False,False,0,,,EXACT_DERIVED
15,"(5,3,3,3,1,0,0,0,0)",2520,73,19,8,4,5,False,False,0,,,EXACT_DERIVED
15,"(5,4,1,1,1,1,1,1,0)",504,15,16,11,1,5,False,False,0,,,EXACT_DERIVED
15,"(5,4,2,1,1,1,1,0,0)",7560,213,17,10,2,5,False,False,0,,,EXACT_DERIVED
15,"(5,4,2,2,1,1,0,0,0)",15120,426,18,9,3,5,False,False,0,,,EXACT_DERIVED
15,"(5,4,2,2,2,0,0,0,0)",2520,73,19,8,4,5,False,False,0,,,EXACT_DERIVED
15,"(5,4,3,1,1,1,0,0,0)",10080,280,19,8,3,5,False,False,0,,,EXACT_DERIVED
15,"(5,4,3,2,1,0,0,0,0)",15120,420,20,7,4,5,False,False,0,,,EXACT_DERIVED
15,"(5,4,3,3,0,0,0,0,0)",1512,45,22,5,5,5,False,False,0,,,EXACT_DERIVED
15,"(5,4,4,1,1,0,0,0,0)",3780,114,22,5,4,5,False,False,0,,,EXACT_DERIVED
15,"(5,4,4,2,0,0,0,0,0)",1512,45,23,4,5,5,False,False,0,,,EXACT_DERIVED
15,"(5,5,1,1,1,1,1,0,0)",756,28,20,7,2,5,False,False,0,,,EXACT_DERIVED
15,"(5,5,2,1,1,1,0,0,0)",5040,146,21,6,3,5,False,False,0,,,EXACT_DERIVED
15,"(5,5,2,2,1,0,0,0,0)",3780,114,22,5,4,5,False,False,0,,,EXACT_DERIVED
15,"(5,5,3,1,1,0,0,0,0)",3780,114,23,4,4,5,False,False,0,,,EXACT_DERIVED
15,"(5,5,3,2,0,0,0,0,0)",1512,45,24,3,5,5,False,False,0,,,EXACT_DERIVED
15,"(5,5,4,1,0,0,0,0,0)",1512,45,26,1,5,5,False,False,0,,,EXACT_DERIVED
15,"(5,5,5,0,0,0,0,0,0)",84,6,30,0,6,5,True,False,0,,,EXACT_DERIVED
15,"(6,2,1,1,1,1,1,1,1)",72,3,16,11,0,6,False,False,0,,,EXACT_DERIVED
15,"(6,2,2,1,1,1,1,1,0)",1512,45,17,10,1,6,False,False,0,,,EXACT_DERIVED
15,"(6,2,2,2,1,1,1,0,0)",5040,146,18,9,2,6,False,False,0,,,EXACT_DERIVED
15,"(6,2,2,2,2,1,0,0,0)",2520,73,19,8,3,6,False,False,0,,,EXACT_DERIVED
15,"(6,3,1,1,1,1,1,1,0)",504,15,18,9,1,6,False,False,0,,,EXACT_DERIVED
15,"(6,3,2,1,1,1,1,0,0)",7560,213,19,8,2,6,False,False,0,,,EXACT_DERIVED
15,"(6,3,2,2,1,1,0,0,0)",15120,426,20,7,3,6,False,False,0,,,EXACT_DERIVED
15,"(6,3,2,2,2,0,0,0,0)",2520,73,21,6,4,6,False,False,0,,,EXACT_DERIVED
15,"(6,3,3,1,1,1,0,0,0)",5040,146,21,6,3,6,False,False,0,,,EXACT_DERIVED
15,"(6,3,3,2,1,0,0,0,0)",7560,213,22,5,4,6,False,False,0,,,EXACT_DERIVED
15,"(6,3,3,3,0,0,0,0,0)",504,17,24,3,5,6,False,False,0,,,EXACT_DERIVED
15,"(6,4,1,1,1,1,1,0,0)",1512,45,21,6,2,6,False,False,0,,,EXACT_DERIVED
15,"(6,4,2,1,1,1,0,0,0)",10080,280,22,5,3,6,False,False,0,,,EXACT_DERIVED
15,"(6,4,2,2,1,0,0,0,0)",7560,213,23,4,4,6,False,False,0,,,EXACT_DERIVED
15,"(6,4,3,1,1,0,0,0,0)",7560,213,24,3,4,6,False,False,0,,,EXACT_DERIVED
15,"(6,4,3,2,0,0,0,0,0)",3024,84,25,2,5,6,False,False,0,,,EXACT_DERIVED
15,"(6,4,4,1,0,0,0,0,0)",1512,45,27,0,5,6,True,False,0,,,EXACT_DERIVED
15,"(6,5,1,1,1,1,0,0,0)",2520,73,25,2,3,6,False,False,0,,,EXACT_DERIVED
15,"(6,5,2,1,1,0,0,0,0)",7560,213,26,1,4,6,False,False,0,,,EXACT_DERIVED
15,"(6,5,2,2,0,0,0,0,0)",1512,45,27,0,5,6,True,False,0,,,EXACT_DERIVED
15,"(6,5,3,1,0,0,0,0,0)",3024,84,28,0,5,6,True,False,0,,,EXACT_DERIVED
15,"(6,5,4,0,0,0,0,0,0)",504,15,31,0,6,6,True,False,0,,,EXACT_DERIVED
15,"(6,6,1,1,1,0,0,0,0)",1260,43,30,0,4,6,True,False,0,,,EXACT_DERIVED
15,"(6,6,2,1,0,0,0,0,0)",1512,45,31,0,5,6,True,False,0,,,EXACT_DERIVED
15,"(6,6,3,0,0,0,0,0,0)",252,10,33,0,6,6,True,False,0,,,EXACT_DERIVED
15,"(7,1,1,1,1,1,1,1,1)",9,1,21,6,0,7,False,False,0,,,EXACT_DERIVED
15,"(7,2,1,1,1,1,1,1,0)",504,15,22,5,1,7,False,False,0,,,EXACT_DERIVED
15,"(7,2,2,1,1,1,1,0,0)",3780,114,23,4,2,7,False,False,0,,,EXACT_DERIVED
15,"(7,2,2,2,1,1,0,0,0)",5040,146,24,3,3,7,False,False,0,,,EXACT_DERIVED
15,"(7,2,2,2,2,0,0,0,0)",630,22,25,2,4,7,False,False,0,,,EXACT_DERIVED
15,"(7,3,1,1,1,1,1,0,0)",1512,45,24,3,2,7,False,False,0,,,EXACT_DERIVED
15,"(7,3,2,1,1,1,0,0,0)",10080,280,25,2,3,7,False,False,0,,,EXACT_DERIVED
15,"(7,3,2,2,1,0,0,0,0)",7560,213,26,1,4,7,False,False,0,,,EXACT_DERIVED
15,"(7,3,3,1,1,0,0,0,0)",3780,114,27,0,4,7,True,False,0,,,EXACT_DERIVED
15,"(7,3,3,2,0,0,0,0,0)",1512,45,28,0,5,7,True,False,0,,,EXACT_DERIVED
15,"(7,4,1,1,1,1,0,0,0)",2520,73,27,0,3,7,True,False,0,,,EXACT_DERIVED
15,"(7,4,2,1,1,0,0,0,0)",7560,213,28,0,4,7,True,False,0,,,EXACT_DERIVED
15,"(7,4,2,2,0,0,0,0,0)",1512,45,29,0,5,7,True,False,0,,,EXACT_DERIVED
15,"(7,4,3,1,0,0,0,0,0)",3024,84,30,0,5,7,True,False,0,,,EXACT_DERIVED
15,"(7,4,4,0,0,0,0,0,0)",252,10,33,0,6,7,True,False,0,,,EXACT_DERIVED
15,"(7,5,1,1,1,0,0,0,0)",2520,73,31,0,4,7,True,False,0,,,EXACT_DERIVED
15,"(7,5,2,1,0,0,0,0,0)",3024,84,32,0,5,7,True,False,0,,,EXACT_DERIVED
15,"(7,5,3,0,0,0,0,0,0)",504,15,34,0,6,7,True,False,0,,,EXACT_DERIVED
15,"(7,6,1,1,0,0,0,0,0)",1512,45,36,0,5,7,True,False,0,,,EXACT_DERIVED
15,"(7,6,2,0,0,0,0,0,0)",504,15,37,0,6,7,True,False,0,,,EXACT_DERIVED
15,"(7,7,1,0,0,0,0,0,0)",252,10,42,0,6,7,True,False,0,,,EXACT_DERIVED
15,"(8,1,1,1,1,1,1,1,0)",72,3,28,0,1,8,True,False,0,,,EXACT_DERIVED
15,"(8,2,1,1,1,1,1,0,0)",1512,45,29,0,2,8,True,False,0,,,EXACT_DERIVED
15,"(8,2,2,1,1,1,0,0,0)",5040,146,30,0,3,8,True,False,0,,,EXACT_DERIVED
15,"(8,2,2,2,1,0,0,0,0)",2520,73,31,0,4,8,True,False,0,,,EXACT_DERIVED
15,"(8,3,1,1,1,1,0,0,0)",2520,73,31,0,3,8,True,False,0,,,EXACT_DERIVED
15,"(8,3,2,1,1,0,0,0,0)",7560,213,32,0,4,8,True,False,0,,,EXACT_DERIVED
15,"(8,3,2,2,0,0,0,0,0)",1512,45,33,0,5,8,True,False,0,,,EXACT_DERIVED
15,"(8,3,3,1,0,0,0,0,0)",1512,45,34,0,5,8,True,False,0,,,EXACT_DERIVED
15,"(8,4,1,1,1,0,0,0,0)",2520,73,34,0,4,8,True,False,0,,,EXACT_DERIVED
15,"(8,4,2,1,0,0,0,0,0)",3024,84,35,0,5,8,True,False,0,,,EXACT_DERIVED
15,"(8,4,3,0,0,0,0,0,0)",504,15,37,0,6,8,True,False,0,,,EXACT_DERIVED
15,"(8,5,1,1,0,0,0,0,0)",1512,45,38,0,5,8,True,False,0,,,EXACT_DERIVED
15,"(8,5,2,0,0,0,0,0,0)",504,15,39,0,6,8,True,False,0,,,EXACT_DERIVED
15,"(8,6,1,0,0,0,0,0,0)",504,15,43,0,6,8,True,False,0,,,EXACT_DERIVED
15,"(8,7,0,0,0,0,0,0,0)",72,3,49,0,7,8,True,False,0,,,EXACT_DERIVED
15,"(9,1,1,1,1,1,1,0,0)",252,10,36,0,2,9,True,False,0,,,EXACT_DERIVED
15,"(9,2,1,1,1,1,0,0,0)",2520,73,37,0,3,9,True,False,0,,,EXACT_DERIVED
15,"(9,2,2,1,1,0,0,0,0)",3780,114,38,0,4,9,True,False,0,,,EXACT_DERIVED
15,"(9,2,2,2,0,0,0,0,0)",504,17,39,0,5,9,True,False,0,,,EXACT_DERIVED
15,"(9,3,1,1,1,0,0,0,0)",2520,73,39,0,4,9,True,False,0,,,EXACT_DERIVED
15,"(9,3,2,1,0,0,0,0,0)",3024,84,40,0,5,9,True,False,0,,,EXACT_DERIVED
15,"(9,3,3,0,0,0,0,0,0)",252,10,42,0,6,9,True,False,0,,,EXACT_DERIVED
15,"(9,4,1,1,0,0,0,0,0)",1512,45,42,0,5,9,True,False,0,,,EXACT_DERIVED
15,"(9,4,2,0,0,0,0,0,0)",504,15,43,0,6,9,True,False,0,,,EXACT_DERIVED
15,"(9,5,1,0,0,0,0,0,0)",504,15,46,0,6,9,True,False,0,,,EXACT_DERIVED
15,"(9,6,0,0,0,0,0,0,0)",72,3,51,0,7,9,True,False,0,,,EXACT_DERIVED
16,"(10,1,1,1,1,1,1,0,0)",252,10,45,0,2,10,True,False,0,,,EXACT_DERIVED
16,"(10,2,1,1,1,1,0,0,0)",2520,73,46,0,3,10,True,False,0,,,EXACT_DERIVED
16,"(10,2,2,1,1,0,0,0,0)",3780,114,47,0,4,10,True,False,0,,,EXACT_DERIVED
16,"(10,2,2,2,0,0,0,0,0)",504,17,48,0,5,10,True,False,0,,,EXACT_DERIVED
16,"(10,3,1,1,1,0,0,0,0)",2520,73,48,0,4,10,True,False,0,,,EXACT_DERIVED
16,"(10,3,2,1,0,0,0,0,0)",3024,84,49,0,5,10,True,False,0,,,EXACT_DERIVED
16,"(10,3,3,0,0,0,0,0,0)",252,10,51,0,6,10,True,False,0,,,EXACT_DERIVED
16,"(10,4,1,1,0,0,0,0,0)",1512,45,51,0,5,10,True,False,0,,,EXACT_DERIVED
16,"(10,4,2,0,0,0,0,0,0)",504,15,52,0,6,10,True,False,0,,,EXACT_DERIVED
16,"(10,5,1,0,0,0,0,0,0)",504,15,55,0,6,10,True,False,0,,,EXACT_DERIVED
16,"(10,6,0,0,0,0,0,0,0)",72,3,60,0,7,10,True,False,0,,,EXACT_DERIVED
16,"(11,1,1,1,1,1,0,0,0)",504,17,55,0,3,11,True,False,0,,,EXACT_DERIVED
16,"(11,2,1,1,1,0,0,0,0)",2520,73,56,0,4,11,True,False,0,,,EXACT_DERIVED
16,"(11,2,2,1,0,0,0,0,0)",1512,45,57,0,5,11,True,False,0,,,EXACT_DERIVED
16,"(11,3,1,1,0,0,0,0,0)",1512,45,58,0,5,11,True,False,0,,,EXACT_DERIVED
16,"(11,3,2,0,0,0,0,0,0)",504,15,59,0,6,11,True,False,0,,,EXACT_DERIVED
16,"(11,4,1,0,0,0,0,0,0)",504,15,61,0,6,11,True,False,0,,,EXACT_DERIVED
16,"(11,5,0,0,0,0,0,0,0)",72,3,65,0,7,11,True,False,0,,,EXACT_DERIVED
16,"(12,1,1,1,1,0,0,0,0)",630,22,66,0,4,12,True,False,0,,,EXACT_DERIVED
16,"(12,2,1,1,0,0,0,0,0)",1512,45,67,0,5,12,True,False,0,,,EXACT_DERIVED
16,"(12,2,2,0,0,0,0,0,0)",252,10,68,0,6,12,True,False,0,,,EXACT_DERIVED
16,"(12,3,1,0,0,0,0,0,0)",504,15,69,0,6,12,True,False,0,,,EXACT_DERIVED
16,"(12,4,0,0,0,0,0,0,0)",72,3,72,0,7,12,True,False,0,,,EXACT_DERIVED
16,"(13,1,1,1,0,0,0,0,0)",504,17,78,0,5,13,True,False,0,,,EXACT_DERIVED
16,"(13,2,1,0,0,0,0,0,0)",504,15,79,0,6,13,True,False,0,,,EXACT_DERIVED
16,"(13,3,0,0,0,0,0,0,0)",72,3,81,0,7,13,True,False,0,,,EXACT_DERIVED
16,"(14,1,1,0,0,0,0,0,0)",252,10,91,0,6,14,True,False,0,,,EXACT_DERIVED
16,"(14,2,0,0,0,0,0,0,0)",72,3,92,0,7,14,True,False,0,,,EXACT_DERIVED
16,"(15,1,0,0,0,0,0,0,0)",72,3,105,0,7,15,True,False,0,,,EXACT_DERIVED
16,"(16,0,0,0,0,0,0,0,0)",9,1,120,0,8,16,True,False,0,,,EXACT_DERIVED
16,"(2,2,2,2,2,2,2,1,1)",36,3,7,20,0,2,False,True,3,"(2,2,2,2,2,2,2,1,1)","f[0,0]/2: 1x1:2 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:2 | f[1,1]/2: 1x1:2 | f[1,2]/2: 1x1:2 | f[2,0]/2: 1x1:1; 1x3:1 | f[2,1]/1: 1x2:1 | f[2,2]/1: 3x3:1",EXACT_DERIVED
16,"(2,2,2,2,2,2,2,2,0)",9,1,8,19,1,2,False,True,1,"(2,2,2,2,2,2,2,2,0)","f[0,0]/2: 1x1:2 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:2 | f[1,1]/2: 1x1:2 | f[1,2]/2: 1x1:2 | f[2,0]/2: 1x1:1; 1x3:1 | f[2,1]/2: 1x2:1; 3x3:1",EXACT_DERIVED
16,"(3,2,2,2,2,2,1,1,1)",504,17,8,19,0,3,False,True,17,"(3,2,2,2,2,2,1,1,1)","f[0,0]/3: 1x1:3 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:2 | f[1,1]/2: 1x1:2 | f[1,2]/2: 1x1:1; 2x2:1 | f[2,0]/1: 1x2:1 | f[2,1]/1: 1x3:1 | f[2,2]/1: 3x2:1",EXACT_DERIVED
16,"(3,2,2,2,2,2,2,1,0)",504,15,9,18,1,3,False,True,15,"(3,2,2,2,2,2,2,1,0)","f[0,0]/3: 1x1:3 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:2 | f[1,1]/2: 1x1:2 | f[1,2]/2: 1x1:1; 2x2:1 | f[2,0]/2: 1x2:1; 1x3:1 | f[2,1]/1: 3x2:1",EXACT_DERIVED
16,"(3,3,2,2,2,1,1,1,1)",1260,43,9,18,0,3,False,True,43,"(3,3,2,2,2,1,1,1,1)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:2 | f[1,1]/2: 1x1:1; 1x2:1 | f[1,2]/1: 2x1:1 | f[2,0]/1: 1x3:1 | f[2,1]/1: 1x3:1 | f[2,2]/1: 2x3:1",EXACT_DERIVED
16,"(3,3,2,2,2,2,1,1,0)",3780,114,10,17,1,3,False,True,114,"(3,3,2,2,2,2,1,1,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:2 | f[1,1]/2: 1x1:1; 1x2:1 | f[1,2]/2: 2x1:1; 2x3:1 | f[2,0]/1: 1x3:1 | f[2,1]/1: 1x3:1",EXACT_DERIVED
16,"(3,3,2,2,2,2,2,0,0)",756,28,11,16,2,3,False,True,28,"(3,3,2,2,2,2,2,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:2 | f[1,1]/2: 1x1:1; 1x2:1 | f[1,2]/2: 2x1:1; 2x3:1 | f[2,0]/2: 1x3:2",EXACT_DERIVED
16,"(3,3,3,2,1,1,1,1,1)",504,17,10,17,0,3,False,True,17,"(3,3,3,2,1,1,1,1,1)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/2: 1x1:2 | f[1,1]/1: 1x2:1 | f[1,2]/1: 1x2:1 | f[2,0]/1: 1x3:1 | f[2,1]/1: 1x3:1 | f[2,2]/1: 2x3:1",EXACT_DERIVED
16,"(3,3,3,2,2,1,1,1,0)",5040,146,11,16,1,3,False,True,146,"(3,3,3,2,2,1,1,1,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/2: 1x1:2 | f[1,1]/2: 1x2:2 | f[1,2]/1: 2x3:1 | f[2,0]/1: 1x3:1 | f[2,1]/1: 1x3:1",EXACT_DERIVED
16,"(3,3,3,2,2,2,1,0,0)",5040,146,12,15,2,3,False,True,146,"(3,3,3,2,2,2,1,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/2: 1x1:1; 2x1:1 | f[1,1]/2: 1x2:1; 2x1:1 | f[1,2]/2: 2x1:1; 2x3:1 | f[2,0]/1: 1x3:1",EXACT_DERIVED
16,"(3,3,3,3,1,1,1,1,0)",630,22,12,15,1,3,False,True,22,"(3,3,3,3,1,1,1,1,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 1x1:1; 2x1:2 | f[1,1]/1: 1x2:1 | f[1,2]/1: 2x2:1 | f[2,0]/1: 1x3:1 | f[2,1]/1: 2x2:1",EXACT_DERIVED
16,"(3,3,3,3,2,1,1,0,0)",3780,114,13,14,2,3,False,True,114,"(3,3,3,3,2,1,1,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 1x1:1; 2x1:2 | f[1,1]/2: 1x2:1; 2x2:1 | f[1,2]/1: 2x2:1 | f[2,0]/1: 1x3:1",EXACT_DERIVED
16,"(3,3,3,3,2,2,0,0,0)",1260,43,14,13,3,3,False,True,43,"(3,3,3,3,2,2,0,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 2x1:3 | f[1,1]/2: 2x1:1; 2x2:1 | f[1,2]/2: 2x1:1; 2x2:1",EXACT_DERIVED
16,"(3,3,3,3,3,1,0,0,0)",504,17,15,12,3,3,False,True,17,"(3,3,3,3,3,1,0,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 2x1:3 | f[1,1]/3: 2x1:1; 2x2:2 | f[1,2]/1: 2x1:1",EXACT_DERIVED
16,"(4,2,2,2,2,1,1,1,1)",630,22,10,17,0,4,False,False,0,,,EXACT_DERIVED
16,"(4,2,2,2,2,2,1,1,0)",1512,45,11,16,1,4,False,False,0,,,EXACT_DERIVED
16,"(4,2,2,2,2,2,2,0,0)",252,10,12,15,2,4,False,False,0,,,EXACT_DERIVED
16,"(4,3,2,2,1,1,1,1,1)",1512,45,11,16,0,4,False,False,0,,,EXACT_DERIVED
16,"(4,3,2,2,2,1,1,1,0)",10080,280,12,15,1,4,False,False,0,,,EXACT_DERIVED
16,"(4,3,2,2,2,2,1,0,0)",7560,213,13,14,2,4,False,False,0,,,EXACT_DERIVED
16,"(4,3,3,1,1,1,1,1,1)",252,10,12,15,0,4,False,False,0,,,EXACT_DERIVED
16,"(4,3,3,2,1,1,1,1,0)",7560,213,13,14,1,4,False,False,0,,,EXACT_DERIVED
16,"(4,3,3,2,2,1,1,0,0)",22680,648,14,13,2,4,False,False,0,,,EXACT_DERIVED
16,"(4,3,3,2,2,2,0,0,0)",5040,146,15,12,3,4,False,False,0,,,EXACT_DERIVED
16,"(4,3,3,3,1,1,1,0,0)",5040,146,15,12,2,4,False,False,0,,,EXACT_DERIVED
16,"(4,3,3,3,2,1,0,0,0)",10080,280,16,11,3,4,False,False,0,,,EXACT_DERIVED
16,"(4,3,3,3,3,0,0,0,0)",630,22,18,9,4,4,False,False,0,,,EXACT_DERIVED
16,"(4,4,2,1,1,1,1,1,1)",252,10,13,14,0,4,False,False,0,,,EXACT_DERIVED
16,"(4,4,2,2,1,1,1,1,0)",3780,114,14,13,1,4,False,False,0,,,EXACT_DERIVED
16,"(4,4,2,2,2,1,1,0,0)",7560,226,15,12,2,4,False,False,0,,,EXACT_DERIVED
16,"(4,4,2,2,2,2,0,0,0)",1260,43,16,11,3,4,False,False,0,,,EXACT_DERIVED
16,"(4,4,3,1,1,1,1,1,0)",1512,45,15,12,1,4,False,False,0,,,EXACT_DERIVED
16,"(4,4,3,2,1,1,1,0,0)",15120,426,16,11,2,4,False,False,0,,,EXACT_DERIVED
16,"(4,4,3,2,2,1,0,0,0)",15120,426,17,10,3,4,False,False,0,,,EXACT_DERIVED
16,"(4,4,3,3,1,1,0,0,0)",7560,226,18,9,3,4,False,False,0,,,EXACT_DERIVED
16,"(4,4,3,3,2,0,0,0,0)",3780,114,19,8,4,4,False,False,0,,,EXACT_DERIVED
16,"(4,4,4,1,1,1,1,0,0)",1260,43,18,9,2,4,False,False,0,,,EXACT_DERIVED
16,"(4,4,4,2,1,1,0,0,0)",5040,146,19,8,3,4,False,False,0,,,EXACT_DERIVED
16,"(4,4,4,2,2,0,0,0,0)",1260,43,20,7,4,4,False,False,0,,,EXACT_DERIVED
16,"(4,4,4,3,1,0,0,0,0)",2520,73,21,6,4,4,False,False,0,,,EXACT_DERIVED
16,"(4,4,4,4,0,0,0,0,0)",126,7,24,3,5,4,False,False,0,,,EXACT_DERIVED
16,"(5,2,2,2,1,1,1,1,1)",504,17,13,14,0,5,False,False,0,,,EXACT_DERIVED
16,"(5,2,2,2,2,1,1,1,0)",2520,73,14,13,1,5,False,False,0,,,EXACT_DERIVED
16,"(5,2,2,2,2,2,1,0,0)",1512,45,15,12,2,5,False,False,0,,,EXACT_DERIVED
16,"(5,3,2,1,1,1,1,1,1)",504,15,14,13,0,5,False,False,0,,,EXACT_DERIVED
16,"(5,3,2,2,1,1,1,1,0)",7560,213,15,12,1,5,False,False,0,,,EXACT_DERIVED
16,"(5,3,2,2,2,1,1,0,0)",15120,426,16,11,2,5,False,False,0,,,EXACT_DERIVED
16,"(5,3,2,2,2,2,0,0,0)",2520,73,17,10,3,5,False,False,0,,,EXACT_DERIVED
16,"(5,3,3,1,1,1,1,1,0)",1512,45,16,11,1,5,False,False,0,,,EXACT_DERIVED
16,"(5,3,3,2,1,1,1,0,0)",15120,426,17,10,2,5,False,False,0,,,EXACT_DERIVED
16,"(5,3,3,2,2,1,0,0,0)",15120,426,18,9,3,5,False,False,0,,,EXACT_DERIVED
16,"(5,3,3,3,1,1,0,0,0)",5040,146,19,8,3,5,False,False,0,,,EXACT_DERIVED
16,"(5,3,3,3,2,0,0,0,0)",2520,73,20,7,4,5,False,False,0,,,EXACT_DERIVED
16,"(5,4,1,1,1,1,1,1,1)",72,3,16,11,0,5,False,False,0,,,EXACT_DERIVED
16,"(5,4,2,1,1,1,1,1,0)",3024,84,17,10,1,5,False,False,0,,,EXACT_DERIVED
16,"(5,4,2,2,1,1,1,0,0)",15120,426,18,9,2,5,False,False,0,,,EXACT_DERIVED
16,"(5,4,2,2,2,1,0,0,0)",10080,280,19,8,3,5,False,False,0,,,EXACT_DERIVED
16,"(5,4,3,1,1,1,1,0,0)",7560,213,19,8,2,5,False,False,0,,,EXACT_DERIVED
16,"(5,4,3,2,1,1,0,0,0)",30240,840,20,7,3,5,False,False,0,,,EXACT_DERIVED
16,"(5,4,3,2,2,0,0,0,0)",7560,213,21,6,4,5,False,False,0,,,EXACT_DERIVED
16,"(5,4,3,3,1,0,0,0,0)",7560,213,22,5,4,5,False,False,0,,,EXACT_DERIVED
16,"(5,4,4,1,1,1,0,0,0)",5040,146,22,5,3,5,False,False,0,,,EXACT_DERIVED
16,"(5,4,4,2,1,0,0,0,0)",7560,213,23,4,4,5,False,False,0,,,EXACT_DERIVED
16,"(5,4,4,3,0,0,0,0,0)",1512,45,25,2,5,5,False,False,0,,,EXACT_DERIVED
16,"(5,5,1,1,1,1,1,1,0)",252,10,20,7,1,5,False,False,0,,,EXACT_DERIVED
16,"(5,5,2,1,1,1,1,0,0)",3780,114,21,6,2,5,False,False,0,,,EXACT_DERIVED
16,"(5,5,2,2,1,1,0,0,0)",7560,226,22,5,3,5,False,False,0,,,EXACT_DERIVED
16,"(5,5,2,2,2,0,0,0,0)",1260,43,23,4,4,5,False,False,0,,,EXACT_DERIVED
16,"(5,5,3,1,1,1,0,0,0)",5040,146,23,4,3,5,False,False,0,,,EXACT_DERIVED
16,"(5,5,3,2,1,0,0,0,0)",7560,213,24,3,4,5,False,False,0,,,EXACT_DERIVED
16,"(5,5,3,3,0,0,0,0,0)",756,28,26,1,5,5,False,False,0,,,EXACT_DERIVED
16,"(5,5,4,1,1,0,0,0,0)",3780,114,26,1,4,5,False,False,0,,,EXACT_DERIVED
16,"(5,5,4,2,0,0,0,0,0)",1512,45,27,0,5,5,True,False,0,,,EXACT_DERIVED
16,"(5,5,5,1,0,0,0,0,0)",504,17,30,0,5,5,True,False,0,,,EXACT_DERIVED
16,"(6,2,2,1,1,1,1,1,1)",252,10,17,10,0,6,False,False,0,,,EXACT_DERIVED
16,"(6,2,2,2,1,1,1,1,0)",2520,73,18,9,1,6,False,False,0,,,EXACT_DERIVED
16,"(6,2,2,2,2,1,1,0,0)",3780,114,19,8,2,6,False,False,0,,,EXACT_DERIVED
16,"(6,2,2,2,2,2,0,0,0)",504,17,20,7,3,6,False,False,0,,,EXACT_DERIVED
16,"(6,3,1,1,1,1,1,1,1)",72,3,18,9,0,6,False,False,0,,,EXACT_DERIVED
