R,partition_type,ordered_assignments,symmetry_assignment_orbits,within_fiber_pairs,spreading_deficit_to_27,zero_fibers,max_group_size,no_spreading_filter_pass,exact3_tiling_candidate,exact3_tiling_surviving_assignment_orbits,example_surviving_assignment,example_shape_witness,provenance
19,"(9,4,2,2,1,1,0,0,0)",15120,426,44,0,3,9,True,False,0,,,EXACT_DERIVED
19,"(9,4,2,2,2,0,0,0,0)",2520,73,45,0,4,9,True,False,0,,,EXACT_DERIVED
19,"(9,4,3,1,1,1,0,0,0)",10080,280,45,0,3,9,True,False,0,,,EXACT_DERIVED
19,"(9,4,3,2,1,0,0,0,0)",15120,420,46,0,4,9,True,False,0,,,EXACT_DERIVED
19,"(9,4,3,3,0,0,0,0,0)",1512,45,48,0,5,9,True,False,0,,,EXACT_DERIVED
19,"(9,4,4,1,1,0,0,0,0)",3780,114,48,0,4,9,True,False,0,,,EXACT_DERIVED
19,"(9,4,4,2,0,0,0,0,0)",1512,45,49,0,5,9,True,False,0,,,EXACT_DERIVED
19,"(9,5,1,1,1,1,1,0,0)",1512,45,46,0,2,9,True,False,0,,,EXACT_DERIVED
19,"(9,5,2,1,1,1,0,0,0)",10080,280,47,0,3,9,True,False,0,,,EXACT_DERIVED
19,"(9,5,2,2,1,0,0,0,0)",7560,213,48,0,4,9,True,False,0,,,EXACT_DERIVED
19,"(9,5,3,1,1,0,0,0,0)",7560,213,49,0,4,9,True,False,0,,,EXACT_DERIVED
19,"(9,5,3,2,0,0,0,0,0)",3024,84,50,0,5,9,True,False,0,,,EXACT_DERIVED
19,"(9,5,4,1,0,0,0,0,0)",3024,84,52,0,5,9,True,False,0,,,EXACT_DERIVED
19,"(9,5,5,0,0,0,0,0,0)",252,10,56,0,6,9,True,False,0,,,EXACT_DERIVED
19,"(9,6,1,1,1,1,0,0,0)",2520,73,51,0,3,9,True,False,0,,,EXACT_DERIVED
19,"(9,6,2,1,1,0,0,0,0)",7560,213,52,0,4,9,True,False,0,,,EXACT_DERIVED
19,"(9,6,2,2,0,0,0,0,0)",1512,45,53,0,5,9,True,False,0,,,EXACT_DERIVED
19,"(9,6,3,1,0,0,0,0,0)",3024,84,54,0,5,9,True,False,0,,,EXACT_DERIVED
19,"(9,6,4,0,0,0,0,0,0)",504,15,57,0,6,9,True,False,0,,,EXACT_DERIVED
19,"(9,7,1,1,1,0,0,0,0)",2520,73,57,0,4,9,True,False,0,,,EXACT_DERIVED
19,"(9,7,2,1,0,0,0,0,0)",3024,84,58,0,5,9,True,False,0,,,EXACT_DERIVED
19,"(9,7,3,0,0,0,0,0,0)",504,15,60,0,6,9,True,False,0,,,EXACT_DERIVED
19,"(9,8,1,1,0,0,0,0,0)",1512,45,64,0,5,9,True,False,0,,,EXACT_DERIVED
19,"(9,8,2,0,0,0,0,0,0)",504,15,65,0,6,9,True,False,0,,,EXACT_DERIVED
19,"(9,9,1,0,0,0,0,0,0)",252,10,72,0,6,9,True,False,0,,,EXACT_DERIVED
20,"(10,10,0,0,0,0,0,0,0)",36,3,90,0,7,10,True,False,0,,,EXACT_DERIVED
20,"(10,2,2,1,1,1,1,1,1)",252,10,47,0,0,10,True,False,0,,,EXACT_DERIVED
20,"(10,2,2,2,1,1,1,1,0)",2520,73,48,0,1,10,True,False,0,,,EXACT_DERIVED
20,"(10,2,2,2,2,1,1,0,0)",3780,114,49,0,2,10,True,False,0,,,EXACT_DERIVED
20,"(10,2,2,2,2,2,0,0,0)",504,17,50,0,3,10,True,False,0,,,EXACT_DERIVED
20,"(10,3,1,1,1,1,1,1,1)",72,3,48,0,0,10,True,False,0,,,EXACT_DERIVED
20,"(10,3,2,1,1,1,1,1,0)",3024,84,49,0,1,10,True,False,0,,,EXACT_DERIVED
20,"(10,3,2,2,1,1,1,0,0)",15120,426,50,0,2,10,True,False,0,,,EXACT_DERIVED
20,"(10,3,2,2,2,1,0,0,0)",10080,280,51,0,3,10,True,False,0,,,EXACT_DERIVED
20,"(10,3,3,1,1,1,1,0,0)",3780,114,51,0,2,10,True,False,0,,,EXACT_DERIVED
20,"(10,3,3,2,1,1,0,0,0)",15120,426,52,0,3,10,True,False,0,,,EXACT_DERIVED
20,"(10,3,3,2,2,0,0,0,0)",3780,114,53,0,4,10,True,False,0,,,EXACT_DERIVED
20,"(10,3,3,3,1,0,0,0,0)",2520,73,54,0,4,10,True,False,0,,,EXACT_DERIVED
20,"(10,4,1,1,1,1,1,1,0)",504,15,51,0,1,10,True,False,0,,,EXACT_DERIVED
20,"(10,4,2,1,1,1,1,0,0)",7560,213,52,0,2,10,True,False,0,,,EXACT_DERIVED
20,"(10,4,2,2,1,1,0,0,0)",15120,426,53,0,3,10,True,False,0,,,EXACT_DERIVED
20,"(10,4,2,2,2,0,0,0,0)",2520,73,54,0,4,10,True,False,0,,,EXACT_DERIVED
20,"(10,4,3,1,1,1,0,0,0)",10080,280,54,0,3,10,True,False,0,,,EXACT_DERIVED
20,"(10,4,3,2,1,0,0,0,0)",15120,420,55,0,4,10,True,False,0,,,EXACT_DERIVED
20,"(10,4,3,3,0,0,0,0,0)",1512,45,57,0,5,10,True,False,0,,,EXACT_DERIVED
20,"(10,4,4,1,1,0,0,0,0)",3780,114,57,0,4,10,True,False,0,,,EXACT_DERIVED
20,"(10,4,4,2,0,0,0,0,0)",1512,45,58,0,5,10,True,False,0,,,EXACT_DERIVED
20,"(10,5,1,1,1,1,1,0,0)",1512,45,55,0,2,10,True,False,0,,,EXACT_DERIVED
20,"(10,5,2,1,1,1,0,0,0)",10080,280,56,0,3,10,True,False,0,,,EXACT_DERIVED
20,"(10,5,2,2,1,0,0,0,0)",7560,213,57,0,4,10,True,False,0,,,EXACT_DERIVED
20,"(10,5,3,1,1,0,0,0,0)",7560,213,58,0,4,10,True,False,0,,,EXACT_DERIVED
20,"(10,5,3,2,0,0,0,0,0)",3024,84,59,0,5,10,True,False,0,,,EXACT_DERIVED
20,"(10,5,4,1,0,0,0,0,0)",3024,84,61,0,5,10,True,False,0,,,EXACT_DERIVED
20,"(10,5,5,0,0,0,0,0,0)",252,10,65,0,6,10,True,False,0,,,EXACT_DERIVED
20,"(10,6,1,1,1,1,0,0,0)",2520,73,60,0,3,10,True,False,0,,,EXACT_DERIVED
20,"(10,6,2,1,1,0,0,0,0)",7560,213,61,0,4,10,True,False,0,,,EXACT_DERIVED
20,"(10,6,2,2,0,0,0,0,0)",1512,45,62,0,5,10,True,False,0,,,EXACT_DERIVED
20,"(10,6,3,1,0,0,0,0,0)",3024,84,63,0,5,10,True,False,0,,,EXACT_DERIVED
20,"(10,6,4,0,0,0,0,0,0)",504,15,66,0,6,10,True,False,0,,,EXACT_DERIVED
20,"(10,7,1,1,1,0,0,0,0)",2520,73,66,0,4,10,True,False,0,,,EXACT_DERIVED
20,"(10,7,2,1,0,0,0,0,0)",3024,84,67,0,5,10,True,False,0,,,EXACT_DERIVED
20,"(10,7,3,0,0,0,0,0,0)",504,15,69,0,6,10,True,False,0,,,EXACT_DERIVED
20,"(10,8,1,1,0,0,0,0,0)",1512,45,73,0,5,10,True,False,0,,,EXACT_DERIVED
20,"(10,8,2,0,0,0,0,0,0)",504,15,74,0,6,10,True,False,0,,,EXACT_DERIVED
20,"(10,9,1,0,0,0,0,0,0)",504,15,81,0,6,10,True,False,0,,,EXACT_DERIVED
20,"(11,2,1,1,1,1,1,1,1)",72,3,56,0,0,11,True,False,0,,,EXACT_DERIVED
20,"(11,2,2,1,1,1,1,1,0)",1512,45,57,0,1,11,True,False,0,,,EXACT_DERIVED
20,"(11,2,2,2,1,1,1,0,0)",5040,146,58,0,2,11,True,False,0,,,EXACT_DERIVED
20,"(11,2,2,2,2,1,0,0,0)",2520,73,59,0,3,11,True,False,0,,,EXACT_DERIVED
20,"(11,3,1,1,1,1,1,1,0)",504,15,58,0,1,11,True,False,0,,,EXACT_DERIVED
20,"(11,3,2,1,1,1,1,0,0)",7560,213,59,0,2,11,True,False,0,,,EXACT_DERIVED
20,"(11,3,2,2,1,1,0,0,0)",15120,426,60,0,3,11,True,False,0,,,EXACT_DERIVED
20,"(11,3,2,2,2,0,0,0,0)",2520,73,61,0,4,11,True,False,0,,,EXACT_DERIVED
20,"(11,3,3,1,1,1,0,0,0)",5040,146,61,0,3,11,True,False,0,,,EXACT_DERIVED
20,"(11,3,3,2,1,0,0,0,0)",7560,213,62,0,4,11,True,False,0,,,EXACT_DERIVED
20,"(11,3,3,3,0,0,0,0,0)",504,17,64,0,5,11,True,False,0,,,EXACT_DERIVED
20,"(11,4,1,1,1,1,1,0,0)",1512,45,61,0,2,11,True,False,0,,,EXACT_DERIVED
20,"(11,4,2,1,1,1,0,0,0)",10080,280,62,0,3,11,True,False,0,,,EXACT_DERIVED
20,"(11,4,2,2,1,0,0,0,0)",7560,213,63,0,4,11,True,False,0,,,EXACT_DERIVED
20,"(11,4,3,1,1,0,0,0,0)",7560,213,64,0,4,11,True,False,0,,,EXACT_DERIVED
20,"(11,4,3,2,0,0,0,0,0)",3024,84,65,0,5,11,True,False,0,,,EXACT_DERIVED
20,"(11,4,4,1,0,0,0,0,0)",1512,45,67,0,5,11,True,False,0,,,EXACT_DERIVED
20,"(11,5,1,1,1,1,0,0,0)",2520,73,65,0,3,11,True,False,0,,,EXACT_DERIVED
20,"(11,5,2,1,1,0,0,0,0)",7560,213,66,0,4,11,True,False,0,,,EXACT_DERIVED
20,"(11,5,2,2,0,0,0,0,0)",1512,45,67,0,5,11,True,False,0,,,EXACT_DERIVED
20,"(11,5,3,1,0,0,0,0,0)",3024,84,68,0,5,11,True,False,0,,,EXACT_DERIVED
20,"(11,5,4,0,0,0,0,0,0)",504,15,71,0,6,11,True,False,0,,,EXACT_DERIVED
20,"(11,6,1,1,1,0,0,0,0)",2520,73,70,0,4,11,True,False,0,,,EXACT_DERIVED
20,"(11,6,2,1,0,0,0,0,0)",3024,84,71,0,5,11,True,False,0,,,EXACT_DERIVED
20,"(11,6,3,0,0,0,0,0,0)",504,15,73,0,6,11,True,False,0,,,EXACT_DERIVED
20,"(11,7,1,1,0,0,0,0,0)",1512,45,76,0,5,11,True,False,0,,,EXACT_DERIVED
20,"(11,7,2,0,0,0,0,0,0)",504,15,77,0,6,11,True,False,0,,,EXACT_DERIVED
20,"(11,8,1,0,0,0,0,0,0)",504,15,83,0,6,11,True,False,0,,,EXACT_DERIVED
20,"(11,9,0,0,0,0,0,0,0)",72,3,91,0,7,11,True,False,0,,,EXACT_DERIVED
20,"(12,1,1,1,1,1,1,1,1)",9,1,66,0,0,12,True,False,0,,,EXACT_DERIVED
20,"(12,2,1,1,1,1,1,1,0)",504,15,67,0,1,12,True,False,0,,,EXACT_DERIVED
20,"(12,2,2,1,1,1,1,0,0)",3780,114,68,0,2,12,True,False,0,,,EXACT_DERIVED
20,"(12,2,2,2,1,1,0,0,0)",5040,146,69,0,3,12,True,False,0,,,EXACT_DERIVED
20,"(12,2,2,2,2,0,0,0,0)",630,22,70,0,4,12,True,False,0,,,EXACT_DERIVED
20,"(12,3,1,1,1,1,1,0,0)",1512,45,69,0,2,12,True,False,0,,,EXACT_DERIVED
20,"(12,3,2,1,1,1,0,0,0)",10080,280,70,0,3,12,True,False,0,,,EXACT_DERIVED
20,"(12,3,2,2,1,0,0,0,0)",7560,213,71,0,4,12,True,False,0,,,EXACT_DERIVED
20,"(12,3,3,1,1,0,0,0,0)",3780,114,72,0,4,12,True,False,0,,,EXACT_DERIVED
20,"(12,3,3,2,0,0,0,0,0)",1512,45,73,0,5,12,True,False,0,,,EXACT_DERIVED
20,"(12,4,1,1,1,1,0,0,0)",2520,73,72,0,3,12,True,False,0,,,EXACT_DERIVED
20,"(12,4,2,1,1,0,0,0,0)",7560,213,73,0,4,12,True,False,0,,,EXACT_DERIVED
20,"(12,4,2,2,0,0,0,0,0)",1512,45,74,0,5,12,True,False,0,,,EXACT_DERIVED
20,"(12,4,3,1,0,0,0,0,0)",3024,84,75,0,5,12,True,False,0,,,EXACT_DERIVED
20,"(12,4,4,0,0,0,0,0,0)",252,10,78,0,6,12,True,False,0,,,EXACT_DERIVED
20,"(12,5,1,1,1,0,0,0,0)",2520,73,76,0,4,12,True,False,0,,,EXACT_DERIVED
20,"(12,5,2,1,0,0,0,0,0)",3024,84,77,0,5,12,True,False,0,,,EXACT_DERIVED
20,"(12,5,3,0,0,0,0,0,0)",504,15,79,0,6,12,True,False,0,,,EXACT_DERIVED
20,"(12,6,1,1,0,0,0,0,0)",1512,45,81,0,5,12,True,False,0,,,EXACT_DERIVED
20,"(12,6,2,0,0,0,0,0,0)",504,15,82,0,6,12,True,False,0,,,EXACT_DERIVED
20,"(12,7,1,0,0,0,0,0,0)",504,15,87,0,6,12,True,False,0,,,EXACT_DERIVED
20,"(12,8,0,0,0,0,0,0,0)",72,3,94,0,7,12,True,False,0,,,EXACT_DERIVED
20,"(13,1,1,1,1,1,1,1,0)",72,3,78,0,1,13,True,False,0,,,EXACT_DERIVED
20,"(13,2,1,1,1,1,1,0,0)",1512,45,79,0,2,13,True,False,0,,,EXACT_DERIVED
20,"(13,2,2,1,1,1,0,0,0)",5040,146,80,0,3,13,True,False,0,,,EXACT_DERIVED
20,"(13,2,2,2,1,0,0,0,0)",2520,73,81,0,4,13,True,False,0,,,EXACT_DERIVED
20,"(13,3,1,1,1,1,0,0,0)",2520,73,81,0,3,13,True,False,0,,,EXACT_DERIVED
20,"(13,3,2,1,1,0,0,0,0)",7560,213,82,0,4,13,True,False,0,,,EXACT_DERIVED
20,"(13,3,2,2,0,0,0,0,0)",1512,45,83,0,5,13,True,False,0,,,EXACT_DERIVED
20,"(13,3,3,1,0,0,0,0,0)",1512,45,84,0,5,13,True,False,0,,,EXACT_DERIVED
20,"(13,4,1,1,1,0,0,0,0)",2520,73,84,0,4,13,True,False,0,,,EXACT_DERIVED
20,"(13,4,2,1,0,0,0,0,0)",3024,84,85,0,5,13,True,False,0,,,EXACT_DERIVED
20,"(13,4,3,0,0,0,0,0,0)",504,15,87,0,6,13,True,False,0,,,EXACT_DERIVED
20,"(13,5,1,1,0,0,0,0,0)",1512,45,88,0,5,13,True,False,0,,,EXACT_DERIVED
20,"(13,5,2,0,0,0,0,0,0)",504,15,89,0,6,13,True,False,0,,,EXACT_DERIVED
20,"(13,6,1,0,0,0,0,0,0)",504,15,93,0,6,13,True,False,0,,,EXACT_DERIVED
20,"(13,7,0,0,0,0,0,0,0)",72,3,99,0,7,13,True,False,0,,,EXACT_DERIVED
20,"(14,1,1,1,1,1,1,0,0)",252,10,91,0,2,14,True,False,0,,,EXACT_DERIVED
20,"(14,2,1,1,1,1,0,0,0)",2520,73,92,0,3,14,True,False,0,,,EXACT_DERIVED
20,"(14,2,2,1,1,0,0,0,0)",3780,114,93,0,4,14,True,False,0,,,EXACT_DERIVED
20,"(14,2,2,2,0,0,0,0,0)",504,17,94,0,5,14,True,False,0,,,EXACT_DERIVED
20,"(14,3,1,1,1,0,0,0,0)",2520,73,94,0,4,14,True,False,0,,,EXACT_DERIVED
20,"(14,3,2,1,0,0,0,0,0)",3024,84,95,0,5,14,True,False,0,,,EXACT_DERIVED
20,"(14,3,3,0,0,0,0,0,0)",252,10,97,0,6,14,True,False,0,,,EXACT_DERIVED
20,"(14,4,1,1,0,0,0,0,0)",1512,45,97,0,5,14,True,False,0,,,EXACT_DERIVED
20,"(14,4,2,0,0,0,0,0,0)",504,15,98,0,6,14,True,False,0,,,EXACT_DERIVED
20,"(14,5,1,0,0,0,0,0,0)",504,15,101,0,6,14,True,False,0,,,EXACT_DERIVED
20,"(14,6,0,0,0,0,0,0,0)",72,3,106,0,7,14,True,False,0,,,EXACT_DERIVED
20,"(15,1,1,1,1,1,0,0,0)",504,17,105,0,3,15,True,False,0,,,EXACT_DERIVED
20,"(15,2,1,1,1,0,0,0,0)",2520,73,106,0,4,15,True,False,0,,,EXACT_DERIVED
20,"(15,2,2,1,0,0,0,0,0)",1512,45,107,0,5,15,True,False,0,,,EXACT_DERIVED
20,"(15,3,1,1,0,0,0,0,0)",1512,45,108,0,5,15,True,False,0,,,EXACT_DERIVED
20,"(15,3,2,0,0,0,0,0,0)",504,15,109,0,6,15,True,False,0,,,EXACT_DERIVED
20,"(15,4,1,0,0,0,0,0,0)",504,15,111,0,6,15,True,False,0,,,EXACT_DERIVED
20,"(15,5,0,0,0,0,0,0,0)",72,3,115,0,7,15,True,False,0,,,EXACT_DERIVED
20,"(16,1,1,1,1,0,0,0,0)",630,22,120,0,4,16,True,False,0,,,EXACT_DERIVED
20,"(16,2,1,1,0,0,0,0,0)",1512,45,121,0,5,16,True,False,0,,,EXACT_DERIVED
20,"(16,2,2,0,0,0,0,0,0)",252,10,122,0,6,16,True,False,0,,,EXACT_DERIVED
20,"(16,3,1,0,0,0,0,0,0)",504,15,123,0,6,16,True,False,0,,,EXACT_DERIVED
20,"(16,4,0,0,0,0,0,0,0)",72,3,126,0,7,16,True,False,0,,,EXACT_DERIVED
20,"(17,1,1,1,0,0,0,0,0)",504,17,136,0,5,17,True,False,0,,,EXACT_DERIVED
20,"(17,2,1,0,0,0,0,0,0)",504,15,137,0,6,17,True,False,0,,,EXACT_DERIVED
20,"(17,3,0,0,0,0,0,0,0)",72,3,139,0,7,17,True,False,0,,,EXACT_DERIVED
20,"(18,1,1,0,0,0,0,0,0)",252,10,153,0,6,18,True,False,0,,,EXACT_DERIVED
20,"(18,2,0,0,0,0,0,0,0)",72,3,154,0,7,18,True,False,0,,,EXACT_DERIVED
20,"(19,1,0,0,0,0,0,0,0)",72,3,171,0,7,19,True,False,0,,,EXACT_DERIVED
20,"(20,0,0,0,0,0,0,0,0)",9,1,190,0,8,20,True,False,0,,,EXACT_DERIVED
20,"(3,3,2,2,2,2,2,2,2)",36,3,13,14,0,3,False,True,3,"(3,3,2,2,2,2,2,2,2)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:2 | f[1,1]/2: 1x1:2 | f[1,2]/2: 1x1:2 | f[2,0]/2: 1x1:2 | f[2,1]/2: 1x1:1; 1x2:1 | f[2,2]/2: 2x1:1; 2x3:1",EXACT_DERIVED
20,"(3,3,3,2,2,2,2,2,1)",504,17,14,13,0,3,False,True,17,"(3,3,3,2,2,2,2,2,1)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/2: 1x1:2 | f[1,1]/2: 1x1:2 | f[1,2]/2: 1x1:2 | f[2,0]/2: 1x1:2 | f[2,1]/2: 1x2:2 | f[2,2]/1: 2x3:1",EXACT_DERIVED
20,"(3,3,3,3,2,2,2,1,1)",1260,43,15,12,0,3,False,True,43,"(3,3,3,3,2,2,2,1,1)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 1x1:3 | f[1,1]/2: 1x1:2 | f[1,2]/2: 1x1:2 | f[2,0]/2: 1x1:1; 1x3:1 | f[2,1]/1: 1x3:1 | f[2,2]/1: 2x2:1",EXACT_DERIVED
20,"(3,3,3,3,2,2,2,2,0)",630,22,16,11,1,3,False,True,22,"(3,3,3,3,2,2,2,2,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 1x1:3 | f[1,1]/2: 1x1:2 | f[1,2]/2: 1x1:2 | f[2,0]/2: 1x1:1; 1x3:1 | f[2,1]/2: 1x3:1; 2x2:1",EXACT_DERIVED
20,"(3,3,3,3,3,2,1,1,1)",504,17,16,11,0,3,False,True,17,"(3,3,3,3,3,2,1,1,1)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 1x1:3 | f[1,1]/3: 1x1:2; 1x2:1 | f[1,2]/2: 1x1:2 | f[2,0]/1: 1x3:1 | f[2,1]/1: 1x3:1 | f[2,2]/1: 1x3:1",EXACT_DERIVED
20,"(3,3,3,3,3,2,2,1,0)",1512,45,17,10,1,3,False,True,45,"(3,3,3,3,3,2,2,1,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 1x1:3 | f[1,1]/3: 1x1:2; 1x2:1 | f[1,2]/2: 1x1:2 | f[2,0]/2: 1x3:2 | f[2,1]/1: 1x3:1",EXACT_DERIVED
20,"(3,3,3,3,3,3,1,1,0)",252,10,18,9,1,3,False,True,10,"(3,3,3,3,3,3,1,1,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 1x1:2; 2x1:1 | f[1,1]/3: 1x1:2; 2x1:1 | f[1,2]/3: 1x1:2; 2x1:1 | f[2,0]/1: 1x3:1 | f[2,1]/1: 1x3:1",EXACT_DERIVED
20,"(3,3,3,3,3,3,2,0,0)",252,10,19,8,2,3,False,True,10,"(3,3,3,3,3,3,2,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 1x1:2; 2x1:1 | f[1,1]/3: 1x1:2; 2x1:1 | f[1,2]/3: 1x1:2; 2x1:1 | f[2,0]/2: 1x3:2",EXACT_DERIVED
20,"(4,2,2,2,2,2,2,2,2)",9,1,14,13,0,4,False,False,0,,,EXACT_DERIVED
20,"(4,3,2,2,2,2,2,2,1)",504,15,15,12,0,4,False,False,0,,,EXACT_DERIVED
20,"(4,3,3,2,2,2,2,1,1)",3780,114,16,11,0,4,False,False,0,,,EXACT_DERIVED
20,"(4,3,3,2,2,2,2,2,0)",1512,45,17,10,1,4,False,False,0,,,EXACT_DERIVED
20,"(4,3,3,3,2,2,1,1,1)",5040,146,17,10,0,4,False,False,0,,,EXACT_DERIVED
20,"(4,3,3,3,2,2,2,1,0)",10080,280,18,9,1,4,False,False,0,,,EXACT_DERIVED
20,"(4,3,3,3,3,1,1,1,1)",630,22,18,9,0,4,False,False,0,,,EXACT_DERIVED
20,"(4,3,3,3,3,2,1,1,0)",7560,213,19,8,1,4,False,False,0,,,EXACT_DERIVED
20,"(4,3,3,3,3,2,2,0,0)",3780,114,20,7,2,4,False,False,0,,,EXACT_DERIVED
20,"(4,3,3,3,3,3,1,0,0)",1512,45,21,6,2,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,2,2,2,2,2,1,1)",756,28,17,10,0,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,2,2,2,2,2,2,0)",252,10,18,9,1,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,3,2,2,2,1,1,1)",5040,146,18,9,0,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,3,2,2,2,2,1,0)",7560,213,19,8,1,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,3,3,2,1,1,1,1)",3780,114,19,8,0,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,3,3,2,2,1,1,0)",22680,648,20,7,1,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,3,3,2,2,2,0,0)",7560,226,21,6,2,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,3,3,3,1,1,1,0)",5040,146,21,6,1,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,3,3,3,2,1,0,0)",15120,426,22,5,2,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,3,3,3,3,0,0,0)",1260,43,24,3,3,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,4,2,2,1,1,1,1)",1260,43,20,7,0,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,4,2,2,2,1,1,0)",5040,146,21,6,1,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,4,2,2,2,2,0,0)",1260,43,22,5,2,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,4,3,1,1,1,1,1)",504,17,21,6,0,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,4,3,2,1,1,1,0)",10080,280,22,5,1,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,4,3,2,2,1,0,0)",15120,426,23,4,2,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,4,3,3,1,1,0,0)",7560,226,24,3,2,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,4,3,3,2,0,0,0)",5040,146,25,2,3,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,4,4,1,1,1,1,0)",630,22,24,3,1,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,4,4,2,1,1,0,0)",3780,114,25,2,2,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,4,4,2,2,0,0,0)",1260,43,26,1,3,4,False,False,0,,,EXACT_DERIVED
20,"(4,4,4,4,3,1,0,0,0)",2520,73,27,0,3,4,True,False,0,,,EXACT_DERIVED
20,"(4,4,4,4,4,0,0,0,0)",126,7,30,0,4,4,True,False,0,,,EXACT_DERIVED
20,"(5,2,2,2,2,2,2,2,1)",72,3,17,10,0,5,False,False,0,,,EXACT_DERIVED
20,"(5,3,2,2,2,2,2,1,1)",1512,45,18,9,0,5,False,False,0,,,EXACT_DERIVED
20,"(5,3,2,2,2,2,2,2,0)",504,15,19,8,1,5,False,False,0,,,EXACT_DERIVED
20,"(5,3,3,2,2,2,1,1,1)",5040,146,19,8,0,5,False,False,0,,,EXACT_DERIVED
20,"(5,3,3,2,2,2,2,1,0)",7560,213,20,7,1,5,False,False,0,,,EXACT_DERIVED
20,"(5,3,3,3,2,1,1,1,1)",2520,73,20,7,0,5,False,False,0,,,EXACT_DERIVED
20,"(5,3,3,3,2,2,1,1,0)",15120,426,21,6,1,5,False,False,0,,,EXACT_DERIVED
20,"(5,3,3,3,2,2,2,0,0)",5040,146,22,5,2,5,False,False,0,,,EXACT_DERIVED
20,"(5,3,3,3,3,1,1,1,0)",2520,73,22,5,1,5,False,False,0,,,EXACT_DERIVED
20,"(5,3,3,3,3,2,1,0,0)",7560,213,23,4,2,5,False,False,0,,,EXACT_DERIVED
20,"(5,3,3,3,3,3,0,0,0)",504,17,25,2,3,5,False,False,0,,,EXACT_DERIVED
20,"(5,4,2,2,2,2,1,1,1)",2520,73,20,7,0,5,False,False,0,,,EXACT_DERIVED
20,"(5,4,2,2,2,2,2,1,0)",3024,84,21,6,1,5,False,False,0,,,EXACT_DERIVED
20,"(5,4,3,2,2,1,1,1,1)",7560,213,21,6,0,5,False,False,0,,,EXACT_DERIVED
20,"(5,4,3,2,2,2,1,1,0)",30240,840,22,5,1,5,False,False,0,,,EXACT_DERIVED
20,"(5,4,3,2,2,2,2,0,0)",7560,213,23,4,2,5,False,False,0,,,EXACT_DERIVED
20,"(5,4,3,3,1,1,1,1,1)",1512,45,22,5,0,5,False,False,0,,,EXACT_DERIVED
20,"(5,4,3,3,2,1,1,1,0)",30240,840,23,4,1,5,False,False,0,,,EXACT_DERIVED
20,"(5,4,3,3,2,2,1,0,0)",45360,1266,24,3,2,5,False,False,0,,,EXACT_DERIVED
20,"(5,4,3,3,3,1,1,0,0)",15120,426,25,2,2,5,False,False,0,,,EXACT_DERIVED
20,"(5,4,3,3,3,2,0,0,0)",10080,280,26,1,3,5,False,False,0,,,EXACT_DERIVED
20,"(5,4,4,2,1,1,1,1,1)",1512,45,23,4,0,5,False,False,0,,,EXACT_DERIVED
20,"(5,4,4,2,2,1,1,1,0)",15120,426,24,3,1,5,False,False,0,,,EXACT_DERIVED
20,"(5,4,4,2,2,2,1,0,0)",15120,426,25,2,2,5,False,False,0,,,EXACT_DERIVED
20,"(5,4,4,3,1,1,1,1,0)",7560,213,25,2,1,5,False,False,0,,,EXACT_DERIVED
20,"(5,4,4,3,2,1,1,0,0)",45360,1266,26,1,2,5,False,False,0,,,EXACT_DERIVED
