comm_term,anti_term,max_abs_difference_after_normalization,normalized_dot_product,abs_normalized_dot_product,comm_scale,anti_scale,matched_rank1_term,cancels_in_half_sum_if_matched,provenance
c01,s13,3.0168314200506563e-01,4.7786274593696706e-02,4.7786274593696706e-02,3.5463934824844814e+00,-3.0072642167418633e+00,False,False,EXACT_DERIVED
c01,s14,2.6889323183445368e-01,4.8339907400996081e-03,4.8339907400996081e-03,3.5463934824844814e+00,2.1743933446146309e+00,False,False,EXACT_DERIVED
c01,s15,2.4034085152069773e-01,-3.3928228799241761e-02,3.3928228799241761e-02,3.5463934824844814e+00,3.7203382834740637e+00,False,False,EXACT_DERIVED
c01,s16,4.9796852817086218e-01,-9.6111368892019453e-04,9.6111368892019453e-04,3.5463934824844814e+00,-2.4555552594339427e+00,False,False,EXACT_DERIVED
c01,s17,2.6916475768076142e-01,-3.8034590829633951e-05,3.8034590829633951e-05,3.5463934824844814e+00,-3.3112592114150203e+00,False,False,EXACT_DERIVED
c01,s18,2.7428392615858210e-01,2.7407904417797512e-02,2.7407904417797512e-02,3.5463934824844814e+00,-3.8689415030055607e+00,False,False,EXACT_DERIVED
c01,s19,3.1345673310634065e-01,-4.1774949121544884e-02,4.1774949121544884e-02,3.5463934824844814e+00,-3.1397060552277192e+00,False,False,EXACT_DERIVED
c02,s01,3.1208613773611377e-01,3.6238791228004573e-02,3.6238791228004573e-02,-4.0262082833095834e+00,3.0909200616253676e+00,False,False,EXACT_DERIVED
c02,s02,4.2353360332624318e-01,-1.1067936143627756e-02,1.1067936143627756e-02,-4.0262082833095834e+00,2.1113969268093742e+00,False,False,EXACT_DERIVED
c02,s03,4.2431796351267365e-01,-4.1339177007435175e-02,4.1339177007435175e-02,-4.0262082833095834e+00,-2.3351217510006146e+00,False,False,EXACT_DERIVED
c02,s04,3.0940115043231509e-01,9.0749302004652279e-03,9.0749302004652279e-03,-4.0262082833095834e+00,4.6789327920116177e+00,False,False,EXACT_DERIVED
c02,s05,3.1669000185147367e-01,-1.6575410392533627e-03,1.6575410392533627e-03,-4.0262082833095834e+00,-3.4597650304208645e+00,False,False,EXACT_DERIVED
c02,s06,3.8393792880766797e-01,3.0177144133872225e-02,3.0177144133872225e-02,-4.0262082833095834e+00,-2.1792202055039831e+00,False,False,EXACT_DERIVED
c02,s07,2.4469756733577278e-01,-1.1525325307914391e-02,1.1525325307914391e-02,-4.0262082833095834e+00,2.5659582297407053e+00,False,False,EXACT_DERIVED
c02,s08,8.1232869849235256e-01,6.1989774999953659e-02,6.1989774999953659e-02,-4.0262082833095834e+00,2.1925846888267437e+00,False,False,EXACT_DERIVED
c02,s09,2.6916711211895572e-01,-1.1917568445060624e-02,1.1917568445060624e-02,-4.0262082833095834e+00,-2.7277522670412999e+00,False,False,EXACT_DERIVED
c02,s10,3.7685878079080437e-01,-5.7349566976011707e-03,5.7349566976011707e-03,-4.0262082833095834e+00,3.9539790864854716e+00,False,False,EXACT_DERIVED
c02,s11,3.8526252257282262e-01,-7.8928234895761647e-04,7.8928234895761647e-04,-4.0262082833095834e+00,2.3108509513644933e+00,False,False,EXACT_DERIVED
