case_id,track,seed,support_signature,nnz_alpha,nnz_beta,nnz_gamma,status,viable,initial_variable_count,reduced_variable_count,selected_equation_count,square_jacobian_condition_number,start_full_tensor_max_abs_residual,start_full_tensor_fro_residual,independent_variable_rank,dropped_variable_count,fixed_gauge_count,gamma_union_size,alpha_union_size,beta_union_size,full_gamma_coverage,unique_gamma_support_count,error
step83b_track2_screen_0061,track2_screen,8302061,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,88.55220915865962,9.184593417406386,53.70792801850664,133,0,38,9,9,9,True,17,
step83b_track2_screen_0062,track2_screen,8302062,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,128.06874225025032,13.123877262936267,66.37947584524471,171,0,38,9,9,9,True,16,
step83b_track2_screen_0063,track2_screen,8302063,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,118.92053346651686,10.186105280001309,62.24594921047225,152,0,38,9,9,8,True,16,
step83b_track2_screen_0064,track2_screen,8302064,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,90.12153542998578,12.10730686317865,63.66022689875932,152,0,38,9,9,9,True,17,
step83b_track2_screen_0065,track2_screen,8302065,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,152.1580694697263,14.139685191262101,88.14479876747009,190,0,38,9,9,9,True,18,
step83b_track2_screen_0066,track2_screen,8302066,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,126.13893690901398,12.655377301589276,50.362370091794205,152,0,38,9,9,9,True,14,
step83b_track2_screen_0067,track2_screen,8302067,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,79.52842143286287,7.510888999683931,49.76283580206137,133,0,38,9,9,9,True,18,
step83b_track2_screen_0068,track2_screen,8302068,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,114.69269541686766,10.78140607138927,64.31380929269147,171,0,38,9,9,9,True,18,
step83b_track2_screen_0069,track2_screen,8302069,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,140.18249940752372,11.299177046118908,59.90922792975559,152,0,38,9,9,9,True,19,
step83b_track2_screen_0070,track2_screen,8302070,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,109.65946121183197,8.43637932446218,54.37156680979454,152,0,38,9,9,9,True,18,
step83b_track2_screen_0071,track2_screen,8302071,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,135.69654252119565,14.130733935043516,82.81697079281543,190,0,38,9,9,9,True,18,
step83b_track2_screen_0072,track2_screen,8302072,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,107.77702270198665,11.765703556656648,64.58102301710787,152,0,38,9,9,9,True,13,
step83b_track2_screen_0073,track2_screen,8302073,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,94.26486487994431,7.840012533248644,54.194235368188004,133,0,38,9,9,9,True,17,
step83b_track2_screen_0074,track2_screen,8302074,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,122.30175503599166,10.375585963913954,60.746580514593795,171,0,38,9,9,9,True,19,
step83b_track2_screen_0075,track2_screen,8302075,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,117.64199184082962,14.843996795830725,70.60567367764314,152,0,38,9,9,9,True,16,
step83b_track2_screen_0076,track2_screen,8302076,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,156.97157555730004,10.949146930075004,61.36895208568282,152,0,38,9,9,9,True,17,
step83b_track2_screen_0077,track2_screen,8302077,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,143.0882860000465,14.238728024233854,74.36242965413922,190,0,38,9,9,9,True,19,
step83b_track2_screen_0078,track2_screen,8302078,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,102.70734000207075,11.352988875396653,52.83246464255001,152,0,38,9,9,9,True,15,
step83b_track2_screen_0079,track2_screen,8302079,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,71.69281658885461,11.683727305200701,49.743055606632986,133,0,38,9,9,9,True,18,
step83b_track2_screen_0080,track2_screen,8302080,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,139.5229544047687,10.090219423516894,72.26664380917893,171,0,38,9,9,9,True,17,
step83b_track2_screen_0081,track2_screen,8302081,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,80.9388867074897,9.988254370371536,58.406767608581276,152,0,38,9,9,9,True,18,
step83b_track2_screen_0082,track2_screen,8302082,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,72.76678044814972,10.867471621613824,65.4394414316022,152,0,38,9,9,9,True,19,
step83b_track2_screen_0083,track2_screen,8302083,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,134.277818147286,14.146637299811124,75.93504851093384,190,0,38,9,9,9,True,15,
step83b_track2_screen_0084,track2_screen,8302084,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,51.65310873401976,9.5572277003574,64.83877901332248,152,0,38,9,9,9,True,12,
step83b_track2_screen_0085,track2_screen,8302085,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,214.46410554407947,9.722639094694259,55.70049893202864,133,0,38,9,9,9,True,17,
step83b_track2_screen_0086,track2_screen,8302086,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,123.39285350162689,14.544908440549928,67.10127998455086,171,0,38,9,9,9,True,16,
step83b_track2_screen_0087,track2_screen,8302087,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,79.78408130374034,11.045881044802485,59.58369505434235,152,0,38,9,9,9,True,18,
step83b_track2_screen_0088,track2_screen,8302088,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,187.1466510211318,13.890139945357607,70.5211881824603,152,0,38,9,9,9,True,17,
step83b_track2_screen_0089,track2_screen,8302089,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,121.38097127841765,13.4271574546216,84.33221056149719,190,0,38,9,9,9,True,17,
step83b_track2_screen_0090,track2_screen,8302090,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,96.71301661588483,8.175012545551676,56.058901026438775,152,0,38,9,9,9,True,14,
step83b_track2_screen_0091,track2_screen,8302091,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,96.26683544333729,7.329785005063515,44.49178865284454,133,0,38,9,9,9,True,18,
step83b_track2_screen_0092,track2_screen,8302092,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,105.92449589259562,13.241228496420888,82.04209345206934,171,0,38,9,9,9,True,18,
step83b_track2_screen_0093,track2_screen,8302093,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,71.23036932137687,7.309779219419136,58.10512225420717,152,0,38,9,9,9,True,18,
step83b_track2_screen_0094,track2_screen,8302094,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,137.33554677199015,9.786706244777973,56.70019011005927,152,0,38,9,9,9,True,18,
step83b_track2_screen_0095,track2_screen,8302095,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,270.71122190091603,14.33514673886538,84.73229620159286,190,0,38,9,9,9,True,18,
step83b_track2_screen_0096,track2_screen,8302096,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,195.20005087437545,11.878992254951465,64.52475675380816,152,0,38,9,9,9,True,14,
step83b_track2_screen_0097,track2_screen,8302097,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,122.14621540725582,11.049037989770444,56.586122827105555,133,0,38,9,9,9,True,19,
step83b_track2_screen_0098,track2_screen,8302098,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,88.71814213766669,13.475174710728849,76.82331857557745,171,0,38,9,9,9,True,17,
step83b_track2_screen_0099,track2_screen,8302099,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,169.8701460756061,8.943371603709965,47.91674897743112,152,0,38,9,9,9,True,17,
step83b_track2_screen_0100,track2_screen,8302100,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,83.56966483506315,12.606313894084677,57.99930881452674,152,0,38,9,9,9,True,19,
step83b_track2_screen_0101,track2_screen,8302101,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,130.0159295887352,11.449439754532042,85.125228772367,190,0,38,9,9,9,True,19,
step83b_track2_screen_0102,track2_screen,8302102,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,143.492055227951,11.940731329192353,55.789557473661965,152,0,38,9,9,9,True,16,
step83b_track2_screen_0103,track2_screen,8302103,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,88.93054120390109,8.062170309456894,50.66431224815926,133,0,38,9,9,9,True,17,
step83b_track2_screen_0104,track2_screen,8302104,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,114.86359696839614,12.000231414128768,64.5007685444075,171,0,38,9,9,9,True,18,
step83b_track2_screen_0105,track2_screen,8302105,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,122.5035691229701,12.481110412387395,69.95866314757703,152,0,38,9,9,9,True,17,
step83b_track2_screen_0106,track2_screen,8302106,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,126.88859551717063,9.981088482089389,58.63433169120174,152,0,38,9,9,9,True,16,
step83b_track2_screen_0107,track2_screen,8302107,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,213.43282728007128,10.604024121250696,82.4508193838771,190,0,38,9,9,9,True,19,
step83b_track2_screen_0108,track2_screen,8302108,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,98.53078953518771,14.01168307648,64.39347490542987,152,0,38,9,9,9,True,17,
step83b_track2_screen_0109,track2_screen,8302109,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,73.93374008186679,13.084550456111412,63.65646391202322,133,0,38,9,9,9,True,16,
step83b_track2_screen_0110,track2_screen,8302110,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,105.95116807829206,10.429326369391799,58.85267552082098,171,0,38,9,9,9,True,17,
step83b_track2_screen_0111,track2_screen,8302111,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,86.37257245568749,13.28216150727624,67.09471664980433,152,0,38,9,9,9,True,16,
step83b_track2_screen_0112,track2_screen,8302112,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,56.42814781031543,8.99915152521743,61.25272095278718,152,0,38,9,9,9,True,17,
step83b_track2_screen_0113,track2_screen,8302113,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,238.4989008295825,13.827655983118348,84.74898964428226,190,0,38,9,9,9,True,17,
step83b_track2_screen_0114,track2_screen,8302114,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,151.25435866024085,10.210495480639981,56.450919284215516,152,0,38,9,9,9,True,12,
step83b_track2_screen_0115,track2_screen,8302115,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,70.61967120605428,9.72993562595926,55.94345782902424,133,0,38,9,9,9,True,18,
step83b_track2_screen_0116,track2_screen,8302116,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,125.08550486105749,10.76063775001564,66.8535620960886,171,0,38,9,9,9,True,14,
step83b_track2_screen_0117,track2_screen,8302117,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,96.72887283542028,13.182640834510455,61.632227748881895,152,0,38,9,9,9,True,17,
step83b_track2_screen_0118,track2_screen,8302118,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,140.38125906090966,9.244937338560641,59.69101369435831,152,0,38,8,9,9,False,17,
step83b_track2_screen_0119,track2_screen,8302119,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,123.89851925079611,11.353634184531629,73.7712330634407,190,0,38,9,9,9,True,17,
step83b_track2_screen_0120,track2_screen,8302120,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,81.53592051272186,10.19900583625328,63.113703041088996,152,0,38,9,9,9,True,15,
step83b_track2_screen_0121,track2_screen,8302121,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,59.4719205596859,11.804850448227436,51.135160737850015,133,0,38,9,9,9,True,18,
step83b_track2_screen_0122,track2_screen,8302122,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,114.43049898284401,15.187458328700469,72.67137571735483,171,0,38,9,9,9,True,16,
step83b_track2_screen_0123,track2_screen,8302123,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,104.9052074141069,9.497333009338401,61.49274064397816,152,0,38,9,9,9,True,18,
step83b_track2_screen_0124,track2_screen,8302124,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,87.74910900318453,7.835267395340111,61.1745150697057,152,0,38,9,9,9,True,16,
step83b_track2_screen_0125,track2_screen,8302125,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,178.62136667308073,11.643915107362263,77.44915106632969,190,0,38,9,9,9,True,16,
step83b_track2_screen_0126,track2_screen,8302126,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,165.70503917656612,7.963833645235882,54.07716914696574,152,0,38,9,9,9,True,15,
step83b_track2_screen_0127,track2_screen,8302127,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,78.17799562913824,10.13014409010701,57.17798461466808,133,0,38,9,9,9,True,18,
step83b_track2_screen_0128,track2_screen,8302128,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,124.1039614582975,12.635409457042362,74.19988643227548,171,0,38,9,9,9,True,16,
step83b_track2_screen_0129,track2_screen,8302129,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,135.2241453936614,9.0844396981721,53.7568236402329,152,0,38,9,9,9,True,19,
step83b_track2_screen_0130,track2_screen,8302130,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,106.19704613547232,8.710197969571636,60.146130950659966,152,0,38,9,9,9,True,17,
step83b_track2_screen_0131,track2_screen,8302131,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,131.91635414114,11.046980151828453,84.36137318203731,190,0,38,9,9,9,True,19,
step83b_track2_screen_0132,track2_screen,8302132,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,87.28048975115,10.809656250833674,57.2578375202369,152,0,38,9,9,9,True,14,
step83b_track2_screen_0133,track2_screen,8302133,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,67.10213366355954,8.49326986978799,47.74930468482928,133,0,38,9,9,9,True,17,
step83b_track2_screen_0134,track2_screen,8302134,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,153.6016543280162,12.230255409655355,71.82884775740222,171,0,38,9,9,9,True,15,
step83b_track2_screen_0135,track2_screen,8302135,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,91.2713073919998,9.86318718936779,61.415151261997885,152,0,38,9,9,9,True,18,
step83b_track2_screen_0136,track2_screen,8302136,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,146.4752773324498,11.204641926041962,65.90016559198652,152,0,38,9,9,9,True,17,
step83b_track2_screen_0137,track2_screen,8302137,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,127.9532316331267,16.08049198617079,85.22163939470684,190,0,38,9,9,9,True,18,
step83b_track2_screen_0138,track2_screen,8302138,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,118.61827742035183,10.111167819154378,59.826849730923996,152,0,38,9,9,9,True,15,
step83b_track2_screen_0139,track2_screen,8302139,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,76.64415178391673,7.234876814712216,46.1040313888227,133,0,38,9,9,9,True,18,
step83b_track2_screen_0140,track2_screen,8302140,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,163.51970207598,9.522744497230935,62.25708855601062,171,0,38,9,9,9,True,17,
step83b_track2_screen_0141,track2_screen,8302141,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,349.48337296693126,15.829767911809746,67.13069969865086,152,0,38,9,9,9,True,15,
step83b_track2_screen_0142,track2_screen,8302142,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,83.28407744587267,11.479266832784745,57.686049414974995,152,0,38,9,9,9,True,19,
step83b_track2_screen_0143,track2_screen,8302143,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,143.3196002963402,14.7370200733792,81.44288947470761,190,0,38,9,9,9,True,19,
step83b_track2_screen_0144,track2_screen,8302144,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,211.4562642023329,9.1035228467041,55.016613646852214,152,0,38,9,9,9,True,13,
step83b_track2_screen_0145,track2_screen,8302145,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,65.00891389434727,10.332700879435235,51.676463232399094,133,0,38,9,9,9,True,17,
step83b_track2_screen_0146,track2_screen,8302146,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,108.69516918943744,8.420387850712144,58.237557523379365,171,0,38,9,9,9,True,17,
step83b_track2_screen_0147,track2_screen,8302147,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,165.90099809314376,12.453982034981532,62.73015844109546,152,0,38,9,9,9,True,17,
step83b_track2_screen_0148,track2_screen,8302148,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,166.01993553027896,9.69562962387374,62.940962280284616,152,0,38,9,9,9,True,18,
step83b_track2_screen_0149,track2_screen,8302149,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,155.3867666989549,11.270182969336467,74.64452149097683,190,0,38,9,9,9,True,19,
step83b_track2_screen_0150,track2_screen,8302150,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,94.94525513602116,11.905760458417285,55.59190848550161,152,0,38,9,9,9,True,15,
step83b_track2_screen_0151,track2_screen,8302151,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,62.90630625530746,9.035327972904332,49.977909918722354,133,0,38,9,9,9,True,17,
step83b_track2_screen_0152,track2_screen,8302152,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,123.35225204893327,9.749217563036886,58.42715258412208,171,0,38,9,9,9,True,18,
step83b_track2_screen_0153,track2_screen,8302153,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,88.87508259480974,8.523658908595129,51.21711664233661,152,0,38,9,9,9,True,19,
step83b_track2_screen_0154,track2_screen,8302154,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,83.25312283215345,10.968831429153681,69.65253918703428,152,0,38,9,9,9,True,18,
step83b_track2_screen_0155,track2_screen,8302155,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,181.64860814510521,12.603758689291773,81.03235165842563,190,0,38,9,9,9,True,16,
step83b_track2_screen_0156,track2_screen,8302156,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,103.15652385382224,7.793485730736878,48.37836737623194,152,0,38,9,9,9,True,13,
step83b_track2_screen_0157,track2_screen,8302157,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,131.0438830541996,10.086077166097123,46.209987244610396,133,0,38,9,9,9,True,18,
step83b_track2_screen_0158,track2_screen,8302158,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,227.36975809530458,10.047738031621472,69.8633930457542,171,0,38,9,9,9,True,19,
step83b_track2_screen_0159,track2_screen,8302159,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,130.7300244361603,12.011496941918766,66.49013796947531,152,0,38,9,9,9,True,17,
step83b_track2_screen_0160,track2_screen,8302160,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,90.6973456492778,7.737949438803755,51.97901888413578,152,0,38,9,9,9,True,16,
step83b_track2_screen_0161,track2_screen,8302161,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,177.2915820053706,13.250573179913644,80.53576657401669,190,0,38,9,9,9,True,19,
step83b_track2_screen_0162,track2_screen,8302162,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,114.3514704898406,11.370555435253667,57.88476353292005,152,0,38,9,9,9,True,15,
step83b_track2_screen_0163,track2_screen,8302163,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,120.67983336042975,13.20331212815735,52.94490919118728,133,0,38,9,9,9,True,16,
step83b_track2_screen_0164,track2_screen,8302164,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,131.29413314056785,11.789561480181241,68.94627814901826,171,0,38,9,9,9,True,16,
step83b_track2_screen_0165,track2_screen,8302165,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,69.05731809090828,9.491044227016497,57.95693203812764,152,0,38,9,9,9,True,18,
step83b_track2_screen_0166,track2_screen,8302166,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,76.54729917147415,13.87650972891002,61.65245015652389,152,0,38,9,9,9,True,18,
step83b_track2_screen_0167,track2_screen,8302167,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,103.7417031352695,10.301441620545603,77.8237788172643,190,0,38,9,9,9,True,19,
step83b_track2_screen_0168,track2_screen,8302168,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,124.23191222999462,10.691061942589672,61.70141158207791,152,0,38,9,9,9,True,14,
step83b_track2_screen_0169,track2_screen,8302169,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,62.69499923022644,8.82194807461704,56.553639688450225,133,0,38,9,9,9,True,18,
step83b_track2_screen_0170,track2_screen,8302170,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,110.72405834631006,10.226907459173232,71.59809992561851,171,0,38,9,9,9,True,19,
step83b_track2_screen_0171,track2_screen,8302171,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,67.40278171526995,8.399691384945259,49.70940154458428,152,0,38,9,9,9,True,18,
step83b_track2_screen_0172,track2_screen,8302172,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,73.45756115414835,10.052161190287132,58.385997111760396,152,0,38,9,9,9,True,19,
step83b_track2_screen_0173,track2_screen,8302173,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,195.88059580573938,13.350205791466411,85.76724684220763,190,0,38,9,9,9,True,18,
step83b_track2_screen_0174,track2_screen,8302174,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,58.70621478099634,7.342533064945618,49.96364992510323,152,0,38,9,9,9,True,15,
step83b_track2_screen_0175,track2_screen,8302175,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,151.81487768458257,10.7083751211856,56.591032216647775,133,0,38,9,9,9,True,17,
step83b_track2_screen_0176,track2_screen,8302176,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,116.89831467587706,10.462103626098557,72.4731461336794,171,0,38,9,9,9,True,17,
step83b_track2_screen_0177,track2_screen,8302177,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,80.64523720235582,10.962033636370222,72.16805914800311,152,0,38,9,9,9,True,17,
step83b_track2_screen_0178,track2_screen,8302178,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,130.79528412353724,9.141458412041874,53.25767317512626,152,0,38,9,9,9,True,17,
step83b_track2_screen_0179,track2_screen,8302179,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,130.22006085712871,15.715902639182987,84.55044506206715,190,0,38,9,9,9,True,19,
step83b_track2_screen_0180,track2_screen,8302180,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,100.332127052077,9.340962615998723,49.556075304828376,152,0,38,8,9,9,False,15,
step83b_track2_screen_0181,track2_screen,8302181,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,65.21313966906584,7.30913102486843,49.156903218376115,133,0,38,9,9,9,True,18,
step83b_track2_screen_0182,track2_screen,8302182,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,147.5436257675232,15.628464511330648,77.98652677424408,171,0,38,9,9,9,True,17,
step83b_track2_screen_0183,track2_screen,8302183,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,69.75234379586419,10.489208287080217,56.38849522558737,152,0,38,9,9,9,True,18,
step83b_track2_screen_0184,track2_screen,8302184,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,176.75649661153497,8.55653789466183,60.59668679963186,152,0,38,9,9,9,True,18,
step83b_track2_screen_0185,track2_screen,8302185,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,222.3878593470432,9.371888523399994,71.08398461855919,190,0,38,9,9,9,True,16,
step83b_track2_screen_0186,track2_screen,8302186,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,82.50946831930416,9.305909566821107,56.92143435956847,152,0,38,9,9,9,True,14,
step83b_track2_screen_0187,track2_screen,8302187,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,89.07995234933618,9.471602232651076,54.976015221388266,133,0,38,9,9,9,True,19,
step83b_track2_screen_0188,track2_screen,8302188,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,116.66665455515259,10.791679145288029,70.47459131485903,171,0,38,9,9,9,True,18,
step83b_track2_screen_0189,track2_screen,8302189,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,148.24420436085376,13.077504714832806,70.56793296349217,152,0,38,9,9,9,True,17,
step83b_track2_screen_0190,track2_screen,8302190,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,106.47113000826495,10.606581708237133,60.97185107126557,152,0,38,9,9,9,True,17,
step83b_track2_screen_0191,track2_screen,8302191,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,140.4105397424332,10.66184875518987,81.57881955627703,190,0,38,9,9,9,True,18,
step83b_track2_screen_0192,track2_screen,8302192,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,101.12160801924874,12.537861355736553,62.39099758642842,152,0,38,9,9,9,True,17,
step83b_track2_screen_0193,track2_screen,8302193,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,67.95475020452153,8.968210440390772,53.10769528065559,133,0,38,9,9,9,True,19,
step83b_track2_screen_0194,track2_screen,8302194,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,114.92318647914644,10.397718580790123,73.45160432000223,171,0,38,9,9,9,True,17,
step83b_track2_screen_0195,track2_screen,8302195,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,112.99786130459009,8.6825782741117,53.70235028137779,152,0,38,9,9,9,True,18,
step83b_track2_screen_0196,track2_screen,8302196,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,88.86558821973529,13.353645344149045,71.21783040790227,152,0,38,9,9,9,True,18,
step83b_track2_screen_0197,track2_screen,8302197,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,104.55834990232309,11.91642918370541,84.68910498171748,190,0,38,9,9,9,True,18,
step83b_track2_screen_0198,track2_screen,8302198,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,95.34897168075202,11.037661743148243,61.25001593574113,152,0,38,9,9,9,True,16,
step83b_track2_screen_0199,track2_screen,8302199,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,53.712960750138755,10.370232104528903,56.40134378724721,133,0,38,9,9,9,True,18,
step83b_track2_screen_0200,track2_screen,8302200,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,176.94209538122834,11.115950438775538,75.36220550809117,171,0,38,9,9,9,True,16,
step83b_track2_screen_0201,track2_screen,8302201,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,88.37420499999476,7.060039774029834,50.97257061606819,152,0,38,9,9,9,True,18,
step83b_track2_screen_0202,track2_screen,8302202,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,92.62066616849755,8.859440366890352,63.529766760050414,152,0,38,9,9,9,True,18,
step83b_track2_screen_0203,track2_screen,8302203,"(4,4,4)",4,4,4,screened_ok,True,190,190,190,98.03345076307231,14.492340823007725,86.7440759528834,190,0,38,9,9,9,True,18,
step83b_track2_screen_0204,track2_screen,8302204,"(4,4,2)",4,4,2,screened_ok,True,152,152,152,76.4588538896983,8.825532332780222,57.21012147290052,152,0,38,9,9,9,True,15,
step83b_track2_screen_0205,track2_screen,8302205,"(3,3,3)",3,3,3,screened_ok,True,133,133,133,91.6061902201011,8.511459854176547,53.1905811453371,133,0,38,9,9,9,True,17,
step83b_track2_screen_0206,track2_screen,8302206,"(4,4,3)",4,4,3,screened_ok,True,171,171,171,162.04778223366668,11.816041656277907,78.55876877396956,171,0,38,9,9,9,True,18,
step83b_track2_screen_0207,track2_screen,8302207,"(4,3,3)",4,3,3,screened_ok,True,152,152,152,83.75242347383083,9.508366336225976,64.69146043129227,152,0,38,9,9,9,True,17,
step83b_track2_screen_0208,track2_screen,8302208,"(3,4,3)",3,4,3,screened_ok,True,152,152,152,135.19938191666736,10.444572055040295,58.9638869189356,152,0,38,9,9,9,True,18,
