profile_id,alpha,beta,profile,provenance
145,"[[-1, -1], [0, -1]]","[[-1, 1], [1, 0]]","[1, -1, -1, 0, 1, -1, -1, 0, 0, 0, 0, 0, 1, -1, -1, 0]",EXACT_DERIVED
146,"[[-1, -1], [0, -1]]","[[-1, 1], [1, 1]]","[1, -1, -1, -1, 1, -1, -1, -1, 0, 0, 0, 0, 1, -1, -1, -1]",EXACT_DERIVED
147,"[[-1, -1], [0, -1]]","[[0, -1], [-1, -1]]","[0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1]",EXACT_DERIVED
148,"[[-1, -1], [0, -1]]","[[0, -1], [-1, 0]]","[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]",EXACT_DERIVED
149,"[[-1, -1], [0, -1]]","[[0, -1], [-1, 1]]","[0, 1, 1, -1, 0, 1, 1, -1, 0, 0, 0, 0, 0, 1, 1, -1]",EXACT_DERIVED
150,"[[-1, -1], [0, -1]]","[[0, -1], [0, -1]]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",EXACT_DERIVED
151,"[[-1, -1], [0, -1]]","[[0, -1], [0, 0]]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",EXACT_DERIVED
152,"[[-1, -1], [0, -1]]","[[0, -1], [0, 1]]","[0, 1, 0, -1, 0, 1, 0, -1, 0, 0, 0, 0, 0, 1, 0, -1]",EXACT_DERIVED
153,"[[-1, -1], [0, -1]]","[[0, -1], [1, -1]]","[0, 1, -1, 1, 0, 1, -1, 1, 0, 0, 0, 0, 0, 1, -1, 1]",EXACT_DERIVED
154,"[[-1, -1], [0, -1]]","[[0, -1], [1, 0]]","[0, 1, -1, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 1, -1, 0]",EXACT_DERIVED
155,"[[-1, -1], [0, -1]]","[[0, -1], [1, 1]]","[0, 1, -1, -1, 0, 1, -1, -1, 0, 0, 0, 0, 0, 1, -1, -1]",EXACT_DERIVED
156,"[[-1, -1], [0, -1]]","[[0, 0], [-1, -1]]","[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1]",EXACT_DERIVED
157,"[[-1, -1], [0, -1]]","[[0, 0], [-1, 0]]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",EXACT_DERIVED
158,"[[-1, -1], [0, -1]]","[[0, 0], [-1, 1]]","[0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 1, -1]",EXACT_DERIVED
159,"[[-1, -1], [0, -1]]","[[0, 0], [0, -1]]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",EXACT_DERIVED
160,"[[-1, -1], [0, 0]]","[[-1, -1], [-1, -1]]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
161,"[[-1, -1], [0, 0]]","[[-1, -1], [-1, 0]]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
162,"[[-1, -1], [0, 0]]","[[-1, -1], [-1, 1]]","[1, 1, 1, -1, 1, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
163,"[[-1, -1], [0, 0]]","[[-1, -1], [0, -1]]","[1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
164,"[[-1, -1], [0, 0]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
165,"[[-1, -1], [0, 0]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, 1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
166,"[[-1, -1], [0, 0]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, 1, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
167,"[[-1, -1], [0, 0]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
168,"[[-1, -1], [0, 0]]","[[-1, -1], [1, 1]]","[1, 1, -1, -1, 1, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
169,"[[-1, -1], [0, 0]]","[[-1, 0], [-1, -1]]","[1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
170,"[[-1, -1], [0, 0]]","[[-1, 0], [-1, 0]]","[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
171,"[[-1, -1], [0, 0]]","[[-1, 0], [-1, 1]]","[1, 0, 1, -1, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
172,"[[-1, -1], [0, 0]]","[[-1, 0], [0, -1]]","[1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
173,"[[-1, -1], [0, 0]]","[[-1, 0], [0, 0]]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
174,"[[-1, -1], [0, 0]]","[[-1, 0], [0, 1]]","[1, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
175,"[[-1, -1], [0, 0]]","[[-1, 0], [1, -1]]","[1, 0, -1, 1, 1, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
176,"[[-1, -1], [0, 0]]","[[-1, 0], [1, 0]]","[1, 0, -1, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
177,"[[-1, -1], [0, 0]]","[[-1, 0], [1, 1]]","[1, 0, -1, -1, 1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
178,"[[-1, -1], [0, 0]]","[[-1, 1], [-1, -1]]","[1, -1, 1, 1, 1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
179,"[[-1, -1], [0, 0]]","[[-1, 1], [-1, 0]]","[1, -1, 1, 0, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
180,"[[-1, -1], [0, 0]]","[[-1, 1], [-1, 1]]","[1, -1, 1, -1, 1, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
181,"[[-1, -1], [0, 0]]","[[-1, 1], [0, -1]]","[1, -1, 0, 1, 1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
182,"[[-1, -1], [0, 0]]","[[-1, 1], [0, 0]]","[1, -1, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
183,"[[-1, -1], [0, 0]]","[[-1, 1], [0, 1]]","[1, -1, 0, -1, 1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
184,"[[-1, -1], [0, 0]]","[[-1, 1], [1, -1]]","[1, -1, -1, 1, 1, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
185,"[[-1, -1], [0, 0]]","[[-1, 1], [1, 0]]","[1, -1, -1, 0, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
186,"[[-1, -1], [0, 0]]","[[-1, 1], [1, 1]]","[1, -1, -1, -1, 1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
187,"[[-1, -1], [0, 0]]","[[0, -1], [-1, -1]]","[0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
188,"[[-1, -1], [0, 0]]","[[0, -1], [-1, 0]]","[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
189,"[[-1, -1], [0, 0]]","[[0, -1], [-1, 1]]","[0, 1, 1, -1, 0, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
190,"[[-1, -1], [0, 0]]","[[0, -1], [0, -1]]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
191,"[[-1, -1], [0, 0]]","[[0, -1], [0, 0]]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
192,"[[-1, -1], [0, 0]]","[[0, -1], [0, 1]]","[0, 1, 0, -1, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
193,"[[-1, -1], [0, 0]]","[[0, -1], [1, -1]]","[0, 1, -1, 1, 0, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
194,"[[-1, -1], [0, 0]]","[[0, -1], [1, 0]]","[0, 1, -1, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
195,"[[-1, -1], [0, 0]]","[[0, -1], [1, 1]]","[0, 1, -1, -1, 0, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
196,"[[-1, -1], [0, 0]]","[[0, 0], [-1, -1]]","[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
197,"[[-1, -1], [0, 0]]","[[0, 0], [-1, 0]]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
198,"[[-1, -1], [0, 0]]","[[0, 0], [-1, 1]]","[0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
199,"[[-1, -1], [0, 0]]","[[0, 0], [0, -1]]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
200,"[[-1, -1], [0, 1]]","[[-1, -1], [-1, -1]]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, -1, -1, -1, -1]",EXACT_DERIVED
201,"[[-1, -1], [0, 1]]","[[-1, -1], [-1, 0]]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, -1, -1, -1, 0]",EXACT_DERIVED
202,"[[-1, -1], [0, 1]]","[[-1, -1], [-1, 1]]","[1, 1, 1, -1, 1, 1, 1, -1, 0, 0, 0, 0, -1, -1, -1, 1]",EXACT_DERIVED
203,"[[-1, -1], [0, 1]]","[[-1, -1], [0, -1]]","[1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, -1, -1, 0, -1]",EXACT_DERIVED
204,"[[-1, -1], [0, 1]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0]",EXACT_DERIVED
205,"[[-1, -1], [0, 1]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, 1, 1, 0, -1, 0, 0, 0, 0, -1, -1, 0, 1]",EXACT_DERIVED
206,"[[-1, -1], [0, 1]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, 1, 1, -1, 1, 0, 0, 0, 0, -1, -1, 1, -1]",EXACT_DERIVED
207,"[[-1, -1], [0, 1]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, 1, 1, -1, 0, 0, 0, 0, 0, -1, -1, 1, 0]",EXACT_DERIVED
208,"[[-1, -1], [0, 1]]","[[-1, -1], [1, 1]]","[1, 1, -1, -1, 1, 1, -1, -1, 0, 0, 0, 0, -1, -1, 1, 1]",EXACT_DERIVED
209,"[[-1, -1], [0, 1]]","[[-1, 0], [-1, -1]]","[1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, -1, 0, -1, -1]",EXACT_DERIVED
210,"[[-1, -1], [0, 1]]","[[-1, 0], [-1, 0]]","[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, -1, 0]",EXACT_DERIVED
211,"[[-1, -1], [0, 1]]","[[-1, 0], [-1, 1]]","[1, 0, 1, -1, 1, 0, 1, -1, 0, 0, 0, 0, -1, 0, -1, 1]",EXACT_DERIVED
212,"[[-1, -1], [0, 1]]","[[-1, 0], [0, -1]]","[1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, -1]",EXACT_DERIVED
213,"[[-1, -1], [0, 1]]","[[-1, 0], [0, 0]]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",EXACT_DERIVED
214,"[[-1, -1], [0, 1]]","[[-1, 0], [0, 1]]","[1, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 1]",EXACT_DERIVED
215,"[[-1, -1], [0, 1]]","[[-1, 0], [1, -1]]","[1, 0, -1, 1, 1, 0, -1, 1, 0, 0, 0, 0, -1, 0, 1, -1]",EXACT_DERIVED
216,"[[-1, -1], [0, 1]]","[[-1, 0], [1, 0]]","[1, 0, -1, 0, 1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 1, 0]",EXACT_DERIVED
217,"[[-1, -1], [0, 1]]","[[-1, 0], [1, 1]]","[1, 0, -1, -1, 1, 0, -1, -1, 0, 0, 0, 0, -1, 0, 1, 1]",EXACT_DERIVED
218,"[[-1, -1], [0, 1]]","[[-1, 1], [-1, -1]]","[1, -1, 1, 1, 1, -1, 1, 1, 0, 0, 0, 0, -1, 1, -1, -1]",EXACT_DERIVED
219,"[[-1, -1], [0, 1]]","[[-1, 1], [-1, 0]]","[1, -1, 1, 0, 1, -1, 1, 0, 0, 0, 0, 0, -1, 1, -1, 0]",EXACT_DERIVED
220,"[[-1, -1], [0, 1]]","[[-1, 1], [-1, 1]]","[1, -1, 1, -1, 1, -1, 1, -1, 0, 0, 0, 0, -1, 1, -1, 1]",EXACT_DERIVED
221,"[[-1, -1], [0, 1]]","[[-1, 1], [0, -1]]","[1, -1, 0, 1, 1, -1, 0, 1, 0, 0, 0, 0, -1, 1, 0, -1]",EXACT_DERIVED
222,"[[-1, -1], [0, 1]]","[[-1, 1], [0, 0]]","[1, -1, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0]",EXACT_DERIVED
223,"[[-1, -1], [0, 1]]","[[-1, 1], [0, 1]]","[1, -1, 0, -1, 1, -1, 0, -1, 0, 0, 0, 0, -1, 1, 0, 1]",EXACT_DERIVED
224,"[[-1, -1], [0, 1]]","[[-1, 1], [1, -1]]","[1, -1, -1, 1, 1, -1, -1, 1, 0, 0, 0, 0, -1, 1, 1, -1]",EXACT_DERIVED
225,"[[-1, -1], [0, 1]]","[[-1, 1], [1, 0]]","[1, -1, -1, 0, 1, -1, -1, 0, 0, 0, 0, 0, -1, 1, 1, 0]",EXACT_DERIVED
226,"[[-1, -1], [0, 1]]","[[-1, 1], [1, 1]]","[1, -1, -1, -1, 1, -1, -1, -1, 0, 0, 0, 0, -1, 1, 1, 1]",EXACT_DERIVED
227,"[[-1, -1], [0, 1]]","[[0, -1], [-1, -1]]","[0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, -1, -1, -1]",EXACT_DERIVED
228,"[[-1, -1], [0, 1]]","[[0, -1], [-1, 0]]","[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -1, -1, 0]",EXACT_DERIVED
229,"[[-1, -1], [0, 1]]","[[0, -1], [-1, 1]]","[0, 1, 1, -1, 0, 1, 1, -1, 0, 0, 0, 0, 0, -1, -1, 1]",EXACT_DERIVED
230,"[[-1, -1], [0, 1]]","[[0, -1], [0, -1]]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, -1]",EXACT_DERIVED
231,"[[-1, -1], [0, 1]]","[[0, -1], [0, 0]]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]",EXACT_DERIVED
232,"[[-1, -1], [0, 1]]","[[0, -1], [0, 1]]","[0, 1, 0, -1, 0, 1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 1]",EXACT_DERIVED
233,"[[-1, -1], [0, 1]]","[[0, -1], [1, -1]]","[0, 1, -1, 1, 0, 1, -1, 1, 0, 0, 0, 0, 0, -1, 1, -1]",EXACT_DERIVED
234,"[[-1, -1], [0, 1]]","[[0, -1], [1, 0]]","[0, 1, -1, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0]",EXACT_DERIVED
235,"[[-1, -1], [0, 1]]","[[0, -1], [1, 1]]","[0, 1, -1, -1, 0, 1, -1, -1, 0, 0, 0, 0, 0, -1, 1, 1]",EXACT_DERIVED
236,"[[-1, -1], [0, 1]]","[[0, 0], [-1, -1]]","[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -1, -1]",EXACT_DERIVED
237,"[[-1, -1], [0, 1]]","[[0, 0], [-1, 0]]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0]",EXACT_DERIVED
238,"[[-1, -1], [0, 1]]","[[0, 0], [-1, 1]]","[0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, -1, 1]",EXACT_DERIVED
239,"[[-1, -1], [0, 1]]","[[0, 0], [0, -1]]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1]",EXACT_DERIVED
240,"[[-1, -1], [1, -1]]","[[-1, -1], [-1, -1]]","[1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1, 1, 1]",EXACT_DERIVED
241,"[[-1, -1], [1, -1]]","[[-1, -1], [-1, 0]]","[1, 1, 1, 0, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0]",EXACT_DERIVED
242,"[[-1, -1], [1, -1]]","[[-1, -1], [-1, 1]]","[1, 1, 1, -1, 1, 1, 1, -1, -1, -1, -1, 1, 1, 1, 1, -1]",EXACT_DERIVED
243,"[[-1, -1], [1, -1]]","[[-1, -1], [0, -1]]","[1, 1, 0, 1, 1, 1, 0, 1, -1, -1, 0, -1, 1, 1, 0, 1]",EXACT_DERIVED
244,"[[-1, -1], [1, -1]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, 1, 1, 0, 0, -1, -1, 0, 0, 1, 1, 0, 0]",EXACT_DERIVED
245,"[[-1, -1], [1, -1]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1]",EXACT_DERIVED
246,"[[-1, -1], [1, -1]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, 1, 1, -1, 1, -1, -1, 1, -1, 1, 1, -1, 1]",EXACT_DERIVED
247,"[[-1, -1], [1, -1]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, 1, 1, -1, 0, -1, -1, 1, 0, 1, 1, -1, 0]",EXACT_DERIVED
248,"[[-1, -1], [1, -1]]","[[-1, -1], [1, 1]]","[1, 1, -1, -1, 1, 1, -1, -1, -1, -1, 1, 1, 1, 1, -1, -1]",EXACT_DERIVED
249,"[[-1, -1], [1, -1]]","[[-1, 0], [-1, -1]]","[1, 0, 1, 1, 1, 0, 1, 1, -1, 0, -1, -1, 1, 0, 1, 1]",EXACT_DERIVED
250,"[[-1, -1], [1, -1]]","[[-1, 0], [-1, 0]]","[1, 0, 1, 0, 1, 0, 1, 0, -1, 0, -1, 0, 1, 0, 1, 0]",EXACT_DERIVED
251,"[[-1, -1], [1, -1]]","[[-1, 0], [-1, 1]]","[1, 0, 1, -1, 1, 0, 1, -1, -1, 0, -1, 1, 1, 0, 1, -1]",EXACT_DERIVED
252,"[[-1, -1], [1, -1]]","[[-1, 0], [0, -1]]","[1, 0, 0, 1, 1, 0, 0, 1, -1, 0, 0, -1, 1, 0, 0, 1]",EXACT_DERIVED
253,"[[-1, -1], [1, -1]]","[[-1, 0], [0, 0]]","[1, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0]",EXACT_DERIVED
254,"[[-1, -1], [1, -1]]","[[-1, 0], [0, 1]]","[1, 0, 0, -1, 1, 0, 0, -1, -1, 0, 0, 1, 1, 0, 0, -1]",EXACT_DERIVED
255,"[[-1, -1], [1, -1]]","[[-1, 0], [1, -1]]","[1, 0, -1, 1, 1, 0, -1, 1, -1, 0, 1, -1, 1, 0, -1, 1]",EXACT_DERIVED
256,"[[-1, -1], [1, -1]]","[[-1, 0], [1, 0]]","[1, 0, -1, 0, 1, 0, -1, 0, -1, 0, 1, 0, 1, 0, -1, 0]",EXACT_DERIVED
257,"[[-1, -1], [1, -1]]","[[-1, 0], [1, 1]]","[1, 0, -1, -1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1]",EXACT_DERIVED
258,"[[-1, -1], [1, -1]]","[[-1, 1], [-1, -1]]","[1, -1, 1, 1, 1, -1, 1, 1, -1, 1, -1, -1, 1, -1, 1, 1]",EXACT_DERIVED
259,"[[-1, -1], [1, -1]]","[[-1, 1], [-1, 0]]","[1, -1, 1, 0, 1, -1, 1, 0, -1, 1, -1, 0, 1, -1, 1, 0]",EXACT_DERIVED
260,"[[-1, -1], [1, -1]]","[[-1, 1], [-1, 1]]","[1, -1, 1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1]",EXACT_DERIVED
261,"[[-1, -1], [1, -1]]","[[-1, 1], [0, -1]]","[1, -1, 0, 1, 1, -1, 0, 1, -1, 1, 0, -1, 1, -1, 0, 1]",EXACT_DERIVED
262,"[[-1, -1], [1, -1]]","[[-1, 1], [0, 0]]","[1, -1, 0, 0, 1, -1, 0, 0, -1, 1, 0, 0, 1, -1, 0, 0]",EXACT_DERIVED
263,"[[-1, -1], [1, -1]]","[[-1, 1], [0, 1]]","[1, -1, 0, -1, 1, -1, 0, -1, -1, 1, 0, 1, 1, -1, 0, -1]",EXACT_DERIVED
264,"[[-1, -1], [1, -1]]","[[-1, 1], [1, -1]]","[1, -1, -1, 1, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1, -1, 1]",EXACT_DERIVED
265,"[[-1, -1], [1, -1]]","[[-1, 1], [1, 0]]","[1, -1, -1, 0, 1, -1, -1, 0, -1, 1, 1, 0, 1, -1, -1, 0]",EXACT_DERIVED
266,"[[-1, -1], [1, -1]]","[[-1, 1], [1, 1]]","[1, -1, -1, -1, 1, -1, -1, -1, -1, 1, 1, 1, 1, -1, -1, -1]",EXACT_DERIVED
267,"[[-1, -1], [1, -1]]","[[0, -1], [-1, -1]]","[0, 1, 1, 1, 0, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1]",EXACT_DERIVED
268,"[[-1, -1], [1, -1]]","[[0, -1], [-1, 0]]","[0, 1, 1, 0, 0, 1, 1, 0, 0, -1, -1, 0, 0, 1, 1, 0]",EXACT_DERIVED
269,"[[-1, -1], [1, -1]]","[[0, -1], [-1, 1]]","[0, 1, 1, -1, 0, 1, 1, -1, 0, -1, -1, 1, 0, 1, 1, -1]",EXACT_DERIVED
270,"[[-1, -1], [1, -1]]","[[0, -1], [0, -1]]","[0, 1, 0, 1, 0, 1, 0, 1, 0, -1, 0, -1, 0, 1, 0, 1]",EXACT_DERIVED
271,"[[-1, -1], [1, -1]]","[[0, -1], [0, 0]]","[0, 1, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0]",EXACT_DERIVED
272,"[[-1, -1], [1, -1]]","[[0, -1], [0, 1]]","[0, 1, 0, -1, 0, 1, 0, -1, 0, -1, 0, 1, 0, 1, 0, -1]",EXACT_DERIVED
273,"[[-1, -1], [1, -1]]","[[0, -1], [1, -1]]","[0, 1, -1, 1, 0, 1, -1, 1, 0, -1, 1, -1, 0, 1, -1, 1]",EXACT_DERIVED
274,"[[-1, -1], [1, -1]]","[[0, -1], [1, 0]]","[0, 1, -1, 0, 0, 1, -1, 0, 0, -1, 1, 0, 0, 1, -1, 0]",EXACT_DERIVED
275,"[[-1, -1], [1, -1]]","[[0, -1], [1, 1]]","[0, 1, -1, -1, 0, 1, -1, -1, 0, -1, 1, 1, 0, 1, -1, -1]",EXACT_DERIVED
276,"[[-1, -1], [1, -1]]","[[0, 0], [-1, -1]]","[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, -1, -1, 0, 0, 1, 1]",EXACT_DERIVED
277,"[[-1, -1], [1, -1]]","[[0, 0], [-1, 0]]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 1, 0]",EXACT_DERIVED
278,"[[-1, -1], [1, -1]]","[[0, 0], [-1, 1]]","[0, 0, 1, -1, 0, 0, 1, -1, 0, 0, -1, 1, 0, 0, 1, -1]",EXACT_DERIVED
279,"[[-1, -1], [1, -1]]","[[0, 0], [0, -1]]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 1]",EXACT_DERIVED
280,"[[-1, -1], [1, 0]]","[[-1, -1], [-1, -1]]","[1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 0, 0, 0, 0]",EXACT_DERIVED
281,"[[-1, -1], [1, 0]]","[[-1, -1], [-1, 0]]","[1, 1, 1, 0, 1, 1, 1, 0, -1, -1, -1, 0, 0, 0, 0, 0]",EXACT_DERIVED
282,"[[-1, -1], [1, 0]]","[[-1, -1], [-1, 1]]","[1, 1, 1, -1, 1, 1, 1, -1, -1, -1, -1, 1, 0, 0, 0, 0]",EXACT_DERIVED
283,"[[-1, -1], [1, 0]]","[[-1, -1], [0, -1]]","[1, 1, 0, 1, 1, 1, 0, 1, -1, -1, 0, -1, 0, 0, 0, 0]",EXACT_DERIVED
284,"[[-1, -1], [1, 0]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, 1, 1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
285,"[[-1, -1], [1, 0]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, 1, 1, 0, -1, -1, -1, 0, 1, 0, 0, 0, 0]",EXACT_DERIVED
286,"[[-1, -1], [1, 0]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, 1, 1, -1, 1, -1, -1, 1, -1, 0, 0, 0, 0]",EXACT_DERIVED
287,"[[-1, -1], [1, 0]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, 1, 1, -1, 0, -1, -1, 1, 0, 0, 0, 0, 0]",EXACT_DERIVED
288,"[[-1, -1], [1, 0]]","[[-1, -1], [1, 1]]","[1, 1, -1, -1, 1, 1, -1, -1, -1, -1, 1, 1, 0, 0, 0, 0]",EXACT_DERIVED
289,"[[-1, -1], [1, 0]]","[[-1, 0], [-1, -1]]","[1, 0, 1, 1, 1, 0, 1, 1, -1, 0, -1, -1, 0, 0, 0, 0]",EXACT_DERIVED
290,"[[-1, -1], [1, 0]]","[[-1, 0], [-1, 0]]","[1, 0, 1, 0, 1, 0, 1, 0, -1, 0, -1, 0, 0, 0, 0, 0]",EXACT_DERIVED
291,"[[-1, -1], [1, 0]]","[[-1, 0], [-1, 1]]","[1, 0, 1, -1, 1, 0, 1, -1, -1, 0, -1, 1, 0, 0, 0, 0]",EXACT_DERIVED
