piece_id,rank_tested,seed,verified_loss,best_max_abs_residual,provenance
L_tetromino_class_01,9,920211,2.0050649895010744e+00,9.4693418769948035e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,921613,1.0414960872753023e+00,7.9695585113842615e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,922314,1.7061154229696294e+00,4.6794930380748123e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,934231,3.0000000000000000e+00,6.5864043613144552e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,923015,2.0026208589294239e+00,9.6342651154887948e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,925118,2.0029356787268138e+00,8.1293878270162157e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,925819,2.0047697171267891e+00,6.4230531184177453e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,924417,1.4620037613175545e+00,4.1597776624504268e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,926520,1.0394370371442194e+00,5.1061829261723934e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,927221,2.0040172920683386e+00,8.6900116605446620e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,927922,2.0075145567362198e+00,8.0499752826048809e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,939138,3.0000000000000009e+00,8.5116184884656965e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,929324,2.0046737611238084e+00,6.5258404207287335e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,928623,1.0212489560087838e+00,3.0161724402401469e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,930025,2.0048276996007339e+00,8.9117965814842659e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,930726,2.0033685944048134e+00,9.8336066062429728e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,931427,1.0102744356973254e+00,7.4711137394795246e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,932829,1.0094050542184032e+00,6.0197144425426641e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,932128,2.0034162979347889e+00,7.6806755603916665e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,933530,1.0124294315857876e+00,3.4291805565449618e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,946148,3.0000000000000000e+00,9.2286078712115360e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,934932,1.0165371662580518e+00,4.7428360537123493e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,935633,1.1754692812551117e+00,5.4172636726828460e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,936334,2.0057780543378212e+00,7.0972982444801258e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,937035,2.0029116459979162e+00,9.1363082370107618e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,944045,3.0000000000000062e+00,9.8937980315197938e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,937736,1.0163610089795165e+00,6.6148389862264734e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,938437,1.0836248469845886e+00,5.7623293878129689e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,953158,3.0000000000000009e+00,6.7007702678189673e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,948251,3.0000000000000044e+00,5.4989787687369773e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,940540,1.0141484183830956e+00,3.2473348030467497e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,939839,1.0166628361820120e+00,7.6408633289387184e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,953859,3.0000000000000000e+00,9.9598901955281527e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,941241,2.0037849878606111e+00,8.5280679304852025e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,941942,2.0027491876213803e+00,6.2805568486271846e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,943344,2.0034022273910841e+00,7.4213500957668210e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,955261,3.0000000000000004e+00,8.3619460020173686e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,942643,2.0046647970002716e+00,7.8671540677056573e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,958766,3.0000000000000027e+00,8.8826882987117894e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,945447,1.0235870206340019e+00,3.9010798242870548e-01,MEASURED_FROM_CODE
L_tetromino_class_01,9,959467,3.0000000000000004e+00,8.2626154329221113e-01,MEASURED_FROM_CODE
