samefiber_fourier_term_count,samefiber_fourier_total_failures,samefiber_fourier_live_target_failures,samefiber_fourier_live_off_target_failures,samefiber_fourier_dead_failures,provenance
27,0,0,0,0,EXACT_DERIVED
