r_total,r1,r2,type,local_fiber_dimension,best_loss,status,provenance
22,9,13,"AA=7,BB=0,QQ=6",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,9,13,"AA=7,BB=6,QQ=0",32,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,9,13,"AA=8,BB=0,QQ=5",24,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,9,13,"AA=8,BB=5,QQ=0",27,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,9,13,"AA=9,BB=0,QQ=4",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,9,13,"AA=9,BB=4,QQ=0",32,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,9,13,"AA=10,BB=0,QQ=3",27,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,9,13,"AA=10,BB=3,QQ=0",29,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,9,13,"AA=11,BB=0,QQ=2",27,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,9,13,"AA=11,BB=2,QQ=0",32,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,9,13,"AA=12,BB=0,QQ=1",30,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,9,13,"AA=12,BB=1,QQ=0",31,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,9,13,"AA=13,BB=0,QQ=0",30,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=0,BB=0,QQ=12",22,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=0,BB=12,QQ=0",35,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=1,BB=0,QQ=11",25,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=1,BB=11,QQ=0",33,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=2,BB=0,QQ=10",21,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=2,BB=10,QQ=0",30,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=3,BB=0,QQ=9",25,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=3,BB=9,QQ=0",32,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=4,BB=0,QQ=8",21,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=4,BB=8,QQ=0",33,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=5,BB=0,QQ=7",25,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=5,BB=7,QQ=0",33,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=6,BB=0,QQ=6",24,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=6,BB=6,QQ=0",29,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=7,BB=0,QQ=5",21,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=7,BB=5,QQ=0",31,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=8,BB=0,QQ=4",28,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=8,BB=4,QQ=0",29,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=9,BB=0,QQ=3",27,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=9,BB=3,QQ=0",30,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=10,BB=0,QQ=2",24,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=10,BB=2,QQ=0",37,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=11,BB=0,QQ=1",30,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=11,BB=1,QQ=0",31,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,10,12,"AA=12,BB=0,QQ=0",33,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=0,BB=0,QQ=11",20,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=0,BB=11,QQ=0",32,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=1,BB=0,QQ=10",24,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=1,BB=10,QQ=0",27,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=2,BB=0,QQ=9",21,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=2,BB=9,QQ=0",30,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=3,BB=0,QQ=8",22,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=3,BB=8,QQ=0",26,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=4,BB=0,QQ=7",22,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=4,BB=7,QQ=0",31,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=5,BB=0,QQ=6",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=5,BB=6,QQ=0",31,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=6,BB=0,QQ=5",22,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=6,BB=5,QQ=0",33,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=7,BB=0,QQ=4",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=7,BB=4,QQ=0",33,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=8,BB=0,QQ=3",26,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=8,BB=3,QQ=0",32,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=9,BB=0,QQ=2",25,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=9,BB=2,QQ=0",32,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=10,BB=0,QQ=1",28,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=10,BB=1,QQ=0",35,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,11,11,"AA=11,BB=0,QQ=0",35,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=0,BB=0,QQ=10",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=0,BB=10,QQ=0",30,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=1,BB=0,QQ=9",22,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=1,BB=9,QQ=0",35,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=2,BB=0,QQ=8",24,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=2,BB=8,QQ=0",30,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=3,BB=0,QQ=7",20,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=3,BB=7,QQ=0",33,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=4,BB=0,QQ=6",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=4,BB=6,QQ=0",39,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=5,BB=0,QQ=5",21,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=5,BB=5,QQ=0",28,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=6,BB=0,QQ=4",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=6,BB=4,QQ=0",29,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=7,BB=0,QQ=3",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=7,BB=3,QQ=0",33,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=8,BB=0,QQ=2",25,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=8,BB=2,QQ=0",34,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=9,BB=0,QQ=1",27,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=9,BB=1,QQ=0",31,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,12,10,"AA=10,BB=0,QQ=0",27,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=0,BB=0,QQ=9",22,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=0,BB=9,QQ=0",32,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=1,BB=0,QQ=8",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=1,BB=8,QQ=0",31,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=2,BB=0,QQ=7",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=2,BB=7,QQ=0",34,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=3,BB=0,QQ=6",22,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=3,BB=6,QQ=0",35,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=4,BB=0,QQ=5",24,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=4,BB=5,QQ=0",28,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=5,BB=0,QQ=4",21,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=5,BB=4,QQ=0",33,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=6,BB=0,QQ=3",24,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=6,BB=3,QQ=0",34,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=7,BB=0,QQ=2",27,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=7,BB=2,QQ=0",28,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=8,BB=0,QQ=1",26,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=8,BB=1,QQ=0",32,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,13,9,"AA=9,BB=0,QQ=0",29,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=0,BB=0,QQ=8",21,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=0,BB=8,QQ=0",27,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=1,BB=0,QQ=7",22,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=1,BB=7,QQ=0",37,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=2,BB=0,QQ=6",22,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=2,BB=6,QQ=0",32,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=3,BB=0,QQ=5",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=3,BB=5,QQ=0",29,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=4,BB=0,QQ=4",21,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=4,BB=4,QQ=0",30,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=5,BB=0,QQ=3",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=5,BB=3,QQ=0",34,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=6,BB=0,QQ=2",28,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=6,BB=2,QQ=0",32,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=7,BB=0,QQ=1",24,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=7,BB=1,QQ=0",31,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,14,8,"AA=8,BB=0,QQ=0",37,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,15,7,"AA=0,BB=0,QQ=7",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,15,7,"AA=0,BB=7,QQ=0",32,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,15,7,"AA=1,BB=0,QQ=6",22,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,15,7,"AA=1,BB=6,QQ=0",33,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,15,7,"AA=2,BB=0,QQ=5",22,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,15,7,"AA=2,BB=5,QQ=0",31,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,15,7,"AA=3,BB=0,QQ=4",21,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,15,7,"AA=3,BB=4,QQ=0",36,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,15,7,"AA=4,BB=0,QQ=3",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,15,7,"AA=4,BB=3,QQ=0",34,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,15,7,"AA=5,BB=0,QQ=2",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,15,7,"AA=5,BB=2,QQ=0",39,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,15,7,"AA=6,BB=0,QQ=1",25,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,15,7,"AA=6,BB=1,QQ=0",31,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,15,7,"AA=7,BB=0,QQ=0",32,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,16,6,"AA=0,BB=0,QQ=6",19,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,16,6,"AA=0,BB=6,QQ=0",35,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,16,6,"AA=1,BB=0,QQ=5",24,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,16,6,"AA=1,BB=5,QQ=0",33,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,16,6,"AA=2,BB=0,QQ=4",25,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,16,6,"AA=2,BB=4,QQ=0",31,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,16,6,"AA=3,BB=0,QQ=3",22,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,16,6,"AA=3,BB=3,QQ=0",34,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,16,6,"AA=4,BB=0,QQ=2",25,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,16,6,"AA=4,BB=2,QQ=0",35,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,16,6,"AA=5,BB=0,QQ=1",26,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,16,6,"AA=5,BB=1,QQ=0",30,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,16,6,"AA=6,BB=0,QQ=0",37,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,17,5,"AA=0,BB=0,QQ=5",21,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,17,5,"AA=0,BB=5,QQ=0",40,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,17,5,"AA=1,BB=0,QQ=4",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,17,5,"AA=1,BB=4,QQ=0",32,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,17,5,"AA=2,BB=0,QQ=3",20,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,17,5,"AA=2,BB=3,QQ=0",35,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,17,5,"AA=3,BB=0,QQ=2",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,17,5,"AA=3,BB=2,QQ=0",36,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,17,5,"AA=4,BB=0,QQ=1",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,17,5,"AA=4,BB=1,QQ=0",34,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,17,5,"AA=5,BB=0,QQ=0",36,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,18,4,"AA=0,BB=0,QQ=4",21,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,18,4,"AA=0,BB=4,QQ=0",35,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,18,4,"AA=1,BB=0,QQ=3",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,18,4,"AA=1,BB=3,QQ=0",36,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,18,4,"AA=2,BB=0,QQ=2",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,18,4,"AA=2,BB=2,QQ=0",42,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,18,4,"AA=3,BB=0,QQ=1",25,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,18,4,"AA=3,BB=1,QQ=0",39,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,18,4,"AA=4,BB=0,QQ=0",31,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,19,3,"AA=0,BB=0,QQ=3",21,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,19,3,"AA=0,BB=3,QQ=0",38,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,19,3,"AA=1,BB=0,QQ=2",20,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,19,3,"AA=1,BB=2,QQ=0",41,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,19,3,"AA=2,BB=0,QQ=1",24,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,19,3,"AA=2,BB=1,QQ=0",37,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,19,3,"AA=3,BB=0,QQ=0",35,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,20,2,"AA=0,BB=0,QQ=2",22,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,20,2,"AA=0,BB=2,QQ=0",38,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,20,2,"AA=1,BB=0,QQ=1",20,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,20,2,"AA=1,BB=1,QQ=0",42,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,20,2,"AA=2,BB=0,QQ=0",43,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,21,1,"AA=0,BB=0,QQ=1",23,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,21,1,"AA=0,BB=1,QQ=0",42,,not_run_dimension_count_only,MEASURED_FROM_CODE
22,21,1,"AA=1,BB=0,QQ=0",40,,not_run_dimension_count_only,MEASURED_FROM_CODE
