closure_step,A_orbit,B_orbit,A_stab_type,B_stab_type,total_pairs,output_inside_set,output_outside_set,output_orbit_ids,output_counts
1,380,986,Z2xZ2,Z2,0,0,0,[],{}
1,380,995,Z2xZ2,Z2,0,0,0,[],{}
1,380,1010,Z2xZ2,Z2,0,0,0,[],{}
1,380,1025,Z2xZ2,Z2,0,0,0,[],{}
1,380,1040,Z2xZ2,Z2,0,0,0,[],{}
1,380,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,380,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,380,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,380,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,380,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,380,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,0,Z2xZ2,(Z2)^3,54,54,0,[390],{390: 54}
1,390,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,2,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,4,Z2xZ2,Z2xZ2,108,108,0,[394],{394: 108}
1,390,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,10,Z2xZ2,Z2xZ2,108,108,0,"[380, 400]","{380: 54, 400: 54}"
1,390,20,Z2xZ2,Z2xZ2,108,108,0,"[360, 420]","{360: 54, 420: 54}"
1,390,30,Z2xZ2,Z2xZ2,108,108,0,"[350, 430]","{350: 54, 430: 54}"
1,390,34,Z2xZ2,Z2,216,216,0,"[354, 434]","{354: 108, 434: 108}"
1,390,40,Z2xZ2,Z2xZ2,108,108,0,"[370, 410]","{370: 54, 410: 54}"
1,390,50,Z2xZ2,Z2xZ2,108,108,0,[500],{500: 108}
1,390,52,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,54,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,95,Z2xZ2,Z2,216,216,0,"[440, 560]","{440: 108, 560: 108}"
1,390,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,143,Z2xZ2,Z2,0,0,0,[],{}
1,390,161,Z2xZ2,Z2,0,0,0,[],{}
1,390,179,Z2xZ2,Z2,0,0,0,[],{}
1,390,197,Z2xZ2,Z2,0,0,0,[],{}
1,390,215,Z2xZ2,Z2,0,0,0,[],{}
1,390,350,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,354,Z2xZ2,Z2,0,0,0,[],{}
1,390,360,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,370,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,380,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,390,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,394,Z2xZ2,Z2,0,0,0,[],{}
1,390,400,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,410,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,420,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,430,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,434,Z2xZ2,Z2,0,0,0,[],{}
1,390,440,Z2xZ2,Z2,0,0,0,[],{}
1,390,500,Z2xZ2,Z2,0,0,0,[],{}
1,390,560,Z2xZ2,Z2,0,0,0,[],{}
1,390,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,986,Z2xZ2,Z2,0,0,0,[],{}
1,390,995,Z2xZ2,Z2,0,0,0,[],{}
1,390,1010,Z2xZ2,Z2,0,0,0,[],{}
1,390,1025,Z2xZ2,Z2,0,0,0,[],{}
1,390,1040,Z2xZ2,Z2,0,0,0,[],{}
1,390,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,390,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,394,0,Z2,(Z2)^3,0,0,0,[],{}
1,394,1,Z2,Z2xZ2,0,0,0,[],{}
1,394,2,Z2,Z2xZ2,0,0,0,[],{}
1,394,4,Z2,Z2xZ2,0,0,0,[],{}
1,394,5,Z2,Z2xZ2,0,0,0,[],{}
1,394,6,Z2,Z2xZ2,0,0,0,[],{}
1,394,10,Z2,Z2xZ2,0,0,0,[],{}
1,394,20,Z2,Z2xZ2,0,0,0,[],{}
1,394,30,Z2,Z2xZ2,0,0,0,[],{}
1,394,34,Z2,Z2,0,0,0,[],{}
1,394,40,Z2,Z2xZ2,0,0,0,[],{}
1,394,50,Z2,Z2xZ2,0,0,0,[],{}
1,394,52,Z2,Z2xZ2,0,0,0,[],{}
1,394,54,Z2,Z2xZ2,0,0,0,[],{}
1,394,95,Z2,Z2,0,0,0,[],{}
1,394,125,Z2,Z2xZ2,108,108,0,[390],{390: 108}
1,394,126,Z2,Z2xZ2,0,0,0,[],{}
1,394,127,Z2,Z2xZ2,0,0,0,[],{}
1,394,131,Z2,Z2xZ2,108,108,0,[394],{394: 108}
1,394,132,Z2,Z2xZ2,0,0,0,[],{}
1,394,133,Z2,Z2xZ2,0,0,0,[],{}
1,394,137,Z2,Z2xZ2,108,108,0,[394],{394: 108}
1,394,138,Z2,Z2xZ2,0,0,0,[],{}
1,394,139,Z2,Z2xZ2,0,0,0,[],{}
1,394,143,Z2,Z2,216,216,0,"[380, 400]","{380: 108, 400: 108}"
1,394,161,Z2,Z2,216,216,0,"[360, 420]","{360: 108, 420: 108}"
1,394,179,Z2,Z2,216,216,0,"[350, 430]","{350: 108, 430: 108}"
1,394,197,Z2,Z2,216,216,0,"[370, 410]","{370: 108, 410: 108}"
1,394,215,Z2,Z2,216,216,0,[500],{500: 216}
1,394,350,Z2,Z2xZ2,0,0,0,[],{}
1,394,354,Z2,Z2,0,0,0,[],{}
1,394,360,Z2,Z2xZ2,0,0,0,[],{}
1,394,370,Z2,Z2xZ2,0,0,0,[],{}
1,394,380,Z2,Z2xZ2,0,0,0,[],{}
1,394,390,Z2,Z2xZ2,0,0,0,[],{}
1,394,394,Z2,Z2,0,0,0,[],{}
1,394,400,Z2,Z2xZ2,0,0,0,[],{}
1,394,410,Z2,Z2xZ2,0,0,0,[],{}
1,394,420,Z2,Z2xZ2,0,0,0,[],{}
1,394,430,Z2,Z2xZ2,0,0,0,[],{}
1,394,434,Z2,Z2,0,0,0,[],{}
1,394,440,Z2,Z2,0,0,0,[],{}
1,394,500,Z2,Z2,0,0,0,[],{}
1,394,560,Z2,Z2,0,0,0,[],{}
1,394,980,Z2,Z2xZ2,0,0,0,[],{}
1,394,982,Z2,Z2xZ2,0,0,0,[],{}
1,394,984,Z2,Z2xZ2,0,0,0,[],{}
1,394,986,Z2,Z2,0,0,0,[],{}
1,394,995,Z2,Z2,0,0,0,[],{}
1,394,1010,Z2,Z2,0,0,0,[],{}
1,394,1025,Z2,Z2,0,0,0,[],{}
1,394,1040,Z2,Z2,0,0,0,[],{}
1,394,1055,Z2,Z2xZ2,0,0,0,[],{}
1,394,1057,Z2,Z2xZ2,0,0,0,[],{}
1,394,1059,Z2,Z2xZ2,0,0,0,[],{}
1,394,1130,Z2,Z2xZ2,0,0,0,[],{}
1,394,1132,Z2,Z2xZ2,0,0,0,[],{}
1,394,1134,Z2,Z2xZ2,0,0,0,[],{}
1,400,0,Z2xZ2,(Z2)^3,0,0,0,[],{}
1,400,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,2,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,4,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,10,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,20,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,30,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,34,Z2xZ2,Z2,0,0,0,[],{}
1,400,40,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,50,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,52,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,54,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,95,Z2xZ2,Z2,0,0,0,[],{}
1,400,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,143,Z2xZ2,Z2,0,0,0,[],{}
1,400,161,Z2xZ2,Z2,0,0,0,[],{}
1,400,179,Z2xZ2,Z2,0,0,0,[],{}
1,400,197,Z2xZ2,Z2,0,0,0,[],{}
1,400,215,Z2xZ2,Z2,0,0,0,[],{}
1,400,350,Z2xZ2,Z2xZ2,54,54,0,[390],{390: 54}
1,400,354,Z2xZ2,Z2,108,108,0,[394],{394: 108}
1,400,360,Z2xZ2,Z2xZ2,54,54,0,[400],{400: 54}
1,400,370,Z2xZ2,Z2xZ2,54,54,0,[380],{380: 54}
1,400,380,Z2xZ2,Z2xZ2,54,54,0,[420],{420: 54}
1,400,390,Z2xZ2,Z2xZ2,54,54,0,[430],{430: 54}
1,400,394,Z2xZ2,Z2,108,108,0,[434],{434: 108}
1,400,400,Z2xZ2,Z2xZ2,54,54,0,[410],{410: 54}
1,400,410,Z2xZ2,Z2xZ2,54,54,0,[360],{360: 54}
1,400,420,Z2xZ2,Z2xZ2,54,54,0,[370],{370: 54}
1,400,430,Z2xZ2,Z2xZ2,54,54,0,[350],{350: 54}
1,400,434,Z2xZ2,Z2,108,108,0,[354],{354: 108}
1,400,440,Z2xZ2,Z2,108,108,0,[500],{500: 108}
1,400,500,Z2xZ2,Z2,108,108,0,[560],{560: 108}
1,400,560,Z2xZ2,Z2,108,108,0,[440],{440: 108}
1,400,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,986,Z2xZ2,Z2,0,0,0,[],{}
1,400,995,Z2xZ2,Z2,0,0,0,[],{}
1,400,1010,Z2xZ2,Z2,0,0,0,[],{}
1,400,1025,Z2xZ2,Z2,0,0,0,[],{}
1,400,1040,Z2xZ2,Z2,0,0,0,[],{}
1,400,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,400,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,0,Z2xZ2,(Z2)^3,0,0,0,[],{}
1,410,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,2,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,4,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,10,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,20,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,30,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,34,Z2xZ2,Z2,0,0,0,[],{}
1,410,40,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,50,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,52,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,54,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,95,Z2xZ2,Z2,0,0,0,[],{}
1,410,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,143,Z2xZ2,Z2,0,0,0,[],{}
1,410,161,Z2xZ2,Z2,0,0,0,[],{}
1,410,179,Z2xZ2,Z2,0,0,0,[],{}
1,410,197,Z2xZ2,Z2,0,0,0,[],{}
1,410,215,Z2xZ2,Z2,0,0,0,[],{}
1,410,350,Z2xZ2,Z2xZ2,54,54,0,[430],{430: 54}
1,410,354,Z2xZ2,Z2,108,108,0,[434],{434: 108}
1,410,360,Z2xZ2,Z2xZ2,54,54,0,[410],{410: 54}
1,410,370,Z2xZ2,Z2xZ2,54,54,0,[420],{420: 54}
1,410,380,Z2xZ2,Z2xZ2,54,54,0,[370],{370: 54}
1,410,390,Z2xZ2,Z2xZ2,54,54,0,[350],{350: 54}
1,410,394,Z2xZ2,Z2,108,108,0,[354],{354: 108}
1,410,400,Z2xZ2,Z2xZ2,54,54,0,[360],{360: 54}
1,410,410,Z2xZ2,Z2xZ2,54,54,0,[400],{400: 54}
1,410,420,Z2xZ2,Z2xZ2,54,54,0,[380],{380: 54}
1,410,430,Z2xZ2,Z2xZ2,54,54,0,[390],{390: 54}
1,410,434,Z2xZ2,Z2,108,108,0,[394],{394: 108}
1,410,440,Z2xZ2,Z2,108,108,0,[560],{560: 108}
1,410,500,Z2xZ2,Z2,108,108,0,[440],{440: 108}
1,410,560,Z2xZ2,Z2,108,108,0,[500],{500: 108}
1,410,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,986,Z2xZ2,Z2,0,0,0,[],{}
1,410,995,Z2xZ2,Z2,0,0,0,[],{}
1,410,1010,Z2xZ2,Z2,0,0,0,[],{}
1,410,1025,Z2xZ2,Z2,0,0,0,[],{}
1,410,1040,Z2xZ2,Z2,0,0,0,[],{}
1,410,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,410,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,0,Z2xZ2,(Z2)^3,0,0,0,[],{}
1,420,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,2,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,4,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,10,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,20,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,30,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,34,Z2xZ2,Z2,0,0,0,[],{}
1,420,40,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,50,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,52,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,54,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,95,Z2xZ2,Z2,0,0,0,[],{}
1,420,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,143,Z2xZ2,Z2,0,0,0,[],{}
1,420,161,Z2xZ2,Z2,0,0,0,[],{}
1,420,179,Z2xZ2,Z2,0,0,0,[],{}
1,420,197,Z2xZ2,Z2,0,0,0,[],{}
1,420,215,Z2xZ2,Z2,0,0,0,[],{}
1,420,350,Z2xZ2,Z2xZ2,54,54,0,[430],{430: 54}
1,420,354,Z2xZ2,Z2,108,108,0,[434],{434: 108}
1,420,360,Z2xZ2,Z2xZ2,54,54,0,[420],{420: 54}
1,420,370,Z2xZ2,Z2xZ2,54,54,0,[410],{410: 54}
1,420,380,Z2xZ2,Z2xZ2,54,54,0,[400],{400: 54}
1,420,390,Z2xZ2,Z2xZ2,54,54,0,[390],{390: 54}
1,420,394,Z2xZ2,Z2,108,108,0,[394],{394: 108}
1,420,400,Z2xZ2,Z2xZ2,54,54,0,[380],{380: 54}
1,420,410,Z2xZ2,Z2xZ2,54,54,0,[370],{370: 54}
1,420,420,Z2xZ2,Z2xZ2,54,54,0,[360],{360: 54}
1,420,430,Z2xZ2,Z2xZ2,54,54,0,[350],{350: 54}
1,420,434,Z2xZ2,Z2,108,108,0,[354],{354: 108}
1,420,440,Z2xZ2,Z2,108,108,0,[560],{560: 108}
1,420,500,Z2xZ2,Z2,108,108,0,[500],{500: 108}
1,420,560,Z2xZ2,Z2,108,108,0,[440],{440: 108}
1,420,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,986,Z2xZ2,Z2,0,0,0,[],{}
1,420,995,Z2xZ2,Z2,0,0,0,[],{}
1,420,1010,Z2xZ2,Z2,0,0,0,[],{}
1,420,1025,Z2xZ2,Z2,0,0,0,[],{}
1,420,1040,Z2xZ2,Z2,0,0,0,[],{}
1,420,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,420,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,0,Z2xZ2,(Z2)^3,54,54,0,[430],{430: 54}
1,430,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,2,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,4,Z2xZ2,Z2xZ2,108,108,0,[434],{434: 108}
1,430,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,10,Z2xZ2,Z2xZ2,108,108,0,"[410, 420]","{410: 54, 420: 54}"
1,430,20,Z2xZ2,Z2xZ2,108,108,0,"[370, 400]","{370: 54, 400: 54}"
1,430,30,Z2xZ2,Z2xZ2,108,108,0,"[350, 390]","{350: 54, 390: 54}"
1,430,34,Z2xZ2,Z2,216,216,0,"[354, 394]","{354: 108, 394: 108}"
1,430,40,Z2xZ2,Z2xZ2,108,108,0,"[360, 380]","{360: 54, 380: 54}"
1,430,50,Z2xZ2,Z2xZ2,108,108,0,[560],{560: 108}
1,430,52,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,54,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,95,Z2xZ2,Z2,216,216,0,"[440, 500]","{440: 108, 500: 108}"
1,430,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,143,Z2xZ2,Z2,0,0,0,[],{}
1,430,161,Z2xZ2,Z2,0,0,0,[],{}
1,430,179,Z2xZ2,Z2,0,0,0,[],{}
1,430,197,Z2xZ2,Z2,0,0,0,[],{}
1,430,215,Z2xZ2,Z2,0,0,0,[],{}
1,430,350,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,354,Z2xZ2,Z2,0,0,0,[],{}
1,430,360,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,370,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,380,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,390,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,394,Z2xZ2,Z2,0,0,0,[],{}
1,430,400,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,410,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,420,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,430,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,434,Z2xZ2,Z2,0,0,0,[],{}
1,430,440,Z2xZ2,Z2,0,0,0,[],{}
1,430,500,Z2xZ2,Z2,0,0,0,[],{}
1,430,560,Z2xZ2,Z2,0,0,0,[],{}
1,430,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,986,Z2xZ2,Z2,0,0,0,[],{}
1,430,995,Z2xZ2,Z2,0,0,0,[],{}
1,430,1010,Z2xZ2,Z2,0,0,0,[],{}
1,430,1025,Z2xZ2,Z2,0,0,0,[],{}
1,430,1040,Z2xZ2,Z2,0,0,0,[],{}
1,430,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,430,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
1,434,0,Z2,(Z2)^3,0,0,0,[],{}
1,434,1,Z2,Z2xZ2,0,0,0,[],{}
1,434,2,Z2,Z2xZ2,0,0,0,[],{}
1,434,4,Z2,Z2xZ2,0,0,0,[],{}
1,434,5,Z2,Z2xZ2,0,0,0,[],{}
1,434,6,Z2,Z2xZ2,0,0,0,[],{}
1,434,10,Z2,Z2xZ2,0,0,0,[],{}
1,434,20,Z2,Z2xZ2,0,0,0,[],{}
1,434,30,Z2,Z2xZ2,0,0,0,[],{}
1,434,34,Z2,Z2,0,0,0,[],{}
1,434,40,Z2,Z2xZ2,0,0,0,[],{}
1,434,50,Z2,Z2xZ2,0,0,0,[],{}
1,434,52,Z2,Z2xZ2,0,0,0,[],{}
1,434,54,Z2,Z2xZ2,0,0,0,[],{}
1,434,95,Z2,Z2,0,0,0,[],{}
1,434,125,Z2,Z2xZ2,108,108,0,[430],{430: 108}
1,434,126,Z2,Z2xZ2,0,0,0,[],{}
1,434,127,Z2,Z2xZ2,0,0,0,[],{}
1,434,131,Z2,Z2xZ2,108,108,0,[434],{434: 108}
1,434,132,Z2,Z2xZ2,0,0,0,[],{}
1,434,133,Z2,Z2xZ2,0,0,0,[],{}
1,434,137,Z2,Z2xZ2,108,108,0,[434],{434: 108}
1,434,138,Z2,Z2xZ2,0,0,0,[],{}
1,434,139,Z2,Z2xZ2,0,0,0,[],{}
1,434,143,Z2,Z2,216,216,0,"[410, 420]","{410: 108, 420: 108}"
1,434,161,Z2,Z2,216,216,0,"[370, 400]","{370: 108, 400: 108}"
1,434,179,Z2,Z2,216,216,0,"[350, 390]","{350: 108, 390: 108}"
1,434,197,Z2,Z2,216,216,0,"[360, 380]","{360: 108, 380: 108}"
1,434,215,Z2,Z2,216,216,0,[560],{560: 216}
1,434,350,Z2,Z2xZ2,0,0,0,[],{}
1,434,354,Z2,Z2,0,0,0,[],{}
1,434,360,Z2,Z2xZ2,0,0,0,[],{}
1,434,370,Z2,Z2xZ2,0,0,0,[],{}
1,434,380,Z2,Z2xZ2,0,0,0,[],{}
1,434,390,Z2,Z2xZ2,0,0,0,[],{}
1,434,394,Z2,Z2,0,0,0,[],{}
1,434,400,Z2,Z2xZ2,0,0,0,[],{}
1,434,410,Z2,Z2xZ2,0,0,0,[],{}
1,434,420,Z2,Z2xZ2,0,0,0,[],{}
1,434,430,Z2,Z2xZ2,0,0,0,[],{}
1,434,434,Z2,Z2,0,0,0,[],{}
1,434,440,Z2,Z2,0,0,0,[],{}
1,434,500,Z2,Z2,0,0,0,[],{}
1,434,560,Z2,Z2,0,0,0,[],{}
1,434,980,Z2,Z2xZ2,0,0,0,[],{}
1,434,982,Z2,Z2xZ2,0,0,0,[],{}
1,434,984,Z2,Z2xZ2,0,0,0,[],{}
1,434,986,Z2,Z2,0,0,0,[],{}
1,434,995,Z2,Z2,0,0,0,[],{}
1,434,1010,Z2,Z2,0,0,0,[],{}
1,434,1025,Z2,Z2,0,0,0,[],{}
1,434,1040,Z2,Z2,0,0,0,[],{}
1,434,1055,Z2,Z2xZ2,0,0,0,[],{}
1,434,1057,Z2,Z2xZ2,0,0,0,[],{}
1,434,1059,Z2,Z2xZ2,0,0,0,[],{}
1,434,1130,Z2,Z2xZ2,0,0,0,[],{}
1,434,1132,Z2,Z2xZ2,0,0,0,[],{}
1,434,1134,Z2,Z2xZ2,0,0,0,[],{}
1,440,0,Z2,(Z2)^3,0,0,0,[],{}
1,440,1,Z2,Z2xZ2,0,0,0,[],{}
1,440,2,Z2,Z2xZ2,0,0,0,[],{}
1,440,4,Z2,Z2xZ2,0,0,0,[],{}
1,440,5,Z2,Z2xZ2,0,0,0,[],{}
1,440,6,Z2,Z2xZ2,0,0,0,[],{}
1,440,10,Z2,Z2xZ2,0,0,0,[],{}
1,440,20,Z2,Z2xZ2,0,0,0,[],{}
1,440,30,Z2,Z2xZ2,0,0,0,[],{}
1,440,34,Z2,Z2,0,0,0,[],{}
1,440,40,Z2,Z2xZ2,0,0,0,[],{}
1,440,50,Z2,Z2xZ2,0,0,0,[],{}
1,440,52,Z2,Z2xZ2,0,0,0,[],{}
1,440,54,Z2,Z2xZ2,0,0,0,[],{}
1,440,95,Z2,Z2,0,0,0,[],{}
