raw_tuple_id,raw_tuple,in_CX,cx_config_id,cx_readable,in_XC,xc_config_id,xc_readable,in_AX,ax_config_id,ax_readable,in_BX,bx_config_id,bx_readable
107,"(1,2,8)",1,107,"CX[C[0,1],X[0,2|2,2]]",1,107,"XC[X[0,1|0,2],C[2,2]]",1,107,"AX[A[0,1],X[0,2|2,2]]",1,107,"BX[B[0,1],X[0,2|2,2]]"
108,"(1,3,0)",1,108,"CX[C[0,1],X[1,0|0,0]]",1,108,"XC[X[0,1|1,0],C[0,0]]",1,108,"AX[A[0,1],X[1,0|0,0]]",1,108,"BX[B[0,1],X[1,0|0,0]]"
109,"(1,3,1)",1,109,"CX[C[0,1],X[1,0|0,1]]",1,109,"XC[X[0,1|1,0],C[0,1]]",1,109,"AX[A[0,1],X[1,0|0,1]]",1,109,"BX[B[0,1],X[1,0|0,1]]"
110,"(1,3,2)",1,110,"CX[C[0,1],X[1,0|0,2]]",1,110,"XC[X[0,1|1,0],C[0,2]]",1,110,"AX[A[0,1],X[1,0|0,2]]",1,110,"BX[B[0,1],X[1,0|0,2]]"
111,"(1,3,3)",1,111,"CX[C[0,1],X[1,0|1,0]]",1,111,"XC[X[0,1|1,0],C[1,0]]",1,111,"AX[A[0,1],X[1,0|1,0]]",1,111,"BX[B[0,1],X[1,0|1,0]]"
112,"(1,3,4)",1,112,"CX[C[0,1],X[1,0|1,1]]",1,112,"XC[X[0,1|1,0],C[1,1]]",1,112,"AX[A[0,1],X[1,0|1,1]]",1,112,"BX[B[0,1],X[1,0|1,1]]"
113,"(1,3,5)",1,113,"CX[C[0,1],X[1,0|1,2]]",1,113,"XC[X[0,1|1,0],C[1,2]]",1,113,"AX[A[0,1],X[1,0|1,2]]",1,113,"BX[B[0,1],X[1,0|1,2]]"
114,"(1,3,6)",1,114,"CX[C[0,1],X[1,0|2,0]]",1,114,"XC[X[0,1|1,0],C[2,0]]",1,114,"AX[A[0,1],X[1,0|2,0]]",1,114,"BX[B[0,1],X[1,0|2,0]]"
115,"(1,3,7)",1,115,"CX[C[0,1],X[1,0|2,1]]",1,115,"XC[X[0,1|1,0],C[2,1]]",1,115,"AX[A[0,1],X[1,0|2,1]]",1,115,"BX[B[0,1],X[1,0|2,1]]"
116,"(1,3,8)",1,116,"CX[C[0,1],X[1,0|2,2]]",1,116,"XC[X[0,1|1,0],C[2,2]]",1,116,"AX[A[0,1],X[1,0|2,2]]",1,116,"BX[B[0,1],X[1,0|2,2]]"
117,"(1,4,0)",1,117,"CX[C[0,1],X[1,1|0,0]]",1,117,"XC[X[0,1|1,1],C[0,0]]",1,117,"AX[A[0,1],X[1,1|0,0]]",1,117,"BX[B[0,1],X[1,1|0,0]]"
118,"(1,4,1)",1,118,"CX[C[0,1],X[1,1|0,1]]",1,118,"XC[X[0,1|1,1],C[0,1]]",1,118,"AX[A[0,1],X[1,1|0,1]]",1,118,"BX[B[0,1],X[1,1|0,1]]"
119,"(1,4,2)",1,119,"CX[C[0,1],X[1,1|0,2]]",1,119,"XC[X[0,1|1,1],C[0,2]]",1,119,"AX[A[0,1],X[1,1|0,2]]",1,119,"BX[B[0,1],X[1,1|0,2]]"
120,"(1,4,3)",1,120,"CX[C[0,1],X[1,1|1,0]]",1,120,"XC[X[0,1|1,1],C[1,0]]",1,120,"AX[A[0,1],X[1,1|1,0]]",1,120,"BX[B[0,1],X[1,1|1,0]]"
121,"(1,4,4)",1,121,"CX[C[0,1],X[1,1|1,1]]",1,121,"XC[X[0,1|1,1],C[1,1]]",1,121,"AX[A[0,1],X[1,1|1,1]]",1,121,"BX[B[0,1],X[1,1|1,1]]"
122,"(1,4,5)",1,122,"CX[C[0,1],X[1,1|1,2]]",1,122,"XC[X[0,1|1,1],C[1,2]]",1,122,"AX[A[0,1],X[1,1|1,2]]",1,122,"BX[B[0,1],X[1,1|1,2]]"
123,"(1,4,6)",1,123,"CX[C[0,1],X[1,1|2,0]]",1,123,"XC[X[0,1|1,1],C[2,0]]",1,123,"AX[A[0,1],X[1,1|2,0]]",1,123,"BX[B[0,1],X[1,1|2,0]]"
124,"(1,4,7)",1,124,"CX[C[0,1],X[1,1|2,1]]",1,124,"XC[X[0,1|1,1],C[2,1]]",1,124,"AX[A[0,1],X[1,1|2,1]]",1,124,"BX[B[0,1],X[1,1|2,1]]"
125,"(1,4,8)",1,125,"CX[C[0,1],X[1,1|2,2]]",1,125,"XC[X[0,1|1,1],C[2,2]]",1,125,"AX[A[0,1],X[1,1|2,2]]",1,125,"BX[B[0,1],X[1,1|2,2]]"
126,"(1,5,0)",1,126,"CX[C[0,1],X[1,2|0,0]]",1,126,"XC[X[0,1|1,2],C[0,0]]",1,126,"AX[A[0,1],X[1,2|0,0]]",1,126,"BX[B[0,1],X[1,2|0,0]]"
127,"(1,5,1)",1,127,"CX[C[0,1],X[1,2|0,1]]",1,127,"XC[X[0,1|1,2],C[0,1]]",1,127,"AX[A[0,1],X[1,2|0,1]]",1,127,"BX[B[0,1],X[1,2|0,1]]"
128,"(1,5,2)",1,128,"CX[C[0,1],X[1,2|0,2]]",1,128,"XC[X[0,1|1,2],C[0,2]]",1,128,"AX[A[0,1],X[1,2|0,2]]",1,128,"BX[B[0,1],X[1,2|0,2]]"
129,"(1,5,3)",1,129,"CX[C[0,1],X[1,2|1,0]]",1,129,"XC[X[0,1|1,2],C[1,0]]",1,129,"AX[A[0,1],X[1,2|1,0]]",1,129,"BX[B[0,1],X[1,2|1,0]]"
130,"(1,5,4)",1,130,"CX[C[0,1],X[1,2|1,1]]",1,130,"XC[X[0,1|1,2],C[1,1]]",1,130,"AX[A[0,1],X[1,2|1,1]]",1,130,"BX[B[0,1],X[1,2|1,1]]"
131,"(1,5,5)",1,131,"CX[C[0,1],X[1,2|1,2]]",1,131,"XC[X[0,1|1,2],C[1,2]]",1,131,"AX[A[0,1],X[1,2|1,2]]",1,131,"BX[B[0,1],X[1,2|1,2]]"
132,"(1,5,6)",1,132,"CX[C[0,1],X[1,2|2,0]]",1,132,"XC[X[0,1|1,2],C[2,0]]",1,132,"AX[A[0,1],X[1,2|2,0]]",1,132,"BX[B[0,1],X[1,2|2,0]]"
133,"(1,5,7)",1,133,"CX[C[0,1],X[1,2|2,1]]",1,133,"XC[X[0,1|1,2],C[2,1]]",1,133,"AX[A[0,1],X[1,2|2,1]]",1,133,"BX[B[0,1],X[1,2|2,1]]"
134,"(1,5,8)",1,134,"CX[C[0,1],X[1,2|2,2]]",1,134,"XC[X[0,1|1,2],C[2,2]]",1,134,"AX[A[0,1],X[1,2|2,2]]",1,134,"BX[B[0,1],X[1,2|2,2]]"
135,"(1,6,0)",1,135,"CX[C[0,1],X[2,0|0,0]]",1,135,"XC[X[0,1|2,0],C[0,0]]",1,135,"AX[A[0,1],X[2,0|0,0]]",1,135,"BX[B[0,1],X[2,0|0,0]]"
136,"(1,6,1)",1,136,"CX[C[0,1],X[2,0|0,1]]",1,136,"XC[X[0,1|2,0],C[0,1]]",1,136,"AX[A[0,1],X[2,0|0,1]]",1,136,"BX[B[0,1],X[2,0|0,1]]"
137,"(1,6,2)",1,137,"CX[C[0,1],X[2,0|0,2]]",1,137,"XC[X[0,1|2,0],C[0,2]]",1,137,"AX[A[0,1],X[2,0|0,2]]",1,137,"BX[B[0,1],X[2,0|0,2]]"
138,"(1,6,3)",1,138,"CX[C[0,1],X[2,0|1,0]]",1,138,"XC[X[0,1|2,0],C[1,0]]",1,138,"AX[A[0,1],X[2,0|1,0]]",1,138,"BX[B[0,1],X[2,0|1,0]]"
139,"(1,6,4)",1,139,"CX[C[0,1],X[2,0|1,1]]",1,139,"XC[X[0,1|2,0],C[1,1]]",1,139,"AX[A[0,1],X[2,0|1,1]]",1,139,"BX[B[0,1],X[2,0|1,1]]"
140,"(1,6,5)",1,140,"CX[C[0,1],X[2,0|1,2]]",1,140,"XC[X[0,1|2,0],C[1,2]]",1,140,"AX[A[0,1],X[2,0|1,2]]",1,140,"BX[B[0,1],X[2,0|1,2]]"
141,"(1,6,6)",1,141,"CX[C[0,1],X[2,0|2,0]]",1,141,"XC[X[0,1|2,0],C[2,0]]",1,141,"AX[A[0,1],X[2,0|2,0]]",1,141,"BX[B[0,1],X[2,0|2,0]]"
142,"(1,6,7)",1,142,"CX[C[0,1],X[2,0|2,1]]",1,142,"XC[X[0,1|2,0],C[2,1]]",1,142,"AX[A[0,1],X[2,0|2,1]]",1,142,"BX[B[0,1],X[2,0|2,1]]"
143,"(1,6,8)",1,143,"CX[C[0,1],X[2,0|2,2]]",1,143,"XC[X[0,1|2,0],C[2,2]]",1,143,"AX[A[0,1],X[2,0|2,2]]",1,143,"BX[B[0,1],X[2,0|2,2]]"
144,"(1,7,0)",1,144,"CX[C[0,1],X[2,1|0,0]]",1,144,"XC[X[0,1|2,1],C[0,0]]",1,144,"AX[A[0,1],X[2,1|0,0]]",1,144,"BX[B[0,1],X[2,1|0,0]]"
145,"(1,7,1)",1,145,"CX[C[0,1],X[2,1|0,1]]",1,145,"XC[X[0,1|2,1],C[0,1]]",1,145,"AX[A[0,1],X[2,1|0,1]]",1,145,"BX[B[0,1],X[2,1|0,1]]"
146,"(1,7,2)",1,146,"CX[C[0,1],X[2,1|0,2]]",1,146,"XC[X[0,1|2,1],C[0,2]]",1,146,"AX[A[0,1],X[2,1|0,2]]",1,146,"BX[B[0,1],X[2,1|0,2]]"
147,"(1,7,3)",1,147,"CX[C[0,1],X[2,1|1,0]]",1,147,"XC[X[0,1|2,1],C[1,0]]",1,147,"AX[A[0,1],X[2,1|1,0]]",1,147,"BX[B[0,1],X[2,1|1,0]]"
148,"(1,7,4)",1,148,"CX[C[0,1],X[2,1|1,1]]",1,148,"XC[X[0,1|2,1],C[1,1]]",1,148,"AX[A[0,1],X[2,1|1,1]]",1,148,"BX[B[0,1],X[2,1|1,1]]"
149,"(1,7,5)",1,149,"CX[C[0,1],X[2,1|1,2]]",1,149,"XC[X[0,1|2,1],C[1,2]]",1,149,"AX[A[0,1],X[2,1|1,2]]",1,149,"BX[B[0,1],X[2,1|1,2]]"
150,"(1,7,6)",1,150,"CX[C[0,1],X[2,1|2,0]]",1,150,"XC[X[0,1|2,1],C[2,0]]",1,150,"AX[A[0,1],X[2,1|2,0]]",1,150,"BX[B[0,1],X[2,1|2,0]]"
151,"(1,7,7)",1,151,"CX[C[0,1],X[2,1|2,1]]",1,151,"XC[X[0,1|2,1],C[2,1]]",1,151,"AX[A[0,1],X[2,1|2,1]]",1,151,"BX[B[0,1],X[2,1|2,1]]"
152,"(1,7,8)",1,152,"CX[C[0,1],X[2,1|2,2]]",1,152,"XC[X[0,1|2,1],C[2,2]]",1,152,"AX[A[0,1],X[2,1|2,2]]",1,152,"BX[B[0,1],X[2,1|2,2]]"
153,"(1,8,0)",1,153,"CX[C[0,1],X[2,2|0,0]]",1,153,"XC[X[0,1|2,2],C[0,0]]",1,153,"AX[A[0,1],X[2,2|0,0]]",1,153,"BX[B[0,1],X[2,2|0,0]]"
154,"(1,8,1)",1,154,"CX[C[0,1],X[2,2|0,1]]",1,154,"XC[X[0,1|2,2],C[0,1]]",1,154,"AX[A[0,1],X[2,2|0,1]]",1,154,"BX[B[0,1],X[2,2|0,1]]"
155,"(1,8,2)",1,155,"CX[C[0,1],X[2,2|0,2]]",1,155,"XC[X[0,1|2,2],C[0,2]]",1,155,"AX[A[0,1],X[2,2|0,2]]",1,155,"BX[B[0,1],X[2,2|0,2]]"
156,"(1,8,3)",1,156,"CX[C[0,1],X[2,2|1,0]]",1,156,"XC[X[0,1|2,2],C[1,0]]",1,156,"AX[A[0,1],X[2,2|1,0]]",1,156,"BX[B[0,1],X[2,2|1,0]]"
157,"(1,8,4)",1,157,"CX[C[0,1],X[2,2|1,1]]",1,157,"XC[X[0,1|2,2],C[1,1]]",1,157,"AX[A[0,1],X[2,2|1,1]]",1,157,"BX[B[0,1],X[2,2|1,1]]"
158,"(1,8,5)",1,158,"CX[C[0,1],X[2,2|1,2]]",1,158,"XC[X[0,1|2,2],C[1,2]]",1,158,"AX[A[0,1],X[2,2|1,2]]",1,158,"BX[B[0,1],X[2,2|1,2]]"
159,"(1,8,6)",1,159,"CX[C[0,1],X[2,2|2,0]]",1,159,"XC[X[0,1|2,2],C[2,0]]",1,159,"AX[A[0,1],X[2,2|2,0]]",1,159,"BX[B[0,1],X[2,2|2,0]]"
160,"(1,8,7)",1,160,"CX[C[0,1],X[2,2|2,1]]",1,160,"XC[X[0,1|2,2],C[2,1]]",1,160,"AX[A[0,1],X[2,2|2,1]]",1,160,"BX[B[0,1],X[2,2|2,1]]"
161,"(1,8,8)",1,161,"CX[C[0,1],X[2,2|2,2]]",1,161,"XC[X[0,1|2,2],C[2,2]]",1,161,"AX[A[0,1],X[2,2|2,2]]",1,161,"BX[B[0,1],X[2,2|2,2]]"
162,"(2,0,0)",1,162,"CX[C[0,2],X[0,0|0,0]]",1,162,"XC[X[0,2|0,0],C[0,0]]",1,162,"AX[A[0,2],X[0,0|0,0]]",1,162,"BX[B[0,2],X[0,0|0,0]]"
163,"(2,0,1)",1,163,"CX[C[0,2],X[0,0|0,1]]",1,163,"XC[X[0,2|0,0],C[0,1]]",1,163,"AX[A[0,2],X[0,0|0,1]]",1,163,"BX[B[0,2],X[0,0|0,1]]"
164,"(2,0,2)",1,164,"CX[C[0,2],X[0,0|0,2]]",1,164,"XC[X[0,2|0,0],C[0,2]]",1,164,"AX[A[0,2],X[0,0|0,2]]",1,164,"BX[B[0,2],X[0,0|0,2]]"
165,"(2,0,3)",1,165,"CX[C[0,2],X[0,0|1,0]]",1,165,"XC[X[0,2|0,0],C[1,0]]",1,165,"AX[A[0,2],X[0,0|1,0]]",1,165,"BX[B[0,2],X[0,0|1,0]]"
166,"(2,0,4)",1,166,"CX[C[0,2],X[0,0|1,1]]",1,166,"XC[X[0,2|0,0],C[1,1]]",1,166,"AX[A[0,2],X[0,0|1,1]]",1,166,"BX[B[0,2],X[0,0|1,1]]"
167,"(2,0,5)",1,167,"CX[C[0,2],X[0,0|1,2]]",1,167,"XC[X[0,2|0,0],C[1,2]]",1,167,"AX[A[0,2],X[0,0|1,2]]",1,167,"BX[B[0,2],X[0,0|1,2]]"
168,"(2,0,6)",1,168,"CX[C[0,2],X[0,0|2,0]]",1,168,"XC[X[0,2|0,0],C[2,0]]",1,168,"AX[A[0,2],X[0,0|2,0]]",1,168,"BX[B[0,2],X[0,0|2,0]]"
169,"(2,0,7)",1,169,"CX[C[0,2],X[0,0|2,1]]",1,169,"XC[X[0,2|0,0],C[2,1]]",1,169,"AX[A[0,2],X[0,0|2,1]]",1,169,"BX[B[0,2],X[0,0|2,1]]"
170,"(2,0,8)",1,170,"CX[C[0,2],X[0,0|2,2]]",1,170,"XC[X[0,2|0,0],C[2,2]]",1,170,"AX[A[0,2],X[0,0|2,2]]",1,170,"BX[B[0,2],X[0,0|2,2]]"
171,"(2,1,0)",1,171,"CX[C[0,2],X[0,1|0,0]]",1,171,"XC[X[0,2|0,1],C[0,0]]",1,171,"AX[A[0,2],X[0,1|0,0]]",1,171,"BX[B[0,2],X[0,1|0,0]]"
172,"(2,1,1)",1,172,"CX[C[0,2],X[0,1|0,1]]",1,172,"XC[X[0,2|0,1],C[0,1]]",1,172,"AX[A[0,2],X[0,1|0,1]]",1,172,"BX[B[0,2],X[0,1|0,1]]"
173,"(2,1,2)",1,173,"CX[C[0,2],X[0,1|0,2]]",1,173,"XC[X[0,2|0,1],C[0,2]]",1,173,"AX[A[0,2],X[0,1|0,2]]",1,173,"BX[B[0,2],X[0,1|0,2]]"
174,"(2,1,3)",1,174,"CX[C[0,2],X[0,1|1,0]]",1,174,"XC[X[0,2|0,1],C[1,0]]",1,174,"AX[A[0,2],X[0,1|1,0]]",1,174,"BX[B[0,2],X[0,1|1,0]]"
175,"(2,1,4)",1,175,"CX[C[0,2],X[0,1|1,1]]",1,175,"XC[X[0,2|0,1],C[1,1]]",1,175,"AX[A[0,2],X[0,1|1,1]]",1,175,"BX[B[0,2],X[0,1|1,1]]"
176,"(2,1,5)",1,176,"CX[C[0,2],X[0,1|1,2]]",1,176,"XC[X[0,2|0,1],C[1,2]]",1,176,"AX[A[0,2],X[0,1|1,2]]",1,176,"BX[B[0,2],X[0,1|1,2]]"
177,"(2,1,6)",1,177,"CX[C[0,2],X[0,1|2,0]]",1,177,"XC[X[0,2|0,1],C[2,0]]",1,177,"AX[A[0,2],X[0,1|2,0]]",1,177,"BX[B[0,2],X[0,1|2,0]]"
178,"(2,1,7)",1,178,"CX[C[0,2],X[0,1|2,1]]",1,178,"XC[X[0,2|0,1],C[2,1]]",1,178,"AX[A[0,2],X[0,1|2,1]]",1,178,"BX[B[0,2],X[0,1|2,1]]"
179,"(2,1,8)",1,179,"CX[C[0,2],X[0,1|2,2]]",1,179,"XC[X[0,2|0,1],C[2,2]]",1,179,"AX[A[0,2],X[0,1|2,2]]",1,179,"BX[B[0,2],X[0,1|2,2]]"
180,"(2,2,0)",1,180,"CX[C[0,2],X[0,2|0,0]]",1,180,"XC[X[0,2|0,2],C[0,0]]",1,180,"AX[A[0,2],X[0,2|0,0]]",1,180,"BX[B[0,2],X[0,2|0,0]]"
181,"(2,2,1)",1,181,"CX[C[0,2],X[0,2|0,1]]",1,181,"XC[X[0,2|0,2],C[0,1]]",1,181,"AX[A[0,2],X[0,2|0,1]]",1,181,"BX[B[0,2],X[0,2|0,1]]"
182,"(2,2,2)",1,182,"CX[C[0,2],X[0,2|0,2]]",1,182,"XC[X[0,2|0,2],C[0,2]]",1,182,"AX[A[0,2],X[0,2|0,2]]",1,182,"BX[B[0,2],X[0,2|0,2]]"
183,"(2,2,3)",1,183,"CX[C[0,2],X[0,2|1,0]]",1,183,"XC[X[0,2|0,2],C[1,0]]",1,183,"AX[A[0,2],X[0,2|1,0]]",1,183,"BX[B[0,2],X[0,2|1,0]]"
184,"(2,2,4)",1,184,"CX[C[0,2],X[0,2|1,1]]",1,184,"XC[X[0,2|0,2],C[1,1]]",1,184,"AX[A[0,2],X[0,2|1,1]]",1,184,"BX[B[0,2],X[0,2|1,1]]"
185,"(2,2,5)",1,185,"CX[C[0,2],X[0,2|1,2]]",1,185,"XC[X[0,2|0,2],C[1,2]]",1,185,"AX[A[0,2],X[0,2|1,2]]",1,185,"BX[B[0,2],X[0,2|1,2]]"
186,"(2,2,6)",1,186,"CX[C[0,2],X[0,2|2,0]]",1,186,"XC[X[0,2|0,2],C[2,0]]",1,186,"AX[A[0,2],X[0,2|2,0]]",1,186,"BX[B[0,2],X[0,2|2,0]]"
187,"(2,2,7)",1,187,"CX[C[0,2],X[0,2|2,1]]",1,187,"XC[X[0,2|0,2],C[2,1]]",1,187,"AX[A[0,2],X[0,2|2,1]]",1,187,"BX[B[0,2],X[0,2|2,1]]"
188,"(2,2,8)",1,188,"CX[C[0,2],X[0,2|2,2]]",1,188,"XC[X[0,2|0,2],C[2,2]]",1,188,"AX[A[0,2],X[0,2|2,2]]",1,188,"BX[B[0,2],X[0,2|2,2]]"
189,"(2,3,0)",1,189,"CX[C[0,2],X[1,0|0,0]]",1,189,"XC[X[0,2|1,0],C[0,0]]",1,189,"AX[A[0,2],X[1,0|0,0]]",1,189,"BX[B[0,2],X[1,0|0,0]]"
190,"(2,3,1)",1,190,"CX[C[0,2],X[1,0|0,1]]",1,190,"XC[X[0,2|1,0],C[0,1]]",1,190,"AX[A[0,2],X[1,0|0,1]]",1,190,"BX[B[0,2],X[1,0|0,1]]"
191,"(2,3,2)",1,191,"CX[C[0,2],X[1,0|0,2]]",1,191,"XC[X[0,2|1,0],C[0,2]]",1,191,"AX[A[0,2],X[1,0|0,2]]",1,191,"BX[B[0,2],X[1,0|0,2]]"
192,"(2,3,3)",1,192,"CX[C[0,2],X[1,0|1,0]]",1,192,"XC[X[0,2|1,0],C[1,0]]",1,192,"AX[A[0,2],X[1,0|1,0]]",1,192,"BX[B[0,2],X[1,0|1,0]]"
193,"(2,3,4)",1,193,"CX[C[0,2],X[1,0|1,1]]",1,193,"XC[X[0,2|1,0],C[1,1]]",1,193,"AX[A[0,2],X[1,0|1,1]]",1,193,"BX[B[0,2],X[1,0|1,1]]"
194,"(2,3,5)",1,194,"CX[C[0,2],X[1,0|1,2]]",1,194,"XC[X[0,2|1,0],C[1,2]]",1,194,"AX[A[0,2],X[1,0|1,2]]",1,194,"BX[B[0,2],X[1,0|1,2]]"
195,"(2,3,6)",1,195,"CX[C[0,2],X[1,0|2,0]]",1,195,"XC[X[0,2|1,0],C[2,0]]",1,195,"AX[A[0,2],X[1,0|2,0]]",1,195,"BX[B[0,2],X[1,0|2,0]]"
196,"(2,3,7)",1,196,"CX[C[0,2],X[1,0|2,1]]",1,196,"XC[X[0,2|1,0],C[2,1]]",1,196,"AX[A[0,2],X[1,0|2,1]]",1,196,"BX[B[0,2],X[1,0|2,1]]"
197,"(2,3,8)",1,197,"CX[C[0,2],X[1,0|2,2]]",1,197,"XC[X[0,2|1,0],C[2,2]]",1,197,"AX[A[0,2],X[1,0|2,2]]",1,197,"BX[B[0,2],X[1,0|2,2]]"
198,"(2,4,0)",1,198,"CX[C[0,2],X[1,1|0,0]]",1,198,"XC[X[0,2|1,1],C[0,0]]",1,198,"AX[A[0,2],X[1,1|0,0]]",1,198,"BX[B[0,2],X[1,1|0,0]]"
199,"(2,4,1)",1,199,"CX[C[0,2],X[1,1|0,1]]",1,199,"XC[X[0,2|1,1],C[0,1]]",1,199,"AX[A[0,2],X[1,1|0,1]]",1,199,"BX[B[0,2],X[1,1|0,1]]"
200,"(2,4,2)",1,200,"CX[C[0,2],X[1,1|0,2]]",1,200,"XC[X[0,2|1,1],C[0,2]]",1,200,"AX[A[0,2],X[1,1|0,2]]",1,200,"BX[B[0,2],X[1,1|0,2]]"
201,"(2,4,3)",1,201,"CX[C[0,2],X[1,1|1,0]]",1,201,"XC[X[0,2|1,1],C[1,0]]",1,201,"AX[A[0,2],X[1,1|1,0]]",1,201,"BX[B[0,2],X[1,1|1,0]]"
202,"(2,4,4)",1,202,"CX[C[0,2],X[1,1|1,1]]",1,202,"XC[X[0,2|1,1],C[1,1]]",1,202,"AX[A[0,2],X[1,1|1,1]]",1,202,"BX[B[0,2],X[1,1|1,1]]"
203,"(2,4,5)",1,203,"CX[C[0,2],X[1,1|1,2]]",1,203,"XC[X[0,2|1,1],C[1,2]]",1,203,"AX[A[0,2],X[1,1|1,2]]",1,203,"BX[B[0,2],X[1,1|1,2]]"
204,"(2,4,6)",1,204,"CX[C[0,2],X[1,1|2,0]]",1,204,"XC[X[0,2|1,1],C[2,0]]",1,204,"AX[A[0,2],X[1,1|2,0]]",1,204,"BX[B[0,2],X[1,1|2,0]]"
205,"(2,4,7)",1,205,"CX[C[0,2],X[1,1|2,1]]",1,205,"XC[X[0,2|1,1],C[2,1]]",1,205,"AX[A[0,2],X[1,1|2,1]]",1,205,"BX[B[0,2],X[1,1|2,1]]"
206,"(2,4,8)",1,206,"CX[C[0,2],X[1,1|2,2]]",1,206,"XC[X[0,2|1,1],C[2,2]]",1,206,"AX[A[0,2],X[1,1|2,2]]",1,206,"BX[B[0,2],X[1,1|2,2]]"
207,"(2,5,0)",1,207,"CX[C[0,2],X[1,2|0,0]]",1,207,"XC[X[0,2|1,2],C[0,0]]",1,207,"AX[A[0,2],X[1,2|0,0]]",1,207,"BX[B[0,2],X[1,2|0,0]]"
208,"(2,5,1)",1,208,"CX[C[0,2],X[1,2|0,1]]",1,208,"XC[X[0,2|1,2],C[0,1]]",1,208,"AX[A[0,2],X[1,2|0,1]]",1,208,"BX[B[0,2],X[1,2|0,1]]"
209,"(2,5,2)",1,209,"CX[C[0,2],X[1,2|0,2]]",1,209,"XC[X[0,2|1,2],C[0,2]]",1,209,"AX[A[0,2],X[1,2|0,2]]",1,209,"BX[B[0,2],X[1,2|0,2]]"
210,"(2,5,3)",1,210,"CX[C[0,2],X[1,2|1,0]]",1,210,"XC[X[0,2|1,2],C[1,0]]",1,210,"AX[A[0,2],X[1,2|1,0]]",1,210,"BX[B[0,2],X[1,2|1,0]]"
211,"(2,5,4)",1,211,"CX[C[0,2],X[1,2|1,1]]",1,211,"XC[X[0,2|1,2],C[1,1]]",1,211,"AX[A[0,2],X[1,2|1,1]]",1,211,"BX[B[0,2],X[1,2|1,1]]"
212,"(2,5,5)",1,212,"CX[C[0,2],X[1,2|1,2]]",1,212,"XC[X[0,2|1,2],C[1,2]]",1,212,"AX[A[0,2],X[1,2|1,2]]",1,212,"BX[B[0,2],X[1,2|1,2]]"
213,"(2,5,6)",1,213,"CX[C[0,2],X[1,2|2,0]]",1,213,"XC[X[0,2|1,2],C[2,0]]",1,213,"AX[A[0,2],X[1,2|2,0]]",1,213,"BX[B[0,2],X[1,2|2,0]]"
214,"(2,5,7)",1,214,"CX[C[0,2],X[1,2|2,1]]",1,214,"XC[X[0,2|1,2],C[2,1]]",1,214,"AX[A[0,2],X[1,2|2,1]]",1,214,"BX[B[0,2],X[1,2|2,1]]"
215,"(2,5,8)",1,215,"CX[C[0,2],X[1,2|2,2]]",1,215,"XC[X[0,2|1,2],C[2,2]]",1,215,"AX[A[0,2],X[1,2|2,2]]",1,215,"BX[B[0,2],X[1,2|2,2]]"
216,"(2,6,0)",1,216,"CX[C[0,2],X[2,0|0,0]]",1,216,"XC[X[0,2|2,0],C[0,0]]",1,216,"AX[A[0,2],X[2,0|0,0]]",1,216,"BX[B[0,2],X[2,0|0,0]]"
217,"(2,6,1)",1,217,"CX[C[0,2],X[2,0|0,1]]",1,217,"XC[X[0,2|2,0],C[0,1]]",1,217,"AX[A[0,2],X[2,0|0,1]]",1,217,"BX[B[0,2],X[2,0|0,1]]"
218,"(2,6,2)",1,218,"CX[C[0,2],X[2,0|0,2]]",1,218,"XC[X[0,2|2,0],C[0,2]]",1,218,"AX[A[0,2],X[2,0|0,2]]",1,218,"BX[B[0,2],X[2,0|0,2]]"
219,"(2,6,3)",1,219,"CX[C[0,2],X[2,0|1,0]]",1,219,"XC[X[0,2|2,0],C[1,0]]",1,219,"AX[A[0,2],X[2,0|1,0]]",1,219,"BX[B[0,2],X[2,0|1,0]]"
220,"(2,6,4)",1,220,"CX[C[0,2],X[2,0|1,1]]",1,220,"XC[X[0,2|2,0],C[1,1]]",1,220,"AX[A[0,2],X[2,0|1,1]]",1,220,"BX[B[0,2],X[2,0|1,1]]"
221,"(2,6,5)",1,221,"CX[C[0,2],X[2,0|1,2]]",1,221,"XC[X[0,2|2,0],C[1,2]]",1,221,"AX[A[0,2],X[2,0|1,2]]",1,221,"BX[B[0,2],X[2,0|1,2]]"
222,"(2,6,6)",1,222,"CX[C[0,2],X[2,0|2,0]]",1,222,"XC[X[0,2|2,0],C[2,0]]",1,222,"AX[A[0,2],X[2,0|2,0]]",1,222,"BX[B[0,2],X[2,0|2,0]]"
223,"(2,6,7)",1,223,"CX[C[0,2],X[2,0|2,1]]",1,223,"XC[X[0,2|2,0],C[2,1]]",1,223,"AX[A[0,2],X[2,0|2,1]]",1,223,"BX[B[0,2],X[2,0|2,1]]"
224,"(2,6,8)",1,224,"CX[C[0,2],X[2,0|2,2]]",1,224,"XC[X[0,2|2,0],C[2,2]]",1,224,"AX[A[0,2],X[2,0|2,2]]",1,224,"BX[B[0,2],X[2,0|2,2]]"
225,"(2,7,0)",1,225,"CX[C[0,2],X[2,1|0,0]]",1,225,"XC[X[0,2|2,1],C[0,0]]",1,225,"AX[A[0,2],X[2,1|0,0]]",1,225,"BX[B[0,2],X[2,1|0,0]]"
