raw_tuple_id,raw_tuple,in_CX,cx_config_id,cx_readable,in_XC,xc_config_id,xc_readable,in_AX,ax_config_id,ax_readable,in_BX,bx_config_id,bx_readable
226,"(2,7,1)",1,226,"CX[C[0,2],X[2,1|0,1]]",1,226,"XC[X[0,2|2,1],C[0,1]]",1,226,"AX[A[0,2],X[2,1|0,1]]",1,226,"BX[B[0,2],X[2,1|0,1]]"
227,"(2,7,2)",1,227,"CX[C[0,2],X[2,1|0,2]]",1,227,"XC[X[0,2|2,1],C[0,2]]",1,227,"AX[A[0,2],X[2,1|0,2]]",1,227,"BX[B[0,2],X[2,1|0,2]]"
228,"(2,7,3)",1,228,"CX[C[0,2],X[2,1|1,0]]",1,228,"XC[X[0,2|2,1],C[1,0]]",1,228,"AX[A[0,2],X[2,1|1,0]]",1,228,"BX[B[0,2],X[2,1|1,0]]"
229,"(2,7,4)",1,229,"CX[C[0,2],X[2,1|1,1]]",1,229,"XC[X[0,2|2,1],C[1,1]]",1,229,"AX[A[0,2],X[2,1|1,1]]",1,229,"BX[B[0,2],X[2,1|1,1]]"
230,"(2,7,5)",1,230,"CX[C[0,2],X[2,1|1,2]]",1,230,"XC[X[0,2|2,1],C[1,2]]",1,230,"AX[A[0,2],X[2,1|1,2]]",1,230,"BX[B[0,2],X[2,1|1,2]]"
231,"(2,7,6)",1,231,"CX[C[0,2],X[2,1|2,0]]",1,231,"XC[X[0,2|2,1],C[2,0]]",1,231,"AX[A[0,2],X[2,1|2,0]]",1,231,"BX[B[0,2],X[2,1|2,0]]"
232,"(2,7,7)",1,232,"CX[C[0,2],X[2,1|2,1]]",1,232,"XC[X[0,2|2,1],C[2,1]]",1,232,"AX[A[0,2],X[2,1|2,1]]",1,232,"BX[B[0,2],X[2,1|2,1]]"
233,"(2,7,8)",1,233,"CX[C[0,2],X[2,1|2,2]]",1,233,"XC[X[0,2|2,1],C[2,2]]",1,233,"AX[A[0,2],X[2,1|2,2]]",1,233,"BX[B[0,2],X[2,1|2,2]]"
234,"(2,8,0)",1,234,"CX[C[0,2],X[2,2|0,0]]",1,234,"XC[X[0,2|2,2],C[0,0]]",1,234,"AX[A[0,2],X[2,2|0,0]]",1,234,"BX[B[0,2],X[2,2|0,0]]"
235,"(2,8,1)",1,235,"CX[C[0,2],X[2,2|0,1]]",1,235,"XC[X[0,2|2,2],C[0,1]]",1,235,"AX[A[0,2],X[2,2|0,1]]",1,235,"BX[B[0,2],X[2,2|0,1]]"
236,"(2,8,2)",1,236,"CX[C[0,2],X[2,2|0,2]]",1,236,"XC[X[0,2|2,2],C[0,2]]",1,236,"AX[A[0,2],X[2,2|0,2]]",1,236,"BX[B[0,2],X[2,2|0,2]]"
237,"(2,8,3)",1,237,"CX[C[0,2],X[2,2|1,0]]",1,237,"XC[X[0,2|2,2],C[1,0]]",1,237,"AX[A[0,2],X[2,2|1,0]]",1,237,"BX[B[0,2],X[2,2|1,0]]"
238,"(2,8,4)",1,238,"CX[C[0,2],X[2,2|1,1]]",1,238,"XC[X[0,2|2,2],C[1,1]]",1,238,"AX[A[0,2],X[2,2|1,1]]",1,238,"BX[B[0,2],X[2,2|1,1]]"
239,"(2,8,5)",1,239,"CX[C[0,2],X[2,2|1,2]]",1,239,"XC[X[0,2|2,2],C[1,2]]",1,239,"AX[A[0,2],X[2,2|1,2]]",1,239,"BX[B[0,2],X[2,2|1,2]]"
240,"(2,8,6)",1,240,"CX[C[0,2],X[2,2|2,0]]",1,240,"XC[X[0,2|2,2],C[2,0]]",1,240,"AX[A[0,2],X[2,2|2,0]]",1,240,"BX[B[0,2],X[2,2|2,0]]"
241,"(2,8,7)",1,241,"CX[C[0,2],X[2,2|2,1]]",1,241,"XC[X[0,2|2,2],C[2,1]]",1,241,"AX[A[0,2],X[2,2|2,1]]",1,241,"BX[B[0,2],X[2,2|2,1]]"
242,"(2,8,8)",1,242,"CX[C[0,2],X[2,2|2,2]]",1,242,"XC[X[0,2|2,2],C[2,2]]",1,242,"AX[A[0,2],X[2,2|2,2]]",1,242,"BX[B[0,2],X[2,2|2,2]]"
243,"(3,0,0)",1,243,"CX[C[1,0],X[0,0|0,0]]",1,243,"XC[X[1,0|0,0],C[0,0]]",1,243,"AX[A[1,0],X[0,0|0,0]]",1,243,"BX[B[1,0],X[0,0|0,0]]"
244,"(3,0,1)",1,244,"CX[C[1,0],X[0,0|0,1]]",1,244,"XC[X[1,0|0,0],C[0,1]]",1,244,"AX[A[1,0],X[0,0|0,1]]",1,244,"BX[B[1,0],X[0,0|0,1]]"
245,"(3,0,2)",1,245,"CX[C[1,0],X[0,0|0,2]]",1,245,"XC[X[1,0|0,0],C[0,2]]",1,245,"AX[A[1,0],X[0,0|0,2]]",1,245,"BX[B[1,0],X[0,0|0,2]]"
246,"(3,0,3)",1,246,"CX[C[1,0],X[0,0|1,0]]",1,246,"XC[X[1,0|0,0],C[1,0]]",1,246,"AX[A[1,0],X[0,0|1,0]]",1,246,"BX[B[1,0],X[0,0|1,0]]"
247,"(3,0,4)",1,247,"CX[C[1,0],X[0,0|1,1]]",1,247,"XC[X[1,0|0,0],C[1,1]]",1,247,"AX[A[1,0],X[0,0|1,1]]",1,247,"BX[B[1,0],X[0,0|1,1]]"
248,"(3,0,5)",1,248,"CX[C[1,0],X[0,0|1,2]]",1,248,"XC[X[1,0|0,0],C[1,2]]",1,248,"AX[A[1,0],X[0,0|1,2]]",1,248,"BX[B[1,0],X[0,0|1,2]]"
249,"(3,0,6)",1,249,"CX[C[1,0],X[0,0|2,0]]",1,249,"XC[X[1,0|0,0],C[2,0]]",1,249,"AX[A[1,0],X[0,0|2,0]]",1,249,"BX[B[1,0],X[0,0|2,0]]"
250,"(3,0,7)",1,250,"CX[C[1,0],X[0,0|2,1]]",1,250,"XC[X[1,0|0,0],C[2,1]]",1,250,"AX[A[1,0],X[0,0|2,1]]",1,250,"BX[B[1,0],X[0,0|2,1]]"
251,"(3,0,8)",1,251,"CX[C[1,0],X[0,0|2,2]]",1,251,"XC[X[1,0|0,0],C[2,2]]",1,251,"AX[A[1,0],X[0,0|2,2]]",1,251,"BX[B[1,0],X[0,0|2,2]]"
252,"(3,1,0)",1,252,"CX[C[1,0],X[0,1|0,0]]",1,252,"XC[X[1,0|0,1],C[0,0]]",1,252,"AX[A[1,0],X[0,1|0,0]]",1,252,"BX[B[1,0],X[0,1|0,0]]"
253,"(3,1,1)",1,253,"CX[C[1,0],X[0,1|0,1]]",1,253,"XC[X[1,0|0,1],C[0,1]]",1,253,"AX[A[1,0],X[0,1|0,1]]",1,253,"BX[B[1,0],X[0,1|0,1]]"
254,"(3,1,2)",1,254,"CX[C[1,0],X[0,1|0,2]]",1,254,"XC[X[1,0|0,1],C[0,2]]",1,254,"AX[A[1,0],X[0,1|0,2]]",1,254,"BX[B[1,0],X[0,1|0,2]]"
255,"(3,1,3)",1,255,"CX[C[1,0],X[0,1|1,0]]",1,255,"XC[X[1,0|0,1],C[1,0]]",1,255,"AX[A[1,0],X[0,1|1,0]]",1,255,"BX[B[1,0],X[0,1|1,0]]"
256,"(3,1,4)",1,256,"CX[C[1,0],X[0,1|1,1]]",1,256,"XC[X[1,0|0,1],C[1,1]]",1,256,"AX[A[1,0],X[0,1|1,1]]",1,256,"BX[B[1,0],X[0,1|1,1]]"
257,"(3,1,5)",1,257,"CX[C[1,0],X[0,1|1,2]]",1,257,"XC[X[1,0|0,1],C[1,2]]",1,257,"AX[A[1,0],X[0,1|1,2]]",1,257,"BX[B[1,0],X[0,1|1,2]]"
258,"(3,1,6)",1,258,"CX[C[1,0],X[0,1|2,0]]",1,258,"XC[X[1,0|0,1],C[2,0]]",1,258,"AX[A[1,0],X[0,1|2,0]]",1,258,"BX[B[1,0],X[0,1|2,0]]"
259,"(3,1,7)",1,259,"CX[C[1,0],X[0,1|2,1]]",1,259,"XC[X[1,0|0,1],C[2,1]]",1,259,"AX[A[1,0],X[0,1|2,1]]",1,259,"BX[B[1,0],X[0,1|2,1]]"
260,"(3,1,8)",1,260,"CX[C[1,0],X[0,1|2,2]]",1,260,"XC[X[1,0|0,1],C[2,2]]",1,260,"AX[A[1,0],X[0,1|2,2]]",1,260,"BX[B[1,0],X[0,1|2,2]]"
261,"(3,2,0)",1,261,"CX[C[1,0],X[0,2|0,0]]",1,261,"XC[X[1,0|0,2],C[0,0]]",1,261,"AX[A[1,0],X[0,2|0,0]]",1,261,"BX[B[1,0],X[0,2|0,0]]"
262,"(3,2,1)",1,262,"CX[C[1,0],X[0,2|0,1]]",1,262,"XC[X[1,0|0,2],C[0,1]]",1,262,"AX[A[1,0],X[0,2|0,1]]",1,262,"BX[B[1,0],X[0,2|0,1]]"
263,"(3,2,2)",1,263,"CX[C[1,0],X[0,2|0,2]]",1,263,"XC[X[1,0|0,2],C[0,2]]",1,263,"AX[A[1,0],X[0,2|0,2]]",1,263,"BX[B[1,0],X[0,2|0,2]]"
264,"(3,2,3)",1,264,"CX[C[1,0],X[0,2|1,0]]",1,264,"XC[X[1,0|0,2],C[1,0]]",1,264,"AX[A[1,0],X[0,2|1,0]]",1,264,"BX[B[1,0],X[0,2|1,0]]"
265,"(3,2,4)",1,265,"CX[C[1,0],X[0,2|1,1]]",1,265,"XC[X[1,0|0,2],C[1,1]]",1,265,"AX[A[1,0],X[0,2|1,1]]",1,265,"BX[B[1,0],X[0,2|1,1]]"
266,"(3,2,5)",1,266,"CX[C[1,0],X[0,2|1,2]]",1,266,"XC[X[1,0|0,2],C[1,2]]",1,266,"AX[A[1,0],X[0,2|1,2]]",1,266,"BX[B[1,0],X[0,2|1,2]]"
267,"(3,2,6)",1,267,"CX[C[1,0],X[0,2|2,0]]",1,267,"XC[X[1,0|0,2],C[2,0]]",1,267,"AX[A[1,0],X[0,2|2,0]]",1,267,"BX[B[1,0],X[0,2|2,0]]"
268,"(3,2,7)",1,268,"CX[C[1,0],X[0,2|2,1]]",1,268,"XC[X[1,0|0,2],C[2,1]]",1,268,"AX[A[1,0],X[0,2|2,1]]",1,268,"BX[B[1,0],X[0,2|2,1]]"
269,"(3,2,8)",1,269,"CX[C[1,0],X[0,2|2,2]]",1,269,"XC[X[1,0|0,2],C[2,2]]",1,269,"AX[A[1,0],X[0,2|2,2]]",1,269,"BX[B[1,0],X[0,2|2,2]]"
270,"(3,3,0)",1,270,"CX[C[1,0],X[1,0|0,0]]",1,270,"XC[X[1,0|1,0],C[0,0]]",1,270,"AX[A[1,0],X[1,0|0,0]]",1,270,"BX[B[1,0],X[1,0|0,0]]"
271,"(3,3,1)",1,271,"CX[C[1,0],X[1,0|0,1]]",1,271,"XC[X[1,0|1,0],C[0,1]]",1,271,"AX[A[1,0],X[1,0|0,1]]",1,271,"BX[B[1,0],X[1,0|0,1]]"
272,"(3,3,2)",1,272,"CX[C[1,0],X[1,0|0,2]]",1,272,"XC[X[1,0|1,0],C[0,2]]",1,272,"AX[A[1,0],X[1,0|0,2]]",1,272,"BX[B[1,0],X[1,0|0,2]]"
273,"(3,3,3)",1,273,"CX[C[1,0],X[1,0|1,0]]",1,273,"XC[X[1,0|1,0],C[1,0]]",1,273,"AX[A[1,0],X[1,0|1,0]]",1,273,"BX[B[1,0],X[1,0|1,0]]"
274,"(3,3,4)",1,274,"CX[C[1,0],X[1,0|1,1]]",1,274,"XC[X[1,0|1,0],C[1,1]]",1,274,"AX[A[1,0],X[1,0|1,1]]",1,274,"BX[B[1,0],X[1,0|1,1]]"
275,"(3,3,5)",1,275,"CX[C[1,0],X[1,0|1,2]]",1,275,"XC[X[1,0|1,0],C[1,2]]",1,275,"AX[A[1,0],X[1,0|1,2]]",1,275,"BX[B[1,0],X[1,0|1,2]]"
276,"(3,3,6)",1,276,"CX[C[1,0],X[1,0|2,0]]",1,276,"XC[X[1,0|1,0],C[2,0]]",1,276,"AX[A[1,0],X[1,0|2,0]]",1,276,"BX[B[1,0],X[1,0|2,0]]"
277,"(3,3,7)",1,277,"CX[C[1,0],X[1,0|2,1]]",1,277,"XC[X[1,0|1,0],C[2,1]]",1,277,"AX[A[1,0],X[1,0|2,1]]",1,277,"BX[B[1,0],X[1,0|2,1]]"
278,"(3,3,8)",1,278,"CX[C[1,0],X[1,0|2,2]]",1,278,"XC[X[1,0|1,0],C[2,2]]",1,278,"AX[A[1,0],X[1,0|2,2]]",1,278,"BX[B[1,0],X[1,0|2,2]]"
279,"(3,4,0)",1,279,"CX[C[1,0],X[1,1|0,0]]",1,279,"XC[X[1,0|1,1],C[0,0]]",1,279,"AX[A[1,0],X[1,1|0,0]]",1,279,"BX[B[1,0],X[1,1|0,0]]"
280,"(3,4,1)",1,280,"CX[C[1,0],X[1,1|0,1]]",1,280,"XC[X[1,0|1,1],C[0,1]]",1,280,"AX[A[1,0],X[1,1|0,1]]",1,280,"BX[B[1,0],X[1,1|0,1]]"
281,"(3,4,2)",1,281,"CX[C[1,0],X[1,1|0,2]]",1,281,"XC[X[1,0|1,1],C[0,2]]",1,281,"AX[A[1,0],X[1,1|0,2]]",1,281,"BX[B[1,0],X[1,1|0,2]]"
282,"(3,4,3)",1,282,"CX[C[1,0],X[1,1|1,0]]",1,282,"XC[X[1,0|1,1],C[1,0]]",1,282,"AX[A[1,0],X[1,1|1,0]]",1,282,"BX[B[1,0],X[1,1|1,0]]"
283,"(3,4,4)",1,283,"CX[C[1,0],X[1,1|1,1]]",1,283,"XC[X[1,0|1,1],C[1,1]]",1,283,"AX[A[1,0],X[1,1|1,1]]",1,283,"BX[B[1,0],X[1,1|1,1]]"
284,"(3,4,5)",1,284,"CX[C[1,0],X[1,1|1,2]]",1,284,"XC[X[1,0|1,1],C[1,2]]",1,284,"AX[A[1,0],X[1,1|1,2]]",1,284,"BX[B[1,0],X[1,1|1,2]]"
285,"(3,4,6)",1,285,"CX[C[1,0],X[1,1|2,0]]",1,285,"XC[X[1,0|1,1],C[2,0]]",1,285,"AX[A[1,0],X[1,1|2,0]]",1,285,"BX[B[1,0],X[1,1|2,0]]"
286,"(3,4,7)",1,286,"CX[C[1,0],X[1,1|2,1]]",1,286,"XC[X[1,0|1,1],C[2,1]]",1,286,"AX[A[1,0],X[1,1|2,1]]",1,286,"BX[B[1,0],X[1,1|2,1]]"
287,"(3,4,8)",1,287,"CX[C[1,0],X[1,1|2,2]]",1,287,"XC[X[1,0|1,1],C[2,2]]",1,287,"AX[A[1,0],X[1,1|2,2]]",1,287,"BX[B[1,0],X[1,1|2,2]]"
288,"(3,5,0)",1,288,"CX[C[1,0],X[1,2|0,0]]",1,288,"XC[X[1,0|1,2],C[0,0]]",1,288,"AX[A[1,0],X[1,2|0,0]]",1,288,"BX[B[1,0],X[1,2|0,0]]"
289,"(3,5,1)",1,289,"CX[C[1,0],X[1,2|0,1]]",1,289,"XC[X[1,0|1,2],C[0,1]]",1,289,"AX[A[1,0],X[1,2|0,1]]",1,289,"BX[B[1,0],X[1,2|0,1]]"
290,"(3,5,2)",1,290,"CX[C[1,0],X[1,2|0,2]]",1,290,"XC[X[1,0|1,2],C[0,2]]",1,290,"AX[A[1,0],X[1,2|0,2]]",1,290,"BX[B[1,0],X[1,2|0,2]]"
291,"(3,5,3)",1,291,"CX[C[1,0],X[1,2|1,0]]",1,291,"XC[X[1,0|1,2],C[1,0]]",1,291,"AX[A[1,0],X[1,2|1,0]]",1,291,"BX[B[1,0],X[1,2|1,0]]"
292,"(3,5,4)",1,292,"CX[C[1,0],X[1,2|1,1]]",1,292,"XC[X[1,0|1,2],C[1,1]]",1,292,"AX[A[1,0],X[1,2|1,1]]",1,292,"BX[B[1,0],X[1,2|1,1]]"
293,"(3,5,5)",1,293,"CX[C[1,0],X[1,2|1,2]]",1,293,"XC[X[1,0|1,2],C[1,2]]",1,293,"AX[A[1,0],X[1,2|1,2]]",1,293,"BX[B[1,0],X[1,2|1,2]]"
294,"(3,5,6)",1,294,"CX[C[1,0],X[1,2|2,0]]",1,294,"XC[X[1,0|1,2],C[2,0]]",1,294,"AX[A[1,0],X[1,2|2,0]]",1,294,"BX[B[1,0],X[1,2|2,0]]"
295,"(3,5,7)",1,295,"CX[C[1,0],X[1,2|2,1]]",1,295,"XC[X[1,0|1,2],C[2,1]]",1,295,"AX[A[1,0],X[1,2|2,1]]",1,295,"BX[B[1,0],X[1,2|2,1]]"
296,"(3,5,8)",1,296,"CX[C[1,0],X[1,2|2,2]]",1,296,"XC[X[1,0|1,2],C[2,2]]",1,296,"AX[A[1,0],X[1,2|2,2]]",1,296,"BX[B[1,0],X[1,2|2,2]]"
297,"(3,6,0)",1,297,"CX[C[1,0],X[2,0|0,0]]",1,297,"XC[X[1,0|2,0],C[0,0]]",1,297,"AX[A[1,0],X[2,0|0,0]]",1,297,"BX[B[1,0],X[2,0|0,0]]"
298,"(3,6,1)",1,298,"CX[C[1,0],X[2,0|0,1]]",1,298,"XC[X[1,0|2,0],C[0,1]]",1,298,"AX[A[1,0],X[2,0|0,1]]",1,298,"BX[B[1,0],X[2,0|0,1]]"
299,"(3,6,2)",1,299,"CX[C[1,0],X[2,0|0,2]]",1,299,"XC[X[1,0|2,0],C[0,2]]",1,299,"AX[A[1,0],X[2,0|0,2]]",1,299,"BX[B[1,0],X[2,0|0,2]]"
300,"(3,6,3)",1,300,"CX[C[1,0],X[2,0|1,0]]",1,300,"XC[X[1,0|2,0],C[1,0]]",1,300,"AX[A[1,0],X[2,0|1,0]]",1,300,"BX[B[1,0],X[2,0|1,0]]"
301,"(3,6,4)",1,301,"CX[C[1,0],X[2,0|1,1]]",1,301,"XC[X[1,0|2,0],C[1,1]]",1,301,"AX[A[1,0],X[2,0|1,1]]",1,301,"BX[B[1,0],X[2,0|1,1]]"
302,"(3,6,5)",1,302,"CX[C[1,0],X[2,0|1,2]]",1,302,"XC[X[1,0|2,0],C[1,2]]",1,302,"AX[A[1,0],X[2,0|1,2]]",1,302,"BX[B[1,0],X[2,0|1,2]]"
303,"(3,6,6)",1,303,"CX[C[1,0],X[2,0|2,0]]",1,303,"XC[X[1,0|2,0],C[2,0]]",1,303,"AX[A[1,0],X[2,0|2,0]]",1,303,"BX[B[1,0],X[2,0|2,0]]"
304,"(3,6,7)",1,304,"CX[C[1,0],X[2,0|2,1]]",1,304,"XC[X[1,0|2,0],C[2,1]]",1,304,"AX[A[1,0],X[2,0|2,1]]",1,304,"BX[B[1,0],X[2,0|2,1]]"
305,"(3,6,8)",1,305,"CX[C[1,0],X[2,0|2,2]]",1,305,"XC[X[1,0|2,0],C[2,2]]",1,305,"AX[A[1,0],X[2,0|2,2]]",1,305,"BX[B[1,0],X[2,0|2,2]]"
306,"(3,7,0)",1,306,"CX[C[1,0],X[2,1|0,0]]",1,306,"XC[X[1,0|2,1],C[0,0]]",1,306,"AX[A[1,0],X[2,1|0,0]]",1,306,"BX[B[1,0],X[2,1|0,0]]"
307,"(3,7,1)",1,307,"CX[C[1,0],X[2,1|0,1]]",1,307,"XC[X[1,0|2,1],C[0,1]]",1,307,"AX[A[1,0],X[2,1|0,1]]",1,307,"BX[B[1,0],X[2,1|0,1]]"
308,"(3,7,2)",1,308,"CX[C[1,0],X[2,1|0,2]]",1,308,"XC[X[1,0|2,1],C[0,2]]",1,308,"AX[A[1,0],X[2,1|0,2]]",1,308,"BX[B[1,0],X[2,1|0,2]]"
309,"(3,7,3)",1,309,"CX[C[1,0],X[2,1|1,0]]",1,309,"XC[X[1,0|2,1],C[1,0]]",1,309,"AX[A[1,0],X[2,1|1,0]]",1,309,"BX[B[1,0],X[2,1|1,0]]"
310,"(3,7,4)",1,310,"CX[C[1,0],X[2,1|1,1]]",1,310,"XC[X[1,0|2,1],C[1,1]]",1,310,"AX[A[1,0],X[2,1|1,1]]",1,310,"BX[B[1,0],X[2,1|1,1]]"
311,"(3,7,5)",1,311,"CX[C[1,0],X[2,1|1,2]]",1,311,"XC[X[1,0|2,1],C[1,2]]",1,311,"AX[A[1,0],X[2,1|1,2]]",1,311,"BX[B[1,0],X[2,1|1,2]]"
312,"(3,7,6)",1,312,"CX[C[1,0],X[2,1|2,0]]",1,312,"XC[X[1,0|2,1],C[2,0]]",1,312,"AX[A[1,0],X[2,1|2,0]]",1,312,"BX[B[1,0],X[2,1|2,0]]"
313,"(3,7,7)",1,313,"CX[C[1,0],X[2,1|2,1]]",1,313,"XC[X[1,0|2,1],C[2,1]]",1,313,"AX[A[1,0],X[2,1|2,1]]",1,313,"BX[B[1,0],X[2,1|2,1]]"
314,"(3,7,8)",1,314,"CX[C[1,0],X[2,1|2,2]]",1,314,"XC[X[1,0|2,1],C[2,2]]",1,314,"AX[A[1,0],X[2,1|2,2]]",1,314,"BX[B[1,0],X[2,1|2,2]]"
315,"(3,8,0)",1,315,"CX[C[1,0],X[2,2|0,0]]",1,315,"XC[X[1,0|2,2],C[0,0]]",1,315,"AX[A[1,0],X[2,2|0,0]]",1,315,"BX[B[1,0],X[2,2|0,0]]"
316,"(3,8,1)",1,316,"CX[C[1,0],X[2,2|0,1]]",1,316,"XC[X[1,0|2,2],C[0,1]]",1,316,"AX[A[1,0],X[2,2|0,1]]",1,316,"BX[B[1,0],X[2,2|0,1]]"
317,"(3,8,2)",1,317,"CX[C[1,0],X[2,2|0,2]]",1,317,"XC[X[1,0|2,2],C[0,2]]",1,317,"AX[A[1,0],X[2,2|0,2]]",1,317,"BX[B[1,0],X[2,2|0,2]]"
318,"(3,8,3)",1,318,"CX[C[1,0],X[2,2|1,0]]",1,318,"XC[X[1,0|2,2],C[1,0]]",1,318,"AX[A[1,0],X[2,2|1,0]]",1,318,"BX[B[1,0],X[2,2|1,0]]"
319,"(3,8,4)",1,319,"CX[C[1,0],X[2,2|1,1]]",1,319,"XC[X[1,0|2,2],C[1,1]]",1,319,"AX[A[1,0],X[2,2|1,1]]",1,319,"BX[B[1,0],X[2,2|1,1]]"
320,"(3,8,5)",1,320,"CX[C[1,0],X[2,2|1,2]]",1,320,"XC[X[1,0|2,2],C[1,2]]",1,320,"AX[A[1,0],X[2,2|1,2]]",1,320,"BX[B[1,0],X[2,2|1,2]]"
321,"(3,8,6)",1,321,"CX[C[1,0],X[2,2|2,0]]",1,321,"XC[X[1,0|2,2],C[2,0]]",1,321,"AX[A[1,0],X[2,2|2,0]]",1,321,"BX[B[1,0],X[2,2|2,0]]"
322,"(3,8,7)",1,322,"CX[C[1,0],X[2,2|2,1]]",1,322,"XC[X[1,0|2,2],C[2,1]]",1,322,"AX[A[1,0],X[2,2|2,1]]",1,322,"BX[B[1,0],X[2,2|2,1]]"
323,"(3,8,8)",1,323,"CX[C[1,0],X[2,2|2,2]]",1,323,"XC[X[1,0|2,2],C[2,2]]",1,323,"AX[A[1,0],X[2,2|2,2]]",1,323,"BX[B[1,0],X[2,2|2,2]]"
324,"(4,0,0)",1,324,"CX[C[1,1],X[0,0|0,0]]",1,324,"XC[X[1,1|0,0],C[0,0]]",1,324,"AX[A[1,1],X[0,0|0,0]]",1,324,"BX[B[1,1],X[0,0|0,0]]"
325,"(4,0,1)",1,325,"CX[C[1,1],X[0,0|0,1]]",1,325,"XC[X[1,1|0,0],C[0,1]]",1,325,"AX[A[1,1],X[0,0|0,1]]",1,325,"BX[B[1,1],X[0,0|0,1]]"
326,"(4,0,2)",1,326,"CX[C[1,1],X[0,0|0,2]]",1,326,"XC[X[1,1|0,0],C[0,2]]",1,326,"AX[A[1,1],X[0,0|0,2]]",1,326,"BX[B[1,1],X[0,0|0,2]]"
327,"(4,0,3)",1,327,"CX[C[1,1],X[0,0|1,0]]",1,327,"XC[X[1,1|0,0],C[1,0]]",1,327,"AX[A[1,1],X[0,0|1,0]]",1,327,"BX[B[1,1],X[0,0|1,0]]"
328,"(4,0,4)",1,328,"CX[C[1,1],X[0,0|1,1]]",1,328,"XC[X[1,1|0,0],C[1,1]]",1,328,"AX[A[1,1],X[0,0|1,1]]",1,328,"BX[B[1,1],X[0,0|1,1]]"
329,"(4,0,5)",1,329,"CX[C[1,1],X[0,0|1,2]]",1,329,"XC[X[1,1|0,0],C[1,2]]",1,329,"AX[A[1,1],X[0,0|1,2]]",1,329,"BX[B[1,1],X[0,0|1,2]]"
330,"(4,0,6)",1,330,"CX[C[1,1],X[0,0|2,0]]",1,330,"XC[X[1,1|0,0],C[2,0]]",1,330,"AX[A[1,1],X[0,0|2,0]]",1,330,"BX[B[1,1],X[0,0|2,0]]"
331,"(4,0,7)",1,331,"CX[C[1,1],X[0,0|2,1]]",1,331,"XC[X[1,1|0,0],C[2,1]]",1,331,"AX[A[1,1],X[0,0|2,1]]",1,331,"BX[B[1,1],X[0,0|2,1]]"
332,"(4,0,8)",1,332,"CX[C[1,1],X[0,0|2,2]]",1,332,"XC[X[1,1|0,0],C[2,2]]",1,332,"AX[A[1,1],X[0,0|2,2]]",1,332,"BX[B[1,1],X[0,0|2,2]]"
333,"(4,1,0)",1,333,"CX[C[1,1],X[0,1|0,0]]",1,333,"XC[X[1,1|0,1],C[0,0]]",1,333,"AX[A[1,1],X[0,1|0,0]]",1,333,"BX[B[1,1],X[0,1|0,0]]"
334,"(4,1,1)",1,334,"CX[C[1,1],X[0,1|0,1]]",1,334,"XC[X[1,1|0,1],C[0,1]]",1,334,"AX[A[1,1],X[0,1|0,1]]",1,334,"BX[B[1,1],X[0,1|0,1]]"
335,"(4,1,2)",1,335,"CX[C[1,1],X[0,1|0,2]]",1,335,"XC[X[1,1|0,1],C[0,2]]",1,335,"AX[A[1,1],X[0,1|0,2]]",1,335,"BX[B[1,1],X[0,1|0,2]]"
336,"(4,1,3)",1,336,"CX[C[1,1],X[0,1|1,0]]",1,336,"XC[X[1,1|0,1],C[1,0]]",1,336,"AX[A[1,1],X[0,1|1,0]]",1,336,"BX[B[1,1],X[0,1|1,0]]"
337,"(4,1,4)",1,337,"CX[C[1,1],X[0,1|1,1]]",1,337,"XC[X[1,1|0,1],C[1,1]]",1,337,"AX[A[1,1],X[0,1|1,1]]",1,337,"BX[B[1,1],X[0,1|1,1]]"
338,"(4,1,5)",1,338,"CX[C[1,1],X[0,1|1,2]]",1,338,"XC[X[1,1|0,1],C[1,2]]",1,338,"AX[A[1,1],X[0,1|1,2]]",1,338,"BX[B[1,1],X[0,1|1,2]]"
339,"(4,1,6)",1,339,"CX[C[1,1],X[0,1|2,0]]",1,339,"XC[X[1,1|0,1],C[2,0]]",1,339,"AX[A[1,1],X[0,1|2,0]]",1,339,"BX[B[1,1],X[0,1|2,0]]"
340,"(4,1,7)",1,340,"CX[C[1,1],X[0,1|2,1]]",1,340,"XC[X[1,1|0,1],C[2,1]]",1,340,"AX[A[1,1],X[0,1|2,1]]",1,340,"BX[B[1,1],X[0,1|2,1]]"
341,"(4,1,8)",1,341,"CX[C[1,1],X[0,1|2,2]]",1,341,"XC[X[1,1|0,1],C[2,2]]",1,341,"AX[A[1,1],X[0,1|2,2]]",1,341,"BX[B[1,1],X[0,1|2,2]]"
342,"(4,2,0)",1,342,"CX[C[1,1],X[0,2|0,0]]",1,342,"XC[X[1,1|0,2],C[0,0]]",1,342,"AX[A[1,1],X[0,2|0,0]]",1,342,"BX[B[1,1],X[0,2|0,0]]"
343,"(4,2,1)",1,343,"CX[C[1,1],X[0,2|0,1]]",1,343,"XC[X[1,1|0,2],C[0,1]]",1,343,"AX[A[1,1],X[0,2|0,1]]",1,343,"BX[B[1,1],X[0,2|0,1]]"
344,"(4,2,2)",1,344,"CX[C[1,1],X[0,2|0,2]]",1,344,"XC[X[1,1|0,2],C[0,2]]",1,344,"AX[A[1,1],X[0,2|0,2]]",1,344,"BX[B[1,1],X[0,2|0,2]]"
