a_atom,a_name,b_atom,b_name,c_atom,c_name,x_atom,x_atom_name,xc_config_id,xc_orbit_id,x_live,c_relation_to_target,tensor_rhs,equation_template
0,"A[0,0]",3,"B[1,0]",1,"C[0,1]",3,"X[0,0|1,0]",28,5,False,same_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,0]*c_k[0,1] = 0"
0,"A[0,0]",3,"B[1,0]",2,"C[0,2]",3,"X[0,0|1,0]",29,5,False,same_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,0]*c_k[0,2] = 0"
0,"A[0,0]",3,"B[1,0]",3,"C[1,0]",3,"X[0,0|1,0]",30,6,False,diff_row_same_col,0,"sum_k a_k[0,0]*b_k[1,0]*c_k[1,0] = 0"
0,"A[0,0]",3,"B[1,0]",4,"C[1,1]",3,"X[0,0|1,0]",31,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,0]*c_k[1,1] = 0"
0,"A[0,0]",3,"B[1,0]",5,"C[1,2]",3,"X[0,0|1,0]",32,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,0]*c_k[1,2] = 0"
0,"A[0,0]",3,"B[1,0]",6,"C[2,0]",3,"X[0,0|1,0]",33,6,False,diff_row_same_col,0,"sum_k a_k[0,0]*b_k[1,0]*c_k[2,0] = 0"
0,"A[0,0]",3,"B[1,0]",7,"C[2,1]",3,"X[0,0|1,0]",34,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,0]*c_k[2,1] = 0"
0,"A[0,0]",3,"B[1,0]",8,"C[2,2]",3,"X[0,0|1,0]",35,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,0]*c_k[2,2] = 0"
0,"A[0,0]",4,"B[1,1]",0,"C[0,0]",4,"X[0,0|1,1]",36,5,False,same_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,1]*c_k[0,0] = 0"
0,"A[0,0]",4,"B[1,1]",1,"C[0,1]",4,"X[0,0|1,1]",37,4,False,exact_target,0,"sum_k a_k[0,0]*b_k[1,1]*c_k[0,1] = 0"
