n_mixed_pairs,mixed_pair_witnesses,resolved_by_st,unresolved_by_st,resolved_by_rstu,unresolved_by_rstu,constant_outputset_by_st,constant_outputset_by_rstu,fully_resolved_lookup_available
164,41688,0,164,0,164,164,164,False
