base_label,candidate,t_value,R,annihilator_projection_residual,lambda_H_max_abs,lambda_to_ker_angle_deg,rank_H_numeric,restricted_rank_numeric,functional_defect_dim_numeric,tensor_max_abs_residual,tensor_loss
standard_rank27,softest_kernel_direction,0.5,27,4.833567337262451e-17,0.3462430664281125,0.0,18,18,0,0.0,0.0
standard_rank27,softest_kernel_direction,0.6,27,4.833567337262451e-17,0.27699445314249,0.0,18,18,0,2.220446049250313e-16,4.930380657631324e-32
standard_rank27,softest_kernel_direction,0.7,27,4.833567337262451e-17,0.2077458398568675,0.0,18,18,0,0.0,0.0
standard_rank27,softest_kernel_direction,0.8,27,4.833567337262451e-17,0.13849722657124494,0.0,18,18,0,2.220446049250313e-16,2.0954117794933126e-31
standard_rank27,softest_kernel_direction,0.9,27,4.833567337262451e-17,0.06924861328562246,0.0,18,18,0,2.220446049250313e-16,1.4791141972893971e-31
standard_rank27,softest_kernel_direction,1.0,27,4.833567337262451e-17,4.833567337262451e-17,0.0,11,4,14,1.0,14.0
standard_rank27,random_kernel_direction_1,0.0,27,5.551115123125783e-16,0.6697274589716321,0.0,18,18,0,0.0,0.0
standard_rank27,random_kernel_direction_1,0.1,27,5.551115123125783e-16,0.6027547130744688,2.5736997548357405,18,18,0,3.3306690738754696e-16,5.7931972727168054e-31
standard_rank27,random_kernel_direction_1,0.2,27,5.551115123125783e-16,0.5357819671773058,5.768231621439429,18,18,0,2.220446049250313e-16,3.5745259767827097e-31
standard_rank27,random_kernel_direction_1,0.3,27,5.551115123125783e-16,0.46880922128014235,9.800253853510325,18,18,0,3.3306690738754696e-16,4.807121141190541e-31
standard_rank27,random_kernel_direction_1,0.4,27,5.551115123125783e-16,0.4018364753829793,14.972845284888962,18,18,0,2.220446049250313e-16,3.3280069439011436e-31
standard_rank27,random_kernel_direction_1,0.5,27,5.551115123125783e-16,0.33486372948581605,21.6904421774054,18,18,0,2.220446049250313e-16,1.355854680848614e-31
standard_rank27,random_kernel_direction_1,0.6,27,5.551115123125783e-16,0.2678909835886529,30.420004105073748,18,18,0,3.3306690738754696e-16,5.9164567891575885e-31
standard_rank27,random_kernel_direction_1,0.7,27,5.551115123125783e-16,0.2009182376914897,41.49075134327921,18,18,0,2.220446049250313e-16,2.2186712959340957e-31
standard_rank27,random_kernel_direction_1,0.8,27,5.551115123125783e-16,0.1339454917943264,54.65974455516013,18,18,0,3.3306690738754696e-16,3.821045009664276e-31
standard_rank27,random_kernel_direction_1,0.9,27,5.551115123125783e-16,0.0669727458971632,69.13418332070084,18,18,0,2.220446049250313e-16,6.409494854920721e-31
standard_rank27,random_kernel_direction_1,1.0,27,5.551115123125783e-16,5.551115123125783e-16,89.99999999999987,18,18,0,3.3306690738754696e-16,3.5745259767827097e-31
standard_rank27,random_kernel_direction_2,0.0,27,2.3314683517128287e-15,0.7715695249347111,0.0,18,18,0,0.0,0.0
standard_rank27,random_kernel_direction_2,0.1,27,2.3314683517128287e-15,0.6944125724412402,1.989881651823983,18,18,0,3.3306690738754696e-16,4.807121141190541e-31
standard_rank27,random_kernel_direction_2,0.2,27,2.3314683517128287e-15,0.6172556199477695,4.4589799924219,18,18,0,3.3306690738754696e-16,5.17689969051289e-31
standard_rank27,random_kernel_direction_2,0.3,27,2.3314683517128287e-15,0.5400986674542985,7.576290562059292,18,18,0,3.3306690738754696e-16,5.300159206953673e-31
standard_rank27,random_kernel_direction_2,0.4,27,2.3314683517128287e-15,0.4629417149608276,11.586708977440509,18,18,0,3.3306690738754696e-16,6.77927340424307e-31
standard_rank27,random_kernel_direction_2,0.5,27,2.3314683517128287e-15,0.3857847624673567,16.843270235511127,18,18,0,2.220446049250313e-16,2.834968878138011e-31
standard_rank27,random_kernel_direction_2,0.6,27,2.3314683517128287e-15,0.30862780997388584,23.83816806358419,18,18,0,3.3306690738754696e-16,6.039716305598372e-31
standard_rank27,random_kernel_direction_2,0.7,27,2.3314683517128287e-15,0.231470857480415,33.22324450761144,18,18,0,2.220446049250313e-16,2.711709361697228e-31
standard_rank27,random_kernel_direction_2,0.8,27,2.3314683517128287e-15,0.15431390498694406,45.95660069510649,18,18,0,2.220446049250313e-16,2.588449845256445e-31
standard_rank27,random_kernel_direction_2,0.9,27,2.3314683517128287e-15,0.07715695249347321,64.15125553177897,18,18,0,3.3306690738754696e-16,5.9164567891575885e-31
standard_rank27,random_kernel_direction_2,1.0,27,2.3314683517128287e-15,2.3314683517128287e-15,89.99999999999946,18,18,0,2.220446049250313e-16,2.588449845256445e-31
