base_label,step_idx,branch,sample_index,eps,step_norm,delta_norm,dot_lambda_norm,base_kappa_ker,kappa_ker_state,honest_defect_l2,tensor_max_abs_residual,tensor_loss,restricted_rank,kernel_dim,is_regular
alphatensor_rank23_transpose,0,wildcard,2,0.03,3.5978747336888635,3.4845346645464135,0.8959468571802263,0.6245923009701738,0.6037031248365486,0.6058176226951713,1.9984014443252818e-15,2.2088958742498107e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,2,0.05,3.5978747336888635,3.4845346645464135,0.8959468571802263,0.6245923009701738,0.5890519541085175,0.5948014975516837,4.329435695920686e-15,5.377629982774498e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,3,0.001,3.729730765397041,3.5576892109885363,1.119704898785818,0.6245923009701738,0.624033964343625,0.6240387920515005,2.167379609968618e-15,1.549976917730001e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,3,0.003,3.729730765397041,3.5576892109885363,1.119704898785818,0.6245923009701738,0.6229155202399528,0.6229589848420218,2.220446049250313e-15,1.3765628048628227e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,3,0.01,3.729730765397041,3.5576892109885363,1.119704898785818,0.6245923009701738,0.6189828147576936,0.6194662422818135,5.056332392203306e-15,6.4445972014828115e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,3,0.03,3.729730765397041,3.5576892109885363,1.119704898785818,0.6245923009701738,0.6076013088045964,0.6119564013521697,1.8496105000053493e-15,1.3125897586695905e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,3,0.05,3.729730765397041,3.5576892109885363,1.119704898785818,0.6245923009701738,0.5960273884332978,0.6081018891893911,3.809551489877979e-15,4.041924181730017e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,4,0.001,3.2838640849076484,3.1654728976019815,0.8738104272058452,0.6245923009701738,0.6240183269007437,0.6240203266450334,4.363381689666513e-15,5.209424169055313e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,4,0.003,3.2838640849076484,3.1654728976019815,0.8738104272058452,0.6245923009701738,0.6228650561437308,0.6228829733799031,2.6554564262550917e-15,2.581195814709591e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,4,0.01,3.2838640849076484,3.1654728976019815,0.8738104272058452,0.6245923009701738,0.6187760621127172,0.6189722111110002,3.774758283725532e-15,1.7020387053234506e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,4,0.03,3.2838640849076484,3.1654728976019815,0.8738104272058452,0.6245923009701738,0.6067143996298364,0.608419296123713,1.9984014443252818e-15,1.5686772766587387e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,4,0.05,3.2838640849076484,3.1654728976019815,0.8738104272058452,0.6245923009701738,0.594225071215876,0.5988508907079269,1.8433845518844968e-15,1.4401920492280448e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,5,0.001,3.223134960681564,3.0940620123915084,0.9029835204717501,0.6245923009701738,0.6239907070306864,0.6239936897694633,2.911953379573778e-15,3.636683197978737e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,5,0.003,3.223134960681564,3.0940620123915084,0.9029835204717501,0.6245923009701738,0.6227840527067513,0.6228108986319522,2.6553451515154717e-15,3.256248425084167e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,5,0.01,3.223134960681564,3.0940620123915084,0.9029835204717501,0.6245923009701738,0.6185258553505693,0.6188242576682349,2.584953559439353e-15,2.658914278475576e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,5,0.03,3.223134960681564,3.0940620123915084,0.9029835204717501,0.6245923009701738,0.6060933882049819,0.6087868301210573,3.2055519604358206e-15,3.1336629460654217e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,5,0.05,3.223134960681564,3.0940620123915084,0.9029835204717501,0.6245923009701738,0.5933322761998369,0.6008553405594677,3.2036395786046544e-15,3.8878038933116244e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,6,0.001,3.2254066121317386,3.096893584776765,0.9013866751575933,0.6245923009701738,0.6239794725903949,0.6239812043445778,3.1087475326973635e-15,3.446063097732275e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,6,0.003,3.2254066121317386,3.096893584776765,0.9013866751575933,0.6245923009701738,0.6227508283079976,0.622766397131147,2.779665935825435e-15,3.1441356090153064e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,6,0.01,3.2254066121317386,3.096893584776765,0.9013866751575933,0.6245923009701738,0.6184203302524662,0.6185927424967125,3.752323011603576e-15,3.3031652105181164e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,6,0.03,3.2254066121317386,3.096893584776765,0.9013866751575933,0.6245923009701738,0.6058131833004099,0.607356898999396,3.9210587779781196e-15,4.616180512926965e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,6,0.05,3.2254066121317386,3.096893584776765,0.9013866751575933,0.6245923009701738,0.5929088703557006,0.5972048978142118,2.038029452243009e-15,1.3547747796768897e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,7,0.001,3.5112606477198343,3.424419502130443,0.7760814452456635,0.6245923009701738,0.6239471577840353,0.6239482979938699,2.9373907322173796e-15,3.4730754798112763e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,7,0.003,3.5112606477198343,3.424419502130443,0.7760814452456635,0.6245923009701738,0.6226536074769065,0.6226638655855294,3.552713678800501e-15,3.0904238981419723e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,7,0.01,3.5112606477198343,3.424419502130443,0.7760814452456635,0.6245923009701738,0.6180929435011995,0.6182068609801524,2.4580505643975987e-15,1.782483912318337e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,7,0.03,3.5112606477198343,3.424419502130443,0.7760814452456635,0.6245923009701738,0.6048005287359348,0.6058309537706741,5.390602626993977e-15,4.690737432857281e-28,14,14,1
alphatensor_rank23_transpose,0,wildcard,7,0.05,3.5112606477198343,3.424419502130443,0.7760814452456635,0.6245923009701738,0.5911662952977629,0.5940724027889386,1.9984014443252818e-15,1.7487084031521916e-28,14,14,1
