base_label,family,trial_index,noise_scale,R,rank_H_numeric,rank_HDelta_numeric,channel0_identity_max_abs,channel1_identity_max_abs,channel2_identity_max_abs,pair01_live_gap_max_abs,pair12_live_gap_max_abs,pair02_live_gap_max_abs,tensor_max_abs_residual,tensor_loss
standard_rank27,pair_equal_01,18,0.02,27,9,27,0.5014955379702934,0.5014955379702934,0.002344582371645587,0.0,1.0469865516426267,1.0469865516426267,0.5014955379702936,9.017829183416872
standard_rank27,pair_equal_01,19,0.02,27,9,27,0.501041571643961,0.501041571643961,0.002818106602624826,0.0,1.0718726320989644,1.0718726320989644,0.501041571643961,9.024087281470894
standard_rank27,pair_equal_01,20,0.02,27,9,27,0.5005867092938165,0.5005867092938165,0.004873845902073737,0.0,1.050992907587966,1.050992907587966,0.5005867092938165,9.02119078118505
standard_rank27,pair_equal_01,21,0.02,27,9,27,0.5011139163149714,0.5011139163149714,0.0036134532154366017,0.0,1.0510801904910514,1.0510801904910514,0.5011139163149714,9.022181814429093
standard_rank27,pair_equal_01,22,0.02,27,9,27,0.5011988306172608,0.5011988306172608,0.0026055853518853755,0.0,1.0374161719123762,1.0374161719123762,0.5011988306172608,9.01944824166723
standard_rank27,pair_equal_01,23,0.02,27,9,27,0.5011126651338307,0.5011126651338307,0.0015042437887524684,0.0,1.0256337769540897,1.0256337769540897,0.5011126651338307,9.015527343740224
standard_rank27,pair_equal_01,24,0.02,27,9,27,0.5014954069284601,0.5014954069284601,0.001743155831352917,0.0,1.0544733995183697,1.0544733995183697,0.50149540692846,9.019792097742927
standard_rank27,pair_equal_01,25,0.02,27,9,27,0.5025994499158314,0.5025994499158314,0.004122067664499962,0.0,1.051145470254351,1.051145470254351,0.5025994499158314,9.03072485090184
standard_rank27,pair_equal_01,26,0.02,27,9,27,0.500714826406048,0.500714826406048,0.004119048863502672,0.0,1.0525246639234773,1.0525246639234773,0.5007148264060479,9.01683866940176
standard_rank27,pair_equal_01,27,0.02,27,9,27,0.5012304462058836,0.5012304462058836,0.004213259518039747,0.0,1.070002800522129,1.070002800522129,0.5012304462058835,9.030299453871152
standard_rank27,pair_equal_01,28,0.02,27,9,27,0.5011261647650285,0.5011261647650285,0.0013782831434882015,0.0,1.067231397938385,1.067231397938385,0.5011261647650285,9.018170586045713
standard_rank27,pair_equal_01,29,0.02,27,9,27,0.5011841128557668,0.5011841128557668,0.005405854901834983,0.0,1.0283455175529816,1.0283455175529816,0.5011841128557668,9.02606360807918
standard_rank27,pair_equal_01,30,0.02,27,9,27,0.5017704973622619,0.5017704973622619,0.003210745867474829,0.0,1.046961770256596,1.046961770256596,0.5017704973622619,9.02197399789968
standard_rank27,pair_equal_12,1,0.0,27,9,18,0.0,0.5000000000000002,0.5000000000000002,1.0,0.0,1.0,0.5000000000000002,9.0
standard_rank27,pair_equal_12,2,0.02,27,9,27,0.003984816072273301,0.5011667482424544,0.5011667482424544,1.0467555308335175,0.0,1.0467555308335175,0.5011667482424544,9.019650713521223
standard_rank27,pair_equal_12,3,0.02,27,9,27,0.003724464662558047,0.500810437825177,0.500810437825177,1.027513415736885,0.0,1.027513415736885,0.500810437825177,9.02111657943981
standard_rank27,pair_equal_12,4,0.02,27,9,27,0.003025677131377136,0.5011583937444783,0.5011583937444783,1.0585174881767738,0.0,1.0585174881767738,0.5011583937444785,9.022040205188265
standard_rank27,pair_equal_12,5,0.02,27,9,27,0.0028152741548939098,0.5017609152917806,0.5017609152917806,1.0231475780070804,0.0,1.0231475780070804,0.5017609152917806,9.019425317222158
standard_rank27,pair_equal_12,6,0.02,27,9,27,0.001902152871411933,0.5011253754283307,0.5011253754283307,1.0519957145756043,0.0,1.0519957145756043,0.5011253754283307,9.021506697987036
standard_rank27,pair_equal_12,7,0.02,27,9,27,0.0045709548495109775,0.5024524696681374,0.5024524696681374,1.033937692378372,0.0,1.033937692378372,0.5024524696681374,9.02609913374141
standard_rank27,pair_equal_12,8,0.02,27,9,27,0.002511688462499495,0.501442488284841,0.501442488284841,1.0338842011575042,0.0,1.0338842011575042,0.501442488284841,9.027154242169672
standard_rank27,pair_equal_12,9,0.02,27,9,27,0.003965640599420506,0.5013423353520244,0.5013423353520244,1.0530123196550607,0.0,1.0530123196550607,0.5013423353520243,9.017133544420984
standard_rank27,pair_equal_12,10,0.02,27,9,27,0.002636616906003253,0.5020550780473415,0.5020550780473415,1.044580660994821,0.0,1.044580660994821,0.5020550780473415,9.027367869681434
standard_rank27,pair_equal_12,11,0.02,27,9,27,0.007540751773467136,0.5011085259817443,0.5011085259817443,1.0381345037864118,0.0,1.0381345037864118,0.5011085259817443,9.027931493517386
standard_rank27,pair_equal_12,12,0.02,27,9,27,0.0017644228433906228,0.5019365771807521,0.5019365771807521,1.048439060295894,0.0,1.048439060295894,0.5019365771807521,9.018436288641702
standard_rank27,pair_equal_12,13,0.02,27,9,27,0.0018805882595260837,0.5022979887001386,0.5022979887001386,1.0402273732787806,0.0,1.0402273732787806,0.5022979887001385,9.024136247575152
standard_rank27,pair_equal_12,14,0.02,27,9,27,0.0029950243165092205,0.5007887811661949,0.5007887811661949,1.0489144723631914,0.0,1.0489144723631914,0.5007887811661949,9.020278041873011
standard_rank27,pair_equal_12,15,0.02,27,9,27,0.0029900308071060255,0.5020204689106076,0.5020204689106076,1.0548046153746227,0.0,1.0548046153746227,0.5020204689106076,9.02189774045976
standard_rank27,pair_equal_12,16,0.02,27,9,27,0.002876289020908085,0.5014452298315559,0.5014452298315559,1.0297806408030579,0.0,1.0297806408030579,0.5014452298315559,9.020362068697253
standard_rank27,pair_equal_12,17,0.02,27,9,27,0.002239693012516919,0.5016451797767719,0.5016451797767719,1.041058769510804,0.0,1.041058769510804,0.5016451797767719,9.027081506951001
standard_rank27,pair_equal_12,18,0.02,27,9,27,0.0018220262738719573,0.5012841995451846,0.5012841995451846,1.024517852798859,0.0,1.024517852798859,0.5012841995451846,9.016782032251761
standard_rank27,pair_equal_12,19,0.02,27,9,27,0.0037217599813574864,0.5008992323713185,0.5008992323713185,1.0382252084662482,0.0,1.0382252084662482,0.5008992323713186,9.02319672420188
standard_rank27,pair_equal_12,20,0.02,27,9,27,0.0020739563480250967,0.5018969443900674,0.5018969443900674,1.0526801425987629,0.0,1.0526801425987629,0.5018969443900674,9.018593047602225
standard_rank27,pair_equal_12,21,0.02,27,9,27,0.0024858176612112537,0.5008111321155231,0.5008111321155231,1.035424337589864,0.0,1.035424337589864,0.5008111321155231,9.021230048598543
standard_rank27,pair_equal_12,22,0.02,27,9,27,0.0023664225359547597,0.5019960498870301,0.5019960498870301,1.0238130903214067,0.0,1.0238130903214067,0.5019960498870301,9.021273819761944
standard_rank27,pair_equal_12,23,0.02,27,9,27,0.0022169060358214754,0.501474330389295,0.501474330389295,1.0356108967220956,0.0,1.0356108967220956,0.501474330389295,9.0226963379725
standard_rank27,pair_equal_12,24,0.02,27,9,27,0.001561007735729647,0.5021881430009605,0.5021881430009605,1.0295947863533952,0.0,1.0295947863533952,0.5021881430009605,9.0217413910237
standard_rank27,pair_equal_12,25,0.02,27,9,27,0.003256914502736463,0.5035383864075154,0.5035383864075154,1.0309467567820978,0.0,1.0309467567820978,0.5035383864075154,9.03831406177777
standard_rank27,pair_equal_12,26,0.02,27,9,27,0.0024049178731323506,0.5029725630770245,0.5029725630770245,1.0642869847324274,0.0,1.0642869847324274,0.5029725630770244,9.020820524394832
standard_rank27,pair_equal_12,27,0.02,27,9,27,0.00264438099416775,0.5016177921348806,0.5016177921348806,1.0861245848127183,0.0,1.0861245848127183,0.5016177921348806,9.019189303116674
standard_rank27,pair_equal_12,28,0.02,27,9,27,0.003346852679287582,0.5021761348014242,0.5021761348014242,1.0401948195131632,0.0,1.0401948195131632,0.5021761348014242,9.027043652919891
standard_rank27,pair_equal_12,29,0.02,27,9,27,0.0021191761591228264,0.5008051826607216,0.5008051826607216,1.0305540394072392,0.0,1.0305540394072392,0.5008051826607216,9.01786992308601
standard_rank27,pair_equal_12,30,0.02,27,9,27,0.0033478139034729404,0.5021577291212558,0.5021577291212558,1.0724895309703184,0.0,1.0724895309703184,0.5021577291212558,9.026053207057464
standard_rank27,all_equal,1,0.0,27,0,9,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.6666666666666667,18.0
standard_rank27,all_equal,2,0.02,27,0,9,0.666666666666667,0.666666666666667,0.666666666666667,0.0,0.0,0.0,0.666666666666667,18.0
standard_rank27,all_equal,3,0.02,27,0,9,0.666666666666667,0.666666666666667,0.666666666666667,0.0,0.0,0.0,0.666666666666667,18.0
standard_rank27,all_equal,4,0.02,27,0,9,0.6666666666666671,0.6666666666666671,0.6666666666666671,0.0,0.0,0.0,0.6666666666666671,18.0
standard_rank27,all_equal,5,0.02,27,0,9,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.6666666666666667,18.0
standard_rank27,all_equal,6,0.02,27,0,9,0.6666666666666669,0.6666666666666669,0.6666666666666669,0.0,0.0,0.0,0.6666666666666669,18.0
standard_rank27,all_equal,7,0.02,27,0,9,0.666666666666667,0.666666666666667,0.666666666666667,0.0,0.0,0.0,0.666666666666667,18.0
standard_rank27,all_equal,8,0.02,27,0,9,0.666666666666667,0.666666666666667,0.666666666666667,0.0,0.0,0.0,0.666666666666667,18.0
standard_rank27,all_equal,9,0.02,27,0,9,0.6666666666666671,0.6666666666666671,0.6666666666666671,0.0,0.0,0.0,0.6666666666666671,18.0
standard_rank27,all_equal,10,0.02,27,0,9,0.666666666666667,0.666666666666667,0.666666666666667,0.0,0.0,0.0,0.666666666666667,18.0
standard_rank27,all_equal,11,0.02,27,0,9,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.6666666666666667,18.0
standard_rank27,all_equal,12,0.02,27,0,9,0.6666666666666669,0.6666666666666669,0.6666666666666669,0.0,0.0,0.0,0.666666666666667,18.0
standard_rank27,all_equal,13,0.02,27,0,9,0.666666666666667,0.666666666666667,0.666666666666667,0.0,0.0,0.0,0.666666666666667,18.0
standard_rank27,all_equal,14,0.02,27,0,9,0.6666666666666669,0.6666666666666669,0.6666666666666669,0.0,0.0,0.0,0.666666666666667,18.0
standard_rank27,all_equal,15,0.02,27,0,9,0.666666666666667,0.666666666666667,0.666666666666667,0.0,0.0,0.0,0.666666666666667,18.0
standard_rank27,all_equal,16,0.02,27,0,9,0.6666666666666671,0.6666666666666671,0.6666666666666671,0.0,0.0,0.0,0.6666666666666671,18.0
standard_rank27,all_equal,17,0.02,27,0,9,0.6666666666666671,0.6666666666666671,0.6666666666666671,0.0,0.0,0.0,0.6666666666666671,18.0
standard_rank27,all_equal,18,0.02,27,0,9,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.0,0.0,0.0,0.6666666666666672,18.0
standard_rank27,all_equal,19,0.02,27,0,9,0.666666666666667,0.666666666666667,0.666666666666667,0.0,0.0,0.0,0.666666666666667,18.0
standard_rank27,all_equal,20,0.02,27,0,9,0.666666666666667,0.666666666666667,0.666666666666667,0.0,0.0,0.0,0.666666666666667,18.0
standard_rank27,all_equal,21,0.02,27,0,9,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.6666666666666667,18.0
standard_rank27,all_equal,22,0.02,27,0,9,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.0,0.0,0.0,0.6666666666666672,18.0
standard_rank27,all_equal,23,0.02,27,0,9,0.6666666666666669,0.6666666666666669,0.6666666666666669,0.0,0.0,0.0,0.6666666666666669,18.0
standard_rank27,all_equal,24,0.02,27,0,9,0.6666666666666671,0.6666666666666671,0.6666666666666671,0.0,0.0,0.0,0.6666666666666671,18.0
standard_rank27,all_equal,25,0.02,27,0,9,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.6666666666666667,18.0
standard_rank27,all_equal,26,0.02,27,0,9,0.6666666666666676,0.6666666666666676,0.6666666666666676,0.0,0.0,0.0,0.6666666666666675,18.0
standard_rank27,all_equal,27,0.02,27,0,9,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.6666666666666667,18.0
standard_rank27,all_equal,28,0.02,27,0,9,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.6666666666666667,18.0
standard_rank27,all_equal,29,0.02,27,0,9,0.6666666666666669,0.6666666666666669,0.6666666666666669,0.0,0.0,0.0,0.6666666666666669,18.0
standard_rank27,all_equal,30,0.02,27,0,9,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.0,0.0,0.0,0.6666666666666672,18.0
standard_rank27,collinear,1,0.0,27,18,18,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
standard_rank27,collinear,2,0.02,27,18,27,0.004844120089515513,0.0023978370495236767,0.004303914698379985,1.0594582167450255,1.0436650919897918,1.0596831837524001,0.07852934680053766,0.041038782590386076
standard_rank27,collinear,3,0.02,27,18,27,0.009363823710233699,0.007499609660808981,0.004468907605821082,1.0572467649783355,1.073275385143457,1.0730537606642652,0.10422355137785574,0.05196776997486112
standard_rank27,collinear,4,0.02,27,18,27,0.0053531082221702775,0.0030263391247451477,0.0038831232198787147,1.0576940804886372,1.0630698733415864,1.06440127428762,0.06980444726587734,0.048737454008057124
standard_rank27,collinear,5,0.02,27,18,27,0.005408383744815115,0.004160141061425593,0.00514618219168872,1.0501080491744799,1.1024928103870184,1.1027845661445872,0.07112825834339528,0.0411231737004311
standard_rank27,collinear,6,0.02,27,18,27,0.003501485626093981,0.004354386006481525,0.002529636597300877,1.0882347109043915,1.0545864767993058,1.0889061156542523,0.0679507264109903,0.04048386915038171
standard_rank27,collinear,7,0.02,27,18,27,0.004682810147669136,0.004379025380286561,0.003706558145831762,1.0693998870480688,1.0575629194012552,1.0690104039212156,0.0784576503941073,0.050922506275016766
standard_rank27,collinear,8,0.02,27,18,27,0.005876078195535928,0.005846960750335417,0.004119133038913092,1.0599596876490258,1.038757395036602,1.060003350880756,0.05586473741525203,0.04741148117893998
standard_rank27,collinear,9,0.02,27,18,27,0.0030024903741066034,0.0035022030729703335,0.00326453512104552,1.047866473166066,1.0419423090108357,1.0478820541811686,0.05138869851528898,0.03757560586616322
standard_rank27,collinear,10,0.02,27,18,27,0.0037625864121229036,0.00468830086857186,0.003923475138278842,1.0567205206834962,1.0416261100587827,1.0548682058728864,0.06659190247290969,0.0500560381063748
standard_rank27,collinear,11,0.02,27,18,27,0.0020898275833138857,0.002844407146282424,0.0033326726865529066,1.059640646592307,1.0591323703207367,1.0331548940757949,0.04664594139749548,0.037626406747927554
standard_rank27,collinear,12,0.02,27,18,27,0.003666534816051281,0.0033818595093236814,0.0037007465129560435,1.0465705143136572,1.0467453424470372,1.0416950032421481,0.06678769118306073,0.049725030320491526
standard_rank27,collinear,13,0.02,27,18,27,0.004443289324119637,0.0045532479470572484,0.004643882479146044,1.0509613172012113,1.052699491731344,1.0524232756399874,0.07836341173796653,0.05868927703802866
standard_rank27,collinear,14,0.02,27,18,27,0.0036156712026014226,0.0028168649083472053,0.005077488563307253,1.0720314554028532,1.0403733900311887,1.070898542314601,0.07677840212829937,0.037332018302460794
standard_rank27,collinear,15,0.02,27,18,27,0.002556432057256419,0.0044276440659918315,0.006075985624527713,1.0547696427299278,1.0851747096185478,1.0863930658850214,0.0780426916561292,0.05178459776475354
standard_rank27,collinear,16,0.02,27,18,27,0.002685951930683328,0.003223557876387839,0.003412779271006361,1.0590661883603198,1.0471059240795317,1.058908223965684,0.0705709149271019,0.05437632529518069
standard_rank27,collinear,17,0.02,27,18,27,0.0017807926601373092,0.003380369502492986,0.0049083426550118325,1.0581593426301625,1.054882362523331,1.057995821767374,0.07310850785120439,0.037026031243938606
standard_rank27,collinear,18,0.02,27,18,27,0.0033779397954408763,0.0029222786549100155,0.0042698156293045075,1.0581850241454624,1.0581752393412198,1.040334318661173,0.06530435585393062,0.03982762299395039
standard_rank27,collinear,19,0.02,27,18,27,0.005234763489434191,0.006114544454653759,0.003932145063886394,1.0625167593456284,1.032092075965162,1.062815742331656,0.0658635326955059,0.058224974320077304
standard_rank27,collinear,20,0.02,27,18,27,0.0029398237058488874,0.004939698892659328,0.0061317427797978885,1.0480219921594716,1.0540690662517314,1.053767239386947,0.06494263229490901,0.04898543320957725
standard_rank27,collinear,21,0.02,27,18,27,0.0042660024627476645,0.002110455195848404,0.002470391125032334,1.0456800009829885,1.061620309060947,1.0616493650327374,0.06616232162133209,0.037208581616111694
standard_rank27,collinear,22,0.02,27,18,27,0.005038731829021703,0.008835873845522868,0.0071974603478132115,1.0363404375696357,1.0650593716571062,1.0644979963065855,0.08375264185013648,0.06652982031262528
standard_rank27,collinear,23,0.02,27,18,27,0.004502352124528319,0.005676261082949274,0.0034370781161463526,1.0352075837586916,1.029614784121125,1.0347828596700235,0.08134979649123388,0.04454575242998132
standard_rank27,collinear,24,0.02,27,18,27,0.005683719434818046,0.005215996571948822,0.0035585435953009448,1.0383532711550332,1.0371538837218273,1.03792181997921,0.09063263708383362,0.05390352565781521
standard_rank27,collinear,25,0.02,27,18,27,0.0022821363979090847,0.0038846320428692627,0.0053812397155138525,1.079097336274527,1.0790281497831342,1.0325444537167208,0.06158485487355501,0.04247074831238233
standard_rank27,collinear,26,0.02,27,18,27,0.003349167308099865,0.004752500387571357,0.005982485281877836,1.0431099613157677,1.0236052618654155,1.0428994213204572,0.07325722974068276,0.051110404619866615
standard_rank27,collinear,27,0.02,27,18,27,0.0051043956028952175,0.0024088938104857016,0.003424115727704846,1.05660159856395,1.0753267294687585,1.0751102485006119,0.06359463039435505,0.042125018470461996
standard_rank27,collinear,28,0.02,27,18,27,0.0027256974894880326,0.007636317959118455,0.005038202987044271,1.0363539116780394,1.0364260660667508,1.0280894654516401,0.0751214207292886,0.040062800066634666
standard_rank27,collinear,29,0.02,27,18,27,0.0021585015584740797,0.005293059639604247,0.005600281065145318,1.0631625930735922,1.0643153419243412,1.0459315464571577,0.09321200808660171,0.05050873430385994
standard_rank27,collinear,30,0.02,27,18,27,0.004591985799608844,0.0027417758206693676,0.00413006264559268,1.0794443512830132,1.0792642765544158,1.0341118046487185,0.06396767482740552,0.04740765180896428
