tag,projection_loss,projection_max_abs,sampled_points,rank_W,rank_sigma,theta,candidate
start_2,1.6339778743492307e-28,2.220446049250313e-15,200,76,9,"[-1.1651923569848367e-05, -2.85459540666649e-06, 2.0630851002368215e-05, 2.1963240289193433e-06, 5.214088850970807e-06, 6.325152746841484e-06, -8.437117425438578e-06, 5.937959161189492e-06, 5.56077927383285e-06, 2.61244583701759e-06, -1.4845890720118757e-06, 1.0011561479886826, 2.892538608373557e-06, 0.00022468795916118957]","[-4.0273568456276444e-06, -9.951204689963343e-06, 2.0884342287004554e-06, -2.5280916733642184e-06, -7.862770461262884e-06, -2.851298810257568e-06, 2.06070257032843e-05, -4.027356845627642e-06, 1.4992651722634277e-06, 6.317848217526254e-06, -8.427373918200602e-06, 1.5209517920997159e-06, 5.5543574723607e-06, 2.609428884231671e-06, -1.4828746115345383e-06, 0.9999999744186833, -1.5209517920997133e-06, 0.00022442848087660716]"
start_2,1.2208248944222264e-28,1.6653345369377348e-15,200,76,9,"[-1.0663216815468448e-05, -2.372141872019806e-06, 2.0906012735861508e-05, 2.77629609729967e-06, 4.643928079925812e-06, 4.653393752783304e-06, -8.258665013214348e-06, 5.227593672725008e-06, 4.4987507137295294e-06, 2.7334586795960807e-06, 1.223594209780735e-06, 1.001038275959386, 2.571058229703259e-06, 0.00022397759367272506]","[-3.240923136195192e-06, -9.413249993104982e-06, 2.1107575989280414e-06, -2.0552858716181805e-06, -7.30249239417694e-06, -2.3696814285098553e-06, 2.0884328508639845e-05, -3.2409231361951905e-06, 1.1856372645770135e-06, 4.648567139083116e-06, -8.250098924072588e-06, 1.3268900097755792e-06, 4.494084499567955e-06, 2.730623469464992e-06, 1.2223250679693707e-06, 0.9999999746004545, -1.326890009775578e-06, 0.00022374527863995797]"
start_2,2.5058360542029357e-28,1.9984014443252818e-15,200,76,9,"[-1.0574035323572966e-05, -3.67642739762131e-06, 2.18826029409612e-05, 4.272459413923704e-06, 4.799193060501162e-06, 3.791349407940191e-06, -9.674097976187943e-06, -1.984006609568763e-06, 4.679432335020396e-06, 3.262746495812346e-06, 5.201663510350556e-06, 1.001368507013499, 3.578109568679525e-06, 0.00022569456481900274]","[-1.3112239116394053e-06, -8.906876202129577e-06, 9.947506342153427e-07, 1.1778748812938188e-06, -7.91212556791423e-06, -3.671402962018055e-06, 2.1852696807256616e-05, -1.3112239116394036e-06, 2.489098792933224e-06, 3.7861679127304773e-06, -9.660876748881133e-06, -2.7772573212137654e-06, 4.673037130142337e-06, 3.25828742240087e-06, 5.194554591688251e-06, 0.9999999741868009, 2.7772573212137654e-06, 0.00022538611651191215]"
start_2,1.3265987013511133e-28,1.5543122344752192e-15,200,76,9,"[-9.401769181427343e-06, -1.2090556130204233e-06, 2.087042274024971e-05, 2.9296930896703333e-06, 3.83251566957052e-06, 2.8094155881744553e-06, -7.449426580962021e-06, 7.224951583797219e-06, 3.0314363199445074e-06, 2.677264860142494e-06, 3.1619941137770457e-06, 1.0007494125552012, 1.7400006262393844e-06, 0.0002223477194409401]","[-2.9927346565457616e-06, -8.912739099923567e-06, 2.5937272337636686e-06, -2.7487601535763166e-06, -6.319011866159896e-06, -1.2081501798461556e-06, 2.0854793373902528e-05, -2.99273465654576e-06, 2.4397450296944594e-07, 2.8073116832370446e-06, -7.443847881452224e-06, 2.740421703707399e-06, 3.029166148928221e-06, 2.6752599197621107e-06, 3.1596261711145074e-06, 0.9999999749714389, -2.7404217037073967e-06, 0.0002221812084887254]"
start_2,1.3339019355518364e-28,1.394717674685353e-15,200,76,9,"[-9.522234204619372e-06, -2.969285633117137e-06, 2.3313194556876755e-05, 2.4278001748650585e-06, 4.113349986218969e-06, 1.9295076686678476e-06, -2.094261484854332e-06, 4.5974425076764316e-06, 2.8493078431437734e-06, 1.3820260811068648e-06, 3.3901901318785807e-06, 1.0004935262287025, 4.25962901716158e-06, 0.00022394533791583976]","[-3.2997642749449787e-06, -8.768114169502707e-06, 2.4204900831986314e-06, -2.724124618537635e-06, -6.347624086304073e-06, -2.967820860207169e-06, 2.3301693967155492e-05, -3.2997642749449766e-06, 5.75639656407345e-07, 1.928555826739568e-06, -2.0932283685198204e-06, 1.688234221772874e-07, 2.847902256259761e-06, 1.3813443163275197e-06, 3.3885177233337677e-06, 0.9999999745819788, -1.6882342217728571e-07, 0.00022383486384738567]"
start_2,1.3616629860743127e-28,1.5543122344752192e-15,200,76,9,"[-6.469098099623753e-06, 5.133990740168846e-07, 2.2294715834467975e-05, 2.875511353669148e-06, 3.401493789137192e-06, 8.291558817709617e-06, -7.073030874186857e-06, 2.7664763634459082e-06, 2.5101428729513743e-06, 1.009581170666308e-06, 2.832898392341547e-06, 1.0004429732817215, 8.483497115340674e-07, 0.00022219978540134695]","[-1.3636423129970365e-06, -6.278656614785715e-06, 1.7210748819496154e-06, -2.592954553146773e-07, -4.557581732836097e-06, 5.131717398045616e-07, 2.2284843686426225e-05, -1.3636423129970348e-06, 1.1043468576823598e-06, 8.28788729766186e-06, -7.069898920928862e-06, 9.586386506559284e-07, 2.5090313762975613e-06, 1.009134125956208e-06, 2.8316439788507415e-06, 0.9999999749850446, -9.586386506559275e-07, 0.0002221013948592735]"
start_2,1.7298558856173851e-28,2.220446049250313e-15,200,76,9,"[-9.375343046408402e-06, 3.919217297691074e-06, 2.189231787982457e-05, 1.7064131701846926e-06, 4.818399112112402e-06, 1.1268098733126658e-06, -9.231240583980879e-06, 5.4695916012210074e-06, 2.396121957144367e-06, 1.6020439278586355e-06, 2.875225729534407e-06, 1.0011170365428956, 2.993768710356646e-06, 0.000225000516215965]","[-3.7298945980803827e-06, -8.44167409142471e-06, 2.329481631133438e-06, -2.44734690037362e-06, -6.112192460291269e-06, 3.914844173237848e-06, 2.186789008636835e-05, -3.7298945980803815e-06, 1.2825476977067644e-06, 1.1255525610901404e-06, -9.22094022019263e-06, 1.236530164323799e-06, 2.3934483264860538e-06, 1.6002563419852553e-06, 2.8720175073330566e-06, 0.999999974369378, -1.2365301643237973e-06, 0.00022474945709249355]"
start_2,1.3112866359709798e-28,1.7763568394002505e-15,200,76,9,"[-9.308188131966331e-06, -4.086852915239763e-06, 2.142040198718228e-05, 3.789705247055967e-06, 3.7232288525645824e-06, 4.650204222506672e-06, -6.5809089378469394e-06, 3.6655754834797495e-06, 3.7219005314103356e-06, 2.817820462741146e-06, 3.938952994501902e-06, 1.0007142139757725, 2.0771570238834044e-06, 0.00022261080663716574]","[-1.8904613144881453e-06, -8.61708470471727e-06, 1.9851815048749434e-06, -1.1138583397276136e-06, -6.631903199842326e-06, -4.083936008498097e-06, 2.1405113618292704e-05, -1.8904613144881436e-06, 7.766029747605329e-07, 4.646885235420992e-06, -6.576211950202604e-06, 7.936423793866858e-07, 3.7192441018844774e-06, 2.815809301665609e-06, 3.936141648269713e-06, 0.9999999749028804, -7.936423793866845e-07, 0.0002224519227780901]"
start_2,1.345679792001657e-28,1.9984014443252818e-15,200,76,9,"[-9.889568014302843e-06, -7.488173255857648e-07, 2.155898655763357e-05, 9.846947529893113e-06, 3.899285292568144e-06, 3.167294392209757e-06, -6.0670688112162004e-06, 3.4920818519639975e-06, 7.872300632698047e-07, 2.9240134589024685e-06, -2.8142745606354784e-07, 1.0006689165489218, 2.6350992456195014e-06, 0.0002230508966315202]","[6.592533447041931e-07, -1.2197559336242872e-05, 4.669645782267914e-06, 1.1312849148566701e-07, -7.527913553974955e-06, -7.483167452478245e-07, 2.15445744915556e-05, 6.592533447041962e-07, -5.461248532185255e-07, 3.1651770730144935e-06, -6.0630130084829375e-06, 4.282048590502746e-07, 7.867038042241823e-07, 2.922058771697209e-06, -2.8123932332910324e-07, 0.9999999747826231, -4.2820485905027334e-07, 0.00022290178831177568]"
start_2,1.659534059492437e-28,1.9984014443252818e-15,200,76,9,"[-9.446771360502418e-06, -1.7196642750126845e-06, 2.095423698978423e-05, 3.0355645049759355e-06, 4.910597143271825e-06, 3.78212612960592e-06, -5.4642682418523166e-06, 3.148475797889425e-06, 4.267033426567026e-06, 5.277143755165887e-06, 2.317203139371966e-06, 1.0004622528680704, 1.831754316033458e-06, 0.00022282283554595368]","[-2.4444019733470553e-06, -8.479184372478215e-06, 1.883714778479914e-06, -5.280005713419989e-07, -6.5954695939982985e-06, -1.7188696793438005e-06, 2.0944554782507624e-05, -2.444401973347053e-06, 1.916401402005057e-06, 3.78037854370475e-06, -5.461743397938487e-06, 6.580565358567351e-07, 4.26506178225889e-06, 5.27470537481871e-06, 2.3161324422567076e-06, 0.9999999748615072, -6.580565358567338e-07, 0.0002227198770425842]"
start_2,1.3120507214343338e-28,1.6792123247455493e-15,200,76,9,"[-9.379792118500366e-06, -1.3969354784505604e-06, 2.1814797389052002e-05, 4.363314295378662e-06, 3.6910527705422897e-06, 3.393393804839893e-06, -7.958800844121094e-06, 4.535750223408765e-06, 2.4770556390639104e-06, 1.3719726580403663e-06, 3.4487170284521115e-06, 1.0009628162514397, 2.6258180663400312e-06, 0.00022351684016042484]","[-1.921741571529299e-06, -9.235114487467945e-06, 2.629944382548005e-06, -1.6466808248865184e-06, -6.605170104919938e-06, -1.395591744707758e-06, 2.179381339960062e-05, -1.9217415715292972e-06, 2.7506074664278173e-07, 3.3901296470970903e-06, -7.95114515106192e-06, 9.540474819615453e-07, 2.474672921109964e-06, 1.3706529364188237e-06, 3.445399654448805e-06, 0.9999999747084792, -9.54047481961544e-07, 0.0002233018358707913]"
start_2,1.1190768300329706e-28,1.4363510381087963e-15,200,76,9,"[-1.1734186577868992e-05, 2.610112593046121e-07, 2.1377996415341616e-05, 4.420201022645258e-06, 3.550572260758265e-06, 4.674583914828598e-06, -5.3722147357381805e-06, 3.595712181625795e-06, 4.362341439449149e-06, 3.444858423615153e-07, 4.114318181561845e-06, 1.0005487934517365, 1.938789067556862e-06, 0.00022330308477783514]","[-1.8616467754834966e-06, -9.98529709205184e-06, 1.3417016434597728e-06, -1.1121794076723755e-06, -8.643595448592065e-06, 2.6086809000940057e-07, 2.1366270205951366e-05, -1.8616467754834939e-06, 7.494673678111219e-07, 4.672019822818636e-06, -5.369267980875997e-06, 8.280071312079856e-07, 4.3599486179631265e-06, 3.442968857801301e-07, 4.11206140522239e-06, 0.9999999747304107, -8.280071312079844e-07, 0.0002231805990837261]"
start_2,1.2099274546178842e-28,1.3322676295501878e-15,200,76,9,"[-1.3376012166191433e-05, -3.324340555461601e-06, 2.0647325338664653e-05, 5.304377319639116e-06, 4.69574949683391e-06, -1.6345726219126349e-06, -6.823129798453251e-06, 5.4967381730024536e-06, 3.988382634815388e-06, 3.788931148448532e-06, 3.670746009959922e-06, 1.0011540282313747, 4.009980992812997e-06, 0.00022455995366821194]","[-2.847703763408208e-06, -1.237168948490554e-05, 2.8880584216882085e-06, -2.4359419214044855e-06, -9.483631063217326e-06, -3.3205085099370243e-06, 2.0623524681259525e-05, -2.8477037634082056e-06, 4.1176184200372376e-07, -1.6326884116171207e-06, -6.815264616300113e-06, 7.425216801146254e-07, 3.983785132372103e-06, 3.78456355842335e-06, 3.666514654722801e-06, 0.9999999744425734, -7.425216801146237e-07, 0.00022430109812946765]"
start_2,1.1045573178269563e-28,1.3322676295501878e-15,200,76,9,"[-1.045360570178214e-05, -2.430056045841214e-06, 2.12528172985035e-05, -2.315997458049706e-06, 4.311738594012353e-06, 2.803710801569741e-06, -7.937100573886342e-06, 5.05751215891843e-06, 6.1686029547177546e-06, 1.998058530147523e-06, 7.3496680677969415e-06, 1.0009973866330961, 2.4196431368980627e-06, 0.000223924422014709]","[-5.371100076880805e-06, -6.48097189178188e-06, -3.137104797781292e-07, -3.1727683907955874e-06, -6.794682371560004e-06, -2.427634693687969e-06, 2.1231640603827536e-05, -5.371100076880805e-06, 2.198331686085218e-06, 2.8009171330047395e-06, -7.929191902150974e-06, 1.3176203006142184e-06, 6.162456446256568e-06, 1.9960676281958735e-06, 7.342344724521771e-06, 0.9999999745850633, -1.317620300614217e-06, 0.0002237012996376192]"
start_2,1.917542843239961e-28,1.994931997373328e-15,200,76,9,"[-1.0257849637475891e-05, -1.94186466485675e-06, 2.347780766772003e-05, 1.935794433376501e-06, 5.757199415440574e-06, 1.1072364495439423e-06, -6.727514979271542e-06, 4.007796889125255e-06, 2.5727631527731466e-06, -5.678993681730966e-08, 2.853894334101726e-06, 1.0006446148075865, 1.9127129940892343e-06, 0.0002237002229324421]","[-3.5044014777323434e-06, -8.723937383711291e-06, 1.7791452798578661e-06, -9.67323337922974e-07, -6.944792103853422e-06, -1.940613667271933e-06, 2.346268267923826e-05, -3.5044014777323413e-06, 2.5370781398093707e-06, 1.1065231402442426e-06, -6.723180946553814e-06, 1.0468670949033794e-06, 2.5711057146680752e-06, -5.6753351325495486e-08, 2.8520557842872635e-06, 0.9999999746227997, -1.0468670949033782e-06, 0.00022355610967693257]"
start_2,1.2091864085499327e-28,1.5543122344752192e-15,200,76,9,"[-1.016298187049827e-05, -1.525070884198514e-06, 2.0549838537313387e-05, 3.938644734395872e-06, 3.453847656234377e-06, 3.7315052384377326e-06, -7.2012863774463245e-06, 4.456645348333062e-06, 4.097886914245035e-06, 3.440498641847419e-06, 4.168169709577178e-06, 1.00092514169447, 2.7669765787625934e-06, 0.0002234422518591623]","[-2.1728274635909435e-06, -9.320572709364112e-06, 2.1057955387848547e-06, -1.912661511202725e-06, -7.214777170579256e-06, -1.5236612431251972e-06, 2.0530844078267342e-05, -2.172827463590942e-06, 2.601659523882198e-07, 3.7280561639691953e-06, -7.194630143192859e-06, 8.44053494361529e-07, 4.0940991888560195e-06, 3.4373185482212874e-06, 4.164317020968371e-06, 0.999999974736221, -8.440534943615277e-07, 0.00022323572154047444]"
start_2,1.2137521013422394e-28,1.5543122344752192e-15,200,76,9,"[-1.0958510095202084e-05, -1.5240226301605495e-07, 1.9343696792369203e-05, 4.330090696989603e-06, 4.2356985471513545e-06, 4.041418506531265e-06, -1.2722038655911128e-05, 3.996502002944956e-06, 4.5080852497604554e-06, 3.4615129921553767e-06, 4.1811056432967e-06, 1.0012313985879016, 4.915790212862731e-07, 0.00022303927708133646]","[-1.7730445892218693e-06, -9.55396481823081e-06, 1.5287704663799249e-06, -3.5610245603213514e-07, -8.025194351850882e-06, -1.5221482205876853e-07, 1.9319905800211573e-05, -1.7730445892218677e-06, 1.4169421331897352e-06, 4.036447928413409e-06, -1.2706391702531914e-05, 1.7503061221822632e-06, 4.5025407138853225e-06, 3.4572556452100716e-06, 4.175963262673306e-06, 0.9999999748012562, -1.7503061221822624e-06, 0.00022276495900507408]"
start_2,1.2050474160045822e-28,1.1934897514720433e-15,200,76,9,"[-1.1274355721278321e-05, -1.405081184333871e-06, 2.1220292770781715e-05, 3.519492918028757e-06, 4.608750780874033e-06, 3.582576199443764e-06, -8.35194766377498e-06, 4.7215147704785216e-06, 4.613796590964882e-06, 2.1921497073382666e-06, 3.932671937592972e-06, 1.0005754362597186, 2.47500422034083e-06, 0.0002244040102682321]","[-2.857400951526822e-06, -9.956383187733777e-06, 2.04582123696447e-06, -1.6685407560785066e-06, -7.910561950769303e-06, -1.4042730788112765e-06, 2.1208088325963623e-05, -2.8574009515268203e-06, 1.1888601954483168e-06, 3.5805157493828243e-06, -8.347144201094838e-06, 1.1226092563183378e-06, 4.611143054253369e-06, 2.1908889344344618e-06, 3.9304101366758756e-06, 0.9999999744680235, -1.1226092563183365e-06, 0.00022427494860118255]"
start_2,1.5503992775287617e-28,2.220446049250313e-15,200,76,9,"[-1.1565502670812335e-05, -1.745110380059639e-06, 2.1574837318667513e-05, 4.048916493416709e-06, 4.689348693317902e-06, 3.4785956692672625e-06, -8.278015915427516e-06, 1.026868129200332e-06, 4.772569333725984e-06, 2.1982375017123542e-06, 4.587208719086239e-06, 1.0009608972587822, 2.8931298260489393e-06, 0.00022498798543275542]","[-2.0050043157297904e-06, -9.7070902497652e-06, 1.2302669231141765e-06, -4.4676775779046425e-08, -8.476823326651019e-06, -1.743435073314464e-06, 2.1554125465194505e-05, -2.005004315729788e-06, 1.9603275399507442e-06, 3.4752562158693282e-06, -8.27006901644723e-06, -9.322350423925708e-07, 4.767987665031575e-06, 2.1961271927277787e-06, 4.582804996664767e-06, 0.9999999743498389, 9.322350423925718e-07, 0.00022477199686613767]"
start_2,1.6916148186536556e-28,2.456368441983159e-15,200,76,9,"[-9.942702553773591e-06, -1.3430693047802272e-06, 2.104652638485416e-05, 3.2094989406069274e-06, 4.046723925507366e-06, 2.976710608447657e-06, -7.656573914578394e-06, 5.6754307201479965e-06, 3.4667195733898765e-06, 2.5575080205349593e-06, 3.518297765104344e-06, 1.0008022837310966, 2.028282926191773e-06, 0.00022300778593889394]","[-2.745762935791438e-06, -9.111358360986898e-06, 2.2528081334840057e-06, -2.072632168729336e-06, -6.858550227502891e-06, -1.3419926121240144e-06, 2.1029654105578097e-05, -2.745762935791436e-06, 6.731307670621027e-07, 2.9743242815169628e-06, -7.65043590153898e-06, 1.8221120002495152e-06, 3.4639404230567306e-06, 2.5554577539596497e-06, 3.5154772663016576e-06, 0.9999999748216614, -1.8221120002495139e-06, 0.0002228290082358044]"
start_2,1.6070052636522665e-28,2.220446049250313e-15,200,76,9,"[-1.0777833008811396e-05, -3.1549486981912195e-07, 2.307207439836566e-05, 4.0969768711214505e-06, 5.669424959012139e-06, 3.521644583595506e-06, -8.100405672148753e-06, 3.4127830378072427e-06, 3.249073226495e-06, 2.1995469552894236e-06, 4.37019740007466e-06, 1.0007864805163504, 1.1926955608095895e-06, 0.00022216278303780726]","[-2.2962716097763148e-06, -9.79861389688211e-06, 2.132479010452048e-06, 5.734598261208484e-08, -7.66613488643006e-06, -3.152469263504741e-07, 2.3053942343925248e-05, -2.2962716097763122e-06, 2.3536175923884e-06, 3.5188769672031946e-06, -8.094039664736465e-06, 1.1091713690208954e-06, 3.246519820520032e-06, 2.197818358872433e-06, 4.366762916646541e-06, 0.9999999749497231, -1.1091713690208945e-06, 0.00022198818808777707]"
start_2,1.143570162953558e-28,2.1649348980190553e-15,200,76,9,"[-1.123414538469916e-05, -1.4727602572451367e-06, 2.431509487592678e-05, 4.967374809212871e-07, 4.496062545401936e-06, 3.0565916107310105e-06, -8.440463253089869e-06, 4.183492289405355e-06, 4.739037687305018e-06, 2.6537654750199016e-06, 5.32957024384461e-06, 1.0008607251403938, 1.9613533320663677e-06, 0.00022299194721730066]","[-3.980517224932531e-06, -8.09730291431827e-06, 3.5472772049954053e-07, -1.9148232749081945e-06, -7.742575193818727e-06, -1.4714936684354072e-06, 2.429418364687517e-05, -3.980517224932529e-06, 2.0656939500243376e-06, 3.0539629108383977e-06, -8.43320436879237e-06, 1.1101139476103205e-06, 4.73496206666405e-06, 2.6514832097036213e-06, 5.32498675919508e-06, 0.9999999747308657, -1.1101139476103193e-06, 0.0002228001718732718]"
start_2,1.256834073801324e-28,1.5543122344752192e-15,200,76,9,"[-1.1874435822742587e-05, -1.2722660467222353e-07, 2.4377684434345836e-05, 3.864836721268769e-06, 4.115479378774891e-06, 3.992028167360439e-06, -7.158020334015788e-06, 3.4525923007590383e-06, 3.8359069296707154e-06, 1.8269791311268976e-06, 3.7118953007270616e-06, 1.000636428549714, 1.7209262973957674e-06, 0.00022268127859886372]","[-2.2256325472141747e-06, -9.849674368321195e-06, 1.1825111253054159e-06, -8.84337042362193e-07, -8.667163243015778e-06, -1.2714568232366627e-07, 2.43621790337113e-05, -2.225632547214172e-06, 1.3412955048519823e-06, 3.989489042028582e-06, -7.153467482684564e-06, 8.652822895083846e-07, 3.833467105088462e-06, 1.825817082965377e-06, 3.7095343536114225e-06, 0.9999999747980888, -8.652822895083834e-07, 0.0002225396424050002]"
start_2,1.2161117749194088e-28,1.7381929229287607e-15,200,76,9,"[-1.0772546597746871e-05, -7.530280169992653e-07, 2.41902691460074e-05, 3.337198570996898e-06, 4.152390871161267e-06, 2.931237118069743e-06, -8.698651284553642e-06, 3.4958706587591803e-06, 2.8629782338639284e-06, 3.196922954677546e-06, 3.241037491057465e-06, 1.0007682342195574, 3.5623527968653384e-06, 0.0002222458706587592]","[-2.7056722409215887e-06, -9.461855586846539e-06, 1.8907140350881386e-06, -1.7717776634316496e-06, -7.571141551758399e-06, -7.524499403115059e-07, 2.417169901269462e-05, -2.7056722409215865e-06, 9.338945774899404e-07, 2.928986896556069e-06, -8.691973594734626e-06, -3.321555089616772e-08, 2.8607804126179744e-06, 3.1944687742341323e-06, 3.238549445227244e-06, 0.9999999749078283, 3.3215550896169414e-08, 0.00022207525926864043]"
start_2,1.4281764536242156e-28,1.4103301859691442e-15,200,76,9,"[-1.1644520394447251e-05, -9.60272826491465e-07, 2.4298832612065885e-05, 3.4144826689605187e-06, 4.644568638832776e-06, 3.446024309668022e-06, -8.647886798034188e-06, 4.015493595185402e-06, 3.961634505428582e-06, 2.7508110636152733e-06, 3.621072178742625e-06, 1.000649749953705, 1.989033873787751e-06, 0.0002232317413440622]","[-2.723467814568068e-06, -9.835220295323024e-06, 1.5345468955343554e-06, -1.162500090647541e-06, -8.300673399788668e-06, -9.596492700942143e-07, 2.4283054083190564e-05, -2.723467814568066e-06, 1.5609677239205275e-06, 3.4437866221649545e-06, -8.642271263587255e-06, 1.0125719164728784e-06, 3.95906200470662e-06, 2.749024815177303e-06, 3.618720823315635e-06, 0.9999999746650813, -1.0125719164728771e-06, 0.00022308678506023906]"
start_2,1.1868440798574606e-28,1.6653345369377348e-15,200,76,9,"[-1.1088833469057225e-05, -1.0202676764237865e-06, 2.3963605495331724e-05, 3.624058577144076e-06, 4.067117076512948e-06, 3.5204888291650063e-06, -8.07255615486986e-06, 3.883058884112672e-06, 3.703679667068658e-06, 3.3749855308698496e-06, 3.738821064734728e-06, 1.0008246026710808, 2.135020052998633e-06, 0.00022275086213952732]","[-2.381170085020508e-06, -9.51730428877215e-06, 1.5646263828258995e-06, -1.2846611395539141e-06, -7.952677905946248e-06, -1.019427028462905e-06, 2.3943860719955095e-05, -2.381170085020506e-06, 1.0965089454665944e-06, 3.517588127884419e-06, -8.065904784815209e-06, 8.732992686226054e-07, 3.7006280259828662e-06, 3.37220471680498e-06, 3.735740468949132e-06, 0.9999999748004962, -8.732992686226041e-07, 0.0002225673269140475]"
start_2,3.330068032656186e-28,2.4494295480792516e-15,200,76,9,"[-1.2695348616903807e-05, -1.91990251205533e-06, 2.4012348896007354e-05, 4.306924869765698e-06, 4.688067996812714e-06, 8.374498989898226e-07, -7.883477865373323e-06, 4.403105296447368e-06, 3.648927527353835e-06, 3.549201784170406e-06, 3.4901092149261e-06, 1.0009390459395333, 2.7565222600238347e-06, 0.00022330971304405212]","[-2.7186568891123086e-06, -1.1043167843763703e-05, 1.955903706960515e-06, -1.5464293430404547e-06, -9.087264136803183e-06, -1.918101278186279e-06, 2.398982074375203e-05, -2.718656889112306e-06, 1.1722275460718542e-06, 8.366642116373543e-07, -7.876081663093333e-06, 8.225191141144791e-07, 3.6455041390272338e-06, 3.545871957566398e-06, 3.4868348283959828e-06, 0.9999999746590484, -8.225191141144778e-07, 0.00022310020604257818]"
start_2,1.1842866044940598e-28,1.4155343563970746e-15,200,76,9,"[-1.1486597581409132e-05, -3.3393336583255705e-07, 2.336053462285963e-05, 3.819781558440941e-06, 4.458042521971437e-06, 3.6754454632117725e-06, -1.0832932294102262e-05, 3.652987211418619e-06, 3.9087788348263686e-06, 3.3854927060238283e-06, 3.7452890315944893e-06, 1.0009777311177968, 9.973212742604729e-07, 0.00022254937475061438]","[-2.1811961193964148e-06, -9.633999820547359e-06, 1.2761235192903354e-06, -5.062804513554909e-07, -8.357876301257022e-06, -3.3360717930913353e-07, 2.3337716023840788e-05, -2.1811961193964122e-06, 1.6749156680409241e-06, 3.6718552835521605e-06, -1.0822350672482374e-05, 1.3265359396983924e-06, 3.904960734841707e-06, 3.382185752574896e-06, 3.741630628651177e-06, 0.9999999748360199, -1.3265359396983911e-06, 0.00022233198824699564]"
start_2,1.2241470578955475e-28,1.7763568394002505e-15,200,76,9,"[-1.1338950941542315e-05, -1.4438031703344327e-06, 2.4141692594605783e-05, 3.042884258595975e-06, 4.662157288358665e-06, 3.981433086337792e-06, -8.601245472753872e-06, 4.268533046308645e-06, 3.9041115668109056e-06, 3.0214655497441803e-06, 2.2665333148365066e-06, 1.000881169803539, 2.037060878468966e-06, 0.0002230185330463087]","[-2.9152899747464144e-06, -9.563639085570251e-06, 1.567138387813214e-06, -1.3560200064378715e-06, -7.996500697757036e-06, -1.4425320181985304e-06, 2.412043778319072e-05, -2.915289974746412e-06, 1.5592699683085431e-06, 3.97792775591905e-06, -8.593672770477856e-06, 1.1147537683692728e-06, 3.900674311748082e-06, 3.018805393244993e-06, 2.264537815225863e-06, 0.9999999747328248, -1.1147537683692715e-06, 0.00022282218323183784]"
start_2,1.4059599651872568e-28,1.7763568394002505e-15,200,76,9,"[-1.0512849434164158e-05, -4.5103141006792676e-07, 2.39552008966813e-05, 2.895788367405745e-06, 4.095338184692579e-06, 2.895788367405745e-06, -7.825847690756721e-06, 2.8957883674057467e-06, 2.8957883674057467e-06, 2.895788367405745e-06, 2.8957883674057433e-06, 1.00063355569173, 1.3151805863303384e-06, 0.00022555203836740578]","[-2.2660651951321124e-06, -8.500584781371894e-06, 8.955109188710906e-07, -5.745197199338657e-07, -7.6050738625008e-06, -4.5074582584266107e-07, 2.3940032934236882e-05, -2.2660651951321107e-06, 1.6915454751982473e-06, 2.893954811119023e-06, -7.820892517791105e-06, 7.898034856451281e-07, 2.893954811119025e-06, 2.893954811119023e-06, 2.8939548111190215e-06, 0.9999999741885394, -7.898034856451271e-07, 0.00022540922324922023]"
start_2,1.5056977170052505e-28,1.6653345369377348e-15,200,76,9,"[-1.0688825444162534e-05, -1.3772884122391043e-06, 2.414033481264609e-05, 3.996315924427372e-06, 4.472667480982282e-06, 2.675471052299267e-06, -8.233836688148051e-06, 3.6643635538993104e-06, 4.0519872558422535e-06, 2.6617642876195616e-06, 3.565423395061887e-06, 1.000810163870393, 1.7123197610637194e-06, 0.00022241436355389932]","[-2.1393022244270812e-06, -9.512225440249688e-06, 1.8385509278191707e-06, -7.345334964849586e-07, -7.673674512430514e-06, -1.3761734516254498e-06, 2.4120792411593884e-05, -2.139302224427079e-06, 1.4047687279421234e-06, 2.673305169816137e-06, -8.227171124476007e-06, 9.752317743468486e-07, 4.048707037874e-06, 2.6596095012166884e-06, 3.5625370666638767e-06, 0.9999999748754486, -9.752317743468473e-07, 0.0002222343117556921]"
start_2,1.324443994315793e-28,1.7763568394002505e-15,200,76,9,"[-1.0661436599791256e-05, -2.301158691944411e-06, 2.4398887220266167e-05, 3.5495888334741236e-06, 4.2018076746780506e-06, 3.979838321199475e-06, -7.762367435070167e-06, 3.4875239516860156e-06, 3.5156864756513084e-06, 3.0636464413167132e-06, 3.62421270719709e-06, 1.000719138811732, 1.7901102755590385e-06, 0.00022233513952852902]","[-2.240009662120833e-06, -9.165582750673896e-06, 1.5042626298430815e-06, -8.851953355982006e-07, -7.661320120830814e-06, -2.299504970876753e-06, 2.4381353030223204e-05, -2.2400096621208304e-06, 1.3548143265226327e-06, 3.976978221850099e-06, -7.7567890320651e-06, 8.480969173382108e-07, 3.5131599376891857e-06, 3.061444760623592e-06, 3.6216081771711744e-06, 0.9999999748842484, -8.480969173382096e-07, 0.0002221753590207326]"
