tag,projection_loss,projection_max_abs,sampled_points,rank_W,rank_sigma,theta,candidate
start_3,1.3012339660420174e-28,1.609823385706477e-15,200,76,9,"[1.2532206107786552e-05, -3.277533031517652e-06, 7.056792039350084e-05, -1.301315639104626e-06, -5.659705984161668e-06, 0.9982616617334361, 1.2538462823563228e-06, 0.00013753220610778654, 4.278745792567703e-07, 2.965879577174306e-06, 1.2532206107786552e-05, 1.2532206107786552e-05, 1.2532206107786552e-05, 1.2092398769126586e-05]","[-2.8137207611204045e-05, -2.313103230711556e-05, 4.6496549983543825e-05, -7.005155515721726e-05, 2.3365517676428272e-05, -3.2832403732380107e-06, 7.069080404785544e-05, -2.813720761120405e-05, -4.1914347546013194e-05, 0.9999999875947038, 1.2560296712434503e-06, 6.260883455760546e-05, 4.2861965990547464e-07, 2.9710442202413903e-06, 1.2554029101507529e-05, 1.2554029101507529e-05, -6.260883455760542e-05, 1.211345590305341e-05]"
start_3,1.5178982784653476e-28,1.7208456881689926e-15,200,76,9,"[1.790315158255221e-06, -4.6821900450252086e-07, -7.77601137235703e-06, -1.8590223415780525e-07, -8.085294263088093e-07, 0.9997516659619194, 1.7912089747947444e-07, 0.00012679031515825523, 6.112493989382207e-08, 0.00012542369708245347, 1.790315158255221e-06, 1.790315158255221e-06, 1.790315158255221e-06, 1.727485538446653e-06]","[-2.6127330401248094e-05, -2.5641573743158496e-05, 3.901705929575776e-05, -5.893943951155011e-05, 1.3375485552599275e-05, -4.683353006308223e-07, -7.777942776267458e-06, -2.6127330401248094e-05, -3.2812109110302e-05, 0.9999999840500282, 1.7916538748666e-07, 6.251552373557876e-05, 6.114012209228892e-08, 0.00012545484979139453, 1.7907598363211308e-06, 1.7907598363211308e-06, -6.251552373557873e-05, 1.7279146109060922e-06]"
start_3,1.945928169289802e-28,1.7763568394002505e-15,200,76,9,"[4.5908795843830325e-05, -1.2006473044028948e-05, 3.497585123741632e-05, -4.76706443304654e-06, -2.0733004574633047e-05, 0.9936320057377916, 4.593171585366529e-06, 0.00017090879584383034, 1.5674181015630661e-06, 4.434694661434261e-05, 4.5908795843830325e-05, 4.5908795843830325e-05, -9.694834701331253e-05, 4.429766487873923e-05]","[-4.754090444908896e-06, 1.4690511816683085e-05, 2.643412989974283e-05, -3.912653456321449e-05, 4.11246417164259e-05, -1.2083419884216225e-05, 3.5200003761284925e-05, -4.754090444908903e-06, -3.437244411830558e-05, 0.9999999743219125, 4.6226082099802586e-06, 0.0001347868901325267, 1.577463338805122e-06, 4.463115642361916e-05, 4.620301520067487e-05, 4.620301520067487e-05, -0.0001347868901325267, 4.458155885223123e-05]"
start_3,1.3897849703019914e-28,1.5543122344752192e-15,200,76,9,"[1.1477198960957581e-05, -3.001618261007237e-06, 8.74396280935408e-06, -1.191766108261635e-06, -5.183251143658262e-06, 0.9984080014344479, 1.1482928963416323e-06, 0.0001364771989609576, 3.9185452539076654e-07, 1.1086736653585652e-05, 1.1477198960957581e-05, 1.1477198960957581e-05, 6.951291324667187e-05, 1.1074416219684807e-05]","[-3.993392881250303e-05, -3.549617422899599e-05, 6.332623173659028e-05, -9.550735185020197e-05, 2.7830057507594294e-05, -3.0064044160684615e-06, 8.757905275789205e-06, -3.993392881250303e-05, -5.5573423037698904e-05, 0.9999999878543429, 1.150123877958778e-06, 3.353553096767583e-05, 3.924793471891698e-07, 1.1104414731253401e-05, 1.1495499640497435e-05, 1.1495499640497435e-05, -3.353553096767579e-05, 1.1092074652113907e-05]"
start_3,1.4913835731187406e-28,1.3357370765021415e-15,200,76,9,"[2.8821908466572518e-05, 1.1677530270095568e-05, 1.7498501552786588e-05, 1.3820577544655187e-05, -1.3016345759097269e-05, 0.9960021223739917, -5.714127574880427e-05, 0.00015382190846657253, 1.569574390989485e-05, 2.7204278907460247e-05, 2.8821908466572518e-05, 2.8821908466572525e-05, 1.9255581935960274e-05, 8.595137706266307e-06]","[-2.1504483434473167e-05, -2.6167874272012413e-05, 6.2457336157953e-05, -7.872429101901272e-05, 3.6289461885940584e-05, 1.1724402811475803e-05, 1.7568738941956583e-05, -2.150448343447317e-05, -5.7219807584539534e-05, 0.9999999840464492, -5.7370635617724e-05, 6.755323174566131e-05, 1.5758745194318335e-05, 2.7313474401654327e-05, 2.893759697827061e-05, 2.8937596978270617e-05, -6.755323174566128e-05, 8.629637805044685e-06]"
start_3,1.4490125228013217e-28,1.6653345369377348e-15,200,76,9,"[4.932500028701744e-05, -7.752956302375634e-06, 3.638396381411924e-05, -6.182117287015008e-07, -2.2275806581233684e-05, 0.9931581451214784, -1.114313711204844e-05, 0.00017432500028701745, 5.624689773263356e-06, 4.747628079088913e-05, -9.353214257012542e-05, 4.9325000287017446e-05, 3.8392055680603446e-05, 4.244702782482162e-05]","[-3.072444186081499e-05, -1.4560163430093148e-05, 7.096745021544216e-05, -0.0001023017862272056, 5.6407286785349006e-05, -7.80636612385227e-06, 3.6634611558816204e-05, -3.072444186081499e-05, -7.157734436639061e-05, 0.9999999738588277, -1.1219901760349352e-05, 6.843469074924661e-05, 5.663438047461601e-06, 4.780334308590543e-05, -9.417648194754034e-05, 4.9664798340420306e-05, -6.843469074924657e-05, 4.2739443787187214e-05]"
start_3,1.745276469558694e-28,1.887379141862766e-15,200,76,9,"[1.0633587988650687e-05, -4.619187055620282e-06, -4.156167980375837e-06, -2.7125901750864123e-06, -4.802265543261607e-06, 0.9985250184402836, 6.8060681446332965e-06, 0.00013563358798865068, 0.00012395568209538072, 8.520765707361177e-06, -2.76317181337983e-05, 1.063358798865068e-05, -1.8612058472510299e-06, 1.2098608445822925e-05]","[-2.5935222456570297e-05, -2.0121125512322377e-05, 4.067809608431376e-05, -6.273783255794926e-05, 2.0556970571991393e-05, -4.626010254159449e-06, -4.16230723365802e-06, -2.5935222456570303e-05, -3.6802610101378954e-05, 0.999999982403662, 6.816121678656222e-06, 6.884894663494087e-05, 0.00012413878232899557, 8.533352094408724e-06, -2.7672534125126434e-05, 1.064929531575318e-05, -6.884894663494085e-05, 1.2116479817230812e-05]"
start_3,1.5683942892081473e-28,1.9290125052862095e-15,200,76,9,"[3.2673855094873744e-05, -3.9381724854359855e-06, 2.8976416102617113e-05, 6.383309621027302e-07, -1.4755934558975238e-05, 0.9954678200997433, -1.1122318017793607e-05, 0.00015767385509487375, -4.6138478521300897e-05, 3.214564952455136e-05, 2.3107528564261496e-05, 3.267385509487374e-05, 2.9550156635898313e-05, 2.6920211187500653e-05]","[-2.9425000812357587e-05, -1.987473009118902e-05, 6.142702088496607e-05, -8.861910863477006e-05, 4.1552290793777056e-05, -3.956102185704492e-06, 2.9108339845799207e-05, -2.942500081235759e-05, -5.919410782241245e-05, 0.9999999831036083, -1.1172955675003273e-05, 6.435350983083994e-05, -4.6348537652481954e-05, 3.229200214446406e-05, 2.3212732453282444e-05, 3.282261252757487e-05, -6.43535098308399e-05, 2.70427734469095e-05]"
start_3,1.4420492024995772e-28,1.5543122344752192e-15,200,76,9,"[2.1079652185738943e-06, 2.1079652185738943e-06, 2.1079652185738926e-06, 2.1079652185738943e-06, -9.519842922591774e-07, 0.9997076048245205, -1.7024687842650596e-05, 0.0001896079652185739, 2.1079652185738926e-06, 2.1079652185738943e-06, 2.1079652185738926e-06, 2.1079652185738926e-06, 2.1079652185738926e-06, 6.18747290669704e-05]","[-3.80238309131863e-05, -3.982259411563543e-05, 5.916083761333438e-05, -8.728968756095149e-05, 1.9338243497698967e-05, 2.1085817153941836e-06, 2.108581715394182e-06, -3.80238309131863e-05, -4.9265856647765165e-05, 0.9999999799330672, -1.7029666893457e-05, 9.377741818337082e-05, 2.108581715394182e-06, 2.1085817153941836e-06, 2.108581715394182e-06, 2.108581715394182e-06, -9.377741818337076e-05, 6.189282498875787e-05]"
start_3,1.7879985529249293e-28,1.7208456881689926e-15,200,76,9,"[1.3405341311868353e-05, 1.3405341311868355e-05, 1.3405341311868352e-05, 1.3405341311868355e-05, -6.054025108585708e-06, 0.9981405494309346, -5.727311749356135e-06, 0.00013840534131186834, 1.3405341311868352e-05, 1.3405341311868355e-05, 1.3405341311868352e-05, 1.3405341311868352e-05, 1.3405341311868352e-05, 7.317210516026485e-05]","[-2.152966210461337e-05, -3.0708127723479604e-05, 5.367277624749896e-05, -6.757065204721973e-05, 2.2964648524019367e-05, 1.3430314140895837e-05, 1.3430314140895834e-05, -2.152966210461337e-05, -4.604098994260633e-05, 0.9999999868526633, -5.737981166402394e-06, 6.261643133717421e-05, 1.3430314140895834e-05, 1.3430314140895837e-05, 1.3430314140895834e-05, 1.3430314140895834e-05, -6.261643133717419e-05, 7.330841757702744e-05]"
start_3,1.8541739337957334e-28,2.517083763642347e-15,200,76,9,"[8.37406827246717e-06, 4.691987028150683e-07, 3.7391925415324315e-05, 1.4573073990215814e-06, -3.7818372843400114e-06, 0.9988384356912385, -1.6397764701472435e-05, 0.00013337406827246718, 2.3219025082022778e-06, 3.590905007161047e-06, 8.37406827246717e-06, 8.37406827246717e-06, 8.37406827246717e-06, 6.792092845153369e-05]","[-2.6294470474214653e-05, -2.532651017533441e-05, 4.463059801007379e-05, -6.521416661862885e-05, 1.930408783473939e-05, 4.697443353353668e-07, 3.743540859287951e-05, -2.6294470474214653e-05, -3.891969614441417e-05, 0.999999987779442, -1.6416833709182057e-05, 6.257268142966734e-05, 2.3246026553037864e-06, 3.5950808809165678e-06, 8.383806500533965e-06, 8.383806500533965e-06, -6.257268142966731e-05, 6.799991389448072e-05]"
start_3,1.4868188653309207e-28,1.4467593789646571e-15,200,76,9,"[6.460796521857389e-05, 2.1079652185738943e-06, 2.1079652185738926e-06, 2.1079652185738943e-06, -9.519842922591774e-07, 0.9997076048245205, -1.7024687842650596e-05, 0.0001271079652185739, 2.1079652185738926e-06, 2.1079652185738943e-06, 2.1079652185738926e-06, 2.1079652185738926e-06, 2.1079652185738926e-06, 6.18747290669704e-05]","[-1.6047797931902143e-05, 2.3545226444847545e-06, 6.054381877823941e-05, -5.4198121991380524e-05, 6.289834142272417e-05, 2.1085817318771152e-06, 2.1085817318771136e-06, -1.604779793190215e-05, -3.815032405947835e-05, 0.9999999877501374, -1.7029667026579105e-05, 6.251827927762366e-05, 2.1085817318771136e-06, 2.1085817318771152e-06, 2.1085817318771136e-06, 2.1085817318771136e-06, -6.251827927762364e-05, 6.189282547257844e-05]"
start_3,1.5480417011304293e-28,1.8665624601510444e-15,200,76,9,"[7.846564699052685e-06, 6.071560880702756e-07, 6.4799466232509325e-06, 1.5120821644430766e-06, -3.5436098640883083e-06, 0.9989116055417444, -1.645054139447978e-05, 0.0001328465646990527, 2.303892481269276e-06, 7.65133354536672e-06, 7.846564699052683e-06, 7.846564699052683e-06, 3.686442184190983e-05, 6.74119371768128e-05]","[-3.218999237952148e-05, -3.1505803358482545e-05, 5.304133320123878e-05, -7.793600249598727e-05, 2.1535529842756237e-05, 6.078176260654312e-07, 6.487006967340514e-06, -3.218999237952148e-05, -4.5746010116465776e-05, 0.999999987909725, -1.6468465382046002e-05, 4.804336097618866e-05, 2.306402729363727e-06, 7.659670195452788e-06, 7.855114066804833e-06, 7.855114066804833e-06, -4.8043360976188625e-05, 6.748538708309841e-05]"
start_3,1.3197452324098014e-28,1.3461454173580023e-15,200,76,9,"[1.7428355289280584e-05, -5.4000216139290843e-05, 1.742835528928058e-05, 1.7428355289280584e-05, -7.870870130642846e-06, 0.9975825184598741, -2.3570186984771894e-05, 0.00014242835528928058, 1.742835528928058e-05, 1.7428355289280584e-05, 1.742835528928058e-05, 1.742835528928058e-05, 1.742835528928058e-05, 7.407142067870166e-05]","[-2.0247131283138502e-05, -3.210665537867145e-05, 5.845605333964415e-05, -7.072338071136923e-05, 2.63493979609727e-05, -5.413107615561291e-05, 1.747058983981903e-05, -2.0247131283138502e-05, -5.047624942823068e-05, 0.9999999840550402, -2.36273051830692e-05, 6.265145774600296e-05, 1.747058983981903e-05, 1.7470589839819034e-05, 1.747058983981903e-05, 1.747058983981903e-05, -6.265145774600293e-05, 7.425091972540939e-05]"
start_3,1.6883497805616658e-28,1.817990202823694e-15,200,76,9,"[2.6770465362082615e-05, -1.7685129326139227e-06, 2.0299947125633513e-05, 1.798859354223144e-06, -1.208988758287602e-05, 0.9962866773852597, -2.2596256398674815e-05, 0.0001517704653620826, 4.9203101052055705e-06, 2.584610561401846e-05, -4.4658106066488815e-05, 2.6770465362082615e-05, 2.1303993058875616e-05, 8.30982429793812e-05]","[-2.757930569928025e-05, -2.1060156015626137e-05, 5.682284741216535e-05, -8.127625656732831e-05, 3.5762691396539204e-05, -1.7751044363565443e-06, 2.037560796756802e-05, -2.757930569928025e-05, -5.3696950868048025e-05, 0.9999999820728327, -2.2680475917726313e-05, 6.547636986711504e-05, 4.9386488133231214e-06, 2.594243779160406e-05, -4.482455329333525e-05, 2.687024276227673e-05, -6.5476369867115e-05, 8.340796216180995e-05]"
start_3,1.6643388611141955e-28,1.8318679906315083e-15,200,76,9,"[8.804393790002467e-06, 8.804393790002467e-06, 8.804393790002464e-06, 8.804393790002467e-06, -3.2201984292259175e-05, 1.0010468905388064, -1.0328259271222025e-05, 0.00013380439379000246, 8.804393790002464e-06, 8.804393790002467e-06, 8.804393790002464e-06, 8.804393790002464e-06, 8.804393790002464e-06, 6.857115763839896e-05]","[-1.4714515819792802e-05, -2.0731622907871902e-05, 3.605002312531449e-05, -7.38085024427248e-05, 1.53184002174426e-05, 8.79518608550735e-06, 8.795186085507346e-06, -1.4714515819792805e-05, -5.9093986622931986e-05, 0.9999999878020951, -1.0317457896182854e-05, 6.243463700685467e-05, 8.795186085507346e-06, 8.79518608550735e-06, 8.795186085507346e-06, 8.795186085507346e-06, -6.243463700685465e-05, 6.849944538069197e-05]"
start_3,1.8822406302473068e-28,2.1094237467877974e-15,200,76,9,"[2.1079652185738943e-06, 2.1079652185738943e-06, 2.1079652185738926e-06, 2.1079652185738943e-06, -9.519842922591774e-07, 0.9997076048245205, -1.7024687842650596e-05, 0.0001271079652185739, 2.1079652185738926e-06, 2.1079652185738943e-06, 2.1079652185738926e-06, 6.46079652185739e-05, 2.1079652185738926e-06, 6.18747290669704e-05]","[-2.5123592599873866e-05, -2.678914847812213e-05, 4.026899185988074e-05, -5.8736019325366375e-05, 1.3479843381758622e-05, 2.1085817318771152e-06, 2.1085817318771136e-06, -2.5123592599873866e-05, -3.3612426725492496e-05, 0.9999999877501374, -1.7029667026579105e-05, 6.251827927762366e-05, 2.1085817318771136e-06, 2.1085817318771152e-06, 2.1085817318771136e-06, 6.462686100950077e-05, -6.251827927762364e-05, 6.189282547257844e-05]"
start_3,1.4873345603856366e-28,1.5543122344752192e-15,200,76,9,"[1.6518919451860155e-05, 7.946730353621678e-06, 1.0857215994967186e-05, 9.018253990901488e-06, -7.460157171807812e-06, 0.9977086660115163, -4.5595325717052735e-05, 0.00014151891945186017, 9.955837173521318e-06, 1.5710104672304018e-05, 1.651891945186015e-05, 1.6518919451860155e-05, 1.173575618655403e-05, 6.617229792010355e-05]","[-2.298169424421473e-05, -2.6844820031526602e-05, 5.259522800604587e-05, -6.953763967535131e-05, 2.5750407974519272e-05, 7.96498067236654e-06, 1.0882150482960687e-05, -2.298169424421473e-05, -4.655594543113656e-05, 0.9999999858825779, -4.570003912628938e-05, 6.504061047797115e-05, 9.978701571041225e-06, 1.574618421760456e-05, 1.655685650671187e-05, 1.6556856506711874e-05, -6.504061047797111e-05, 6.63242680355324e-05]"
start_3,2.403034395233069e-28,2.373101715136272e-15,200,76,9,"[1.9616982442238686e-05, 4.843293810141941e-07, 1.961698244223868e-05, -5.181158898633275e-05, -8.859282393269082e-06, 0.997278934693496, -2.4505258290789222e-05, 0.0001446169824422387, 1.961698244223868e-05, 1.9616982442238686e-05, 1.961698244223868e-05, 1.961698244223868e-05, 1.961698244223868e-05, 7.581380519466326e-05]","[-5.226238464154128e-05, 4.726553654532014e-06, 2.9332000074271006e-05, -8.879682490363654e-05, 3.4058553728803036e-05, 4.856508607557248e-07, 1.9670506853318383e-05, -5.2262384641541296e-05, -3.6534440262095226e-05, 0.9999999835509762, -2.4572120231571018e-05, 6.267052957570472e-05, 1.9670506853318383e-05, 1.967050685331839e-05, 1.9670506853318383e-05, 1.9670506853318383e-05, -6.26705295757047e-05, 7.602066113118174e-05]"
start_3,1.5481215906634965e-28,1.6653345369377348e-15,200,76,9,"[3.0031227977015047e-06, 1.8738557163226338e-06, -1.7800404676046225e-06, 2.0150141014949916e-06, -1.356249005413582e-06, 0.9995834378054802, -1.693512739391086e-05, 0.0001280031227977015, 2.1385276885208037e-06, 6.481981375980062e-05, 3.003122797701503e-06, 3.003122797701503e-06, 3.003122797701503e-06, 6.273847183619371e-05]","[-2.5290736195531942e-05, -2.6580355875767883e-05, 4.08916140504586e-05, -5.966077917773329e-05, 1.431125817469072e-05, 1.8746365957430492e-06, -1.7807822520208672e-06, -2.5290736195531942e-05, -3.4370042982201326e-05, 0.9999999875583621, -1.6942184656830745e-05, 6.252604520900455e-05, 2.1394188629305557e-06, 6.484682568935277e-05, 3.0043742690764216e-06, 3.0043742690764216e-06, -6.252604520900451e-05, 6.27646164219793e-05]"
start_3,1.6609519504385748e-28,1.6930901125533637e-15,200,76,9,"[1.1993169300206546e-05, 1.1993169300206546e-05, 1.1993169300206545e-05, 1.1993169300206546e-05, -5.416270006544892e-06, 0.9873989313551328, -7.139483761017946e-06, 0.00013699316930020653, 1.1993169300206545e-05, 1.1993169300206546e-05, 1.1993169300206545e-05, 1.1993169300206545e-05, 1.1993169300206545e-05, 7.175993314860305e-05]","[-2.222298940577477e-05, -3.055230517278448e-05, 5.257095496858016e-05, -6.720104239276827e-05, 2.2018649795795684e-05, 1.2146224554029837e-05, 1.2146224554029836e-05, -2.2222989405774773e-05, -4.497805298699347e-05, 0.9999999870294494, -7.230596916503131e-06, 6.329761680374103e-05, 1.2146224554029836e-05, 1.2146224554029837e-05, 1.2146224554029836e-05, 1.2146224554029836e-05, -6.3297616803741e-05, 7.267572400483759e-05]"
start_3,1.5111442468706436e-28,1.8041124150158794e-15,200,76,9,"[2.211827061704794e-05, 2.5238140421995095e-07, 2.211827061704794e-05, 2.98561755582345e-06, -9.988896407699068e-06, 0.9969319818176354, -2.557391121195188e-05, 0.00014711827061704793, -4.93103008115235e-05, 2.211827061704794e-05, 2.211827061704794e-05, 2.211827061704794e-05, 2.211827061704794e-05, 7.780510178433368e-05]","[-2.7515798375971985e-05, -2.366548144193714e-05, 5.553735016900547e-05, -7.878600667031098e-05, 3.187186872706834e-05, 2.5315809355903475e-07, 2.218633833004101e-05, -2.7515798375971985e-05, -5.127020829433898e-05, 0.9999999829822325, -2.565261346126534e-05, 6.269234017594433e-05, -4.946205044246679e-05, 2.218633833004101e-05, 2.218633833004101e-05, 2.218633833004101e-05, -6.269234017594429e-05, 7.80445425357987e-05]"
start_3,1.4531683707451306e-28,2.1788126858268697e-15,200,76,9,"[1.0283374269824103e-05, -4.6671171128680984e-07, 2.8884962853108445e-06, 6.337704903635206e-05, -4.644104508952819e-06, 0.9985735964722504, -1.4842971394519843e-05, 0.00013528337426982416, -1.4688231738035373e-05, 9.226963129179345e-06, -8.849278791400386e-06, 1.028337426982411e-05, 4.035977351873252e-06, 7.019980082093377e-05]","[3.0518557358481057e-06, -5.622797101233109e-05, 7.162757024223445e-05, -5.012663019184368e-05, 1.5399599229903354e-05, -4.673783748726165e-07, 2.892622291246811e-06, 3.051855735848116e-06, -5.317848592769178e-05, 0.9999999859079912, -1.4864173494862715e-05, 6.5717437118346e-05, -1.4709212804082845e-05, 9.24014317197031e-06, -8.861919339705058e-06, 1.0298063318757574e-05, -6.571743711834598e-05, 7.030007610823942e-05]"
start_3,1.777934202369753e-28,2.3869795029440866e-15,200,76,9,"[2.896030707223892e-05, -2.4581585388266103e-06, 2.050901794708091e-05, 1.8210221091128007e-05, -1.3078848355204675e-05, 0.9959829251480442, -2.2011868064354074e-05, 0.00015396030707223892, 4.2132877754237657e-07, 2.7752980054359202e-05, 7.09441785941093e-06, -4.246826435633252e-05, 2.182042488029509e-05, 8.532817291347855e-05]","[-2.0013428938434684e-05, -2.8964318537975442e-05, 6.524936355449053e-05, -7.89710460536408e-05, 3.6285045016515095e-05, -2.4680729274935973e-06, 2.0591736116757075e-05, -2.0013428938434684e-05, -5.8957617115206075e-05, 0.9999999816843219, -2.2100647616945756e-05, 6.633641824335034e-05, 4.230281053892841e-07, 2.7864914995324157e-05, 7.123031480100257e-06, -4.2639549841865936e-05, -6.633641824335031e-05, 8.567232348682274e-05]"
start_3,1.4870648853136163e-28,2.7755575615628914e-15,200,76,9,"[2.5635095275455898e-05, -1.2375859147308812e-06, -1.7186786173704283e-05, 2.1254152295266953e-05, -1.157713980181879e-05, 0.996444164203727, -2.3440805971658183e-05, 0.0001506350952754559, -6.411904503742308e-08, 2.9721765272514645e-05, 6.455076036524768e-07, 6.502442214231404e-06, 1.7475229913234374e-05, 8.176872273776449e-05]","[-1.7944747496703322e-05, -3.0949509645237705e-05, 6.380810332473314e-05, -7.442967344888782e-05, 3.285859367949543e-05, -1.242002250414099e-06, -1.72481173638506e-05, -1.7944747496703322e-05, -5.648492595218448e-05, 0.9999999835341885, -2.3524454683738533e-05, 6.681752372750676e-05, -6.434785438568898e-08, 2.9827827640370352e-05, 6.478111029327015e-07, 6.5256462336347895e-06, -6.681752372750674e-05, 8.206051510845938e-05]"
start_3,1.3840494202175993e-28,1.5543122344752192e-15,200,76,9,"[2.2350929945138643e-05, -1.6265575270441202e-05, 2.4294940032413067e-06, 1.0427377094334263e-05, -1.0093968362320675e-05, 0.9968997097172871, -3.664175809838907e-05, 0.00014735092994513872, -1.3071766471118607e-05, 2.22382466764711e-05, -6.208598822636686e-06, 4.850407323106582e-07, 1.3025369531171189e-05, 7.774563425439044e-05]","[-2.2208563778934664e-05, -2.5591783271442446e-05, 5.619095109670564e-05, -7.304488340463218e-05, 3.05991678252632e-05, -1.6316159848963186e-05, 2.4370495263711266e-06, -2.2208563778934664e-05, -5.0836319625697504e-05, 0.9999999844266837, -3.675571090109625e-05, 6.737165083545204e-05, -1.3112418571427714e-05, 2.2307405763468864e-05, -6.227907045643461e-06, 4.865491684158672e-07, -6.737165083545201e-05, 7.798741667372051e-05]"
start_3,1.9980455916202927e-28,1.8457457784393227e-15,200,76,9,"[5.8517674523251824e-06, -2.374563524262609e-06, -7.256971766805487e-06, 4.510662458389796e-06, -2.642733688146854e-06, 0.9991883032243553, -2.2447186073967554e-05, 0.00013085176745232524, -2.0153389723156307e-06, 7.102788879996227e-06, -1.7981063247574968e-06, 6.249483284174627e-05, 3.3538494842981813e-06, 6.450634669273558e-05]","[-2.403105153801028e-05, -2.6860801194177307e-05, 4.3356155758761964e-05, -6.082536167195456e-05, 1.6495354564584667e-05, -2.3764924847711425e-06, -7.262866918401424e-06, -2.403105153801028e-05, -3.6794310133944256e-05, 0.9999999870381656, -2.2465420892712965e-05, 6.38007450167239e-05, -2.016976119205652e-06, 7.108558782174025e-06, -1.7995670041855945e-06, 6.254560009362535e-05, -6.380074501672387e-05, 6.455874798419342e-05]"
start_3,1.8942343261547253e-28,2.3315767719300773e-15,200,76,9,"[2.3183172167260488e-05, -2.43725978518561e-06, 1.3567520518609312e-05, 1.4785331432943454e-05, -1.0469819688440219e-05, 0.996784269667122, -2.2120697566757444e-05, 0.0001481831721672605, -1.8783815992212524e-07, 2.2590432260768458e-05, 4.871286813368823e-06, -1.6227490056812823e-05, 1.7203781031295863e-05, 8.01227163582928e-05]","[-2.1020257027714317e-05, -2.843717093286088e-05, 5.976286125853993e-05, -7.442368418659752e-05, 3.132569032567905e-05, -2.4451226020629834e-06, 1.3611290546722956e-05, -2.1020257027714323e-05, -5.3403427158883186e-05, 0.9999999843916162, -2.219206090489004e-05, 6.570097115162587e-05, -1.8844414253547967e-07, 2.2663311004809935e-05, 4.887002017961905e-06, -1.6279841383278582e-05, -6.570097115162583e-05, 8.038119936870976e-05]"
start_3,1.297522580638799e-28,1.9984014443252818e-15,200,76,9,"[1.0822142863214186e-05, -2.489214285107153e-05, 1.0822142863214183e-05, 1.0822142863214186e-05, -4.8874193575806e-06, 0.9984988640544575, -2.880978133503654e-05, 0.00013582214286321417, 1.0822142863214183e-05, 1.0822142863214186e-05, 1.0822142863214183e-05, 1.0822142863214183e-05, 1.0822142863214183e-05, 9.891043940632122e-05]","[-2.2352426046060846e-05, -2.981094974888185e-05, 5.0604227299446055e-05, -6.554812593015328e-05, 2.079327755056421e-05, -2.4929565134889804e-05, 1.0838412627700598e-05, -2.2352426046060846e-05, -4.319569988409241e-05, 0.9999999846332053, -2.8853093307827017e-05, 6.259396108453321e-05, 1.0838412627700598e-05, 1.0838412627700602e-05, 1.0838412627700598e-05, 1.0838412627700598e-05, -6.259396108453318e-05, 9.905913912085362e-05]"
start_3,1.7669636540060453e-28,1.5681900222830336e-15,200,76,9,"[1.3283430191143216e-05, -6.024822416646707e-06, 3.322712220194546e-06, 7.3216537657410255e-06, -5.998968473419515e-06, 0.998157459683164, -3.534556689184513e-05, 0.00013828343019114324, -4.427918016985411e-06, 1.3227088556809444e-05, -9.9633419274445e-07, 2.3504855847292217e-06, 8.620649984159488e-06, 0.00010074754619416562]","[-2.3332626595491208e-05, -2.6556833074361876e-05, 4.9470417654281127e-05, -6.670564450144437e-05, 2.2913584579919257e-05, -6.035943792370488e-06, 3.3288457007301182e-06, -2.3332626595491208e-05, -4.3373017905953134e-05, 0.9999999843872881, -3.541081218911533e-05, 6.495106404542315e-05, -4.436091625522807e-06, 1.3251504782118518e-05, -9.981733518329148e-07, 2.3548244069406247e-06, -6.495106404542312e-05, 0.00010093351869874576]"
start_3,1.4498038227511818e-28,2.0816681711721685e-15,200,76,9,"[3.1619478278608414e-06, 3.1619478278608414e-06, 3.161947827860839e-06, 3.1619478278608414e-06, -1.427976438388766e-06, 0.9995614072367807, -2.5537031763975893e-05, 0.00015941194782786083, 3.161947827860839e-06, 3.1619478278608414e-06, 3.161947827860839e-06, 3.161947827860839e-06, 3.161947827860839e-06, 9.28120936004556e-05]","[-3.123983795842209e-05, -3.3671923763212405e-05, 5.096501756128914e-05, -7.383799224248742e-05, 1.7293093798076743e-05, 3.1633351887629023e-06, 3.1633351887628997e-06, -3.123983795842209e-05, -4.259815428406531e-05, 0.9999999825995334, -2.5548236591301583e-05, 7.815927873462002e-05, 3.1633351887628997e-06, 3.1633351887629023e-06, 3.1633351887628997e-06, 3.1633351887628997e-06, -7.815927873461999e-05, 9.285281655886912e-05]"
start_3,1.5518029130916694e-28,1.970645868709653e-15,200,76,9,"[7.249652353485946e-06, 1.8746093629304895e-06, 3.552213361229315e-06, 3.379648973674992e-05, -3.274036546735587e-06, 0.9989944030606457, -2.444617353991052e-05, 0.00013224965235348598, -5.236150650443794e-06, 6.721446783163567e-06, -2.3166741771263003e-06, 7.2496523534859475e-06, 4.125953894510518e-06, 9.697462947743728e-05]","[-1.0706795354759637e-05, -4.186766600240616e-05, 5.7191106422603086e-05, -5.5256655776699166e-05, 1.5323440420196924e-05, 1.876496334795601e-06, 3.555789000401966e-06, -1.0706795354759633e-05, -4.454986042193952e-05, 0.9999999855405244, -2.4470780928837317e-05, 6.412633354793483e-05, -5.241421331981108e-06, 6.728212555928538e-06, -2.3190061290941675e-06, 7.256949815182972e-06, -6.412633354793478e-05, 9.707224362632187e-05]"
