label,R,lift_span_rank_numeric,sum_lifts_max_abs,lambda_10_best,lambda_20_best,lambda_21_best,residual_10_max_abs,residual_20_max_abs,residual_21_max_abs,affine_line_defect_numeric
alphatensor_rank23_transpose,23,2,1.1102230246251565e-16,-0.5985401459854013,-0.4014598540145985,-0.3740458015267175,1.0,1.0,0.6259541984732825,1
standard_rank27,27,2,1.1102230246251565e-16,-0.5,-0.5,-0.5,0.5000000000000001,0.5000000000000001,0.5000000000000001,1
