rank_target,packet_file,completion_id,fiber_partition_str,rank_H,rank_H_target,gate1_pass,rank_N,delta_leak,gate2_pass,rank_sigma,rank_SN,augmented_gap,gate3_pass,eta_nullity,conservation,conservation_violation,sigma_innovation,sigma_condition_number,sigma_rank_gap,sigma_sv_min,sigma_sv_max,delta_rank,delta_in_H_span,delta_residual_frobenius,delta_residual_max,delta_leak_dims,n_channels_leaking,H_sv_1,H_sv_last,H_spectral_gap,SN_spectral_gap,SN_sv_min,Z_dim,omega_exists,omega_pd,omega_condition,omega_eig_min,omega_eig_max,gamma_lstsq_residual,gamma_max_entry_residual,tensor_reconstruction_error,tensor_reconstruction_rmse,n_zero_alpha_rows,n_zero_beta_cols,alpha_density,beta_density,n_hits_in_pool,basis_size
20,basis_0000_913251dbab23.npz,0,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,19,8,0,9,19,1,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,19,0,8.602325267042627,1.0,8,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,1.6534140825756895e-16,-1,0,0,nan,nan,nan,7.95495280305736,2.545909321207892,0.993638458233646,0.19284279146630473,1,0,0.5777777777777777,0.5,151757,11
20,basis_0000_913251dbab23.npz,1,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,16,5,0,9,16,4,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,16,0,6.082762530298219,1.0,5,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,2.438371544482991e-32,-1,0,0,nan,nan,nan,8.00464297196408,2.5491775403441514,0.9996891715089549,0.1934732282052024,1,3,0.5944444444444444,0.45,151757,11
20,basis_0000_913251dbab23.npz,2,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,18,7,0,9,18,2,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,18,0,6.855654600401044,1.0,7,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,1.0750204820846245e-28,-1,0,0,nan,nan,nan,7.999458570866667,2.5507370975684753,1.000328694476574,0.1936012567284042,0,2,0.6222222222222222,0.4166666666666667,151757,11
20,basis_0000_913251dbab23.npz,3,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,19,8,0,9,19,1,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,19,0,7.874007874011811,1.0,8,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,2.672479377783359e-16,-1,0,0,nan,nan,nan,7.986212466668324,2.541058656098713,0.9994842411733906,0.1936496269594136,1,0,0.5555555555555556,0.5222222222222223,151757,11
20,basis_0000_913251dbab23.npz,4,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,17,6,0,9,17,3,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,17,0,7.810249675906654,1.0,6,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,2.7659003597101456e-32,-1,0,0,nan,nan,nan,7.960842443332046,2.5330757799197925,0.9936108884111038,0.19243787620662164,1,2,0.6277777777777778,0.45,151757,11
20,basis_0000_913251dbab23.npz,5,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,19,8,0,9,19,1,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,19,0,7.810249675906654,1.0,8,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,1.4271283849659262e-17,-1,0,0,nan,nan,nan,7.988739381261532,2.546977137560936,0.9951164383768936,0.19358231797156306,1,0,0.5611111111111111,0.5055555555555555,151757,11
20,basis_0000_913251dbab23.npz,6,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,16,5,0,9,16,4,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,16,0,5.0,1.0,5,5,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,0.0,-1,0,0,nan,nan,nan,7.99054679348449,2.5524550694089245,0.9942957669631128,0.19366373189889874,1,3,0.6222222222222222,0.42777777777777776,151757,11
20,basis_0000_913251dbab23.npz,7,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,19,8,0,9,19,1,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,19,0,9.16515138991168,1.0,8,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,2.235106918643452e-16,-1,0,0,nan,nan,nan,7.953909933473032,2.539784234243213,0.9860188133298285,0.19266382060987866,0,1,0.6,0.5,151757,11
20,basis_0000_913251dbab23.npz,8,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,18,7,0,9,18,2,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,18,0,7.681145747868608,1.0,7,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,1.423284383383263e-16,-1,0,0,nan,nan,nan,7.986576100205211,2.537708862339473,0.9893405977591124,0.19335756156815817,0,2,0.6166666666666667,0.45555555555555555,151757,11
20,basis_0000_913251dbab23.npz,9,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,18,7,0,9,18,2,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,18,0,7.615773105863909,1.0,7,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,0.0,-1,0,0,nan,nan,nan,7.97297323507278,2.5350131061765184,0.9884254956777175,0.19317008316539608,0,2,0.5722222222222222,0.4888888888888889,151757,11
20,basis_0000_913251dbab23.npz,10,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,16,5,0,9,16,4,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,16,0,6.324555320336759,1.0,5,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,0.0,-1,0,0,nan,nan,nan,7.9976582490178,2.532528046353855,1.0059431331778752,0.19350317150557184,2,2,0.6055555555555555,0.4722222222222222,151757,11
20,basis_0000_913251dbab23.npz,11,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,17,6,0,9,17,3,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,17,0,7.54983443527075,1.0,6,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,7.877156476922799e-30,-1,0,0,nan,nan,nan,7.975591752728232,2.5531927976792748,0.9920876060636035,0.19358955826298474,3,0,0.5388888888888889,0.5333333333333333,151757,11
20,basis_0000_913251dbab23.npz,12,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,18,7,0,9,18,2,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,18,0,7.483314773547883,1.0,7,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,1.73764974253565e-16,-1,0,0,nan,nan,nan,8.012698702916829,2.5579961421389275,1.003890127199892,0.1939306426574238,0,2,0.5833333333333334,0.4777777777777778,151757,11
20,basis_0000_913251dbab23.npz,13,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,17,6,0,9,17,3,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,17,0,8.48528137423857,1.0,6,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,0.0,-1,0,0,nan,nan,nan,7.986760875425715,2.5426085425010094,1.0024410244716164,0.1935389335735821,1,2,0.6222222222222222,0.4777777777777778,151757,11
20,basis_0000_913251dbab23.npz,14,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,19,8,0,9,19,1,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,19,0,8.0,1.0,8,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,0.0,-1,0,0,nan,nan,nan,7.98080533717437,2.529317513193619,0.9886814804709959,0.19336358085637126,0,1,0.5944444444444444,0.4666666666666667,151757,11
20,basis_0000_913251dbab23.npz,15,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,17,6,0,9,17,3,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,17,0,7.681145747868608,1.0,6,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,4.0390808390048824e-30,-1,0,0,nan,nan,nan,7.969401442020764,2.525175550137609,0.9952255010007642,0.1934540230821426,1,2,0.6166666666666667,0.4888888888888889,151757,11
20,basis_0000_913251dbab23.npz,16,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,20,9,0,9,20,0,1,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,20,0,7.810249675906654,1.0,9,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,1.136546551073026,-1,0,0,nan,nan,nan,7.9936632926249125,2.524821601666165,0.984004542084249,0.1938163035412435,0,0,0.5444444444444444,0.49444444444444446,151757,11
20,basis_0000_913251dbab23.npz,17,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,18,7,0,9,18,2,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,18,0,8.54400374531753,1.0,7,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,4.946384342652474e-29,-1,0,0,nan,nan,nan,7.953673307896251,2.505622091196491,0.9912790799630647,0.1927973222168467,0,2,0.5833333333333334,0.48333333333333334,151757,11
20,basis_0000_913251dbab23.npz,18,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,17,6,0,9,17,3,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,17,0,7.14142842854285,1.0,6,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,2.683714778487153e-28,-1,0,0,nan,nan,nan,7.988694247639522,2.540687593726349,0.989857072730296,0.19366714537795313,2,1,0.55,0.5,151757,11
20,basis_0000_913251dbab23.npz,19,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,19,8,0,9,19,1,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,19,0,7.937253933193772,1.0,8,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,1.4307309675999563e-17,-1,0,0,nan,nan,nan,7.9480930755942065,2.5225473632095183,1.0026042217893631,0.19276531130994426,1,0,0.5444444444444444,0.5333333333333333,151757,11
20,basis_0000_913251dbab23.npz,20,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,17,6,0,9,17,3,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,17,0,6.48074069840786,1.0,6,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,4.776862161398242e-19,-1,0,0,nan,nan,nan,8.007391610674624,2.546899941358642,0.9989015980211681,0.1937498022958094,0,3,0.6388888888888888,0.4388888888888889,151757,11
20,basis_0000_913251dbab23.npz,21,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,16,5,0,9,16,4,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,16,0,6.0,1.0,5,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,0.0,-1,0,0,nan,nan,nan,8.009409136857844,2.5188297977509873,0.9923905616413536,0.19386182861037715,4,0,0.5111111111111111,0.5388888888888889,151757,11
20,basis_0000_913251dbab23.npz,22,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,15,4,0,9,15,5,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,15,0,6.708203932499369,1.0,4,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,0.0,-1,0,0,nan,nan,nan,7.93213745921639,2.5272818354580138,1.0027195256121058,0.1934702146987743,1,4,0.5888888888888889,0.46111111111111114,151757,11
20,basis_0000_913251dbab23.npz,23,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,19,8,0,9,19,1,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,19,0,8.18535277187245,1.0,8,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,3.3927062421888844e-16,-1,0,0,nan,nan,nan,7.941226740880564,2.521738636024489,1.002217930873228,0.19288990186104105,1,0,0.5777777777777777,0.4777777777777778,151757,11
20,basis_0000_913251dbab23.npz,24,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,20,9,0,9,20,0,1,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,20,0,8.48528137423857,1.0,9,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,0.9554563187438505,-1,0,0,nan,nan,nan,7.963335926170733,2.5457429771241245,0.9919275504927498,0.19320360832560649,0,0,0.5555555555555556,0.5111111111111111,151757,11
20,basis_0000_913251dbab23.npz,25,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,19,8,0,9,19,1,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,19,0,8.426149773176359,1.0,8,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,5.02148532249466e-17,-1,0,0,nan,nan,nan,7.9038455873614355,2.5247221839913383,0.9850178587944641,0.19240921516602708,0,1,0.5833333333333334,0.48333333333333334,151757,11
20,basis_0000_913251dbab23.npz,26,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,16,5,0,9,16,4,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,16,0,5.830951894845301,1.0,5,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,7.56617678961744e-18,-1,0,0,nan,nan,nan,7.973439731171626,2.5383070115934503,0.9968623780425219,0.19368696156267506,3,1,0.5388888888888889,0.5111111111111111,151757,11
20,basis_0000_913251dbab23.npz,27,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,18,7,0,9,18,2,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,18,0,7.483314773547883,1.0,7,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,1.892613586160123e-31,-1,0,0,nan,nan,nan,7.960250366353931,2.552099881565156,1.0017509985564206,0.19324969981498819,0,2,0.5888888888888889,0.46111111111111114,151757,11
20,basis_0000_913251dbab23.npz,28,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,17,6,0,9,17,3,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,17,0,7.280109889280518,1.0,6,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,0.0,-1,0,0,nan,nan,nan,7.966903754076148,2.530606930519233,1.011870970822568,0.19324041790257843,3,0,0.5444444444444444,0.5277777777777778,151757,11
20,basis_0000_913251dbab23.npz,29,"(10, 5, 1, 1, 1, 1, 1, 0, 0)",11,11,1,18,7,0,9,18,2,0,7,27,0,0,9.751332357781932,0,0.5590425885164672,5.451410082778796,18,0,8.774964387392123,1.0,7,6,6.42312419924799,0.9457796502851518,0.9457796502851518,0.0,0.0,-1,0,0,nan,nan,nan,7.994919004126768,2.5401110455234717,1.001659536298393,0.19360588682641222,1,1,0.5777777777777777,0.5,151757,11
