rank_target,packet_file,completion_id,fiber_partition_str,rank_H,rank_H_target,gate1_pass,rank_N,delta_leak,gate2_pass,rank_sigma,rank_SN,augmented_gap,gate3_pass,eta_nullity,conservation,conservation_violation,sigma_innovation,sigma_condition_number,sigma_rank_gap,sigma_sv_min,sigma_sv_max,delta_rank,delta_in_H_span,delta_residual_frobenius,delta_residual_max,delta_leak_dims,n_channels_leaking,H_sv_1,H_sv_last,H_spectral_gap,SN_spectral_gap,SN_sv_min,Z_dim,omega_exists,omega_pd,omega_condition,omega_eig_min,omega_eig_max,gamma_lstsq_residual,gamma_max_entry_residual,tensor_reconstruction_error,tensor_reconstruction_rmse,n_zero_alpha_rows,n_zero_beta_cols,alpha_density,beta_density,n_hits_in_pool,basis_size
13,basis_0000_18a1b592de96.npz,10,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,12,8,0,4,12,1,0,14,27,0,0,inf,5,1.1740828755934816e-49,3.917519013070346,11,0,7.324926310519817,1.0,8,6,15.099760800901555,1.7861360066154772,1.7861360066154761,0.0,1.412719510599542e-16,-1,0,0,nan,nan,nan,8.395134619779233,2.965948369507236,1.034051630492764,0.18964479594952707,0,1,0.5213675213675214,0.5555555555555556,219337,4
13,basis_0000_18a1b592de96.npz,11,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,12,8,0,4,12,1,0,14,27,0,0,inf,5,0.0,3.775409425773908,11,0,7.122979861354597,1.0,8,6,15.087894184759303,1.4313516042539565,1.4313516042539562,0.0,0.0,-1,0,0,nan,nan,nan,8.431636125106968,2.9641002078862506,1.0358997921137494,0.19061674396805356,0,1,0.5470085470085471,0.5128205128205128,219337,4
13,basis_0000_18a1b592de96.npz,12,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,11,7,0,4,11,2,0,14,27,0,0,inf,5,0.0,5.62877352407408,10,0,9.47804480540862,1.333333333333334,7,6,16.200482548702716,0.4775940378746325,0.47759403787463217,0.0,1.735444889347066e-17,-1,0,0,nan,nan,nan,8.265040939928177,2.7631005808866207,0.9737012371203979,0.18960999203511544,2,0,0.5384615384615384,0.5726495726495726,219337,4
13,basis_0000_18a1b592de96.npz,13,"(8, 3, 1, 1, 0, 0, 0, 0, 0)",4,4,1,11,7,0,4,11,2,0,14,27,0,0,inf,5,1.540109501597971e-49,5.116159123927056,10,0,8.932726607881984,1.3837209302325582,7,6,15.686499450029919,1.7058371798181218,1.7058371798181209,0.0,0.0,-1,0,0,nan,nan,nan,8.287628183626609,2.8440340883486,0.9994976058876441,0.19026080237032114,1,1,0.5384615384615384,0.5641025641025641,219337,4
13,basis_0000_18a1b592de96.npz,14,"(9, 2, 1, 1, 0, 0, 0, 0, 0)",4,4,1,11,7,0,5,11,2,0,14,27,0,0,inf,4,8.594406840631055e-64,4.466890153349079,10,0,7.405745770854899,1.0281690140845072,7,6,15.100709649158581,2.019680557004006,2.0196805570040057,0.0,0.0,-1,0,0,nan,nan,nan,8.145480040875597,2.963544729596429,1.0364552704035714,0.18809269223097114,2,0,0.47863247863247865,0.6410256410256411,219337,4
13,basis_0000_18a1b592de96.npz,15,"(8, 2, 2, 1, 0, 0, 0, 0, 0)",4,4,1,13,9,0,4,13,0,1,14,27,0,0,inf,5,5.431309484327352e-49,7.19849607513545,12,0,9.336309049440612,1.2777777777777772,9,6,16.03642179669954,1.1371114184595104,1.13711141845951,0.0,0.6239049102828279,-1,0,0,nan,nan,nan,8.154200445142788,2.7190620890971497,0.9791059296142358,0.18731164851504964,0,0,0.5470085470085471,0.5811965811965812,219337,4
13,basis_0000_18a1b592de96.npz,16,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,11,7,0,4,11,2,0,14,27,0,0,inf,5,6.723498364927086e-51,3.864199498294344,10,0,5.491620410847977,1.0526315789473684,7,6,15.097985581565274,1.251377703694533,1.2513777036945326,0.0,5.604606993239619e-18,-1,0,0,nan,nan,nan,8.435475302406699,2.9647096128812604,1.0352903871187393,0.19067742925203973,1,1,0.48717948717948717,0.5470085470085471,219337,4
13,basis_0000_18a1b592de96.npz,17,"(9, 2, 1, 1, 0, 0, 0, 0, 0)",4,4,1,11,7,0,5,11,2,0,14,27,0,0,inf,4,2.1955570246079374e-33,5.1974009019258665,10,0,9.171409602583493,1.3852459016393444,7,6,16.22411432587439,1.6086465696974628,1.6086465696974623,0.0,0.0,-1,0,0,nan,nan,nan,8.11670588282581,2.774866843405765,0.9883106615069681,0.1900976771813147,1,1,0.5299145299145299,0.6068376068376068,219337,4
13,basis_0000_18a1b592de96.npz,18,"(9, 2, 1, 1, 0, 0, 0, 0, 0)",4,4,1,11,7,0,4,11,2,0,14,27,0,0,inf,5,1.060568077158363e-49,3.833390852098637,10,0,7.538407405208115,1.0344827586206895,7,6,15.09331298381494,1.4896138103830177,1.4896138103830168,0.0,3.893618074923351e-17,-1,0,0,nan,nan,nan,8.47787825482343,2.9664016565760956,1.0335983434239044,0.1913022839517469,0,2,0.5213675213675214,0.5213675213675214,219337,4
13,basis_0000_18a1b592de96.npz,19,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,11,7,0,4,11,2,0,14,27,0,0,inf,5,0.0,3.75165271979635,10,0,7.14142842854285,1.0,7,6,15.085150186396456,0.46311709149581387,0.46311709149581387,0.0,0.0,-1,0,0,nan,nan,nan,8.515380492510547,2.963913262911472,1.0360867370885278,0.19163124467093565,2,0,0.4700854700854701,0.5982905982905983,219337,4
13,basis_0000_18a1b592de96.npz,20,"(8, 2, 1, 1, 1, 0, 0, 0, 0)",4,4,1,12,8,0,4,12,1,0,14,27,0,0,inf,5,1.2065427699538438e-48,5.851037234415017,11,0,9.637860214516657,1.0679611650485437,8,6,15.718917295073906,1.197583518839178,1.1975835188391775,0.0,2.7466621844128666e-16,-1,0,0,nan,nan,nan,8.181794023477233,2.735744016637501,0.9673134225221499,0.18873253118739008,0,1,0.5811965811965812,0.6410256410256411,219337,4
13,basis_0000_18a1b592de96.npz,21,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,12,8,0,4,12,1,0,14,27,0,0,inf,5,2.089894590499518e-64,6.3739019103273025,11,0,11.464230084422216,1.2857142857142858,8,6,16.73348111655876,0.48189574657241346,0.481895746572413,0.0,5.969590168289562e-17,-1,0,0,nan,nan,nan,8.281542597540868,2.8032531481510037,0.9903599482912416,0.19036379358255826,1,0,0.5555555555555556,0.6495726495726496,219337,4
13,basis_0000_18a1b592de96.npz,22,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,8,4,0,4,8,5,0,14,27,0,0,inf,5,0.0,3.771104090667206,7,0,5.402019824271121,1.0,4,6,15.086957817516769,1.108454698168722,1.1084546981687218,0.0,0.0,-1,0,0,nan,nan,nan,8.493540733074466,2.9641929653955583,1.0358070346044417,0.19146868802172007,1,4,0.5299145299145299,0.47863247863247865,219337,4
13,basis_0000_18a1b592de96.npz,23,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,11,7,0,4,11,2,0,14,27,0,0,inf,5,0.0,5.89729251129952,10,0,8.52726718909908,1.2857142857142856,7,6,16.167564122437188,0.9486102000206986,0.9486102000206983,0.0,2.9509513489443068e-18,-1,0,0,nan,nan,nan,8.274749649659073,2.805408321615045,0.9871563591023138,0.18981659408092286,1,1,0.6153846153846154,0.5384615384615384,219337,4
13,basis_0000_18a1b592de96.npz,24,"(9, 1, 1, 1, 1, 0, 0, 0, 0)",4,4,1,12,8,0,5,12,1,0,14,27,0,0,inf,4,1.828122355605718e-48,5.960552462588198,11,0,7.256691702703451,1.3191489361702131,8,6,15.109039724971957,1.6069237409781403,1.6069237409781396,0.0,7.114746159050689e-17,-1,0,0,nan,nan,nan,8.12483905211367,2.935339972386819,1.0181166218837072,0.18931927204975954,0,1,0.5811965811965812,0.5641025641025641,219337,4
13,basis_0000_18a1b592de96.npz,25,"(9, 2, 1, 1, 0, 0, 0, 0, 0)",4,4,1,11,7,0,4,11,2,0,14,27,0,0,inf,5,1.5545705926737623e-51,3.9597767277875535,10,0,6.61403466466986,1.0181818181818183,7,6,15.104370277547035,1.8053835913096439,1.8053835913096432,0.0,0.0,-1,0,0,nan,nan,nan,8.423432141577962,2.9656898879433156,1.0343101120566842,0.19031507665939293,2,0,0.42735042735042733,0.6581196581196581,219337,4
13,basis_0000_18a1b592de96.npz,26,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,12,8,0,4,12,1,0,14,27,0,0,inf,5,1.7063523615756827e-50,7.106663949275357,11,0,8.349508112115691,1.0,8,6,15.662326993298446,0.532040379525648,0.5320403795256478,0.0,1.5915931995683603e-17,-1,0,0,nan,nan,nan,8.245762354348708,2.756639772480933,0.973637252515368,0.18978144490481796,1,0,0.5299145299145299,0.5897435897435898,219337,4
13,basis_0000_18a1b592de96.npz,27,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,12,8,0,4,12,1,0,14,27,0,0,inf,5,0.0,3.8065597991063154,11,0,8.33809387832792,1.0000000000000002,8,6,15.088813442565458,1.174794437242431,1.1747944372424304,0.0,0.0,-1,0,0,nan,nan,nan,8.44000358044041,2.964967157554918,1.035032842445082,0.19076239762429806,0,1,0.6068376068376068,0.47863247863247865,219337,4
13,basis_0000_18a1b592de96.npz,28,"(9, 2, 1, 1, 0, 0, 0, 0, 0)",4,4,1,13,9,0,4,13,0,1,14,27,0,0,inf,5,0.0,4.836700820566537,12,0,8.845387267520216,1.3576642335766427,9,6,15.65952159525187,1.5122682889298904,1.5122682889298897,0.0,0.5544952382148136,-1,0,0,nan,nan,nan,8.228126275224268,2.8110463291215675,0.9913879006314381,0.18942816251726313,0,0,0.5042735042735043,0.5982905982905983,219337,4
13,basis_0000_18a1b592de96.npz,29,"(9, 1, 1, 1, 1, 0, 0, 0, 0)",4,4,1,11,7,0,4,11,2,0,14,27,0,0,inf,5,1.2303544113777817e-32,5.5885384958923705,10,0,8.089400188856576,1.3438395415472784,7,6,15.820840005739667,1.5272926244992011,1.5272926244992002,0.0,2.156758445218793e-16,-1,0,0,nan,nan,nan,8.210006269370693,2.7590743920082326,0.975638750909777,0.18908069053419793,2,0,0.5042735042735043,0.6581196581196581,219337,4
13,basis_0000_18a1b592de96.npz,30,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,11,7,0,4,11,2,0,14,27,0,0,inf,5,0.0,4.7739032914210435,10,0,8.786353054595516,1.200000000000001,7,6,15.65145336535908,0.47169542609957765,0.47169542609957704,0.0,2.1361551496844937e-32,-1,0,0,nan,nan,nan,8.329123952198069,2.8400621176477356,1.0020719055124596,0.19068612890336814,1,1,0.5982905982905983,0.47863247863247865,219337,4
13,basis_0000_18a1b592de96.npz,31,"(8, 2, 1, 1, 1, 0, 0, 0, 0)",4,4,1,12,8,0,4,12,1,0,14,27,0,0,inf,5,0.0,5.184436013201081,11,0,8.415644771678338,1.0000000000000004,8,6,15.324777877581624,1.1774633710910702,1.1774633710910698,0.0,0.0,-1,0,0,nan,nan,nan,8.169822068676561,2.7804419528397744,0.9745244603907055,0.18874868213045407,0,1,0.5811965811965812,0.5555555555555556,219337,4
13,basis_0000_18a1b592de96.npz,32,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,10,6,0,4,10,3,0,14,27,0,0,inf,5,0.0,3.764871623634902,9,0,5.811865258054231,1.0,6,6,15.087055269438888,1.1973419730054085,1.1973419730054082,0.0,1.9400615218759615e-33,-1,0,0,nan,nan,nan,8.485615963360612,2.965330890243964,1.0346691097560359,0.19148953069094324,1,2,0.5897435897435898,0.48717948717948717,219337,4
13,basis_0000_18a1b592de96.npz,33,"(8, 2, 2, 1, 0, 0, 0, 0, 0)",4,4,1,12,8,0,5,12,1,0,14,27,0,0,inf,4,1.7643465386241292e-32,7.54331991551255,11,0,10.451568978753718,1.2745098039215685,8,6,16.643574806322345,0.9348955526205632,0.934895552620563,0.0,0.0,-1,0,0,nan,nan,nan,7.8962672377283765,2.7120089686898976,0.9502700289479046,0.1858225672965031,0,1,0.5982905982905983,0.6068376068376068,219337,4
13,basis_0000_18a1b592de96.npz,34,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,12,8,0,4,12,1,0,14,27,0,0,inf,5,8.373785513394021e-50,3.87794792269519,11,0,7.749114819629715,1.048780487804878,8,6,15.098832252053594,1.788947271368401,1.7889472713684003,0.0,9.611665541392506e-17,-1,0,0,nan,nan,nan,8.411735239138375,2.9652570282826334,1.0347429717173666,0.19046620226826239,1,0,0.5213675213675214,0.5555555555555556,219337,4
13,basis_0000_18a1b592de96.npz,35,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,12,8,0,4,12,1,0,14,27,0,0,inf,5,8.892773002207546e-50,4.873399280854649,11,0,8.763138284461371,1.2888888888888892,8,6,15.664105102952854,1.516906335107706,1.5169063351077055,0.0,6.899091282083426e-17,-1,0,0,nan,nan,nan,8.20183196012274,2.7777605920371915,0.9859530220591524,0.18875510314570884,1,0,0.5384615384615384,0.6239316239316239,219337,4
13,basis_0000_18a1b592de96.npz,36,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,13,9,0,4,13,0,1,14,27,0,0,inf,5,0.0,3.757773794440037,12,0,8.099382692526634,1.0,9,6,15.0860986658366,0.9879057158181986,0.9879057158181985,0.0,0.5057829057144326,-1,0,0,nan,nan,nan,8.51432666986706,2.9648717259460464,1.0351282740539536,0.19166024004228052,0,0,0.5128205128205128,0.5299145299145299,219337,4
13,basis_0000_18a1b592de96.npz,37,"(9, 2, 1, 1, 0, 0, 0, 0, 0)",4,4,1,12,8,0,4,12,1,0,14,27,0,0,inf,5,7.038090021813553e-52,4.202241592715548,11,0,7.55440040752682,1.0,8,6,15.09331298381494,1.4896138103830185,1.4896138103830183,0.0,5.962046001274079e-17,-1,0,0,nan,nan,nan,8.260500641257138,2.9621566174233833,1.0378433825766167,0.1877872769880088,0,1,0.5384615384615384,0.5641025641025641,219337,4
13,basis_0000_18a1b592de96.npz,38,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,12,8,0,4,12,1,0,14,27,0,0,inf,5,0.0,3.75165271979635,11,0,8.12403840463596,1.0,8,6,15.085150186396456,0.46311709149581387,0.46311709149581387,0.0,0.0,-1,0,0,nan,nan,nan,8.495241868668455,2.964828100286322,1.0351718997136778,0.19149050904126216,1,0,0.4188034188034188,0.6153846153846154,219337,4
13,basis_0000_18a1b592de96.npz,39,"(9, 2, 1, 1, 0, 0, 0, 0, 0)",4,4,1,13,9,0,4,13,0,1,14,27,0,0,inf,5,7.315175854342595e-50,3.919526700792647,12,0,7.886093848698239,1.0,9,6,15.102487637565932,1.2100476919952856,1.2100476919952852,0.0,0.48941032433530535,-1,0,0,nan,nan,nan,8.422288924831712,2.9637374076254,1.0362625923745996,0.19033902755156498,0,0,0.5213675213675214,0.5213675213675214,219337,4
13,basis_0000_18a1b592de96.npz,40,"(6, 3, 2, 1, 1, 0, 0, 0, 0)",4,4,1,13,9,0,6,13,0,1,14,27,0,0,inf,3,3.8893088237558015e-17,8.011274058453774,12,0,10.721728245490834,1.1826280623608019,9,6,15.403912419523806,1.961947705357655,1.9619477053576544,0.0,0.5594342105513239,-1,0,0,nan,nan,nan,7.713068819552448,2.469093456409634,0.9908149670157249,0.18861127010611103,0,0,0.6324786324786325,0.6410256410256411,219337,4
13,basis_0000_18a1b592de96.npz,41,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,13,9,0,4,13,0,1,14,27,0,0,inf,5,1.8284693058792758e-50,6.250323345702573,12,0,10.184085443979505,1.3486238532110089,9,6,16.06428370318166,1.423083168995513,1.4230831689955126,0.0,0.39775004498259187,-1,0,0,nan,nan,nan,8.253203709461745,2.8283916599138204,1.0016845711487226,0.18969264204051847,0,0,0.5299145299145299,0.5897435897435898,219337,4
13,basis_0000_18a1b592de96.npz,42,"(8, 3, 1, 1, 0, 0, 0, 0, 0)",4,4,1,10,6,0,4,10,3,0,14,27,0,0,inf,5,8.131707085585423e-50,4.661655827969186,9,0,6.985699678629192,1.0000000000000002,6,6,15.10709023558623,0.9201674526872573,0.9201674526872566,0.0,1.243769897461949e-32,-1,0,0,nan,nan,nan,8.286416687842234,2.965606111129519,1.034393888870481,0.18851599075578418,2,1,0.48717948717948717,0.5897435897435898,219337,4
13,basis_0000_18a1b592de96.npz,43,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,12,8,0,4,12,1,0,14,27,0,0,inf,5,8.556153244216632e-50,4.786804855915856,11,0,8.807614550721102,1.2222222222222228,8,6,15.653201066162614,1.145571182815515,1.1455711828155144,0.0,1.2759721012039482e-16,-1,0,0,nan,nan,nan,8.289660318938047,2.794331950577483,0.9835715495660331,0.19056728747371232,0,1,0.5982905982905983,0.5299145299145299,219337,4
13,basis_0000_18a1b592de96.npz,44,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,13,9,0,4,13,0,1,14,27,0,0,inf,5,0.0,5.823742285832533,12,0,10.499169402363927,1.2558139534883717,9,6,16.158047322355582,1.2461363096584748,1.2461363096584746,0.0,0.5980540104048327,-1,0,0,nan,nan,nan,8.283239878070587,2.7914545972176565,0.9869533861247329,0.19028669626727293,0,0,0.5726495726495726,0.5897435897435898,219337,4
13,basis_0000_18a1b592de96.npz,45,"(9, 2, 1, 1, 0, 0, 0, 0, 0)",4,4,1,12,8,0,4,12,1,0,14,27,0,0,inf,5,0.0,3.829893283076806,11,0,8.036680614166377,1.0588235294117645,8,6,15.092378428688662,1.1463423953827814,1.1463423953827812,0.0,1.953914316837194e-17,-1,0,0,nan,nan,nan,8.466398476479535,2.9654223693896924,1.0345776306103076,0.19119201571450709,1,0,0.5128205128205128,0.5641025641025641,219337,4
13,basis_0000_18a1b592de96.npz,46,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,9,5,0,4,9,4,0,14,27,0,0,inf,5,0.0,3.843675597672732,8,0,6.429100507328636,1.0,5,6,15.096029680565566,0.5308799480083837,0.5308799480083835,0.0,0.0,-1,0,0,nan,nan,nan,8.452808485992866,2.9664663659078885,1.0335336340921115,0.19105410772260661,1,3,0.5982905982905983,0.47863247863247865,219337,4
13,basis_0000_18a1b592de96.npz,47,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,10,6,0,4,10,3,0,14,27,0,0,inf,5,1.7841906432730376e-50,4.789439433880865,9,0,7.687198661138786,1.255813953488372,6,6,15.6534011725528,1.2071724052034747,1.2071724052034745,0.0,1.8131376013557763e-18,-1,0,0,nan,nan,nan,8.366154434843015,2.8425967217460646,0.9985764018745058,0.1917525976215897,2,1,0.49572649572649574,0.5641025641025641,219337,4
13,basis_0000_18a1b592de96.npz,48,"(7, 3, 2, 1, 0, 0, 0, 0, 0)",4,4,1,13,9,0,6,13,0,1,14,27,0,0,inf,3,1.1818024364013708e-16,7.348469228349536,12,0,10.335436906035822,1.3043478260869565,9,6,15.67075077952267,1.7054078300056572,1.7054078300056568,0.0,0.43844269373804834,-1,0,0,nan,nan,nan,7.578247170843739,2.459015696757879,0.8911497364707849,0.1865190002659081,0,0,0.6239316239316239,0.5726495726495726,219337,4
13,basis_0000_18a1b592de96.npz,49,"(10, 1, 1, 1, 0, 0, 0, 0, 0)",4,4,1,11,7,0,4,11,2,0,14,27,0,0,inf,5,0.0,3.75165271979635,10,0,8.602325267042627,1.0,7,6,15.085150186396456,0.46311709149581387,0.46311709149581387,0.0,0.0,-1,0,0,nan,nan,nan,8.479957617993687,2.9659394502829257,1.0340605497170743,0.1913801651872501,1,1,0.5128205128205128,0.5641025641025641,219337,4
13,basis_0001_0f7d13bf86cd.npz,0,"(9, 2, 1, 1, 0, 0, 0, 0, 0)",4,4,1,11,7,0,4,11,2,0,14,27,0,0,inf,5,0.0,5.084923248526479,10,0,9.165629925423813,1.4912280701754392,7,6,15.161352320606937,1.50280893570485,1.5028089357048493,0.0,0.0,-1,0,0,nan,nan,nan,8.370757288226558,2.8835816685531515,1.018071182247814,0.1917953547927409,1,1,0.5641025641025641,0.5299145299145299,219337,4
13,basis_0001_0f7d13bf86cd.npz,1,"(10, 2, 1, 0, 0, 0, 0, 0, 0)",4,4,1,11,7,0,4,11,2,0,14,27,0,0,inf,5,0.0,4.809358632363385,10,0,7.2571803523590805,1.0,7,6,15.490803071070106,1.1643448037716144,1.1643448037716142,0.0,0.0,-1,0,0,nan,nan,nan,8.242879700043497,2.744924363992729,0.9819659748759871,0.1885117633216359,1,1,0.5726495726495726,0.47863247863247865,219337,4
13,basis_0001_0f7d13bf86cd.npz,2,"(10, 2, 1, 0, 0, 0, 0, 0, 0)",4,4,1,13,9,0,4,13,0,1,14,27,0,0,inf,5,0.0,4.818411652161843,12,0,8.546441754710942,1.2500000000000002,9,6,15.490881402963135,1.178827265009873,1.1788272650098726,0.0,0.7724805748542405,-1,0,0,nan,nan,nan,8.297809410369942,2.8090368084454465,0.9904277702412229,0.19079816096767493,0,0,0.5811965811965812,0.49572649572649574,219337,4
13,basis_0001_0f7d13bf86cd.npz,3,"(9, 3, 1, 0, 0, 0, 0, 0, 0)",4,4,1,12,8,0,4,12,1,0,14,27,0,0,inf,5,0.0,5.1491035453017755,11,0,7.815582725128903,1.0000000000000002,8,6,14.9220376978025,1.5067935255608342,1.506793525560834,0.0,4.945727256120921e-17,-1,0,0,nan,nan,nan,8.297210100879893,2.9656719647388274,1.0343280352611723,0.1893489443731239,1,0,0.48717948717948717,0.5897435897435898,219337,4
13,basis_0001_0f7d13bf86cd.npz,4,"(7, 5, 1, 0, 0, 0, 0, 0, 0)",4,4,1,13,9,0,4,13,0,1,14,27,0,0,inf,5,4.678104481481994e-53,5.083203977734227,12,0,9.175277341078813,1.2857142857142863,9,6,15.512079744607284,1.0586365161465543,1.0586365161465536,0.0,0.7774170804798046,-1,0,0,nan,nan,nan,8.183564616984981,2.7607960069141795,0.9889425462234297,0.18834953815790834,0,0,0.5299145299145299,0.5811965811965812,219337,4
