trial_index,rank_H_numeric,rank_Delta_numeric,rank_HDelta_numeric,delta_in_eta_numeric,projection_max_residual_numeric
736,18,23,23,False,1.5854172427645605
737,18,23,23,False,2.5816259673711404
738,18,23,23,False,2.316561394029814
739,18,23,23,False,1.9113961181338148
740,18,23,23,False,2.036331328710676
741,18,23,23,False,2.2899199529875354
742,18,23,23,False,1.7143531419308815
743,18,23,23,False,1.8167840857121706
744,18,23,23,False,1.854497165727133
745,18,23,23,False,2.9913463102676543
746,18,23,23,False,2.0949799427528393
747,18,23,23,False,1.6925863269386188
748,18,23,23,False,2.5972249246386645
749,18,23,23,False,2.307524180794912
750,18,23,23,False,2.0891619415222196
751,18,23,23,False,2.4279867475162593
752,18,23,23,False,2.037524556688989
753,18,23,23,False,3.154156707879077
754,18,23,23,False,1.6013332808764424
755,18,23,23,False,2.1167573826558876
756,18,23,23,False,1.7751965972276622
757,18,23,23,False,2.0549059529653135
758,18,23,23,False,1.3746235299899516
759,18,23,23,False,2.0705924234918105
760,18,23,23,False,1.4147426284970321
761,18,23,23,False,1.552463347150091
762,18,23,23,False,1.8924891969899718
763,18,23,23,False,1.8597754330894347
764,18,23,23,False,2.056804083764967
765,18,23,23,False,1.6295422725183837
766,18,23,23,False,1.704234152570951
767,18,23,23,False,2.2001286841800947
768,18,23,23,False,2.1549936528290856
769,18,23,23,False,2.27190267883209
770,18,23,23,False,2.4860364962163435
771,18,23,23,False,1.7036470750242505
772,18,23,23,False,2.155448490459232
773,18,23,23,False,2.275347522733515
774,18,23,23,False,1.7778377085869335
775,18,23,23,False,1.9720670169882506
776,18,23,23,False,1.801761966087419
777,18,23,23,False,1.8335350497316476
778,18,23,23,False,1.8044752551292182
779,18,23,23,False,2.18951767127091
780,18,23,23,False,2.044902586918936
781,18,23,23,False,1.8595732782762053
782,18,23,23,False,2.0859515946538183
783,18,23,23,False,2.0236191343575785
784,18,23,23,False,2.060813246763151
785,18,23,23,False,1.9724460125509948
786,18,23,23,False,1.5395384141861401
787,18,23,23,False,1.9032905013636214
788,18,23,23,False,1.5796914388859904
789,18,23,23,False,1.8517276652897952
790,18,23,23,False,2.0148788040274344
791,18,23,23,False,4.018441980776471
792,18,23,23,False,2.500977803284893
793,18,23,23,False,1.5851065673532574
794,18,23,23,False,1.6394439540417558
795,18,23,23,False,1.7233621190307493
796,18,23,23,False,2.1193599109222
797,18,23,23,False,1.450622253588531
798,18,23,23,False,3.2166951978503056
799,18,23,23,False,1.5927645184341537
800,18,23,23,False,2.374738427492151
801,18,23,23,False,1.9633751966564135
802,18,23,23,False,1.812557048720223
803,18,23,23,False,1.6104172688492198
804,18,23,23,False,2.06670196459476
805,18,23,23,False,1.6376103004449103
806,18,23,23,False,1.5856788485171442
807,18,23,23,False,1.4357569620491057
808,18,23,23,False,1.9395222141182784
809,18,23,23,False,2.517729672041335
810,18,23,23,False,4.05099279724253
811,18,23,23,False,1.9031353988257829
812,18,23,23,False,2.0598308857642875
813,18,23,23,False,2.360890503301725
814,18,23,23,False,2.2629903906671
815,18,23,23,False,1.668103882069446
816,18,23,23,False,2.1659709702124514
817,18,23,23,False,1.7590459678991308
818,18,23,23,False,1.7774503952487941
819,18,23,23,False,2.622309318738674
820,18,23,23,False,1.6630936692173675
821,18,23,23,False,3.2368960908176914
822,18,23,23,False,1.90113736186411
823,18,23,23,False,2.4702042262458237
824,18,23,23,False,2.039718579442824
825,18,23,23,False,1.722489246045368
826,18,23,23,False,3.1277581079089884
827,18,23,23,False,1.6334223935478922
828,18,23,23,False,1.909430621704618
829,18,23,23,False,1.7971685184354078
830,18,23,23,False,3.0806681584417213
831,18,23,23,False,2.7407881599437114
832,18,23,23,False,1.8415605689643761
833,18,23,23,False,1.5248014704646873
834,18,23,23,False,2.1623845834896787
835,18,23,23,False,2.0251748254086097
836,18,23,23,False,2.22848654131863
837,18,23,23,False,1.7718448926850612
838,18,23,23,False,1.8260534337883718
839,18,23,23,False,1.5107059817665993
840,18,23,23,False,2.22635630270448
841,18,23,23,False,1.659337279939074
842,18,23,23,False,1.680647066975223
843,18,23,23,False,2.2868492755817007
844,18,23,23,False,1.535607585482093
845,18,23,23,False,1.6064972213375797
846,18,23,23,False,1.8885957525421369
847,18,23,23,False,1.780502565061512
848,18,23,23,False,1.81938475594522
849,18,23,23,False,3.132470804049845
850,18,23,23,False,1.9914153881140078
851,18,23,23,False,2.4005219069585646
852,18,23,23,False,1.9876799166943884
853,18,23,23,False,2.205896833688148
854,18,23,23,False,2.075655856856179
855,18,23,23,False,1.9357802149271457
856,18,23,23,False,2.1036464961048327
857,18,23,23,False,1.7222313605397512
858,18,23,23,False,1.940836218654651
859,18,23,23,False,2.6814020067219655
860,18,23,23,False,2.06316002621335
861,18,23,23,False,1.6285351942504103
862,18,23,23,False,1.999631288894486
863,18,23,23,False,1.786647085719936
864,18,23,23,False,1.4493456184169793
865,18,23,23,False,1.6402543448283184
866,18,23,23,False,1.7430171682356828
867,18,23,23,False,1.64246363489523
868,18,23,23,False,1.9288034942847354
869,18,23,23,False,1.9570068441691035
870,18,23,23,False,2.3533900852705725
871,18,23,23,False,1.8596420482402547
872,18,23,23,False,1.6040198363195457
873,18,23,23,False,2.5743705164983464
874,18,23,23,False,1.8959607691384124
875,18,23,23,False,1.7562719274227827
876,18,23,23,False,1.8860226428051445
877,18,23,23,False,1.8044883310165174
878,18,23,23,False,2.3845460808819947
879,18,23,23,False,1.8533371808866437
880,18,23,23,False,2.011668150509126
881,18,23,23,False,1.976799184931156
882,18,23,23,False,1.7514324898270706
883,18,23,23,False,1.3592571788350065
884,18,23,23,False,2.2021923919993167
885,18,23,23,False,1.985937471866455
886,18,23,23,False,1.7228219402921927
887,18,23,23,False,1.6159735394450236
888,18,23,23,False,1.6794276803040553
889,18,23,23,False,1.4066224188472936
890,18,23,23,False,2.0133182060594725
891,18,23,23,False,2.1890068801770894
892,18,23,23,False,1.8203958525670596
893,18,23,23,False,2.947616310039461
894,18,23,23,False,2.165327098834863
895,18,23,23,False,2.2372825501426226
896,18,23,23,False,1.9997920070139705
897,18,23,23,False,2.2050355362197704
898,18,23,23,False,2.605079320956847
899,18,23,23,False,1.6638510100040347
900,18,23,23,False,1.7102198258486543
901,18,23,23,False,2.0685433450622
902,18,23,23,False,1.6508862704149463
903,18,23,23,False,1.4998109534157482
904,18,23,23,False,1.7875203657191638
905,18,23,23,False,2.3569447106822556
906,18,23,23,False,3.1440743353543694
907,18,23,23,False,1.615376174366139
908,18,23,23,False,1.773498671404206
909,18,23,23,False,2.338018174674383
910,18,23,23,False,1.456077238761076
911,18,23,23,False,1.494447090603138
912,18,23,23,False,1.3436473228043546
913,18,23,23,False,1.8228935588380004
914,18,23,23,False,2.7630108356386236
915,18,23,23,False,2.0229738756336784
916,18,23,23,False,2.0472565653457284
917,18,23,23,False,2.2884296945353575
918,18,23,23,False,1.7293084970368202
919,18,23,23,False,2.011402644623545
920,18,23,23,False,1.697725653129128
921,18,23,23,False,1.9976736218734874
922,18,23,23,False,2.937133446496958
923,18,23,23,False,1.9303181850399649
924,18,23,23,False,2.5680517447043565
925,18,23,23,False,2.0943647387054125
926,18,23,23,False,1.824321568024169
927,18,23,23,False,2.0569683860900008
928,18,23,23,False,1.9129980887698201
929,18,23,23,False,2.0337331790848667
930,18,23,23,False,1.9579881777953374
931,18,23,23,False,2.4362863725943025
932,18,23,23,False,2.8567178464180043
933,18,23,23,False,1.6276166701645611
934,18,23,23,False,1.378273632032014
935,18,23,23,False,1.6617244422163684
936,18,23,23,False,2.596857173373134
937,18,23,23,False,1.753376419878561
938,18,23,23,False,1.9400473682799775
939,18,23,23,False,1.6442770391673833
940,18,23,23,False,2.3139317171155493
941,18,23,23,False,2.5860739728924016
942,18,23,23,False,2.3715319706386224
943,18,23,23,False,1.9371378828856747
944,18,23,23,False,2.7403947339213905
945,18,23,23,False,1.5245780240534894
946,18,23,23,False,1.661188809521747
947,18,23,23,False,2.0864244583959763
948,18,23,23,False,1.9348367842130445
949,18,23,23,False,2.174360339952777
950,18,23,23,False,1.907220830557272
951,18,23,23,False,1.8715178734360782
952,18,23,23,False,2.150611781502469
953,18,23,23,False,2.0240789661546987
954,18,23,23,False,1.704523829551809
955,18,23,23,False,3.5213414881161906
956,18,23,23,False,1.6910353525029278
957,18,23,23,False,2.010835880872218
958,18,23,23,False,2.769255469724512
959,18,23,23,False,3.6657081953596165
960,18,23,23,False,1.8792979199500812
961,18,23,23,False,2.4679539283322263
962,18,23,23,False,1.931812922016134
963,18,23,23,False,2.1729624345787455
964,18,23,23,False,2.7451425011328823
965,18,23,23,False,2.158054788677493
966,18,23,23,False,1.708232101321916
967,18,23,23,False,2.3096151044233775
968,18,23,23,False,1.2308744904464566
969,18,23,23,False,2.070974439388249
970,18,23,23,False,2.612336274787907
971,18,23,23,False,1.8469054436801662
972,18,23,23,False,1.6823209470547542
973,18,23,23,False,1.5079507243105659
974,18,23,23,False,3.150822043643089
975,18,23,23,False,1.8930420993317125
976,18,23,23,False,1.784524708031284
977,18,23,23,False,3.1171476979198847
978,18,23,23,False,2.1487685324516193
979,18,23,23,False,1.8569975140700687
980,18,23,23,False,2.03461044065888
981,18,23,23,False,1.7743117059311866
982,18,23,23,False,1.9396470812979012
983,18,23,23,False,1.762083453539011
984,18,23,23,False,2.5288166928414864
985,18,23,23,False,2.4035853743133972
986,18,23,23,False,1.261385644150653
987,18,23,23,False,1.5391798323094839
988,18,23,23,False,2.365027170625878
989,18,23,23,False,2.0871813045040524
990,18,23,23,False,2.8902326835030805
991,18,23,23,False,2.499849301539697
992,18,23,23,False,2.3464311877745203
993,18,23,23,False,1.9121126116312495
994,18,23,23,False,2.052764300313043
995,18,23,23,False,1.752825697661666
996,18,23,23,False,2.293586113308784
997,18,23,23,False,1.5892696083635134
998,18,23,23,False,2.391359945888699
999,18,23,23,False,2.0180213525093404
1000,18,23,23,False,2.136679524861486
