trial_index,rank_H_numeric,rank_Delta_numeric,rank_HDelta_numeric,delta_in_eta_numeric,projection_max_residual_numeric
136,18,23,23,False,2.692007760361588
137,18,23,23,False,1.923085700897572
138,18,23,23,False,1.9142785747243878
139,18,23,23,False,1.798420776834674
140,18,23,23,False,2.2890960321889433
141,18,23,23,False,1.968127715819711
142,18,23,23,False,1.795025866855611
143,18,23,23,False,1.7166304693086234
144,18,23,23,False,1.528903604748726
145,18,23,23,False,1.8959686658233295
146,18,23,23,False,1.804146828490302
147,18,23,23,False,2.1145722302266945
148,18,23,23,False,1.3739175654910538
149,18,23,23,False,2.4801015420330765
150,18,23,23,False,2.821680542760649
151,18,23,23,False,1.9018519605656905
152,18,23,23,False,2.1619656327248777
153,18,23,23,False,1.7597275730233952
154,18,23,23,False,1.842709697484982
155,18,23,23,False,1.8748402320175255
156,18,23,23,False,2.832136686170867
157,18,23,23,False,1.644869329411304
158,18,23,23,False,2.9608085827544284
159,18,23,23,False,2.5782079593271563
160,18,23,23,False,1.667751664475556
161,18,23,23,False,2.462531298977728
162,18,23,23,False,1.6143994794712158
163,18,23,23,False,2.0562420947226427
164,18,23,23,False,1.8691356688848813
165,18,23,23,False,1.5091518366587864
166,18,23,23,False,3.57719136236307
167,18,23,23,False,1.8928768624566987
168,18,23,23,False,3.3476382026846774
169,18,23,23,False,2.837043438616672
170,18,23,23,False,1.8316311016784557
171,18,23,23,False,2.7798702819444774
172,18,23,23,False,2.2659201662276667
173,18,23,23,False,1.9669512561619023
174,18,23,23,False,1.663983330286579
175,18,23,23,False,2.296923569618327
176,18,23,23,False,2.504077347848108
177,18,23,23,False,1.7261753669948325
178,18,23,23,False,1.7643508490248851
179,18,23,23,False,2.063093890255549
180,18,23,23,False,2.4108631248312387
181,18,23,23,False,2.112623521900057
